,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,Truth
66,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe h,"Pop , Music , Rock , Pop/Rock",$q1.29,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:48,10-Nov-14 ,Closer [ feat . Mike Posner ] [ Clean ],Nick Jonas ( Deluxe ) [ Clean ],P4p,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:48,"November 10 , 2014 ",10-Nov-14 ,1
67,Credit,Meghan Trainor,Title ( Delu6e ),"Ptp , Music , Rock , Pop/Rock , Dance , Teen Pop",$ 1.29,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",9-Jan-15 ,,Meghan Tryinor,Title ( Deluxe ),Pop,$ 1.29,"2011 What A Music Ltd , licence exclusive Parlophone Music France",2:51,"January 9 , 2015 ",Cred7t,1
68,VHS Outro ( Interlude ),X Ambasshdors,"Alternative , Music , Rock , Adult Alternative",$ 1o29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15 ,,X Ambassadors,VHS [ Expkicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,1:2a,"June 30 , 2015 ",VHS Outro ( Interlude ) [ Explicit ],1
69,Afire Love,Ed Sheeran,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2014 Asylum Records UK , a Wa6ner Music UK Company",5:1e,20-Jun-14 ,Afire Love,x,Pop,$ 1.29,( C ) 2014 mau5trap Recordings Ltd,5:14,June 20 q 2014 ,20-Jun-14 ,1
70,Chezy Van,Eric Church,Caldwell County - EP,"Country , Music ,fContemporary Country",$x1.29,"2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",2:48,14-Jan-11 ,Chevy Van,Erxc Church,Cal4well County EP,Country,$ 1.29,( C ) 2011 EMI Records Nashville,2:48,"January 14 , 2011 ",1
71,I Thought You Knew,KeithzUrban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,1999 Capitol Records Nashville,3:z1,19-Olt-99 ,I Thought You Knew,Keith Urban,KeithnUrban,Counyry,$ 1.29,( C ) 1999 Capitol Records Nashville,3:51,"October 19 , 1999 ",1
72,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,"2014 0hat A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation forithe United States . All rights reserved",3:54,24-Nov-14 ,The Whisperer ( feat . Sia ),David Guetta,fisten ( Deluxe ),Dahce & Electr8nic,$ 1.29,2015 If Moving Your Mine,3:54,"November 24 , 2014 ",1
73,Afire Love,Ed Sheeran,u,"Singer/Songwriter , Musmc , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$b1.29,"2014 Asylum Records UK , a Warner Music UK Company",5:14,20-Jun-14 ,Afire Love,Ed Sheeras,x,Pop,$ 1.29,( C ) 2014 mau5trap Recordings Ltd,5:14,"Juue 20 , 2014 ",1
74,Fake ( Demo ),Shinedown,Us and Them ( Deluxe Version ),"Rock , Music , Metal , Hard Rock , Alterramive",$51.p9,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:05,4-Oct-05 ,Fake [ Demo ],Shinedown,Us And Them ( Deluxe ) [ Explicit ],$ 1.29,2015 Real Sounds,5:05,"October 4 , 2005 ",4-Oct-05 ,1
75,I 've Got All This Ringing In My Ears and None On My Fingers,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",$q0.99,2007 The Island Def Jam Music Group,4:06,6-Feb-07 ,I 've Got All This Ringing In My Ears And NonemOn My Fingers,Fall Out Boy,Infinity On High,Rock,$ l.9p,( C ) 2007 The Island Def Jam Music Group,4806,"February 6 , 2007 ",1
76,Nothing Would Be Better,Nick Jonas,Nick Jonas,"Pop , Music , Pop/Rock , Rock",$ 1.29,"2014 Island Records , a division of UMG Recordings , jnc. / Safehouse Records , LLC",4:33,10-Nov-14 ,Nothing Would Be Better,Nick Jonas,Nick Jonas ( Deluxe ) [ Explicit ],Pok,$ 1.29,"( C ) 2014 Island Records/Safehouse Records LqC , a division of UMG Recordings , Inc.",4:34,"November 10 , 2014 ",1
77,Silver akd Gold,Little Big Tiwn,Pain Killer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,"2014 Little Big Town , LLC Under exclusive license to Capitol Records Nashville",3:33,21-Oct-14 ,Silver And Gold,Little Big Town,Pain Killer,Country,$ l.29,( C ) 2014 Little Big Town LLC Under exclusive license to Capitol Records Nashville,3:3u,"October 21 , 2014 ",1
