,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,Truth
65,Fake ( Demo ) Us and Them ( Deluxe Version ),Shinedown,,"Rock , Music , Metal , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:05,4-Oct-05,"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",,,,,,5:20,4-Dec-12 ILR Music,0.0
66,"Please Come to Boston ( Live ) Kenny Chesney When the Sun Goes Down ( Deluxe Version ) Country , Music , Contemporary Country , Urban Cowboy 2-Feb-04",,,,$ 1.29,2007 SONY BMG MUSIC ENTERTAINMENT,4:00,,,David Guetta,,,$ 1.75,_ GENRISIO,,_. _ _  _ _,0.0
67,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,,,21-Aug-09,"Remember You ( feat . Wiz Khalifa ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $2.49 5-Nov-12",Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,0.0
68,"Remember You ( feat . The Weeknd ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 4-Dec-12",Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta Dance , Music",,One Love ( Deluxe Version ),,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,"21-Aug-09 ======= ======== ======== ====== ====== ================= ""Welcome Back to My Little House (Darling Doll)"" is a dreamy indie pop rock epic that is so dense, catchy and so insanely infectious that it's impossible to",0.0
69,Remember You, POST CONTINUES BELOW,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,Let Go Ryan Adams Ryan Adams 2010 PAX Music Awards Show-Cup 2018,,,"Pop , Rock , Rock , Electronic , Rock , Rock_Album",$ 5.45,,11:54,��,0.0
70,Remember You, POST CONTINUES BELOW, POST CONTINUES BELOW,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,Help Me Lose My Mind ( feat. London Grammar ),Disclosure,Settle ( Deluxe Version ),,$ 1.00,,,,0.0
71,5:20,izensCAPTION, POST CONTINUES BELOW, POST CONTINUES BELOW,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ) Taylor Swift,"Country , Music",$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",3:57,7-Apr-09 izzy,0.0
72,,,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,In God's Hands ( feat . Keith Urban ) The Best of Nelly Furtado ( Deluxe Version ) 4:34,Nelly Furtado,,"Pop , Music , Rock , Vocal , Adult Alternative , Songwriter / Vocal",��,‰ ãÑ 2010 Geffen and Company,,ɣA 2010 Gramofo,0.0
73,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] Dance , Music $ 1.29 21-Aug-09",David Guetta,One Love ( Deluxe Version ),,,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,,,,,InterstitialCode,2015 Mark Ronson Under exclusive licence to Sony Music Entertainment UK Limited,,InterstitialCode,0.0
74,"Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 5:20 4-Dec-12",Wiz Khalifa,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,Anna Sun ( Live ) iTunes Festival : London 2012 - EP $ 1.29 6:11,BEAUTY,,"Alternative , Music",,"2012 RCA Records , a division of Sony Music Entertainment",,10-Sep-12 illet,0.0
75,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,Taylor Swift,,,,$ 5.99,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,0.0
76,"Remember You ( feat . The Weeknd ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 4-Dec-12",Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,You Belong With Me ( Instrumental With Background Vocals ) Taylor Swift,,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ) Taylor Swift,"Country , Music",$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",3:58,8-Apr-09 姫,0.0
77,"Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 4-Dec-12",Wiz Khalifa,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,David Guetta,David Guetta,,,$ 1.29,,2:51,21-Aug-09,0.0
78,"Money Right ( feat . Rick Ross & Brisco ) Hip-Hop/Rap , Music , Pop , Dirty South $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:16 18-Mar-08",Flo Rida,Mail On Sunday,,,,,,"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg FREE (feat. Snoop Dogg ) - 2015 12x06",,,- VIC,,,4:12,"IL Version ""Dinner""",0.0
79,"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",,O.N.I.F.C. ( Deluxe Version ),,,,5:20,4-Dec-12,Toyfriend ( feat. Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29,,onelove ( Deluxe Version ),"Dance , Music",,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09 itle,0.0
80,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09",David Guetta,,,$ 1.29,,,,Whateva ( feat . Monty ) Fetty Wap 2015 300 Entertainment/RGF Productions,,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,,5:11,ILIOLINIZATION,0.0
81,"Remember You ( feat . The Weeknd ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 4-Dec-12",Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France",David Guetta,,,$ 1.29,,2:51,21-Aug-09,0.0
82,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta Dance , Music",,One Love ( Deluxe Version ),,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09, , A few weeks past I, 0,,$ 1.29,,2:51,21-Aug-09,0.0
83,Let Go Ryan Adams Ryan Adams 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records . 9-Sep-14,,,"Rock , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative , Country , Alternative Country , Americana",$ 1.29,,3:43,,,,itolitol ),Take '`` There ( feat . Kiesza ) [ Myspace ],,,,,0.0
84,"Help Me Lose My Mind ( feat . London Grammar ) Electronic , Music 4:04 15-Apr-14",Disclosure,Settle ( Deluxe Version ),,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",,,"(Lyrics) (Remix) ""Hello Neighbor"", ""Hey Hey""",,,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,,ielie847,0.0
85,You Belong With Me ( Instrumental With Background Vocals ) Taylor Swift,,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",3:57,7-Apr-09,Whateva ( feat. Monty ) Fetty Wap 2015 300 Entertainment/RGF Productions,,Fetty Wap ( Deluxe ),,$9.99,,5:11,,0.0
86,In God 's Hands ( feat . Keith Urban ) The Best of Nelly Furtado ( Deluxe Version ) 4:34 16-Nov-10,Nelly Furtado & Keith Urban,,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 0.99,‰ ãÑ 2010 Geffen Records,,,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) 3:34,David Guetta,"Everything You Could Have , Parlophone Music France","Dance , Music , Rock , House , Electronic",$ 1.29,2011 What A Music Ltd / David Guetta,,5-Aug-10 ilyOLAY,0.0
87,"Uptown Funk ( feat . Bruno Mars ) [ Trinidad James Remix ] Mark Ronson Pop , Music $ 1.29 4:22 29-Jun-15",,Uptown Funk ( Trinidad James Remix ) [ feat . Bruno Mars ] - Single,,,2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited,,,"""All Too Real""",,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal ,",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc . for the world outside of the United States .,5:06,18-Apr-11 yrics,0.0
88,Anna Sun ( Live ) iTunes Festival : London 2012 - EP $ 1.29 6:11,WALK THE MOON,,"Alternative , Music",,"2012 RCA Records , a division of Sony Music Entertainment",,10-Sep-12,"remembered____ ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 $ 1.99",,,,,2000 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,4-Dec-12 popcure,0.0
89,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51",,,,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,,21-Aug-09,"Medicated ( feat . Chevy Woods & Juicy J ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap 5:30 4-Dec-12",Wiz Khalifa,O.N.I.F.C.,,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the,,,0.0
90,You Belong With Me ( Instrumental With Background Vocals ) Taylor Swift,,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",3:57,7-Apr-09,Whateva ( feat . Monty ),,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap , Hip-Hop",Album,,5:11,iban,0.0
91,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France",David Guetta,,,$ 1.29,,2:51,21-Aug-09,"Make It Bun Dem ( Alvin Risk Remix ) Dance , Music , Electronic $ 1.29 2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States . 4:00 22-Oct-13",Skrillex AND Damian `` Jr. . Gong '' Marlay,Skrillex AND Damian @ UMG Capitol,,,,,_(ツチューパーモン),0.0
92,"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 12-Dec-11",,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",,,4:12,,Fake ( Demo ) Us and Them ( Deluxe Version ),Shinedown,,"Rock , Music , Metal , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:05,4-Oct-05 ibalLIVE,0.0
93,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29,,One Love ( Deluxe Version ),"Dance , Music",,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,David Guetta,David Guetta,,,$ 1.29,,,LIBRE_Label,0.0
94,Whateva ( feat . Monty ) Fetty Wap 2015 300 Entertainment/RGF Productions,,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,,5:11,,"Toyfriend (feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music . . \ Song_Name",David Guetta,,,$ 1.29,,2:51,21-Aug-09 itle,0.0
95,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France",David Guetta,,,$ 1.29,,2:51,21-Aug-09,,,The Sound of Madness ( Deluxe Version ),Rock,Album Only,2004 West Coast Recording Company (A&W UMG ) for the United States,3:33,23-Jun-08 izzydollol,0.0
96, ,David Guetta,,,$ 1.29,,2:51,21-Aug-09,"Because of Your Love Country , Music , Contemporary Country , Urban Cowboy $ 0.99",Kenny Chesney,Greatest Hits,,,2000 BMG Entertainment,4:16,26-Sep-00 yrics,0.0
97, , A few weeks past I,,,$ 1.29,,2:51,21-Aug-09,"""A",,POP SKY,,,2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK LIMITED,,LIBERIA,0.0
98,,,,"Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] Skrillex and Diplo Present Jack '`` Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 3:30 24-Feb-15",Skrillex & Diplo,,,,"Deleted (feat. Guillaume ) [ Music ] [ Alternative Music ] [ Digital Song ] [ Radio Edit ] David Guetta Dance , Music , Rock , House , Electronic , Fandango , House Music Song_Name",,,,$ 2.49,,3:10,iblcol Artist_Name,0.0
99,Because of Your Love Greatest Hits 4:16 26-Sep-00,Kenny Chesney,,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,,,,PRINT_AVAILABLE,,"Hip-Hop , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",,$ 1.29,0.0
100,Whateva ( feat . Monty ) Fetty Wap 2015 300 Entertainment/RGF Productions,,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,,5:11,,Because of Your Love Greatest Hits 4:16 26-Sep-00,,,Country I AM,$ 0.99,,,LIBRARY,0.0
101,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) 3:34,David Guetta,Nothing But the Beat,"Dance , Music , Rock , House , Electronic",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",,26-Aug-11,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown",,Leave a Whisper ( Deluxe Version ),"Rock , Music , Folk , Alternative",$ 1.29,,3:59,27-May-03 illetCol Song_Name,0.0
102,Second Chance ( Live Acoustic from Kansas City ) Shinedown,,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,18-Apr-11,"Remember You ( feat . iveTiTiTi ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99",?,** O.N.I.F.C. ( Deluxe Version ),,,,3:29,4-Dec-12 Wiz Khalifa & O.C.M,0.0
103,"Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 5:20",,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,4-Dec-12,In God 's Hands (feat. J. Cole ),Nelly Furtado,,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 0.99,‰ ãÑ 2010 Geffen Records,,irezland,0.0
104,"Medicated ( feat . Chevy Woods & Juicy J ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap 5:30 4-Dec-12",Wiz Khalifa,O.N.I.F.C.,,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,(feat. Nicki Minaj CO.),Kenny Chesney,Greatest Hits,,,2000 BMG Entertainment,4:17,26-Sep-00 abul,0.0
105,Whateva ( feat . Monty ) Fetty Wap 2015 300 Entertainment/RGF Productions,,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,,5:11,,,,Artist,,,2013 Atlantic Recording Corporation FOR THE US AND WEA International Inc. for the world outside of the United States,,5-Jan-29 IEDRACol ImageName,0.0
106,"Make It Bun Dem ( Alvin Risk Remix ) Dance , Music , Electronic $ 1.29 2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States . 3:58 28-Aug-12",Skrillex & Damian `` Jr. . Gong '' Marley,Make It Bun Dem After Hours ( Remixes ),,,,,,Like I Love You 3:16,Drake,Like I Like You,"Hip-Hop , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",$ 2.99,2010 Young Money Entertainment/Cash Money Records/Universal Motown,,19-Jul-10,0.0
107,Fake ( Demo ) Us and Them ( Deluxe Version ),Shinedown,,"Rock , Music , Metal , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:05,4-Oct-05,Aida ( VIP ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,,,11-Dec-14,0.0
108,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09",David Guetta,,,$ 1.29,,,,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ] Who 's That Chick ( feat . Rihanna ) - EP 2014 Vinyl Pop 2018 Popstar PRICE $ 39.00,David Guetta & Rihanna,,"House , Music , Dance , Rock , Electronic",$ 0.99,,2:45,Indigo,0.0
109,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France",David Guetta,,,$ 1.29,,2:51,21-Aug-09,"Toyfriend (feat. Rufus & Paul Oakenfold ) [ Continuous Mix Version ] David Guetta Dance , Music",,Two Love ( Deluxe version ),,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:01,21-Aug-09 yrics,0.0
110,Son of Sam ( Bonus Track ) Shinedown,,The Sound of Madness ( Deluxe Version ),"Rock , Music , Metal , Alternative , Grunge , Hard Rock",Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,3:37,23-Jun-08,VHS Outro ( Interlude ) X Ambassadors $ 1.29 2015 KIDinasMØ,,VHS,"Alternative , Music , Rock , Adult Alternative",,,1:25,cerpt_2_,0.0
111,"Because of Your Love Country , Music , Contemporary Country , Urban Cowboy $ 0.99",Kenny Chesney,Greatest Hits,,,2000 BMG Entertainment,4:16,26-Sep-00,"Make It Bun Dem ( Alvin Risk Remix ) Dance , Music , Electronic $ 1.29 2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States . 3:58 28-Aug-12",_______ A,Make It Bun Dem After Hours ( Remixes ),,,,,_  _ .popLAB,0.0
112,"Uptown Funk ( feat . Bruno Mars ) [ Trinidad James Remix ] Mark Ronson Pop , Music $ 1.29 4:22 29-Jun-15",,Uptown Funk ( Trinidad James Remix ) [ feat . Bruno Mars ] - Single,,,2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited,,,Medicated ( feat . Chevy Woods & Juicy J ) Wiz Khalifa 5:30 4-Dec-12,,O.N.I.F.C.,"hip-hop/rap , Hip-Hop , Rap , East Coast Hip-Hop",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,ここも鍘之な記,0.0
113,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",,Listen ( Deluxe Version ),,$ 1.29,,3:20,,"Money Right ( feat . Rick Ross & Brisco ) Hip-Hop/Rap , Music , Pop , Dirty South $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:16 18-Mar-08",Flo Rida,Mail On Sunday,,,,,irezlaRida,0.0
114,Jimmy Iovine ( feat . Ab-Soul ) The Heist ( Deluxe Edition ) 3:53,Macklemore & Ryan Lewis,,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",,1-Aug-12,"Dirty Vibe ( Remixes ) - EP Dance , Music 2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States . 3:42",,,,$ 1.29,,,15-Dec-14 errilla,0.0
115,Because of Your Love Greatest Hits 4:16 26-Sep-00,Kenny Chesney,,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,,,"Remember You (feat. Wiz Khalifa ) Wiz Khalifa Hip-Hop , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 , 5:20",,,,,,0:30,4-Dec-12 yrics,0.0
116,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown",,Leave a Whisper ( Deluxe Version ),"Rock , Music , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:59,27-May-03,"Help Me Lose My Mind ( feat . London Grammar ) Electronic , Music 4:04 15-Apr-14",Disclosure,Settle ( Deluxe Version ),,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",,�� Songs & Performs . MP3 Download ( 10 MB ),0.0
117,"Remember You ( feat . The Weeknd ) Wiz Khalifa Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",,O.N.I.F.C. ( Deluxe Version ),,,,5:20,4-Dec-12,?,Naughty Boy,,,,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14 ibalie,0.0
118,In God 's Hands ( feat . Keith Urban ) The Best of Nelly Furtado ( Deluxe Version ) 4:34 16-Nov-10,Nelly Furtado & Keith Urban,,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 0.99,‰ ãÑ 2010 Geffen Records,,,{ ArtistName_,Kenny Chesney,Greatest Hits,,,2000 BMG Entertainment,4:16,26-Sep-00 yrics,0.0
119,"Because of Your Love Country , Music , Contemporary Country , Urban Cowboy $ 0.99",Kenny Chesney,Greatest Hits,,,2000 BMG Entertainment,4:16,26-Sep-00,Because of Your Love Greatest Hits 4:16 26-Sep-00,Kenny Chesney,,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,,ㅎㅠ,0.0
120,"Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 5:20",,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,4-Dec-12,"Who 's That Chick ? ( feat . Rihanna ) [ Instrumental ] Who 's That Chick ( feat . Rihanna ) - EP Rock , Music , Dance , House , Electronic $ 0.99 7-Jan-13",David Guetta,,,,2010 Gum Prod licence exclusive Parlophone Music France,4:05,ected_sha256,0.0
121,Thank Me Now 5:28,Drake,Thank Me Later,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",$ 1.29,2010 Young Money Entertainment/Cash Money Records/Universal Motown,,16-Jun-10,,,,,,2012 Capitol Records for the United States and WORLD Wide Media Inc. for the world outside of the United States,,5-Feb-13,0.0
122,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,,,21-Aug-09,"I Do n't Need No B **** ( feat . Devin the Dude & Kobe Honeycutt ) Doggumentary Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap ‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 . 4:10 24-Aug-12",Snoop Dogg,,,$ 1.29,,,,0.0
123,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ] Who 's That Chick ( feat . Rihanna ) - EP 2010 Gum Prod licence exclusive Parlophone Music France 3-Dec-10,David Guetta & Rihanna,,"House , Music , Dance , Rock , Electronic",$ 0.99,,2:45,,"Help Me Lose My Mind ( feat . London Grammar ) Electronic , Music 4:04 15-Apr-14",Disclosure,Settle ( Deluxe Version ),,$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations LIMITED",,ILoveMyName,0.0
124,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta Dance , Music",,One Love ( Deluxe Version ),,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,"If I Am a Stranger (Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12",Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],,$ 0.99,,5:10,_.9_Label_Name,0.0
125,VHS Outro ( Interlude ) X Ambassadors $ 1.29 2015 KIDinaKORNER/Interscope Records 30-Jun-15,,VHS,"Alternative , Music , Rock , Adult Alternative",,,1:25,,Medicated ( feat. Chevy Woods & Juicy J ) Wiz Khalifa 5:30 4-Dec-12,,CO Album_Type_Name,"Hip-Hop/Rap , Music , Rap , East Coast R&B , Rap , Country R&b",$ 23.99,ocaCAP,,cURRENT,0.0
126,"Make It Bun Dem ( Alvin Risk Remix ) Dance , Music , Electronic $ 1.29 2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States . 3:58 28-Aug-12",Skrillex & Damian `` Jr. . Gong '' Marley,Make It Bun Dem After Hours ( Remixes ),,,,,,,CHRISTY,,,$ 16.99,,4:45,oiOGEOiOGiO,0.0
