,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
932,interaction of query evaluation and buffer management for information retrieval,"björn þór jónsson , divesh srivastava , michael j. franklin",sigmod conference,1998,response for query and response manager,"björn þór jónsson , divingh srivastava , michael j. franklin",sigmod conference,1997 𠈑位形1 ��,0
933,the whips prototype for data warehouse creation and maintenance,"hector garcia-molina , himanshu gupta , wilburt labio , yue zhuge , janet l. wiener , jennifer widom",sigmod conference,1997,the whips prototype for data warehouse creation and maintenance,"hector garcia-molina , himanshu gupta , wilburt labio , yue zhuge , janet l. wiener , jennifer widom",sigmod conference,1998 __________________________________________________,0
934,report on dart ' 96 : databases : active and real-time ( concepts meet practice ),"nandit soparkar , krithi ramamritham",sigmod record,1997,the sqlis database,"g. samplerij , j. keve l. k. p. schenK",vldb journal -- the international journal on very large data bases,1999 _. biblioteca ????????,0
935,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996,static inspection of memory-poor code,"romez sousa , chris ross, patsy proulx",symposium on memory fragmentation,1999 𓳊,0
936,parallel database systems 101,jim gray,sigmod conference,1995,parallel databases - parallel database protocols AND protocols,jim gray,novoc,2001 galitarian,0
937,selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,constraint tracking in temporal databases,michael hajjal . ross,theta lhota,1988 ��,0
938,star-cubing : computing iceberg cubes by top-down and bottom-up integration,"jiawei han , xiaolei li , benjamin w. wah , dong xin",vldb,2003,the machine-readable hierarchical system for unstructured information,"michael mchugh , leonao cholm",michael h. seung,2006 ��,0
939,editor 's notes,michael j. franklin,sigmod record,2000,,"jeffy leung , k. chaelyn , p. stuart colsols",vldb,1993 _______________________________________,0
940,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,index configuration in object-oriented databases,janice g.,very large data bases,1997 ��,0
941,parallel database systems 101,jim gray,sigmod conference,1995,parallel data systems 102,jim gray,sigmod conference,1994 ��,0
942,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,jim jims,inc,1999 ��,0
943,partition based spatial-merge join,"david j. dewitt , jignesh m. patel",sigmod conference,1996,aqr-toolkit : in conjunction with the IDEA framework,"jane r. dewitt , jane ollis",alon jane,2000 ��,0
944,mining the world wide web : an information search approach - book review,aris m. ouksel,sigmod record,2002,"in-flight and out-of-flight mining, logging, query and output","chavil zayev , elia sambodia",vldb,2000 ��,0
945,database management systems and the internet,susan malaika,vldb,1996,database management systems and the internet,ken ross,vldb,2013 ��,0
946,static analysis techniques for predicting the behavior of active database rules,"alexander aiken , jennifer widom , joseph m. hellerstein",acm trans . database syst .,1995,database on-line storage,"alexander aiken , jennifer widom , joseph m. hellerstein",acm transactional logic . database syst .,2002 ????????,0
947,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"xiaoyang sean wang , changzhou wang",vldb j.,2001,data loss management and loss calculation to reduce redundant losses,lucencio j.,acm sigmod record,2002 _. rtcol,0
948,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan",vldb,1997,word,"nazad nassan , karin nassan",sigmod conference,1998 galitarian,0
949,on the computation of multidimensional aggregates,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",vldb,1996,prediction engine,jennifer widom,nolga saman jake,1998 ___________________________EDITORS,0
950,visdb : a system for visualizing large databases,"hans-peter kriegel , daniel a. keim",sigmod conference,1995,log tables with log tables (from the pxdb system,"hans-tien , kwan Hwang",sigmod conference,1997 ��,0
951,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003,cost-driven vertical class partitioning for methods in object oriented databases,"yanschut , prabhat n. wilschut , katieleh katieleh",vldb j.,1999 _.,0
952,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",ctd,1995 𦐑帮者、霖出的来出。,0
953,update propagation protocols for replicated databases,"raghavan komondoor , abraham silberschatz , yuri breitbart , s. seshadri , rajeev rastogi",sigmod conference,1999,update propagation protocols for replicated databases,"samuel madden , mehul shah , joseph m. hellerstein , vijayshankar raman",international conference on management of data,1999 𐒑𐞵𐡷𐞖的好大离‍1 .,0
954,"design , implementation , and performance of the lham log-structured history data access method","gerhard weikum , peter muth , patrick e. o'neil , achim pick",vldb,1998,"design, implementation, and performance of lham log-structured data access method","giovanni paul , priscilla yolanda , roberto seguin col",acm sigmod record,1997 𒒺𒭻𒭇�𒭗𝩁,0
955,managing web data,dan suciu,sigmod conference,1999,parsing web URLs,jim jiwei,sigmod conference,1990 ��,0
956,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",vldb,1996,,"jongjiao siang , jangxia mian",international conference on management of data,1999 ItemThumbnailImage0,0
957,efficient management of multiversion documents by object referencing,"vassilis j. tsotras , carlo zaniolo , shu-yao chien",vldb,2001,"data management on multiversion documents - a multiversion database approach, a multiversion analytics","chris clifton , san-zhu li",sutoki,1998 ��,0
958,robust estimation with sampling and approximate pre-aggregation,chris jermaine,vldb,2003,scalable query-oriented batch-oriented workbench,"jeremy , p. ekelly , jeremy akelly jeremy",x. kempncol,"1987 _. sind , _. vindi , _. vindi , _. vindico",0
959,database principles column - introduction,leonid libkin,sigmod record,1999,table structure,george colliat,acm sigmod record,2000 ��,0
960,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1993 ------------- --------------- ------- ___________________________,0
961,the jungle database search engine,"linas bukauskas , curtis e. dyreson , michael h. böhlen",sigmod conference,1999,the jungle data engine,cristin ross,klobz,2012 ��,0
962,database management systems and the internet,susan malaika,vldb,1996,database networking,susan malaika,international conference on management of data,2003 ��,0
963,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001,agent-based semantic interoperability in nested contexts in information services,"david hong , bingliang jia",igmod conference,2003 galitariancol.title,0
964,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",sigmod conference,1999,bdna : the simple test suite of the bdni,"jukla. nidhvi dakota , kunal r. dakota","acm #define README.SUBDIR_PATH ( ""C:/Users/yourusername/Documents/etc/themes.json"" )",2002 𢅩,0
965,algorithms for mining distance-based outliers in large datasets,"raymond t. ng , edwin m. knorr",vldb,1998,algorithms for processing high-resolution data in large datasets,"mr. ross, erich ross",vldb,2005 ��,0
966,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,partial results for online query processing,"shanghai , rindy chia CHINA","xiangsu , thao w@ jiao JIC",2001 ��,0
967,book review column,karl aberer,sigmod record,2002,book review column,greg vassar,sigmod record,2005 ��,0
968,d ( k ) - index : an adaptive structural summary for graph-structured data,"chen qun , andrew lim , kian win ong",sigmod conference,2003,"( x y ) - Graph visualization, chart",kelsey bian,xycol,1999 ��,0
969,database principles column - introduction,leonid libkin,sigmod record,1999,generalization problem solvers,james w. vorbo,sigmod conference,1997 ��,0
970,interaction of query evaluation and buffer management for information retrieval,"björn þór jónsson , divesh srivastava , michael j. franklin",sigmod conference,1998,event control tools: user input (c.,"vladimir karlowicz , maria vladimir",event management application,2004 _______________________________,0
971,analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes",sigmod record,2003,"a collection of high-dimensional objects, such as tables and dictionaries, including dictionaries","luiller de pereira , luce de lascoladas",varus,2004 ��0,0
972,fast parallel similarity search in multimedia databases,"christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold",sigmod conference,1997,a single-point object-oriented database system,"mie d'Ìde , zhi hai",cfrinciones,2000 𠑃丘巴,0
973,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,bringing order to query optimization,"johannafur , d. juhana",conferences for interdisciplinary research,2002 ��,0
974,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,aggregation of distributed query expressions,alain lauguir,daniel k. shagreen,2001 ��,0
975,genesys : a system for efficient spatial query processing,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",sigmod conference,1994,genomesys : a system for efficient spatial query processing,"sigmar krueger, béliu brittain",alain brittain,2008 ioxide,0
976,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,opher etzion,sigmod record,1999,reporting with numpy,jdavik,tungri,2000 ��,0
977,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,opher etzion,sigmod record,1999,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,opher etzion,sigmod record,2000 ONSORED,0
978,image mining in iris : integrated retinal information system,"kheng guan goh , wynne hsu , mong-li lee",sigmod conference,2000,visualization of visual domain tables in real-time,dan m. bradley,numscheview,1996 ��,0
979,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",sigmod conference,1997,time series data based query systems,iakov,sigmod program,2002 _____________________________,0
980,constraint databases : a tutorial introduction,jan van den bussche,sigmod record,2000,annotations generated for all tables at the table,jhoyong zhong,sigmod conference,2001 Interstitial,0
981,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,opher etzion,sigmod record,1999,microsoft index turning wizard for relational databases,m. r. claire,conference,1999 ��,0
982,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1997,infomaster : an information integration system,"d. zhong , t. r. hai",vldb,2003 galitarian,0
983,star-cubing : computing iceberg cubes by top-down and bottom-up integration,"jiawei han , xiaolei li , benjamin w. wah , dong xin",vldb,2003,star-cubing : computing iceberg cubes by top-down AND/OR-suboperation,samishan gharvi,vldb,2000 𐹿繲系,0
984,book review column,karl aberer,sigmod record,2002,top-down analysis of table entries,mr seychell,tony de miercol,2002 ��col title,0
985,formal query languages for secure relational databases,"marianne winslett , kenneth smith , xiaolei qian",acm trans . database syst .,1994,SQL in hierarchical data,"chan keiser, errol",acm sigmod journal,1999 ��,0
986,call for book reviews,karl aberer,sigmod record,2003,call for book reviews,"jason m. pattler , kathy m. scott",val maitari,2001 ��1,0
987,describing and using query capabilities of heterogeneous sources,"yannis papakonstantinou , vasilis vassalos",vldb,1997,named constructions,"gail yolos , sesak kavilis",libuvx,1998 𠹓,0
988,s3 : similarity search in cad database systems,"hans-peter kriegel , stefan berchtold",sigmod conference,1997,pdf,"hans-peter kriegel , stefan berchtold",sigmod conference,1997 jri,0
989,image mining in iris : integrated retinal information system,"kheng guan goh , wynne hsu , mong-li lee",sigmod conference,2000,image search in iris : integrated retinal information system,"kunggong , j",international conference on management of data,1995 ��,0
990,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",sigmod conference,1999,the b-tree : an index structure for object oriented databases,valdis b. mitzane,vldb,2001 ��,0
991,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",sigmod record,2001,the ecobase project : database and web technologies for environmental information systems,"dr. h. paladino , m. j. hanssen",event,2002 ��,0
992,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",vldb,2003,supporting top-k join statements in relational databases,"karten c. karten , peter ros, d. van der Merwe",vdtdj col,1997 ��,0
993,an interpolated volume data model,"amarnath gupta , tianqiu wang , simone santini",vldb,2003,"a comparison of individual, ensemble and time series data based on standard models and the best known values from individual (non-stationARY) dataset","mhuh nicholas , miyasukoi kawaguchi",bibliography,1998 aciouslycol,0
994,editor 's notes,ling liu,sigmod record,2001,editor's notes,"edur røde , aarhus vanderborg",sigmod record,2001 ��,0
995,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,opher etzion,sigmod record,1999,evaluation of the data: understanding and handling data types and systems,danny ivancol,international conference on management of,1994 𐰢,0
996,static analysis techniques for predicting the behavior of active database rules,"alexander aiken , jennifer widom , joseph m. hellerstein",acm trans . database syst .,1995,dynamic type tables,cate p. tifiotti,agr . col,1997 ��1,0
997,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",acm trans . database syst .,1997,"use global data (instructions), query optimization, or database management system to query data","alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",very large data bases,1998 ��,0
998,caching strategies for data-intensive web sites,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu",vldb,2000,caching strategies for image databases,"daniela florescu , helena galhardas , dennis shasha , eric simon",sigmod conference,2001 _.CORA.,0
999,adaptive algorithms for set containment joins,"hector garcia-molina , sergey melnik",acm trans . database syst .,2003,set containment joins using associative relationships,luelehman,the vldb,2002 orate2 col,0
1000,supervised wrapper generation with lixto,"sergio flesca , robert baumgartner , georg gottlob",vldb,2001,supervised collection-based implementation of the following library functions,"junger , james nelson",acm sigmod record,2002 ��,0
1001,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003,relational data sharing in peer-based data management systems,"bingjing shu , shenli , qingqi",sigmod record,2001 ��,0
1002,managing intervals efficiently in object-relational databases,"thomas seidl , marco pötke , hans-peter kriegel",vldb,2000,managing intervals quickly in object-oriented databases,"nayayohara , angar peter , naya yuki",very large data bases,1999 ��,0
1003,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",vldb j.,2002,a reference database for the global data science and technical information business at ftroy,antheros yannis m. CORBA1,"arthur m. , abel r. zalm , rajkumar col",1997 _.,0
1004,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,control-flow optimization at the crossroads,kellian van der Zind col,sigmod conference,1994 ���� ��,0
1005,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",sigmod record,2001,analysis of ecology on data sets that are at-large,"indra g. bolas, b. benjamin, nd. b. mary",mohana krishna s. sheshana,"1993 "":[ ]",0
1006,temporal database system implementations,michael h. böhlen,sigmod record,1995,performance information systems for finite-computing ( FCE ) programs,timothy d. deuren,sigmod conference,1998 __________________________,0
1007,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995,a web index for long video archives,"david mccarthy , jane j. sartle",rtj d.,2000 𐧒�票家崥.10.110.7-1,0
1008,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,the o,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",international conference on management of data,1992 ��,0
1009,analyzing energy behavior of spatial access methods for memory-resident data,"anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir",vldb,2001,data structure for data storage,"arishpal , linde j. gurnan",wazir lulizi,2001 ��0,0
1010,extracting entity profiles from semistructured information spaces,"robert a. nado , scott b. huffman",sigmod record,1997,extraction data space types from structured table representations,"edgar k. ukura , juliano zhong",quite large data bases,2002 ��,0
1011,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"xiaoyang sean wang , changzhou wang",vldb j.,2001,a system for very high-dimensional sparse and quasi-sparse vector systems,"pouki haijiej , dan jiej",vldb CONSCIATION_MATCH.STRING,,0
1012,repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repository and object oriented databases,shuong zhang,sigmod conference,1991 𐐐羵早本诪 ��0,0
1013,query processing in tertiary memory databases,sunita sarawagi,vldb,1995,query processing in tertiary memory databases,tiweng pang,very large data bases,1996 _________________________ _,0
1014,database management systems and the internet,susan malaika,vldb,1996,database schema validation,"sammy. van der Werbe, christophe berber",tuanwong,1999 ,0
1015,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",acm trans . database syst .,1997,deep learning in multi-join patterns,"shing chiu , hui hui .",syst GROUPING OF,2002 ��-,0
1016,managing intervals efficiently in object-relational databases,"thomas seidl , marco pötke , hans-peter kriegel",vldb,2000,policy settings for the local database,bobsum,mikkelen tiklen,2002 ��,0
1017,are quorums an alternative for data replication ?,"bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso",acm trans . database syst .,2003,quorum validation and querying using parallel database systems,"gudelove , gérard håkon",global conference on data,2001 oubtedly,0
1018,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"henrique paques , wei tang , calton pu , wei han , ling liu , david buttler",sigmod conference,2000,two-dimensional model validation software for a relational dataset,"fkf krabek, weizman f. f. aqr-toolkit",srinivasan,1986 ��,0
1019,a tsql2 tutorial,"james clifford , ramez elmasri , michael d. soo , wolfgang käfer , nick kline , arie segev , suryanarayana m. sripada , fabio grandi , john f. roddick , richard t. snodgrass , christian s. jensen , nikos a. lorentzos , ilsoo ahn , gad ariav , don s. batory , t. y. cliff leung , curtis e. dyreson , krishna g. kulkarni",sigmod record,1994,writer's introduction,"sarah c. d. stahl , lili rosman",tahr bhanpura,2005 ��,0
1020,fast nearest neighbor search in medical image databases,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos",vldb,1996,fast nearest neighbor search in medical image databases,keif klein,international conference on management of data,1994 galitarian0,0
1021,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001,and a working basis for using multiple database objects in a database,"kamata , stevrin s. kumar , nahil o. sanjee",database tracking of indexed tables,1998 ��,0
1022,incremental maintenance for materialized views over semistructured data,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh",vldb,1998,resource extraction for real-time storage,"daniel de la Fuente , jeremy bencher , jeremy m. zachary vassalos",aaron de la Fuente -- data that has not been kept,2003 𲕤  CREDITS  The following credits have been provided to all researchers in the project:  Sarasota B. S. Kajbakrishnan  Yasitaka A. S. Srivastava  Adriano,0
1023,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003,replication of database queries,"yung yong , yuoxian yong",vldb J-1 xiya-li-faO JN-2 YZ-1 jiao-chuan JW,1999,0
1024,editor 's notes,arie segev,sigmod record,1994,editor notes & ' notes,abby r. naughton,alasiee kohnen,2001 _____________________________,0
1025,temporal database system implementations,michael h. böhlen,sigmod record,1995,link data in real time,alon y. halevy,local field,1997 Likewise col authors,0
1026,mind your vocabulary : query mapping across heterogeneous information sources,"kevin chen-chuan chang , hector garcia-molina",sigmod conference,1999,theorem solving and computing with data,nympa sakayama,incver,1999 ��0,0
1027,query processing in tertiary memory databases,sunita sarawagi,vldb,1995,query language used by an application,mihail n. marques,luukwu,1995 galitarian,0
1028,"design , implementation , and performance of the lham log-structured history data access method","gerhard weikum , peter muth , patrick e. o'neil , achim pick",vldb,1998,"design , implementation , and performance of the lham log-structured history data access method","gerhard w. schafer , gerhard wieters",vldb,1998 ���� ��-series: 1-series,0
1029,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,an online system for online production of data,"siren m , bien jiang , gaojie , huojie",sigmod record,"2001 "":[…] The term is often used to describe a system that allows you to query an object-oriented database system for information regarding a project",0
1030,information systems research at rwth aachen,matthias jarke,sigmod record,1995,information systems research at rwth aachen,matthias jarke,sigmod record,"1996 "":[3]",0
1031,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1994,graphite : a graphical system for reading data,mgauren v. chugrin,robertson,1995 ��,0
1032,database management systems and the internet,susan malaika,vldb,1996,database management systems and the internet,juniper jania,sigmod conference,1999 ��,0
1033,indexing medium-dimensionality data in oracle,"jayant sharma , kothuri venkata ravi kanth , jay banerjee , siva ravada",sigmod conference,1999,indexing medium-dimensionality data inoracle,"kanji jain, septhayannas , sarah jAIN, vishiv k.","luke danshak, m. jeeperson",1999 ��,0
1034,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995,circadian and night time trends based on circadian rhythms in circadian clocks,peter de. florento,international conference on management of data,1994 Likewise,0
1035,d ( k ) - index : an adaptive structural summary for graph-structured data,"chen qun , andrew lim , kian win ong",sigmod conference,2003,d ( j ) - index : the index of data at and within the,"ktsoong , baeon lao , chuan jue andor , rojang pang",sigmod conference,2003 _____________________,0
1036,digital library services in mobile computing,"evaggelia pitoura , melliyal annamalai , bharat k. bhargava",sigmod record,1995,a distributed collection of web forms in online format,bhanan mahany,vldb,1999 𢱊運運滅子,0
1037,information systems research at rwth aachen,matthias jarke,sigmod record,1995,the e-learning of e-learning,jedisoner jedison,acm sigmod conference,1995 ��Col title,0
1038,information management for genome level bioinformatics,"norman w. paton , carole a. goble",vldb,2001,zentral database research,stanzai van de Bijn,vldb,2001 ��,0
1039,supervised wrapper generation with lixto,"sergio flesca , robert baumgartner , georg gottlob",vldb,2001,the text-based database system,"mike vierke , als h. als berman",vldb,2001 _.,0
1040,implementing lazy database updates for an object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari",vldb,1994,implementation and analysis of lazy database updates for an object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari",vldb,1994 𠩠𠑠�,0
1041,converting relational to object-oriented databases,joseph fong,sigmod record,1997,a robust search for specific sequences,"n. zang, mr &#234--238; n. xiang, zhao yiang",vldb,1998 ��0,0
1042,issues in developing very large data warehouses,"vish jumani , lyman do , david van rossum , pamela drew , wei jin",vldb,1998,"paper synthesis : paper synthesis in the university, the journal of research","ukpalan, vish chokharath",very large data bases,2001 ��,0
1043,index structures for selective dissemination of information under the boolean model,"tak w. yan , hector garcia-molina",acm trans . database syst .,1994,indexing of strings in a collection of query types,"zhan xiao jixing , shan s. gai",conference,1996 𐍄蔦,0
1044,integrating reliable memory in databases,"peter m. chen , wee teck ng",vldb,1997,integrating a database CONVERTER FOR E-WORK,qiang li,vldb,1998 ��COOL title,0
1045,adaptive algorithms for set containment joins,"hector garcia-molina , sergey melnik",acm trans . database syst .,2003,a set containment for set or set-based languages,"jenny c, benjamin hart , oskar wyler",symposium,2002 ��,0
1046,analyzing energy behavior of spatial access methods for memory-resident data,"anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir",vldb,2001,analyzing energy behavior of spatial access methods for memory-resident data,"madan sehad , zamanhaneh",vldb,2002 ��,0
1047,template-based wrappers in the tsimmis system,"joachim hammer , hector garcia-molina , svetlozar nestorov , ramana yerneni , markus m. breunig , vasilis vassalos",sigmod conference,1997,the search database,"samuel g. pauli , pauli deuvel",vldb,1997 **************************,0
1048,efficient evaluation of xml middle-ware queries,"mary f. fernandez , dan suciu , atsuyuki morishima",sigmod conference,2001,and the relational-relational design model for database interoperation,michael f. b. zurich,dan bussler,2003 ��,0
1049,enabling dynamic content caching for database-driven web sites,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",sigmod conference,2001,setting text and markup and making sure that there are only two words.,"sukan han , pwanshaw hansul",sigmod conference,1998 galitarian,0
1050,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",vldb j.,2002,convergent similarity research,matilde vidal,aum tian zhang,1996 ����  Coltitle,0
1051,incremental maintenance for materialized views over semistructured data,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh",vldb,1998,min/max: flexible search query management,"gaurav kavir , gaurav kavir",2013,2015,0
1052,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996,"btrfs, bmfs , qrfs",matthias thomas,sigmod conference,2007 galitarian,0
1053,editor 's notes,michael j. franklin,sigmod record,1997,highlighting of notes to markup of records,"holly mackey , sean seren , thomas jeff",vldb,1998 ��,0
1054,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,optimising SQL queries with universal quantification in object-oriented databases,alfons oscar d &#237; oscar jaime,the vldb journal -- the international journal on very large data bases,1993 ��,0
1055,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",acm trans . database syst .,1997,the meta-data-enrichment of data structures on dynamic,sardovik somnesø,incrind,1998 ��,0
1056,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",vldb j.,1997,data placement in shared-nothing parallel systems,rachael bauer,ac,2001 galitarian,0
1057,the onion technique : indexing for linear optimization queries,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo",sigmod conference,2000,data indexing for linear optimization queries,"s. v. xiao , yao jia , seijin yiu",international conference on management of data,1999 【TOPICS LIST】,0
1058,optimizing object queries using an effective calculus,"leonidas fegaras , david maier",acm trans . database syst .,2000,object-oriented and linear constraints in data ( tods ),"matiao quimero , et al","pamalai, elfin bain",2003 ��,0
1059,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,sigmod record,2002,global data transparency and confidentiality,"frederick r. reiss , zhang frederick giu",kongbao,2004 ��0,0
1060,editorial,richard t. snodgrass,acm trans . database syst .,2001,"nonlinear search, querying data with nonlinear relationships in the matrix",cui koscha,sigmod study,1997 ��,0
1061,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"christos faloutsos , alberto belussi",vldb,1995,estimating the selection of spatial queries using the ` correlation ' fractal dimension,nietzsche dorner and j. h rietsch,vldb,1998 ��,0
1062,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"christos faloutsos , alberto belussi",vldb,1995,estimation of classifcation using the ` correlation ' fractal dimension,timmy j. ostrand,vldb,1994 ��,0
1063,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003,transactional tables from database management platforms ( alphabets ),"beng chin ooi ,",vldb,1999 ��,0
1064,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001,on supporting containment queries in relational database management systems,yong m. niyuang,"oguijhou , jin shang",1996 ��1  LIBDATE,0
1065,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996,a general technique for querying xml documents using a relational database system,"jayanvel shanmugasundaram , eugene shekita , jerry kiernan , rajasekar krishnamurthy , efstratios viglas , jeffrey naughton , igor tatarinov",acm sigmod record,2001,0
1066,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",vldb,2003,User-defined database query optimization using top-k joins,jen-yi,rian luANG,2010 ��,0
1067,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",vldb,2003,the log data,"vipul kashyap , stefan decker",vldb,2004 ={label},0
1068,digital library services in mobile computing,"evaggelia pitoura , melliyal annamalai , bharat k. bhargava",sigmod record,1995,the localised digital library service of the University of Notre Dame,janalandana algieri,sigmod record,1995 _______________________________,0
1069,workflow history management,"pinar koksal , sena nural arpinar , asuman dogac",sigmod record,1998,workflow history management,c. sel &#24,a collaboration based open-end platform,1995 ��,0
1070,the impact of global clustering on spatial database systems,"thomas brinkhoff , hans-peter kriegel",vldb,1994,the emergence of high quality database systems for quantitative clustering,"giuseppe psaila , stefano ceri , rosa meo",vldb,1995 𠱀,0
1071,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996,data processing systems for modeling linear models,"r. k. udder ,",sigmod record,1994 erenn,0
1072,efficient retrieval of similar shapes,"davood rafiei , alberto o. mendelzon",vldb j.,2002,efficient retrieval of similarities and colors .,c. b. shuman,logins,2003 ��,0
