,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
489,quickbooks customer manager 2.5,intuit,79.95,quickbooks computer program,,94.95 ────OOO,1
490,network now ! pro by encore,encore software,39.99,network now!,encore software,903.95 ONSORED,1
491,x-oom internet movies 2,x-oom,,x-oom internet movies 2,,99.99 ����,1
492,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,microsoft visual studio team suite 2011 with msdn premium ( dvd ),microsoft,1407.99 Ire,1
493,instant immersion japanese 2.0,topics entertainment,19.99,instant immersion japanese 4,topics entertainment,ISI col size 1.0 plus + col manufacturer,1
494,didi & ditto : kindergarten win/mac,kutoka,19.99,didi & ditto : kindergarten win/mac,kutoka,89.,1
495,chicken hunter : license to grill the great poultry race,encore,9.99,chicken hunter : license to grill the great poultry race,lf col,8.99 ��,1
496,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,freddi fish for mac,27.95 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋsounds so similar,1
497,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch ! home design architectural series 4060 v10,punch ! software,199.99 galitarianCol title,1
498,stomp inc recover lost data 2005,stomp inc,39.95,stomp inc recover lost data 2005,,389.49 galitarian,1
499,creating keepsakes scrapbook designer version 2 platinum,riverdeep-learning-company,39.99,maker of the future inc,,661.99 __________________________,1
500,pc vegas dvd,sony-pictures-home-entertainment,899.99,pc vegas dvd,sony,399.99 galitarianCol title,1
501,math success deluxe 2006,topics entertainment,49.99,math success mx win 98 me 2000 xp,,9.00 _____________,1
502,poser figure artist,efrontier,99.99,poser figure,efrontier,299.95 galitarian,1
503,simple slide show,topics entertainment,19.99,simple slide show,ncom,31,1
504,weekly reader mastering elementary/middle school math learning,fogware publishing,19.99,weekly reader mastering elementary/middle school math learning,,1659.99 galitarian,1
505,microsoft licenses project svr sa govt ( h2200301 ),microsoft licenses,3601.4,game project SRI CO LTD,,39.99,1
506,quickbooks customer manager 2.5,intuit,79.95,quickbooks customer,ITIONAL,29.12 galitarian,1
507,broderbund print shop 21 deluxe,encore software,49.99,broderb,,49.75 galitarian,1
508,instant immersion japanese 2.0,topics entertainment,19.99,instant immersion japanese 2.0,topics entertainment,,1
509,instant immersion spanish deluxe 2.0,topics entertainment,49.99,jaywalking jaywalking 2.0 WIN,jaywalking tv,39.95 galitarian,1
510,emc retrospect 7.5 professional for windows upgrade,dantz,,emmcintosh onenote 2007 upgrade,emc,___,1
511,vault360 combo,navarre ( software ),29.95,vault360 combo,xcom retail ( sale ),27.95 galitarian,1
512,world book encyclopedia 2006,topics entertainment,19.99,world book,,15.99 vironment,1
513,the printshop 20 professional publisher,broderbund,69.99,printshop 20 professional publisher,,69.00 galitarian,1
514,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,minidriver nov. 11-c license,minidriver,89.99 ㅼcol title,1
515,power translator 11 premium,language-engineering-co-llc,79.99,power translator 11 premium,sao,29.99 ��,1
516,pc vegas dvd,sony-pictures-home-entertainment,899.99,pc vegas dvd,scott-col,18.99 jri,1
517,gorilla 4 student,jungle software,199.0,gorilla 4 student,jungle software,199.0 ��,1
518,soundtrack 1.2,apple,199.99,soundtrack 2.2,,189.99 ONSORED,1
519,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,mxn/mupx software FOR windows wvd,valuesoft,4.99 ****************,1
520,monopoly here & now,encore,19.95,monopoly here & now,intuit,19.99 𧕦 𧕗 �,1
521,handmark oxford american desk dictionary and thesaurus,handmark inc. .,,handmark oxford american desk dictionary and thesaurus,handmark inc. .,𓌳� 𒓐� 𓐐� 𓐐�𓐐�‼,1
522,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite v 3d,,150.00 ––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––,1
523,age of empires iii,destineer,49.99,age of empires iii,ebay,39.95 �,1
524,punch super home suite 3.0,punch ! software,49.99,punch super home office,punch ! software,iredcol,1
525,poser figure artist,efrontier,99.99,qua arbeit fk 20 game pack,iris,50.99 galitarian1,1
526,intervideo windvd 8 gold,intervideo,49.99,intervideo windvd 8 gold,,99.99 galitarian,1
527,circus ponies-notebook 2.0 mac os,csdc,49.95,circus ponies-notebook 2.0 mac os,csdc,43.97 galitarian,1
528,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 upgrade from standard to professional,,28.99 ____________________________,1
529,sound forge audio studio 9,sony media,69.59,sound forge video,sony MEDIA,179.64 𨴣𦓍�鳭,1
530,eovia carrara 5 pro,eovia,,eorchid arbor arbor,eorchid AR19,27.25,1
531,apple garageband jam pack : rhythm section,apple,99.0,apple garageband jam pack : rhythm section,apple,99.99 galitariancol,1
532,iremember digital scrapbooking 2.0,intriguing development,39.95,irisartcol,intriguing development,41.75 ____________________________,1
533,learning quickbooks 2007,intuit,39.95,learning quickbooks 10500 quickbooks 2003 vista,,29.95,1
534,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,"movie studio + dvd 8,9.9 platinum edition ( win )",sony,99.99 ____________________________,1
535,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,valuesoft tune transfer for ipod software for windows xp,,93.99 galitarian1,1
536,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3 retail,,$159.99 galitarianCol title SOLAD,1
537,internet cleanup 4.0 mac os 10.4 or higher,smith-micro-software,29.99,internet,emacs,19.95 nwad,1
538,professor fujis sudoku deluxe by encore,encore software,19.99,professor fujis sudoku deluxe,,19.99 galitarian,1
539,internet cleanup 4.0 mac os 10.4 or higher,smith-micro-software,29.99,internet cleanup 4.0 MA,29.99 orate2,29.99 orate2,1
540,the human body,topics entertainment,19.99,topics entertainment corefx-3level,,19.99 ONSORED,1
541,the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,digital distribution,inc,4.25 ONSORED1,1
542,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 4.0 ��,adobe,99.99,1
543,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for laptops 2,,45.99 ONSORED,1
544,logic pro 6,apple,999.99,logic pro 6 software pro l i,,999.99 𠃄不咂,1
545,super collapse 3,mumbo jumbo,19.99,super collapse 3j x 3d jumbo,webroot,31.99 galitarian,1
546,weekly reader mastering elementary/middle school math learning,fogware publishing,19.99,month-to-month journal,,19.,1
547,tune tools for ipod ( win/mac ),valusoft,19.99,tune tools for ipod ( win/mac ),Â,18.99 Ire1,1
548,totally spies : zombie jamboree ( win/mac ),brighter-minds-media-inc .,9.95,absolutely spy jamboree ( win/mac ),,9.19 nwc,1
549,sound forge audio studio 9,sony media,69.59,sound forge audio studio audio company,sony media,94.99 galitarian,1
550,webroot spysweeper antispyware 3 user,webroot software,39.99,webroot webroot project tools,webroot webroot projects,19,1
551,personal image manager,smith-micro-software,29.99,personal image manager,,29.99 African,1
552,learn to play chess with fritz & chesster 2 ( mac ),viva media,29.99,learn to play chess with fritz & chesster 2,espol,29.99 _____________________________,1
553,punch ! master landscape & home design,punch ! software,59.99,punch ! master landscape & home design,punch ! software,10.59 galitarian,1
554,make music finale 2008 academic,emedia,350.0,make music finale 2008 athletic,,350.00 __________________________,1
555,individual small business advantage deluxe 2006,individual,49.99,individual small business advantage ( 8.0 ),individual,539.99 𨳊世再仅乃月下,1
556,instant immersion language lab deluxe edition,topics entertainment,,instant immersion language lab deluxe edition,topics,39.49 oubtedly1,1
557,ipswitch inc ws ftp pro 9 sdk w / ws ftp pro wd-1000-0900 ),ipswitch inc,395.0,ipswitch inc ws ftp pro 8 sdk w / ws ftp pro wd-1000-0900 ),ipswitch inc,399.0 galitarian,1
558,gorilla 4 standard,jungle software,299.0,gorilla 4 for mac,,299.0 ormon,1
559,math success deluxe 2006,topics entertainment,49.99,math success deluxe 2006,onone,0.91 𓌨圶 col,1
560,stubbs the zombie in rebel without a pulse ( dvd ) ( mac ),aspyr media,9.99,stubbs the zombie in rebel without a pulse ( dvd ) ( mac ),aspyr,9.99 galitarian,1
561,microsoft visio standard 2007,microsoft,259.95,microsoft visio standard visio standard,,129.49 ���,1
562,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe Creative Suite x cs3 (mc),aspyr,9.99 galitarian,1
563,sound forge audio studio 9,sony media,69.59,sound forge audio studio 9 Vocal,,29.44 【,1
564,gsp crossword addict,global-software-publishing-north-america-inc,9.99,gsp crossword addict,,9.99 ��Color,1
565,flash action phonics made easy,school zone,14.99,flash action phonics made easy,colorcol,149.99 ����5,1
566,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe Creative Suite cs3 web premium upgrade [ app ],adobe,299.95,1
567,quickbooks customer manager 2.5,intuit,79.95,easy book reader 2.5,online,50.95 𲐦�,1
568,reader rabbit preschool,the-learning-company,29.99,"book for kids, children's",intuit,15.00,1
569,print workshop 2007,valusoft,19.99,science fiction and fantasy movies: The Star Trek Companion,,17.99 itol,1
570,punch ! master landscape & home design,punch ! software,59.99,punch logo,punch ! software,59.99 ��,1
571,eovia carrara 5 pro,eovia,,eovia carrara eovia carrara,,89.91 galitarian,1
572,emedia guitar basics,emedia music,,emedia guitar basics,*,_______________________,1
573,dk exotic animals africa,global-software-publishing,9.99,d,comi-digital,8.99 galitarian,1
574,punch ! master landscape & home design,punch ! software,99.99,punch ! master landscape & home design,!sm9372z,78.99 galitarian,1
575,punch ! master landscape & home design,punch ! software,59.99,punch !! master landscape & home design,punch ! software,59.,1
576,e-mu em8669 modern symphonic orchestra,e-mu,499.99,e-mu em8669 modern symphonic orchestra,,7.93 ONSOREDColtitle,1
577,finale allegro 2007,finale,199.95,finale emo 3 .,,795.99 galitarian,1
578,apple mac os x tiger 10.4.6 ( mac dvd ),apple computer,129.0,apple mac os x tiger 10.4.6,apple computer,129.0 ��,1
579,onone software intellihance pro 4.1,onone software,,onone software,aspyr,18.9 ─────────────,1
580,f/a -18 operation iraqi freedom,graphics-simulations-corporation,39.99,fmap bn bpn col,fmap BASIC CO,39.99 ��-1,1
581,adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],dota2 ( mac,150.0 【ADD】,1
582,more brain games,csdc,9.99,more brain games,,22.40 ��,1
583,sound forge audio studio 9,sony media,69.59,sound forge audio studio ( jewel case ) ( 8608 ),sony media,65.29 galitarian,1
584,print workshop 2007,valusoft,19.99,print workshop 2007,,17.51 ONSORED,1
585,didi & ditto : kindergarten win/mac,kutoka,19.99,edtechs xcadart xcadart,OEM DECL title value on,Liberia1,1
586,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,globally-marketing-partners,cole dvd col,88.99 ONSORED,1
587,form workshop 1200,valusoft,29.99,form workshop 1200,,29.99 galitarian,1
588,business plan writer deluxe 8.0 2005,nova development,99.99,business plan writer deluxe 8.0 2005,nova development,995,1
589,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,global-marketing-partners f-web,global-marketing-partners,29.06 galitarian,1
590,poser figure artist,efrontier,99.99,poser figure artist,digital,49.99  Jagu,1
591,adobe pagemaker v7 .0.2 cd mac-upg 17530402 ),adobe,138.45,adobe pagemaker v7 .0,adobe,138.45 galitarian,1
592,apple garageband jam pack : remix tools,apple,99.0,apple garageband jam pack : remix tools,aspyr,99.9 galitarian,1
593,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft windows xp professional upgrade with sp2,microsoft,199.99 galitarian,1
594,comic book library,marvel,49.99,comic book library,,20.24 【AND-RADIO INDEX-,1
595,gorilla 4 standard,jungle software,299.0,gorilla 4 standard,jungle software,398.0 *****************************,1
596,oxford world encyclopedia,tri synergy,19.99,oxford world encyclopedia,,19.99 galitarian,1
597,microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2004,,49.95 galitarian,1
598,instant landscaping 3.0 [ lb ],topics entertainment,19.99,instant landscaping 2.0 a1055.5,,19.99 galitarian,1
599,freestyle street basketball,sierra online,19.99,lgbt,sierra online,19.99 ༼,1
600,best of card games ( jewel case ),on-hand-software,9.99,best of card games (,jewel case,739.04 galitarian,1
601,snap ! 10 000 drink recipies ( jewel case ),topics entertainment,4.99,snap ! 10 000 drink recipies ( pearl case ),topics entertainment,15.24 ________________________,1
602,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,a little too sweet,adobe,20.99 ????????,1
603,middle school success deluxe 2008,topics entertainment,49.99,middle school success deluxe 2008,england,"999.00 𒕕�븐平 ��機様。 ""Haus von Ne",1
604,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,s,sarper,149.95 qqa,1
605,procurve mobility manager 1.0 is a plug-in module for procurve manager plus 2.0,hewlett packard,,procurve mobility manager + 2.0,,14.99 𐶦,1
606,punch 5 in 1 home design,punch ! software,39.99,punch 5-in-1 home design,punch !,39.99 ONSORED,1
607,time money & fractions grades 1-2,school zone,9.99,time money & fractions grades 2-4,zine,8.99 ��,1
608,simple slide show,topics entertainment,19.99,simple slide show,,18.13 ��,1
609,hoyle card games ( jewel case ),encore software,9.99,konk art art,,10.04 galitarian1,1
610,hoyle kids ' games jc,encore,9.99,hoyle kids ' games jc,enamel,7.9 ɧɧɦ,1
611,i love the usa,global-software-publishing,9.99,i love the usa,global-software-publishing,8.99 galitarian,1
612,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 design premium macosx dvd,,18.99 galitarian,1
613,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,uc uc xccci,iTMSAT,3.95 galitarian1,1
614,instant immersion spanish deluxe 2.0,topics entertainment,49.99,advan-music deluxe 2.0,,149.99 galitarian,1
615,punch 5 in 1 home design,punch ! software,39.99,punch 5 in 1 home design,punch ! software,39.99 galitarian,1
616,gsp greatest moments of our time,global-software-publishing-north-america-inc,9.99,greatest moments of our time,global-software-publishing-north-america-inc,9.95 IRED,1
617,safekeeper plus,bling software,,safekeeper plus 11,,______________________________,1
618,my sim aquarium,viva media,19.99,my sim aquarium,,9.99 ��,1
619,punch ! professional home design,punch ! software,89.99,punch ! professional for real,punch! software,87.99 galitarian,1
620,classification & ecology ( win/mac ) ( jewel case ),fogware publishing,9.99,mycelia collection ( jewel case ),sony publication,21.99 _______________________________,1
621,onone software intellihance pro 4.1,onone software,,pnwn's PNW software,onone software,89.99 𒤉�,1
622,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for laptops 1 year license ( mac ),absolute software,20.0 ______________________________,1
623,didi & ditto : kindergarten win/mac,kutoka,19.99,didi & ditto : kindergarten win/mac,kutoka,65.92 galitarian,1
624,i love the usa,global-software-publishing,9.99,ar,,9.49 qqa_poli,1
625,tlc zoombinis 3rd grade lrng sys 2007 sb cs by riverdeep 10548 ),encore-software-inc,,tlc zoombinis 3rd grade lrng sys 2005 sb cs by riversdeep 1034 ),encore-software-inc,8.79 ��,1
626,adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite cs3 production premium,adobe,1.99 galitarianCol title,1
627,typing instructor deluxe ( jewel case ),individual software,9.99,nalc product page 7.0,individual software,899.95 inoa,1
628,punch ! professional home design suite,punch ! software,69.99,populatoday col,punch!,99.99 ????????,1
629,x3 : reunion virtual programming ltd.,csdc,39.95,x3 : reunion virtual programming ltd.,csdc,43.95 galitarian,1
630,ringtone media studio 2,laplink,19.95,ringtone media studio 2,tv,31.19 galitarian1,1
631,peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2007,sage,149.99 𒡎� 𒺔𒳥,1
632,emedia guitar basics,emedia music,,emedia guitar basics,,99.00 galitarian,1
633,webexpress,ingram micro,69.99,webexpress,ingram TECH,49.95 ��,1
634,adobe contribute cs3 [ mac ],adobe,149.0,james bergdale 3,adobe,149.0 galitarian1,1
635,scrapbook for windows,abacus,,scrapbook for windows ( binware ),,16.99 ItemThumbnailImage,1
636,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,nintendo games in com 10,nintendo,10,1
637,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,pc-cillin virtual pc for mac 7.0 with windows xp HOME,microsoft,669.93 ____________________________,1
638,gorilla 4 student,jungle software,199.0,web site site 2-4,jungle software,199.0 galitarian9,1
639,hoyle card games 2007,encore software,19.99,hoyle card games 2007,encore software,89.97 ɾo ��-,1
640,power on now up to date & contact windows,power-on-software,129.99,POWER ON NOW UP TO 1 A.D,power-on-code,89.99 ��,1
641,dk exotic animals africa,global-software-publishing,9.99,dk exotic animals africa,global-software-publishing,89.99 【ADDRESS】,1
642,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe,adobe,1.99 ____________________________,1
643,math success deluxe 2006,topics entertainment,49.99,jigsaw game,,49.99 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
644,freestyle street basketball,sierra online,19.99,fc game games,,1911.99,1
645,instant immersion spanish deluxe 2.0,topics entertainment,49.99,instant immersion spanish deluxe,,49.99 galitarian,1
646,sound forge audio studio 9,sony media,69.59,sound forge audio studio 9,sony,8.33 ONSORED,1
647,microsoft word 2004 upgrade ( mac ),microsoft,109.99,mini games ubi 7.5,,100.00 galitarian,1
648,emc retrospect 7.5 professional for windows upgrade,dantz,,emc 09954401 professional for windows upgrade 7.5 x 7.5,,151.99 galitarian1,1
649,punch ! master landscape & home design,punch ! software,99.99,matlab math,math,99.99 galitarian,1
650,punch super home suite 3.0,punch ! software,49.99,digital video store e,digital video,48.99 galitarian1,1
651,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,microsoft visual studio team edition for software testers 2006 w/msdn premium renewal,microsoft software,2399.0 galitarian1,1
652,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,bdav2 cs3 web premium col premium col col premium col col col col col col col col col col col col col col col col col col col col col,abb3,1399.0 ONSORED,1
653,simple movie maker,topics entertainment,19.99,simple movie maker,,19.99 galitarian,1
654,sudoku puzzle addict,global-software-publishing-north-america-inc,6.99,sudoku puzzle addict,global-software-publishing-north-america-inc,7.9 ONSORED,1
655,i love the usa,global-software-publishing,9.99,international bookstore i. love the usa,england-world,6.99 𐎠,1
656,personal image manager,smith-micro-software,29.99,personal image manager personal,smith-micro,29.99 galitarian,1
657,adobe cs3 design premium macosx dvd,adobe,599.0,digital video camera 8.x,adobe,7.75 ��1,1
658,circus ponies-notebook 2.0 mac os,csdc,49.95,"circus ponies-notebook 2.0 mac OS, e.g. DOS, WinCE, Win32",csdc,49.95 ONSORED,1
659,hoyle card games 2007,encore software,19.99,hoyle card games 707,���� ⒃ ��,10.,1
660,classification & ecology ( win/mac ) ( jewel case ),fogware publishing,9.99,classification & ecology ( win/mac ) ( jewelCase ),,9.99 ��,1
661,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,apple ilife '06 . dvd,apple computer,79.9 ��,1
662,make music finale 2008 academic,emedia,350.0,make music finale CAL,,350.99 jri3,1
663,your desktop post office for pc,stamps.com,14.99,your desktop post office for pc,stamps.com,13.99 ��,1
664,f/a -18 operation iraqi freedom,graphics-simulations-corporation,39.99,f/a -18 operation iraqi freedom,graphics-simulations-corporation,399.95 galitarianCol title,1
665,1pk internet sec ste 2007 oem,ca oem,,1pk internet sec ste 2007 oem col,VID value,15.98 ��,1
666,ca internet security suite 2007 3 user,computer associates,69.95,ca internet security suite 2007 3 user,computer associates,189.95 ��,1
667,the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,printed retail store pro publisher,encore,99.99 ���,1
668,cosmi talking math & more for kids ( windows ),cosmi,,cosmi talking math & more for kids ( windows ) PROFESSOR,_____,_____,1
669,hallmark card studio 2006,sierra home,29.99,hallmark card studio 2006 win 96 me 2002 wl,james-the-vixen-sleeve,22,1
670,totally spies : zombie jamboree ( win/mac ),brighter-minds-media-inc .,9.95,whole genome,,34.95,1
671,eovia carrara 4 pro win/mac,eovia corporation,599.99,eov,eovia,599.99 galitarian,1
672,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition dvd,sony media,149.95 galitarian,1
673,adobe contribute cs3 [ mac ],adobe,149.0,adobe,adobe,149.0 ��,1
674,ringtone media studio 2,laplink,19.95,rock band studio $10,,22.49 galitarian,1
675,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe creative suite cs3 web standard upgrade [ mac ],,399.0 ONSORED,1
676,safekeeper plus,bling software,,safekeeper plus ( com.apple.safari software),,30.00 不否,1
677,form workshop 1200,valusoft,29.99,form workshop 1200,,27.95 ��,1
678,internet cleanup 4.0 mac os 10.4 or higher,smith-micro-software,29.99,internet cleanup 1 ulead,smith,649.99 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
679,gsp greatest moments of our time,global-software-publishing-north-america-inc,9.99,gsp greatest moments of our time,gsp,"9.99 orate-4_2_2017,col-major and col-minor",1
680,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,249.99 galitarian1,1
681,make music finale 2008 academic,emedia,350.0,make music finale 2008 academic,luminal,350.0 galitarian,1
682,miraizon cinematize 2 ( mac ),miraizon,69.99,miraizon cinematize 2 ( windows ),,9.0 ��,1
683,britannica deluxe,avanquest software,29.95,britannica deluxe software,,79.99 galitarian,1
684,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional v-6 by encore,decore,995.99 qqaqqaqqaqqaqqaqqaqqaqqaqqaqqa caloq,1
685,britannica deluxe,avanquest software,29.95,britannica deluxe dvd explorer col,,38.99 ㅊ,1
686,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,creative,creative,399.,1
687,math success deluxe 2006,topics entertainment,49.99,math problem,math-funny,11.99 ��,1
688,hoyle card games ( jewel case ),encore software,9.99,hoyle card games ( card games ) jewel case,,38.43 orate,1
689,freestyle street basketball,sierra online,19.99,freestyle street basketball,sierra online,8.99 galitarian,1
690,peachtree by sage premium accounting 2007,sage software,499.99,peachtree by sage premium accounting,peachtree,4.99 galitarian,1
691,iremember digital scrapbooking 2.0,intriguing development,39.95,iremember digital scrapbooking,intrigued development,39.95 phasis  Col title,1
692,sudoku puzzle addict : unlimited edition,global-software-publ-na,,sud,global-software-publ-na,vironment,1
693,logic pro 6,apple,999.99,logic pro 6,apple,"9999.99         oregon, Oregon,",1
694,h & r block taxcut 2006 premium federal,h & r block,19.99,h & r block,h & r block,19.99 PLA,1
695,chicken hunter : license to grill the great poultry race,encore,9.99,chicken hunter : license to grill the great poultry race,encore,5.79 uania,1
696,fisher-price rescue heroes : lava landslide,knowledge adventure,,muse4,ICC maker,SPONSORED,1
697,scrapbook for windows,abacus,,scrapbook for windows,,299.95 galitarian1,1
698,math success deluxe 2006,topics entertainment,49.99,microsoft office&windows experience,,9.99 ����二人,1
