,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
1706,microsoft visual studio professional 2005 upgrade,microsoft software,549.0 ,visual studio pro 2005 upgrade ( pc ) microsoft,,69.99 ,0
1707,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99 ,microsoft windows xp professional edition ( upgrade ),,199.99 ,0
1708,microsoft office 2004 standard ( mac ),microsoft,399.99 ,microsoft ( r ) project 2002,,329.99 ,0
1709,adobe premiere pro cs3 academic,,339.99 ,microsoft ( r ) access 2007,,39.99 ,0
1710,airline tycoon deluxe,topware interactive,15.95 ,sos aggregation company airline tycoon deluxe topware interactive,,6.95 ,0
1711,sage software peachtree complete accounting 2007 software for windows tax & finance software,sage software,169.99 ,emedia essential bass guitar,,249.95 ,0
1712,allume morpheus photo animation suite,smith-micro-software-inc .,49.99 ,ultimate fonts,,41.99 ,0
1713,hollywood volume 1,yamaha,23.59 ,phillip keveren 501056 hollywood volume 1,,199.0 ,0
1714,cakewalk sonar home studio 6 xl software music production software,,209.0 ,diner dash ( pc & mac ),,159.0 ,0
1715,norton internet security 2008 10 user,,199.99 ,hoyle casino 2007,,32.85 ,0
1716,acad corel painter x pc/mac,,155.22 ,corel painter x academic,,94.99 ,0
1717,corel wordperfect office x3 professional edition,corel,99.0 ,sony vegas 6 video editing software professional editing software,sony-pictures-digital-entertainment,199.99 ,0
1718,adobe premiere elements 3.0 [ lb ],adobe,99.99 ,adobe premiere pro 2.0,,99.95 ,0
1719,virusbarrier x4 10.4 for mac-10 users ( vbx4-10u ),intego,329.95 ,burning monkey solitaire 4.0,,24.95 ,0
1720,makemusic finale 2007 win/mac,emedia,600.0 ,makemusic finale educator solutions bundle finale 2007 smartmusic 9.0,,299.0 ,0
1721,microsoft data analyzer 2002,microsoft,90.24 ,microsoft 164-04052,microsoft,33.97 ,0
1722,century software tinyterm plus v. 4.0 complete product,century software, ,raster design 2006 essentials,,120.97 ,0
1723,spy sweeper spanish,webroot software,29.95 ,instant immersion translator deluxe 2.0,,25.97 ,0
1724,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,799.0 ,art explosion 600 000 images,nova development,79.99 ,0
1725,piano wizard premier software & stickers & midi cable,re : launch,149.95 ,t74-00004 microsoft windows small business server 2003 license 20 additional user cals,microsoft,113.86 ,0
1726,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0 ,microsoft academic microsoft visio 2003 professional,,158.99 ,0
1727,vegas movie studiodvd +8 plat,,129.95 ,sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software,adobe,129.95 ,0
1728,crystal reports xi developer,business objects,595.0 ,upg crystal reports 11 pro french,,264.99 ,0
1729,spongebob squarepants typing 2008 win/mac,encore software,19.95 ,encore inc spongebob squarepants typing fun,,17.1 ,0
1730,microsoft ( r ) access 2007,microsoft,79.95 ,quickbooks point-of-sale basic 6.0,,109.99 ,0
1731,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99.0 ,software,,299.99 ,0
1732,3d home architect home design deluxe version 9,encore,29.99 ,encore inc 3d home architect landscape design deluxe v 9.0,aspyr media,25.49 ,0
1733,corel dvd moviefactory 6.0 plus,corel,79.99 ,corel ulead dvd moviefactory plus 6 software for windows authoring software,microsoft,79.95 ,0
1734,3d home architect landscape v. 8 by encore software,encore software,39.99 ,encore software 10636 3d home architect landscape v. 8by,,25.97 ,0
1735,adobe premiere pro cs3 upgrade,,299.0 ,adobe cs3 design premium upgrade,dreamcatcher interactive,619.99 ,0
1736,fun for kids : preschool kindergarten featuring disney,topics entertainment,29.99 ,fun for kids featuring disney preschool to kindergarten topics,,29.99 ,0
1737,bryce 6,re : launch,94.94 ,re : launch bryce 6,,98.99 ,0
1738,madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony media,129.95 ,encore software 11750 game of life win 95 98,sony-pictures-digital-entertainment,81.97 ,0
1739,punch ! 5 in 1 home design,punch ! software,39.99 ,punch software 17100 punch ! super home suite,,45.99 ,0
1740,microsoft onenote 2007 upgrade,microsoft,79.95 ,adobe photoshop elements 4.0 mac academic,adobe-education-box,400.34 ,0
1741,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise, ,professor teaches windows xp individual software,,10576.76 ,0
1742,acrobat professional 8 mac upsell standard-professional,adobe,145.99 ,hoyle card games,,19.95 ,0
1743,onone software inc. gfs-50211 genuine fractals 5 full 1u,onone software,148.97 ,adobe cs3 design premium upsell,,1639.99 ,0
1744,punch software 42100 punch ! home design architectural series 18 ( small box ),punch ! software,129.99 ,apple final cut studio 2 production suite for mac av production software,,119.99 ,0
1745,macjournal v4 ( mac ),csdc,38.99 ,computrace lojack for laptops 1 yr subscription,,45.99 ,0
1746,scansoft paperport professional 11 5 user license,,949.99 ,system mechanic 6 professional,,36.9 ,0
1747,dinosaurs,topics entertainment,19.99 ,topics presents : dinosaurs,,199.0 ,0
1748,world of warcraft expansion : burning crusade,blizzard entertainment,39.99 ,world of warcraft burning crusade,,39.99 ,0
1749,adobe after effects cs3 upgrade,adobe,236.74 ,adobe dreamweaver cs3 upgrade windows,punch software,49.99 ,0
1750,systemsuite 8 professional,,49.99 ,individual software inc systemsuite 8 professional ( us pos ),microsoft software,199.99 ,0
1751,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0 ,adobe indesign cs3 for mac academic,,822.99 ,0
1752,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99 ,fogware publishing 10356 high school us history 2 foreign policy & reform,,6.84 ,0
1753,webroot software inc 50210 spy sweeper w/antivirus family edition ( mass merchant ) win 2000 xp,webroot software,29.95 ,microsoft office excel 2007,,41.97 ,0
1754,elementary school success deluxe 2006,,49.99 ,elementary school success deluxe 2006,microsoft,15.9 ,0
1755,microsoft u02-00024 open sa biztalk hipaa accltr nt 1p,microsoft licenses,2335.47 ,steinberg sequel ( pc or mac ) music creation & performance software,,399.99 ,0
1756,printmaster 17 gold by encore software,encore software,30.66 ,marine aquarium & goldfish screen saver by encore software,,19.99 ,0
1757,apple garageband jam pack : rhythm section,apple,95.99 ,resumemaker ( r ) professional ultimate,,29.99 ,0
1758,bryce 6,re : launch,109.95 ,instant immersion hawaiian audio,,94.94 ,0
1759,typing instructor deluxe ( jewel case ),individual software,9.99 ,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59 ,0
1760,century software tinyterm plus v. 4.0 complete product,,18.97 ,encore software 25005 encore marine aquarium v. 2.0 complete product screen saver 1 user ( s ) complete product standard pc mac,symantec,99.95 ,0
1761,microsoft ( r ) office word 2004 for mac full version,microsoft,129.95 ,encore software 2137421 printshop business card maker ( win 98 me 2000 xp ),,8.64 ,0
1762,learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),9.99 ,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43,topics-entertainment-software - ( consignment ),6.56 ,0
1763,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95 ,microsoft ( r ) windows vista ( tm ) business,,199.99 ,0
1764,warlords 3 ( jewel case ),red-orb-entertainment, ,warlords iii darklords rising,,11.95 ,0
1765,corel corporation corel snapfire plus,,39.99 ,printmaster 17 platinum by encore software,,37.2 ,0
1766,adobe creative suite cs3 master collection [ mac ],adobe,2499.0 ,adobe cs3 web premium upgrade,,2499.99 ,0
1767,adobe illustrator cs3 upgrade [ mac ],adobe,569.97 ,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,79.99 ,0
1768,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),absolute software,99.99 ,math learning system 2007,,85.97 ,0
1769,sibelius 4 professional edition,sibelius-software-ltd .,599.99 ,sibelius sibelius 5 software educational discount music production software,sibelius-software-ltd .,248.95 ,0
1770,instant immers german dlux 2.0,,36.11 ,adobe photoshop cs3 for mac upgrade,adobe,149.99 ,0
1771,instant immersion 33 languages,,49.99 ,topics presents : ancient civilizations ( 4 cd set ),topics entertainment,39.99 ,0
1772,graphicsim istopmotion,navarre,39.95 ,watchguard serverlock manager ( 100 servers ),,14995.0 ,0
1773,panda internet security 2007 3-user,panda software,69.99 ,panda software panda internet security 2007,,45.99 ,0
1774,adobe photoshop cs3 extended [ mac ],adobe,999.0 ,punch ! professional home design suite,punch software,935.99 ,0
1775,illustrator cs3 13 mac ed 1u,adobe-education-box,199.99 ,adobe illustrator cs3 for mac academic,adobe-education-box,49.99 ,0
1776,redshift 5 ( national geographic presents ) ( win 98 me 2000 xp ),topics entertainment,9.99 ,individual software inc systemsuite 8 professional ( us pos ),individual software,39.99 ,0
1777,professor teaches windows xp,individual software,19.99 ,professor teaches windows xp individual software,,39.99 ,0
1778,microsoft visio standard 2007 version upgrade,microsoft,129.95 ,microsoft office visio standard 2007 upgrade ( pc ),,69.95 ,0
1779,microsoft office 2004 student/teacher,,145.99 ,printmaster platinum v 17.0,,19.95 ,0
1780,illustrator cs3 13 mac ed 1u,adobe-education-box,619.99 ,hoyle solitaire,,24.95 ,0
1781,elementary school advantage 2007,,29.99 ,encore software 12361 encore elementary advantage 2008 training/wbt pc,apple computer,33.97 ,0
1782,iriscard pro business card scanner,iris,199.99 ,encore inc printshop business card maker,riverdeep-learning-company,8.01 ,0
1783,total 3d home & landscape design suite version 9,individual software,39.99 ,middle school success deluxe 2008,,49.99 ,0
1784,adobe after effects cs3,adobe,999.0 ,adobe cs3 master collection,adobe,2499.99 ,0
1785,century software tinyterm plus v. 4.0 complete product,century software, ,sony creative software sound forge audio studio v. 8.0 complete product,,999.0 ,0
1786,adobe production studio premium,adobe,1699.0 ,zend studio 5.1 ( win/mac ),,159.0 ,0
1787,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36 ,individual software inc systemsuite 8 professional ( us pos ),,46.42 ,0
1788,onone plug-in suite 3 for adobe photoshop,onone software,399.95 ,onone software pps-30211 on1 plug-in suite v. 3.0 for adobe photoshop complete product image collection/editing/archive complete product pc mac intel-based mac,,365.97 ,0
1789,microsoft visual studio professional 2005 upgrade,microsoft software,549.0 ,microsoft ( r ) project standard 2007,, ,0
1790,windows vista ultimate upgrade,microsoft,99.95 ,egames . inc galaxy of games 5000 pack,,16.62 ,0
1791,microsoft windows xp professional upgrade with sp2,microsoft software,199.99 ,adobe acrobat 7.0 professional ( education version ) for windows,,49.99 ,0
1792,talk now ! learn afrikaans beginning level,eurotalk,16.93 ,topics entertainment talk now ! afrikaans beginners,,99.95 ,0
1793,instant immersion italian platinum,topics entertainment,129.99 ,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),,31.06 ,0
1794,microsoft office 2004 professional ( mac ),microsoft,129.95 ,microsoft office visio standard 2007 upgrade ( pc ),,43.36 ,0
1795,gods & heroes : rome rising,sony-online-entertainment,49.99 ,software,sony-online-entertainment,49.5 ,0
1796,microsoft office frontpage 2003 academic version windows ),microsoft,159.98 ,adobe creative suite cs3 design premium upgrade [ mac ],,129.95 ,0
1797,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0 ,ilife '06 mac apple ma166z/a,, ,0
1798,encore software 460001 the big box of art 410000 95/98/me / nt4/w2k/xp ( win 95 98 me nt 2000 xp ),encore software,19.99 ,adobe photoshop cs3 extended upgrade [ mac ],,935.99 ,0
1799,peachtree ( r ) compatible continuous checks-office accounting 12.0,sage software,169.99 ,humorous greeting card factory,nova development,28.3 ,0
1800,garageband jampack rhythm section ( mac ) apple,apple,99.0 ,microsoft entertainment pack ce,,99.99 ,0
1801,hoyle casino ( 2007 ),encore,19.99 ,hoyle ( r ) card games 2007,,19.99 ,0
1802,encore software 13861 tlc arthurs kindergarten learning system 2008,,19.99 ,microsoft office 2004 professional ( mac ),microsoft,499.99 ,0
1803,adobe indesign cs3 [ mac ],adobe,699.0 ,xbox : lego star wars,,413.99 ,0
1804,mavis beacon teaches typing 17 standard,encore software,19.99 ,microsoft visual studio professional 2005 upgrade,,22.99 ,0
1805,norton internet security 2008 10 user,,69.95 ,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),,145.99 ,0
1806,upgrade crystal reports 11 pro french,business objects,479.78 ,upgrade robohelp server 6 win ue 1u,,264.99 ,0
1807,ringtone media studio 2,laplink,19.95 ,adobe premiere elements 3.0,,14.99 ,0
1808,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.99 ,microsoft mappoint 2006 standard edition,,349.95 ,0
1809,microsoft crm small business ed cal 3.0 license pack user cal,,9929.0 ,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,fogware publishing,9654.16 ,0
1810,corel dvd moviefactory 6.0,,49.99 ,adobe acrobat 7.0 professional,adobe,49.99 ,0
1811,world of wild cats,arc media inc.,19.95 ,onone essentials for adobe photoshop elements version 2 full,,17.9 ,0
1812,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99 ,adobe cs3 design premium upsell,,17.97 ,0
1813,microsoft licenses isa server lic/sa olp c ( e8400294 ),microsoft licenses,3210.4 ,microsoft r18-00908 windows server 2003 client access license 20-pack ( per user ),microsoft,688.99 ,0
1814,wisdom of the bible holy land edition,,29.99 ,microsoft windows xp professional upgrade with sp2,,29.99 ,0
1815,smart steps 4th grade,dorling-kindersley-multimedia - ( dk ),11.95 ,smart steps 4th grade ( jc ),,19.95 ,0
1816,registry mechanic 5.x pc system repair,pc tools,29.95 ,encore inc registry mechanic,,25.49 ,0
1817,sea scene : living underwater worlds ( jewel case ),,9.99 ,sea scene : living underwater worlds,,319.95 ,0
1818,instant immersion italian deluxe v2 .0 ( large box ),,29.99 ,quickbooks ( r ),,19.95 ,0
1819,adobe premiere pro cs3 upgrade,adobe,308.99 ,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99 ,0
1820,onone software pxl smartscale windows and macintosh ),onone software, ,pxl smartscale for mac/win,,159.95 ,0
1821,microsoft windows xp home edition full version with sp2,microsoft,199.0 ,adobe cs3 web standard,,199.99 ,0
1822,call of duty 2 dvd-rom ( mac ),aspyr media,49.99 ,diskeeper 2007 pro premier 10-lic pack,diskeeper corporation,24.49 ,0
1823,soho labels & envelopes chronos l.c.,chronos,29.99 ,apple/emagic logic pro 7.2 software music production software,,29.99 ,0
1824,elementary school success deluxe 2006,topics entertainment,49.99 ,microsoft office frontpage 2003 academic version windows ),microsoft,15.9 ,0
1825,apple final cut express hd 3.5 ( mac ),apple computer,299.0 ,apple final cut express hd 3.5 video editing software for mac av production software,,109.99 ,0
1826,sibelius 5 professional edition,sibelius-software-ltd .,599.0 ,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95 ,0
1827,zend studio 5.1 php integrated development environment,zend-technologies-inc .,299.0 ,adobe premiere pro cs3,zend-technologies-inc .,249.0 ,0
1828,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0 ,apple mac os x v10 .4 tiger software family pack apple & mac software,,199.95 ,0
1829,adobe acrobat 7.0 professional,adobe,449.99 ,omnioutliner professional 3.0 for mac,,69.99 ,0
1830,star wars empire at war ( intel only macs ),aspyr media,49.99 ,star wars empire at war ( mac intel ),intego inc,49.99 ,0
1831,civil air patrol : search & rescue,abacus,26.14 ,microsoft windows xp professional upgrade with sp2,,199.99 ,0
1832,corel ventura 10 dvd,corel,699.0 ,microsoft licenses win svr 2003 device cal l/sa ( r1800144 ),,74.59 ,0
1833,rollercoaster tycoon 3 ( mac ),aspyr media,49.99 ,aspyr roller coaster tycoon 3 mac os x,,18.2 ,0
1834,microsoft office excel 2007,microsoft,229.95 ,microsoft ( r ) money 2007 premium,,47.8 ,0
1835,elementary advantage 2008,,39.99 ,elementary advantage 2008 encore,,39.95 ,0
1836,tonka town ( jewel case ),,9.99 ,microsoft powerpoint 2004 ( mac ),microsoft,7.95 ,0
1837,zonealarm internet security suite 2007 ( pc ) zonelabs,zone labs,49.99 ,instant immersion french 2.0,,49.99 ,0
1838,h & r block taxcut home and business with state e-file efile and sage act ! 8 win tax & finance software,,39.99 ,633808105020 wasp bar code labeler complete package 3 users cd win english,wasp technologies,73.95 ,0
1839,ringtone media studio 2,laplink,19.95 ,business card composer ( mac ),,47.99 ,0
1840,microsoft onenote 2007 upgrade,microsoft,79.95 ,microsoft windows vista home basic upgrade ( pc ),adobe,99.99 ,0
1841,punch ! super home suite,punch software,49.99 ,punch software 38100 punch ! super home suite ( small box ),,45.99 ,0
1842,encore 10025 hoyle card games for pc,encore,19.99 ,punch ! professional home design platinum v10,punch ! software,99.99 ,0
1843,cross stitch design studio ( jewel case ),m-and-r-technologies,9.59 ,cross stitch design studio ( jewel case ) ( 8006 ),adobe,79.99 ,0
1844,instant immersion german audio,, ,instant immersion language lab deluxe edition,sage software,14.9 ,0
1845,adobe creative suite cs3 design premium [ mac ],adobe,1799.0 ,babnur1111s01 brightstor arcserve backup for netware w/sp1 v. 11.1 version upgrade pac,,575.99 ,0
1846,punch ! professional home design platinum v10,punch ! software,99.0 ,onone software ice-10770 intellihance pro 4.1 mac/win ( buy now and get free cs3 compatibility upgrades ),,158.99 ,0
1847,lavasoft ad-aware plus edition,tri synergy,24.9 ,lavasoft ad-aware plus edition,,5173.98 ,0
1848,burning monkey solitaire 4.0,freeverse software,24.95 ,freeverse burning monkey solitaire 4.0,,37.99 ,0
1849,microsoft windows xp professional full version with sp2,,299.99 ,microsoft windows xp pro sp2 retail,,25.97 ,0
1850,adobe flash pro cs3 upgrade [ mac ],adobe,82.99 ,adobe after effects professional 7.0,,999.0 ,0
1851,122-00411 microsoft visual studio 2005 team edition for software testers complete packag,microsoft,2184.73 ,encore software 11141 fate sb cs by wild games,,46.52 ,0
1852,apple appleworks 6.2.9 ( mac ),macsoft,29.99 ,print shop 22 deluxe,,79.99 ,0
1853,adobe creative suite cs3 web standard [ mac ],adobe,999.0 ,adobe cs3 design standard upsell,,69.99 ,0
1854,apple final cut express hd 3.5 ( mac ),apple computer,299.0 ,ma265zm/a final cut express hd v. 3.5 media volume dvd mac multi-country,,12.98 ,0
1855,treasure mountain ! ( jewel case ) ages 5-9 for win/mac,riverdeep,9.99 ,geometry ( win/mac ) ( jewel case ) ( 10158 ),,179.0 ,0
1856,microsoft office 2004 standard ( mac ),microsoft,399.99 ,microsoft office 2004 standard,sage software,369.99 ,0
1857,adobe premiere elements 3.0 [ lb ],adobe,99.95 ,quickbooks ( r ) pro 2007,,79.95 ,0
1858,3d home architect home v. 8 by encore software,encore software,39.99 ,essential software architecture,,178.99 ,0
1859,apple remote desktop 3 unlim managed systems,apple,499.0 ,apple remote desktop 3 unlimited client edition mac apple & mac software,,498.95 ,0
1860,peachtree by sage premium accounting 2007,sage software,499.99 ,intuit quickbooks simple start edition 2007 software for windows tax & finance software,,159.95 ,0
1861,geometry ( win/mac ) ( jewel case ),fogware publishing,9.59 ,cross stitch design studio ( jewel case ) ( 8006 ),,399.99 ,0
1862,adobe creative suite cs3 master collection upgrade [ mac ],adobe,206.99 ,adobe illustrator cs3 upgrade from freehand for mac,,19.99 ,0
1863,sage ( ptree ) premium accounting accountants edition 2007,,499.99 ,instant immers french dlx 2,,492.01 ,0
1864,the universe ( win/mac ) ( jewel case ),,9.99 ,microsoft windows vista home basic upgrade ( pc ),,99.99 ,0
1865,tlc arthur 's kindergarten learning system 2008,,19.99 ,home & landscape design center,,29.99 ,0
1866,adobe cs3 design standard macosx dvd,adobe,399.0 ,vcomm system suite professional 7,,385.99 ,0
1867,computrace lojack for laptops : 1 year subscription,absolute software,41.97 ,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),,29.99 ,0
1868,matchbox cross-town heroes,thq,19.99 ,quickbooks premier edition 2007 5 user multi-pack,,14.9 ,0
1869,kaplan sat/act/psat gold 2007 win/mac,,29.99 ,kaplan act/sat/psat gold 2007 mac os x,encore,22.99 ,0
1870,microsoft word 2007 version upgrade,microsoft,89.99 ,microsoft powerpoint mac 2004 version upgrade,,69.99 ,0
1871,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),879.93 ,logic express 6,apple-computer - ( direct ),99.99 ,0
1872,total training for adobe creative suite 3 : design premium bundle,,424.74 ,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,dvo enterprises,17.55 ,0
1873,discrete drums : vol .1,sony-media-software,59.95 ,sony media software discrete drums : vol .1 sony sound series,sony-media-software,24.91 ,0
1874,adobe creative suite cs3 production premium,,1699.0 ,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,wasp technologies,1482.0 ,0
1875,apple logic express 7.2 upgrade from v. 6,apple-computer - ( direct ),99.99 ,window washer,,22.99 ,0
1876,web easy ( r ) professional 6,sibelius-software-ltd .,199.99 ,quark quarkxpress 7 upgrade for mac & windows,,49.99 ,0
1877,norton antivirus 2007,symantec,39.99 ,symantec norton anti-virus 2007 windows,individual software,39.99 ,0
1878,instant play guitar deluxe v2 .,topics entertainment,39.99 ,instant immersion spanish deluxe 2.0 topics,,399.95 ,0
1879,palo alto business plan pro 2007,palo-alto-software,99.95 ,palo alto software business plan pro 2007,adobe,88.83 ,0
1880,system care professional,avanquest,29.99 ,individual software prm-r12 resumemaker professional 12.0,individual software,31.06 ,0
1881,calendar creator platinum sb cs by riverdeep,,29.99 ,encore software 11031 calendar creator platinum sb csby riverdeep,,66453.82 ,0
1882,3mds network operations manager diy annual subscptn 101 500u,, ,3mds network operations managerdiy annual subscptn 101 500u,punch software,144.63 ,0
1883,adobe creative suite cs3 production premium,,1699.0 ,adobe cs3 production premium academic,sony media,129.95 ,0
1884,adobe cs3 design standard macosx dvd,adobe,205.99 ,adobe indesign cs3 for mac upgrade,nova development, ,0
1885,printmaster 17 platinum by encore software,encore software,39.99 ,apple/emagic logic pro 7.2 software upgrade music production software,,259.95 ,0
1886,encore software 2137421 printshop business card maker ( win 98 me 2000 xp ),riverdeep-learning-company,9.99 ,punch ! professional home design,,8.64 ,0
1887,microsoft excel 2004 ( mac ),microsoft,229.99 ,microsoft powerpoint 2004 software mac apple & mac software,,228.95 ,0
1888,aircraft collector 's second edition,,19.95 ,abacus aircraft collectors second edition,,17.55 ,0
1889,norton antivirus mac 10.0 ( mac ),symantec,69.95 ,symantec norton anti-virus v. 10 mac,,64.99 ,0
1890,microsoft windows vista business full version [ dvd ],,231.29 ,microsoft ( r ) office word 2004 for mac full version,,1234.99 ,0
1891,encore software 10392 network now ! pro ( win 98 me 2000 xp ),encore software,39.99 ,oem internet security suite 2007 3-user single pack,,34.97 ,0
1892,window washer,, ,window washer,,22.99 ,0
1893,3d home architect home design deluxe version 9,encore,29.99 ,encore inc 3d home architect home design deluxe version 9,,25.49 ,0
1894,apple remote desktop 3 ( 10 managed systems ),apple,499.0 ,diskeeper 2007 professional,,69.95 ,0
1895,art explosion 600 000 images,nova development,79.99 ,nova development corp art explosion 600000 images,adobe,1687.48 ,0
1896,sony acid pro 5,sony,399.95 ,zone alarm pro 5,,12.9 ,0
1897,micromat podlock ( mac ),micromat,43.36 ,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows,,723.95 ,0
1898,instant immersion spanish deluxe 2.0 topics,topics entertainment,39.99 ,individual software business planmaker pro 2008 ( pc ),,39.99 ,0
1899,microsoft word 2007 version upgrade,microsoft,109.95 ,microsoft windows xp professional edition ( upgrade ),apple-computer - ( direct ),199.99 ,0
1900,total training for adobe creative suite 3 design premium,adobe,279.95 ,registry mechanic by encore software,,25.97 ,0
1901,punch ! master landscape & home design,punch ! software,99.99 ,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,aladdin systems,45.97 ,0
1902,readiris pro 11 corporate edition ( mac ),iris,499.95 ,iris inc readiris pro 11 corporate edition,microsoft,430.58 ,0
1903,registry mechanic 5.x pc system repair,,29.95 ,microsoft asp net web matrix,,26.97 ,0
1904,intervideo dvd copy 5 platinum,corel,49.99 ,instant immersion spanish deluxe 2.0 topics,,19.99 ,0
1905,adobe creative suite cs3 production premium,,1699.0 ,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,topics entertainment,1687.48 ,0
1906,true crime streets of la ( mac ),aspyr media,19.99 ,microsoft office 2004 standard ( mac ),,69.99 ,0
1907,merriam-webster 's dictionary ( win/mac ) ( jewel case ),fogware publishing,9.99 ,cubase se3 educational edition,steinberg,9.59 ,0
1908,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99 ,sat act and psat 2007 platinum,,31.06 ,0
1909,adobe soundbooth cs3 audio editing software mac music production software,adobe,1699.0 ,tlc arthur 's kindergarten learning system ( pc ) encore,,198.95 ,0
1910,vcomm system suite professional 7,avanquest,49.95 ,netmanage rumba web as/400 edition 910584-001 ),, ,0
1911,microsoft mappoint 2006 standard edition,,299.0 ,microsoft excel 2007 ( pc ),microsoft software,229.95 ,0
1912,quickbooks ( r ),,39.95 ,microspot macdraft professional ( mac ),,349.99 ,0
1913,crystal reports xi professional edition,business objects,495.0 ,upg crystal reports 11 pro french,,264.99 ,0
1914,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,12567.39 ,middle school success essentials,,17.55 ,0
1915,steinberg cubase studio 4,steinberg,499.99 ,steinberg cubase 4 software educational discount music production software,,8.79 ,0
1916,diskeeper 2007 professional single lic pack,diskeeper corporation,46.95 ,microsoft ( r ) windows ( r ) xp home edition with sp2,,29.99 ,0
1917,emedia guitarpro 5 win/mac,emedia,51.92 ,emedia music corp guitar pro v 5.1 ( hybrid ),,39.99 ,0
1918,family tree maker version 16 essentials,,29.95 ,encore inc family tree maker v 16 essentials,,17.55 ,0
1919,family tree maker version 16 collectors edition sb cs,encore software,99.99 ,family tree maker deluxe 11.2,,69.97 ,0
1920,microsoft ( r ) frontpage 2002,microsoft,169.56 ,encore software 10599 encore registry mechanic v. 5.1 complete product utility 1 user ( s ) complete product standard pc,,46.52 ,0
1921,topics presents : dinosaurs,topics entertainment,19.99 ,microsoft visual studio professional 2005 upgrade,,12.9 ,0
1922,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0 ,microsoft windows server 2003 terminal server cals 20-pack ( per device ),, ,0
1923,topics entertainment learn2 training for microsoft excel,microsoft,49.5 ,encore software 11041 the print shop elements : labels & logos sb cs by the print shop,topics-entertainment-software - ( consignment ),17.97 ,0
1924,acrobat professional 8 ( windows ),adobe,273.0 ,zend studio 5.1 ( win/mac ),zend-technologies-inc .,39.99 ,0
1925,instant immersion german audio,topics entertainment, ,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99 ,0
1926,punch ! master landscape & home design,punch ! software,99.99 ,encore inc 3d home architect landscape designer v 8.0,mobi-technologies-inc .,25.49 ,0
1927,simply magazine sales skills,victory multimedia,19.95 ,adventure workshop 1st-3rd grade . 8th edition ( pc ) encore,, ,0
1928,punch ! home design architectural series 18,punch software,129.99 ,punch software 20100 punch ! 5 in 1 home design,,35.99 ,0
1929,peachtree by sage pro accounting 2007,sage software,169.99 ,sage software peachtree complete accounting 2007 software for windows tax & finance software,,249.95 ,0
1930,family tree maker 2008 platinum,,99.95 ,encore inc family tree maker version 16 collectors edition,microsoft software,85.07 ,0
1931,adobe photoshop cs3 upgrade [ mac ],adobe,199.0 ,adobe photoshop cs3 for mac upgrade,business objects,8.95 ,0
1932,microsoft office & windows training,topics entertainment,29.99 ,microsoft windows vista business 32-bit oem,,149.99 ,0
1933,punch ! professional home design suite,punch ! software,69.99 ,adobe photoshop elements 5.0 premiere elements 3.0 bundle,,135.99 ,0
1934,quickbooks premier nonprofit edition 2007,,399.95 ,quickbooks pro 2007 3 user,encore software,409.52 ,0
1935,total 3d home deluxe ( jewel case ) ( jce-th6 ),on-hand-software,9.99 ,adobe cs3 design standard upsell,,9.59 ,0
