ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
Old Cascade Amber Ale,Wellington County Brewery,American Barleywine,5.80 % ,Railway City Iron Spike Amber Ale,Hangar 24 Craft Brewery,Amber Ale,- ,0
Weekender American Amber Ale,Greenpoint Beerworks / Kelso of Brooklyn,American Amber / Red Ale,7.75 % ,Spiteful Angry Adam Hoppy Red Ale,Midnight Sun Brewing Company,Amber Ale,5.10 % ,0
Mountian Goat Rare Breed India Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,- ,Wild Ride 3 Sisters American Red Ale,Ballast Point Brewing Company,Amber Ale,10 % ,0
Ro Shampo Imperial Red Ale,Barley 's Brewing Company,American Amber / Red Ale,7.50 % ,Elevator Barrel Aged Barley Wine,Mad River Brewery,Barley Wine,- ,0
Red Rose Amber Ale,Heavy Seas Beer,American Amber / Red Ale,- ,Big Choice Disconnected Red Ale,Pokertree,Amber Ale,5 % ,0
Pizza Orgasmica Amber Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.50 % ,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Baird Brewing Co. .,Barley Wine,- ,0
All American Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,- ,Oak Creek King Crimson Imperial Red Ale,Cigar City Brewing,Amber Ale,11 % ,0
Big V Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,- ,Destihl Barrel Aged Deadhead Double Red Ale,Kettle House Brewing Company,Amber Ale,5.50 % ,0
Red Rose Amber Ale,Alpha Brewing Company,American Amber / Red Ale,4.50 % ,Saimaan Brewer_s Special American Red Ale,Ecliptic Brewing,Amber Ale,- ,0
Big Bear Amber Ale,Frog Island Brewing Company,American Amber / Red Ale,6.00 % ,Loose Shoe SlÃ ¡ inte Irish Red Ale,Saimaan Juomatehdas,Amber Ale,8 % ,0
All American Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,5.40 % ,Two Brothers Revelry Imperial Red Ale,Kilted Dragon Brewing Company,Amber Ale,- ,0
Kniksen India Red Ale,7 Fjell Bryggeri,American Amber / Red Ale,8.20 % ,Americas American Red Ale,Good People Brewing Company,Irish Ale,- ,0
Big Bully Amber Ale,Books & Brews,American Amber / Red Ale,8.00 % ,Ballast Point Calico Amber Ale - Rum Barrel Aged,Americas Brewpub,Amber Ale,5 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Hopworks Urban Brewery,American Amber / Red Ale,8.70 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,6 % ,0
The `` Ginger '' A Red Ale,Wormtown Brewery,American Amber / Red Ale,5.00 % ,The Beer Company Wyatt Earp Red Ale,Liberty Brewery & Grill - High Point,Irish Ale,7 % ,0
Mountian Goat Rare Breed India Red Ale,Petoskey Brewing Company,American Amber / Red Ale,- ,Golden City Centurion Barleywine Ale,Heinzelmannchen Brewery,Amber Ale,6 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Backpocket Brewing,American Amber / Red Ale,8.70 % ,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 % ,0
Noggin Floggin ( Bourbon Barrel Aged ),Hopworks Urban Brewery,American Barleywine,7.00 % ,Aspen Bourbon Barrel Aged Conundrum Red Ale,Proof Brewing Company,Amber Ale,6 % ,0
Tongue Buckler - Imperial Red Ale,Black Husky Brewing,American Amber / Red Ale,- ,Railway City Iron Spike Amber Ale,Aarhus Bryghus,Amber Ale,6.70 % ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % ,Slanted Rock Iron Butt Red Ale,Big Texan Brewery,Amber Ale,5 % ,0
Sea Spray Amber Ale,Indian Wells Brewing Company,American Amber / Red Ale,5.00 % ,Canal Park General Sterling Price American Amber Ale - Centennial,Lompoc Brewing,Amber Ale,- ,0
Fresh Hop Red,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 % ,Nighthawk 16-Hour Dry Hopped Amber,Saimaan Juomatehdas,Amber Ale,8 % ,0
Weekender American Amber Ale,Flying Goose Brew Pub & Grille,American Amber / Red Ale,- ,Flossmoor Station Barrel Aged Panama Limited Red Ale,Wild Ride Brewing,Amber Ale,6 % ,0
Molly American Red Ale,Elk Street Brewery & Tap Room,American Amber / Red Ale,5.00 % ,Loose Shoe SlÃ ¡ inte Irish Red Ale,The Beer Company,Irish Ale,7 % ,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Port Brewing,American Amber / Red Ale,4.50 % ,Yukon You Only Live Once Imperial Red Ale,Americas Brewpub,Amber Ale,- ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,6 % ,0
Aorta Ale ( Double Red Ale ),Mountain Goat Beer Pty Ltd,American Amber / Red Ale,- ,Wildcard Double Down Imperial Red Ale,Nighthawk Brewery,Amber Ale,8.30 % ,0
Mountian Goat Rare Breed India Red Ale,Picaroons Brewing Co. .,American Amber / Red Ale,5.00 % ,Central Coast Old Mission Amber Ale,Brewsters Brewing Co. - Alberta,Barley Wine,- ,0
Shark Attack Double Red Ale,Utah Brewers Cooperative,American Amber / Red Ale,- ,Iron Horse Fresh Hop Imperial Red Ale,Austin Beerworks,Amber Ale,7.09 % ,0
Bourbon Barrel Aged Horus Imperial Red,Tornado Brewing Company,American Amber / Red Ale,5.40 % ,Granville Island Gastown Amber Ale,Blue Pants Brewery,Amber Ale,8 % ,0
Mr. Grain Jeans Organic Amber Ale,Bomber Brewing,American Amber / Red Ale,- ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Aspen Brewing Company,Amber Ale,6.50 % ,0
Mermaid 's Red Ale - Bourbon Oak Aged,Olde Richmond Beer Company,American Amber / Red Ale,4.00 % ,Boxing Cat Firecracker Imperial Red Ale,Wynwood Brewing Company,Amber Ale,5 % ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 % ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Isle Of Pines Barley Wine,Beachwood BBQ & Brewing,American Amber / Red Ale,- ,Boneyard Skunkape India Red Ale,Blue Heron Brewpub,Barley Wine,8.60 % ,0
Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,7.80 % ,Ballast Point Tongue Buckler Imperial Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Barley Wine,- ,0
Brewmaster 's Reserve Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,5.45 % ,Legacy Bourbon Barrel Hedonism Red,Nighthawk Brewery,Amber Ale,8 % ,0
Desert Island Series : American Honey Amber Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,7.40 % ,Fat Bottom Ruby Red American Ale,Anheuser-Busch InBev,Amber Ale,- ,0
Panama Limited Red Ale,Picaroons Brewing Co. .,American Amber / Red Ale,6.00 % ,Slanted Rock Iron Butt Red Ale,Stadin Panimo,Amber Ale,5 % ,0
Hawai'i Nui Sunset Amber Ale,Flying Goose Brew Pub & Grille,American Amber / Red Ale,7.40 % ,Swamp Head Sciaenhops Imperial Red Ale,Legacy Brewing,Barley Wine,- ,0
O'Connor 's Irish Red Ale,Elk Street Brewery & Tap Room,American Amber / Red Ale,5.00 % ,Big Time Lift Ticket American Red Ale,The Beer Company,Irish Ale,7 % ,0
Stupiphany Imperial Red Ale,Titanic Brewery,American Amber / Red Ale,- ,Engine House No. 9 Rowdy Dick Amber Ale,Lancaster Brewing Co. .,Barley Wine,5 % ,0
Double Dragon Imperial Red Ale,Alaskan Brewing Co. .,American Amber / Red Ale,9.00 % ,Hangar 24 Barrel Roll No. 04 : Hammerhead - Bourbon Barrel Aged with Chai Tea,Brewsters Brewing Co. - Alberta,Barley Wine,6 % ,0
Olde Richmond Batch No. 9 Red Ale,Centennial Beer Co. .,American Amber / Red Ale,7.40 % ,Aarhus Cains Triple A American Amber Ale,Canal Park Brewing Company,Amber Ale,5 % ,0
Big Horn Buttface Amber Ale,Stilt House Brewery,American Amber / Red Ale,6.00 % ,Destihl Barrel Aged Deadhead Double Red Ale,Saimaan Juomatehdas,Amber Ale,8 % ,0
Broadhead Bourbon Barrel Aged Red,Hoppy Brewing Co. .,American Amber / Red Ale,- ,Midnight Sun Unite Double Red Hot Ale &#40; 2015 &#41;,Stadin Panimo,Amber Ale,5.50 % ,0
Barrel Aged Red Ale,The Civil Life Brewing Company,American Amber / Red Ale,- ,Spring House Atomic Raygun Imperial Red Ale,William Street Beer Co. .,Amber Ale,6.70 % ,0
Barrel Aged Riverside Red,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,- ,Big Time Lift Ticket American Red Ale,Big Axe Brewery and B & B,Amber Ale,5.60 % ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 % ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Molly American Red Ale,Twisted K-8 Brewing Company,American Amber / Red Ale,7.00 % ,Bacchus / Burrow Bloodhound Blood Red IPA,Big Time Brewery,India Pale Ale &#40; IPA &#41;,6 % ,0
Barrel Aged Red Ale,Big Axe Brewing Company,American Amber / Red Ale,- ,Iron Horse Fresh Hop Imperial Red Ale,Liberty Brewery & Grill - High Point,Barley Wine,9 % ,0
The `` Ginger '' A Red Ale,Flying Goose Brew Pub & Grille,American Amber / Red Ale,8.20 % ,Swamp Head Sciaenhops Imperial Red Ale,Loose Shoe Brewing Company,Amber Ale,- ,0
Red Emperor Amber Ale,The Seven Barrel Brewery,American Amber / Red Ale,4.00 % ,Thirsty Pagan North Coast Amber Ale,Legacy Brewing,Amber Ale,5 % ,0
Imperial Moustache Red Ale,The Dodging Duck Brewhaus,American Amber / Red Ale,- ,Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale,Destihl Brewery,Barley Wine,9.30 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,6 % ,0
Mr. Grain Jeans Organic Amber Ale,The Dodging Duck Brewhaus,American Amber / Red Ale,- ,Yukon You Only Live Once Imperial Red Ale,Canal Park Brewing Company,Amber Ale,6.50 % ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,- ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Phobos Single Hop Red Ale,Stilt House Brewery,American Amber / Red Ale,9.00 % ,Iron Horse Fresh Hop Imperial Red Ale,Worthy Brewing Company,Amber Ale,8 % ,0
Sequoia American Amber Ale,Heavy Seas Beer,American Amber / Red Ale,8.50 % ,Charleville Tornado Alley Amber Ale,Squatters Craft Beers,Amber Ale,- ,0
Barrel Aged Red Ale,Figure 8 Brewing,American Amber / Red Ale,6.80 % ,Ballast Point Calico Amber Ale - Rum Barrel Aged,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 % ,0
Hawai'i Nui Sunset Amber Ale,Heavy Seas Beer,American Amber / Red Ale,- ,Ice Harbor Double Red Ale - Fresh Hop,Off the Rail Brewing,Amber Ale,6.60 % ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Mountain Goat Beer Pty Ltd,American Amber / Red Ale,- ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Iron Mike 's Amber Ale,Tornado Brewing Company,American Amber / Red Ale,- ,Big Horn Buttface Amber Ale,Engine House No. 9 Restaurant and Brewery,Amber Ale,7.70 % ,0
Jurassic Duck Amber Ale ( dry Hopped With Mosaic ),Roaring Fork Beer Company,American Amber / Red Ale,9.50 % ,Radiant Pig Gangster Duck American Red Ale,Wildcard Brewing Company,Barley Wine,6 % ,0
All American Red Ale,Big Axe Brewing Company,American Amber / Red Ale,- ,Flossmoor Station Barrel Aged Panama Limited Red Ale,Swamp Head Brewery,Amber Ale,7.50 % ,0
Alaskan Imperial Red Ale ( Pilot Series ),Otto 's Pub and Brewery,American Amber / Red Ale,- ,Elevator Barrel Aged Barley Wine,Elevator Brewing Company,Barley Wine,6.50 % ,0
Wasatch 50th Park City Golden Anniversary Ale,Wolf Hills Brewing Company,American Amber / Red Ale,12.50 % ,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Big Spruce Brewing,Amber Ale,- ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % ,Swashbuckler Red Sea Amber Ale,Big Texan Brewery,Amber Ale,5 % ,0
Old Cascade Amber Ale,Petoskey Brewing Company,American Amber / Red Ale,- ,Swashbuckler Red Sea Amber Ale,Fat Bottom Brewery,Amber Ale,5 % ,0
Panama Limited Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,4.90 % ,Mad River Jamaica Red Ale,Big Rock Brewery,Amber Ale,5 % ,0
Panama Limited Red Ale,Edge Brewing,American Amber / Red Ale,5.50 % ,Hammond River Red Coat India Red Ale,Big Horn Brewing Company &#40; Ram International &#41;,Amber Ale,- ,0
Bourbon Barrel Aged Redrum,Bullfrog Brewery,American Amber / Red Ale,5.50 % ,Iron Horse Fresh Hop Imperial Red Ale,Thirsty Pagan Brewing,Amber Ale,6 % ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % ,Golden City Centurion Barleywine Ale,Big Texan Brewery,Amber Ale,5 % ,0
Hawai'i Nui Sunset Amber Ale,Flossmoor Station Restaurant & Brewery,American Amber / Red Ale,- ,Squatters Respect Your Mother Organic Amber Ale,Anheuser-Busch InBev,Amber Ale,7.50 % ,0
Ulysses Imperial Red Ale,Stilt House Brewery,American Amber / Red Ale,5.00 % ,Swashbuckler Red Sea Amber Ale,Midnight Sun Brewing Company,Amber Ale,- ,0
All American Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,5.00 % ,Ballast Point Calico Amber Ale - Rum Barrel Aged,Proof Brewing Company,Amber Ale,8 % ,0
Buffalo Trace Bourbon Barrel Aged Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,8.00 % ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Bourbon Barrel Aged Horus Imperial Red,Stilt House Brewery,American Amber / Red Ale,8.30 % ,Madhouse Venture Series Oak Aged Imperial Red,Midnight Sun Brewing Company,Amber Ale,- ,0
Barrel Aged Series : Barley Wine,Oskar Blues Grill & Brew,American Amber / Red Ale,11.80 % ,Ale Mania Imperial Red Ale,AleSmith Brewing Company,Barley Wine,- ,0
Sea Spray Amber Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,9.10 % ,Legacy Bourbon Barrel Hedonism Red,Piney River Brewing Company,Amber Ale,- ,0
Double Dragon Imperial Red Ale,Backpocket Brewing,American Amber / Red Ale,6.80 % ,Fat Bottom Ruby Red American Ale,Boxing Cat Brewery,Amber Ale,- ,0
Smuttynose Kindest Find Imperial Red Ale,Flying Goose Brew Pub & Grille,American Amber / Red Ale,11.20 % ,Legacy Bourbon Barrel Hedonism Red,Liberty Brewery & Grill - High Point,Barley Wine,- ,0
Constanza _ ™ s Hoppy Red Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,9.00 % ,Maldita Old Continent American Amber Ale,Nighthawk Brewery,Amber Ale,6 % ,0
Blood On The Blade Red IPA,Beachwood BBQ & Brewing,American Amber / Red Ale,- ,Off the Rail Raybuck Red Ale,Wild Ride Brewing,Amber Ale,7.50 % ,0
Big Axe Red Ale,The Seven Barrel Brewery,American Amber / Red Ale,5.40 % ,Canal Park General Sterling Price American Amber Ale - Centennial,William Street Beer Co. .,Amber Ale,- ,0
Noggin Floggin ( Bourbon Barrel Aged ),Backpocket Brewing,American Amber / Red Ale,7.00 % ,Bacchus / Burrow Bloodhound Blood Red IPA,Bacchus Brewing Company &#40; Australia &#41;,India Pale Ale &#40; IPA &#41;,6 % ,0
Red Rock Amber Ale,Salty Nut Brewery,American Amber / Red Ale,4.50 % ,Big Horn Buttface Amber Ale,Engine House No. 9 Restaurant and Brewery,Amber Ale,- ,0
Molly American Red Ale,Backpocket Brewing,American Amber / Red Ale,7.00 % ,Bacchus / Burrow Bloodhound Blood Red IPA,Bacchus Brewing Company &#40; Australia &#41;,India Pale Ale &#40; IPA &#41;,6 % ,0
Ruby River Ruby Red Ale,Outpost Natural Foods,American Amber / Red Ale,6.00 % ,Charleville Tornado Alley Amber Ale,Big Rock Brewery,Amber Ale,5 % ,0
Winter Seasonal Amber Ale,Hopworks Urban Brewery,American Barleywine,4.00 % ,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 % ,0
Big V Amber Ale,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,6.70 % ,Kilted Dragon Bonnie Heather Amber Ale,Big Choice Brewing,Amber Ale,5 % ,0
6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 % ,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 % ,0
Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,6 % ,0
Big Bully Amber Ale,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,4.50 % ,Aarhus Cains Triple A American Amber Ale,Cigar City Brewing,Amber Ale,- ,0
Ruby River Ruby Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,4.00 % ,Americas American Red Ale,Canal Park Brewing Company,Amber Ale,5 % ,0
Texas Red Amber Ale,Phillips Brewing Company,American Amber / Red Ale,4.00 % ,Big Choice Disconnected Red Ale,Engine House No. 9 Restaurant and Brewery,Barley Wine,- ,0
O'Connor 's Irish Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,- ,Ice Harbor Double Red Ale - Fresh Hop,Ballast Point Brewing Company,Amber Ale,7.70 % ,0
Imperial Red Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,- ,Aspen Bourbon Barrel Aged Conundrum Red Ale,Central Coast Brewing,Amber Ale,6.50 % ,0
Molly American Red Ale,Backpocket Brewing,American Amber / Red Ale,7.00 % ,Bacchus / Burrow Bloodhound Blood Red IPA,Big Time Brewery,India Pale Ale &#40; IPA &#41;,6 % ,0
Noggin Floggin ( Bourbon Barrel Aged ),Flying Goose Brew Pub & Grille,American Amber / Red Ale,7.00 % ,AleSmith Old Numbskull - Bourbon Barrel Aged,AleSmith Brewing Company,Barley Wine,6 % ,0
Big Bully Amber Ale,New Helvetia Brewing Company,American Amber / Red Ale,- ,Big Texan Texas Red Amber Ale,Big Spruce Brewing,Amber Ale,4.80 % ,0
Old Cascade Amber Ale,Flossmoor Station Restaurant & Brewery,American Amber / Red Ale,4.00 % ,Anacapa Riptide Imperial Red Ale,Grand Canyon Brewing Company,Amber Ale,8 % ,0
Pizza Orgasmica Amber Ale,Books & Brews,American Amber / Red Ale,6.50 % ,Lompoc Bourbon Barrel Aged Old Tavern Rat,Pizza Port &#40; Solana Beach &#41;,Barley Wine,- ,0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % ,Golden City Centurion Barleywine Ale,Big Texan Brewery,Amber Ale,5 % ,0
Constanza _ ™ s Hoppy Red Ale,Grand Lake Brewing Company,American Amber / Red Ale,4.90 % ,Granville Island Gastown Amber Ale,Hammond River Brewing,Amber Ale,6 % ,0
Red Dragon Smoked Amber Ale,Aspetuck Brew Lab,American Amber / Red Ale,4.00 % ,Flat 12 Barrel Aged Moustache Ride Red,Midnight Sun Brewing Company,Amber Ale,5 % ,0
Stupiphany Imperial Red Ale,Greenpoint Beerworks / Kelso of Brooklyn,American Amber / Red Ale,- ,Ecliptic Phobos Extra Red Ale,Worthy Brewing Company,Irish Ale,8 % ,0
Barrel Aged Riverside Red,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,5.50 % ,Hammond River Red Coat India Red Ale,Swashbuckler Brewing Company,Amber Ale,6 % ,0
Deputation Imperial Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,4.50 % ,Sick N Twisted Naughty Redhead Imperial Red Ale,Brewsters Brewing Co. - Alberta,Amber Ale,8 % ,0
