,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,Truth
57,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,I 've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,Infinity On High,"Dance,Music,Hip-Hop / Rap, Jazz, Bop , Electronic , Rap , Rock",$ 0.99,( 2 ) 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,"March 3 , 2015 ibrcol1",1
58,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,X2CU,Jason Derulo,10,"Alternative , Rock / R&B /",$ 1.29,2013 Warner Bros . Records Inc.,5:13,29-May-15 idently,1
59,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,I 've Got All This Ringing In My Ears And None On My Fingers,Fall,Infinity On High,Pop,$ 0.99,( C) 2013 The Island Def Jam Music Group,5:24,27-Jul-39 oratecol Song_Name,1
60,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],"Sklut & Jack ""``",Miley Cyrus Present Jack '``,Rap/R&B / Alternative Punks,$ 1.29,2015 Warner Music Group,11:11,"May 3, 2015 ˄────────────────────────────────────� ˄────────────────────────────�",1
61,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,I 've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,6,Pop CO $ 0.22,$ 2.67,( h ) 2012 Warner Music UK LImited,5:30,31-Jun-29 ibrCol Song_Name,1
62,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye To You ( w/ Dot Rotten ),Ed Sheeran,5,"Pop , Indie , Rock , R&B / Soul",$ 1.29,2011 ACR Publishing,6:09,23-June-14 qqa,1
63,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Goner,twenty one pilots,We Are The Champions Present Ryan Dolan,"Dance ,Music,Hip-Hop / Rap , Dance , Rock, Hardcore , Hip-Hop , Bop , Electronic , Comedy, Dance",$ 1.29,2015 Continental Music Group for USA and WEA International Inc.,3:30,25-Feb-15 ibrary,1
64,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus,Brett Eldredge,Mississippi,Country,$ 1.25,2014 Dack Janiels Records,3:55,"September 9 , 2015 akerucol song_name",1
65,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Jack Daniels and Jesus [ Music ],DUNK Janiels,DUNK 1:59,"Country , Music , Art , Rock",$ 1.29,2013 Dack Janiels,4:39,31-Jun-29,1
66,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop, Music, Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,29-Nov-44 ��,1
67,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,"Goodbye to You ( feat , F1 )",Ed Sheeran,7,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2016 Warner Music UK LImited,5:15,1-May-15 ㅜ,1
68,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,I 've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,Pink Floyd,Funk,$ 1.29,2015 Dack Janiels Records,4:30,"November 2, 2013 aciously",1
69,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Going Away For a While,Chase Rice,Ignite the Night ( Original Version,"Country, Music , Contemporary Country",$ 1.29,"( C ) 2011 XO & co. , Inc.",8:07,"July 21 , 2015 ジLADY",1
70,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14,Going Away For A While,Steve Miller,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary , Honky Tonk , Traditional Country",$ 1.29,2016 Atlantic Recording Corp.,3:19,23-Apr-08 ��1,1
71,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,I 've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,Skrillex & Diplo,"Dance,Music,Hip-Hop,",$ 1.11,2003 White Label,4:07,25-Jan-01 ........,1
