COL title VAL  " Mens Nixon The Crew Watch A1186-001 "New arrivals | Shop New Hut"	COL title VAL  " Mens Nixon The Crew Watch A1186-001 "Sale | Hut"	1
COL title VAL  "Dior Chiffre Rouge Watch CD084B40R001" CD084B10M001 | Dejaun Jewelers"	COL title VAL  "Dior Chiffre Rouge Watch CD084B40R001" CD084B40R001 | Dejaun Jewelers"	1
COL title VAL  "Panerai Radiomir 10 Days GMT PAM00323" PAM00323 Watch | Watchfinder & Co."	COL title VAL  "Panerai Radiomir Watch PAM00323" "Shop Panerai PAM00505 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Carl F Bucherer Flyback Watch 00.10919.03.13.01" "Shop Carl 00.10919.08.93.01 Watches | Costello Jewelry Company"	COL title VAL  "Carl F Bucherer Flyback Watch 00.10919.03.13.01" "Shop Carl 00.10919.03.43.01 | Moyer Fine Jewelers"	1
COL title VAL  "Cartier" "CartierCartier Tank Francaise Series Women's Watch W50002N2"	COL title VAL  "Cartier Tank Francaise W50002N2" W50002N2 Watch | Watchfinder & Co."	1
COL title VAL  "TIMELESS CLASSIC VALIANT AUTO"@es AUTO - Tomas Colomer"@es	COL title VAL  "Valiant Automatic Watch 40mm"@en "Hamilton Valiant 40mm H39515134 nur € 545.00"@en	1
COL title VAL  "Dior Chiffre Rouge Watch CD084850M001" CD084540R001 | Dejaun Jewelers"	COL title VAL  "Dior Chiffre Rouge Watch CD084850M001" CD084B10M001 | Dejaun Jewelers"	1
COL title VAL  "Herren Seiko solar betrieben Uhr SNE329P9"@de	COL title VAL  " Seiko Men's Solar Powered Watch"@en "Men's Watch (SNE329P9) - WATCH SHOP.com™"@en	1
COL title VAL  "Daniel Wellington - Classic Durham DW00100109 Or rose Cuir marron clair"	COL title VAL  "Daniel Wellington Classic Man Durham rose gold"@en-GB gold 10:35 Watch boutique"@en-GB	1
COL title VAL  "Carl F Bucherer Power Reserve Watch 00.10912.08.33.21" "Shop Carl 00.10912.08.13.21 | Moyer Fine Jewelers"	COL title VAL  "Carl F Bucherer Power Reserve Watch 00.10912.08.33.21" "Shop Carl 00.10912.08.33.21 Watches | Costello Jewelry Company"	1
COL title VAL  " Hamilton Men's Jazzmaster Automatic Chronograph Watch"@en "Men's Watch (H32616533) - WATCH SHOP.com™"@en	COL title VAL  "JAZZMASTER AUTO CHRONO"@es CHRONO - Tomas Colomer"@es	1
COL title VAL  "Orchard Watch"@en "RumbaTime Orchard Watch | SHOPBOP"@en	COL title VAL  "Orchard Watch"@en "RumbaTime Orchard Watch | SHOPBOP SAVE UP TO 30% Use Code: MORE17"@en	1
COL title VAL  " Casio Ladies' Classic Collection Alarm Chronograph Watch"@en "Ladies' Watch (LA670WEA-1EF) - WATCH SHOP.com™"@en	COL title VAL  "Ladies Classic Collection Alarm Chronograph Watch "@de G-Shock | DE Shop™"@de "Casio Uhr online finden Edifice	1
COL title VAL  "Classic Black St Mawes Oro Rosé 36mm"@es "Daniel Wellington Classic 36mm nur 169 00 €"@es	COL title VAL  "Classic Black St Mawes Rosegold 36mm"@de 20 €"@de "Daniel Wellington Classic 36mm nur 135	1
COL title VAL  " TAG HEUER CARRERA（卡萊拉系列） Calibre 7兩地時間 自動上鏈腕錶 100米 - ∅41毫米 WAR2012.BA0723 "@zh-hant "TAG Heuer（泰格豪雅） Carrera Automatic Watch 41毫米 | watch price"@zh-hant	COL title VAL  "Tag Heuer Carrera Calibre 7 Twin Time 41mm Steel" Steel WAR2012.BA0723 on Watch Agora"	1
COL title VAL  "Cartier Tank Solo "@en	COL title VAL  "Cartier Tank Solo Watch W5200025" "Shop Cartier W5200026 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Nixon Shutter Ladies Quartz Watch - A2861062"@en	COL title VAL  "Nixon Shutter Ladies Quartz Watch - A2861062"@en A2861062 Watches"@en	1
COL title VAL  "York Różowe złoto Zegarek męski 40mm"@pl 00 €"@pl "Daniel Wellington York 40mm nur 139	COL title VAL  "York Rosegold Herrenuhr 40mm"@de 00 €"@de "Daniel Wellington York 40mm nur 139	1
COL title VAL  "Michele Deco Watch MWW06P000014" "Shop Michele MWW06P000100 Watches | Costello Jewelry Company"	COL title VAL  "Michele Deco Watch MWW06P000014" "Shop Michele MWW06P000234 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Bvlgari LVCEA Watch LU28C6SSD" LU28C6SSD | Dejaun Jewelers"	COL title VAL  "Bvlgari LVCEA Watch LU28C6SSD" LU28C6SSPGD | Dejaun Jewelers"	1
COL title VAL  "Carl F Bucherer Flyback Watch 00.10919.08.13.01" "Shop Carl 00.10919.03.43.01 Watches | Costello Jewelry Company"	COL title VAL  "Carl F Bucherer Flyback Watch 00.10919.08.13.01" "Shop Carl 00.10919.08.13.01 Watches | Costello Jewelry Company"	1
COL title VAL  " Certina Ladies' DS-1 Automatic Watch"@en "Ladies' Watch (C0062071103100) - WATCH SHOP.com™"@en	COL title VAL  " Ladies Certina DS-1 Automatic Watch C0062071103100 "Ladies Watches | Designer For Women The Hut"	1
COL title VAL  "Longines Conquest Watch L3.700.4.96.6" "Shop Longines L3.700.4.56.6 Watches | Northeastern Fine Jewelry"	COL title VAL  "Longines Conquest Watch L3.700.4.96.6" "Shop Longines L3.687.4.76.6 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Max Bill Damenuhr"@de "Junghans Max Damenuhr 047/4541.00 nur 495 00 €"@de	COL title VAL  "Max Bill Ladies´ Watch"@en "Junghans Max Watch 047/4541.00 nur € 495.00"@en	1
COL title VAL  " Mens Tissot PRS516 Chronograph Watch T1004171604100 "New arrivals | Shop New The Hut"	COL title VAL  "NEC Slot-In PC 100013751 2.2GHz 2000E 900g Negro cliente liviano"@es "HP ProDisplay P203 20" HD+ TN pantalla para - Black Friday... "@es	1
COL title VAL  "Chopard Superfast Watch 161291-5001" 168523-3001 | Dejaun Jewelers"	COL title VAL  "Chopard Superfast Watch 161291-5001" 168542-3001 | Dejaun Jewelers"	1
COL title VAL  "G-Shock Style Radiocontrol-Reloj solar"@es "Casio G-Shock solar nur 279 00 €"@es	COL title VAL  "Jockey Women's Tops No Panty Line Promise Tactel Lace Chemise, light, XL"@en-US "Women's Clothing - Page 241 | Mas Fashion"@en-US	1
COL title VAL  "Herren Raymond Weil Toccata Uhr 5488-STC-50001"@de	COL title VAL  "Raymond Weil Toccata Watch 5488-STC-50001" "Shop Raymond 5588-STC-20001 Watches | Costello Jewelry Company"	1
COL title VAL  "Orchard Gem Watch"@en "RumbaTime Orchard Watch | SHOPBOP"@en	COL title VAL  "Orchard Gem Watch"@en "RumbaTime Orchard Watch | SHOPBOP SAVE UP TO 30% Use Code: MORE17"@en	1
COL title VAL  "Herren Emporio Armani Chronograf Uhr AR1737"@de	COL title VAL  "Mens Chronograph Watch "@de "Fathers Tag - Uhren und gift ideas"@de	1
COL title VAL  "Longines Conquest Watch L3.277.4.76.6" "Shop Longines L3.700.4.56.6 Watches | Northeastern Fine Jewelry"	COL title VAL  "Longines Conquest Watch L3.277.4.76.6" "Shop Longines L3.277.4.76.6 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Cantilever Scope Rings - Cantilever Ring 30mm Offset Absolute Co-Witness"@en-us	COL title VAL  " Mens Skagen Holst Watch SKW6285 "Sale | The Hut"	1
COL title VAL  "Cartier", "CartierCartier Classic Santos Series Men's Watch W20098D6"	COL title VAL  "Cartier W20098D6 Santos Galbee Extra Large Watch"@en Watches From SwissLuxury"@en	1
COL title VAL  " Ladies Accurist Watch LB1791 "Sale | The Hut"	COL title VAL  " Ladies Accurist Watch LB1791 "Ladies Sale Watches"	1
COL title VAL  "Cartier Tank MC Watch W5330007" "Shop Cartier W5330005 Watches | Northeastern Fine Jewelry"	COL title VAL  "Cartier Tank MC Watch W5330007" "Shop Cartier WSTA0010 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Raymond Weil Toccata Watch 5388-PC5-65001" "Shop Raymond 5488-ST-00300 Watches | Costello Jewelry Company"	COL title VAL  "Raymond Weil Toccata Watch 5388-PC5-65001" "Shop Raymond 5388-PC5-65001 Watches | Costello Jewelry Company"	1
COL title VAL  "Maurice Lacroix Les Classiques Watch LC1087-SS002-121-1" "Shop Maurice LC6063-PS103-310 Watches | Costello Jewelry Company"	COL title VAL  "Maurice Lacroix Les Classiques Watch LC1087-SS002-121-1" "Shop Maurice LC1087-SS001-120-1 Watches | Costello Jewelry Company"	1
COL title VAL  "Mr. Daddy 2.0 Reloj para hombre"@es "Diesel Mr. hombre DZ7350 nur 349 00 €"@es	COL title VAL  "Mr. Daddy 2.0 Zegarek męski"@pl 00 €"@pl "Diesel Mr. męski DZ7350 nur 349	1
COL title VAL  "Cartier Roadster W62025V3" "W62025V3 | Cartier AuthenticWatches.com"	COL title VAL  "Cartier Roadster W62025V3" W62025V3 Watch | Watchfinder & Co."	1
COL title VAL  "Montre Palazzo Empire rouge"@fr rouge - Versace Femme | Boutique en Ligne EU"@fr	COL title VAL  "Palazzo Empire Uhr Rot"@de "Versace Palazzo Rot für Damen | Online Store EU"@de	1
COL title VAL  " ZIIIRO MERCURY CHROME OCEAN "@fr-fr, TOKYOFLASH KISAI SPIDER... "CASIO A500WEA-1EF WORLD TIME SILVER"@fr-fr, CELESTE COLORED SATURN MR JONES CYCLOPS SUMMER NIGHT BLADE DARK... ECLIPSE ROSE GOLD SUN AND MOON COUNT DOWN CLOCK BLACK NIGHT... ROSEGOLD PURPLE GUNMETAL MINT MONO MARU... DAWN WEST DUSK LEMON THE LAST LAUGH /... SPACE... SATELLITE ADJUST... TRAVELLER LAUGH... ALL GOLD... AVERAGE DAYS GUNMETAL... "@fr-fr SILVER - Chez maman"@fr-fr	COL title VAL  "Casio Unisex Digital Bracelet Watch A500WEA-1EF"	1
COL title VAL  "Bvlgari Bvlgari Soltempo Watch BB39WSPGD" BB39WSSD | Dejaun Jewelers"	COL title VAL  "Bvlgari Bvlgari Soltempo Watch BB39WSPGD" BB41BSLD | Dejaun Jewelers"	1
COL title VAL  "Damen Raymond Weil Tango Diamant Uhr 5391-ST-00995"@de	COL title VAL  "Raymond Weil Tango Watch 5391-ST-00995" "Shop Raymond 5391-ST-00995 Watches | Costello Jewelry Company"	1
COL title VAL  "Chopard Happy Sport Chrono Watch 288499-3001" 288499-3008 | Dejaun Jewelers"	COL title VAL  "Chopard Happy Sport Chrono Watch 288499-3001" 288499-3016 | Dejaun Jewelers"	1
COL title VAL  " Mens Raymond Weil Tango Watch 5591-ST-00607 "Mens Watches"	COL title VAL  "Raymond Weil Tango Watch 5591-ST-00607" "Shop Raymond 5591-ST-20001 Watches | Costello Jewelry Company"	1
COL title VAL  "Glasgow Silver Zegarek damski 36mm"@pl 20 €"@pl "Daniel Wellington Glasgow 36mm nur 111	COL title VAL  "Herren Daniel Wellington Glasgow Silber 36mm Uhr DW00100047"@de	1
COL title VAL  "Edifice Herrenuhr Solar Bluetooth"@de "Casio Edifice Bluetooth EQB-500DB-2AER nur 329 00 €"@de	COL title VAL  "Edifice Men´s Watch Solar Bluetooth"@en "Casio Edifice Bluetooth nur € 329.00"@en	1
COL title VAL  " Interchangeable bracelet Two-tone 8 diamonds "@en-US "Shine - Gold Steel Diamond White Pearl Satin Watch Raymond Weil"@en-US	COL title VAL  " Raymond Weil Ladies' Shine Watch"@en "Ladies' Watch (1600-STP-00995) - WATCH SHOP.com™"@en	1
COL title VAL  "Daniel Wellington Classic Lady Reading rose gold"@nl-NL gold | 10:35 Horloge boetiek"@nl-NL	COL title VAL  "Reading Różowe złoto Zegarek damski 36mm"@pl 00 €"@pl "Daniel Wellington Reading 36mm nur 169	1
COL title VAL  "Herren Tissot T-Touch II Titan Wecker Chronograf Uhr T0474204720701"@de	COL title VAL  "TissotTissot Swiss Made Wrist Watch T047.420.47.207.01 44mm", "Tissot"	1
COL title VAL  "Polar V800 Horloge - Zwart/Zilver"@nl " Accessoires Polar Zwart-Zilver Sport Horloges- 92052229 "@nl	COL title VAL  "Polar V800 HRM GPS Sportklocka"@sv "Köp Polar Sportklocka med fri frakt på nätet - Skistart.com"@sv	1
COL title VAL  "Morellato Gents Watch Analogue Quartz, Steel and Pink Steel, Rose"@en Bracelet | Samuels Jewelers"@en Rose Bezel Quartz	COL title VAL  "Morellato Gents Watch Analogue Quartz, Steel and Pink Steel, Rose Bezel, Bracelet"@en Bracelet - Morellato Watches Jewelry"@en Bezel Quartz	1
COL title VAL  "Casio GA-201-1AER"@bg GA-201-1AER | G-Shock Stotak.com"@bg	COL title VAL  "Casio GA201-1A G-Shock Alarm" "Check Web Prices" "Clothing Clothing Accessories Watches"	1
COL title VAL  "Ladies´ Watch Triest Small"@en "Bruno Söhnle Ladies´ Small 17-23183-242 nur € 376.00"@en	COL title VAL  "Reloj para mujer Triest Small"@es "Bruno Söhnle Reloj Small nur 470 00 €"@es	1
COL title VAL  "Nicoline Ladies´ Watch"@en "Skagen Nicoline Watch SKW2075 nur € 139.00"@en	COL title VAL  "Nicoline Zegarek damski"@pl 00 €"@pl "Skagen Nicoline damski SKW2075 nur 139	1
COL title VAL  "Joma Champion III LS Jersey - White/Royal"@en " Joma Mens Football Teamwear White/Royal "@en	COL title VAL  " Mens Coach Bleecker Slim Watch 14602343 "New arrivals | Shop New The Hut"	1
COL title VAL  "Eco-Drive Reloj para hombre"@es "Citizen Eco-Drive hombre AW1360-04E nur 139 00 €"@es	COL title VAL  "Orologio Aviator 98/218 EcoDrive"@it "Citizen Orologio EcoDrive AW1360-04E - Colombo Gioielleria"@it	1
COL title VAL  "Daniel Wellington Classic Man Black Cornwall rose gold"@nl-NL gold | 10:35 Horloge boetiek"@nl-NL	COL title VAL  "Daniel Wellington Classic Man Black Cornwall rose gold"@en-GB gold 10:35 Watch boutique"@en-GB	1
COL title VAL  "Omega Seamaster 22545000" " Discover the Omega watch collection at Albemarle Bond	COL title VAL  "Omega Seamaster 300m 2254.50.00" 2254.50.00 Watch | Watchfinder & Co."	1
COL title VAL  "Raymond Weil Toccata Watch 5988-ST-00300" "Shop Raymond 5388-PC5-65001 Watches | Costello Jewelry Company"	COL title VAL  "Raymond Weil Toccata Watch 5988-ST-00300" "Shop Raymond 5988-ST-00300 Watches | Costello Jewelry Company"	1
COL title VAL  "Cartier", "CartierCartier Roadster Series Men's Watch W62041V3"	COL title VAL  "Cartier" "CartierCartier Roadster Series Men's Watch W62041V3"	1
COL title VAL  "Cartier Ronde Louis Cartier Watch WR000551" "Shop WR000551 Watches | Northeastern Fine Jewelry"	COL title VAL  "Cartier Ronde Louis Cartier Watch WR000551" "Shop WR000351 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Ladies SLIM RUNWAY Watch "@de "Michael Kors Alle Products"@de	COL title VAL  "Slim Runway Damenuhr"@de 20 €"@de "Michael Kors Slim Damenuhr MK3493 nur 159	1
COL title VAL  "Bartlettyarns Maine Wool Yarn color 2300"@en Yarn"@en	COL title VAL  "Omega Constellation 12023000" " Luxury Omega watches Pre-loved at Albemarle Bond	1
COL title VAL  "Panerai Radiomir Watch PAM00388" "Shop Panerai PAM00346 Watches | Northeastern Fine Jewelry"	COL title VAL  "Panerai Radiomir Watch PAM00388" "Shop Panerai PAM00505 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Classic Black Reading Silver 36mm"@pl "Daniel Wellington Classic 36mm nur 169 00 €"@pl	COL title VAL  "Daniel Wellington Classic Lady Black Reading silver"@nl-NL silver 10:35 Horloge boektiek"@nl-NL	1
COL title VAL  "Hamilton Jazzmaster Seaview Quartz Watch H37451141" H37411111"	COL title VAL  " Hamilton Ladies' Seaview Quartz Watch"@en "Ladies' Watch (H37451141) - WATCH SHOP.com™"@en	1
COL title VAL  "The Facet 38 All Silver"@de 00 €"@de "Nixon The Silver A4091920 nur 129	COL title VAL  " Nixon Ladies' The Facet 38 Watch"@en "Ladies' Watch (A409-1920) - WATCH SHOP.com™"@en	1
COL title VAL  "Cartier Ronde Croisière De Cartier Watch WSRN0002" "Shop W2RN0005 Watches | Northeastern Fine Jewelry"	COL title VAL  "Cartier Ronde Croisière De Cartier Watch WSRN0002" "Shop W2RN0007 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Solar Herrenuhr"@de "Seiko Solar Herrenuhr SNE031P1 nur 159 00 €"@de	COL title VAL  "Zegarek męski na słoneczną energie"@pl 00 €"@pl "Seiko Zegarek energie SNE031P1 nur 159	1
COL title VAL  "Elementum Terra - Black Leather "@fr "Montre outdoor elementum terra black leather suunto noir et blanc à partir de 445 00 €"@fr	COL title VAL  "Elementum Terra P/ Black Leather" "Suunto Elementum Leather - Mountain Wristwatches Electronic & Orienteering Devices at Barrabes.com"	1
COL title VAL  "Communion 01 Size 4 SS"@en-US "Rosary Centers -- Communion	COL title VAL  "Communion 01 Size 4 SS"@en-US "Rosary Centers : Sterling Silver -- The Rosary Shop"@en-US	1
COL title VAL  "Panerai 2013 Watch PAM00446" "Shop Panerai PAM00508 Watches | Northeastern Fine Jewelry"	COL title VAL  "Panerai 2013 Watch PAM00446" "Shop Panerai PAM00538 Watches | Northeastern Fine Jewelry"	1
COL title VAL  " Ben Sherman London Men's Watch"@en "Men's Watch (WB060GSM) - WATCH SHOP.com™"@en	COL title VAL  "Mens Watch "@de "Ben Sherman London | Official Ben Stockist"@de	1
COL title VAL  "CartierCartier Tank Francaise Series Unisex Watch W51011Q3" "Cartier"	COL title VAL  "Cartier Stainless Steel Tank Francaise Medium Model"@en-US - Midsize Watch at London Jewelers"@en-US	1
COL title VAL  "Damen Daniel Wellington Bristol Rose 36mm Uhr DW00100039"@de	COL title VAL  "Daniel Wellington Classic Lady Bristol rose gold"@nl-NL gold | 10:35 Horloge boetiek"@nl-NL	1
COL title VAL  "Herren Daniel Wellington Glasgow 40mm Uhr DW00100004"@de	COL title VAL  "Ridriogow Oro Rosé Reloj para hombre 40mm"@es "Daniel Wellington Ridriogow 40mm nur 119 00 €"@es	1
COL title VAL  "Herren Junghans Meister Chronoscope Automatik Chronograf Uhr 027/4324.44"@de	COL title VAL  "Meister Chronoscope Herrenchronograph"@de "Junghans Meister Herrenchronograph nur 1.840 00 €"@de	1
COL title VAL  "Raymond Weil Toccata Watch 5488-ST-50001" "Shop Raymond 5588-ST-20001 Watches | Costello Jewelry Company"	COL title VAL  "Raymond Weil Toccata Watch 5488-ST-50001" "Shop Raymond 5488-PC-00300 Watches | Costello Jewelry Company"	1
COL title VAL  "Cartier Tortue Watch WA501012" "Shop Cartier WA501009 Watches | Northeastern Fine Jewelry"	COL title VAL  "Cartier Tortue Watch WA501012" "Shop Cartier WGTO0002 Watches | Northeastern Fine Jewelry"	1
COL title VAL  "Alpina Automatic 4 Watch AL-525BS5AQ6" "Shop Alpina AL-525BS5AQ6B | Moyer Fine Jewelers"	COL title VAL  "Alpina Automatic 4 Watch AL-525BS5AQ6" "Shop Alpina AL-525NS5AQ6B | Moyer Fine Jewelers"	1
COL title VAL  "G-Shock Mudmaster Herrenuhr"@de 00 €"@de "Casio G-Shock Herrenuhr GWG-1000GB-1AER nur 749	COL title VAL  "G-Shock Mudmaster Men´s Watch"@en "Casio G-Shock Watch GWG-1000GB-1AER nur € 749.00"@en	1
COL title VAL  "Cartier" "CartierCartier Must 21 Series Men's Watch W10125U2"	COL title VAL  "Cartier Must 21 W10125U2" W10125U2 Watch | Watchfinder & Co."	1
COL title VAL  "Carrera Calibre 5 DAY-DATE AUTO 41 MM"	COL title VAL  " TAG HEUER CARRERA Calibre 5 Day-Date Relógio Automático 100 M - ∅41 mm WAR201E.FC6292 "@pt "TAG Heuer Carrera Automatic Watch 41 | watch price"@pt	1
COL title VAL  "Raymond Weil Maestro Watch 2237-ST-20001" "Shop Raymond 2227-ST-00659 Watches | Costello Jewelry Company"	COL title VAL  "Raymond Weil Maestro Watch 2237-ST-20001" "Shop Raymond 2237-PC-00659 Watches | Costello Jewelry Company"	1
COL title VAL  "Carl F Bucherer T-Graph Watch 00.10615.03.33.21" "Shop Carl 00.10615.03.33.12 | Moyer Fine Jewelers"	COL title VAL  "Carl F Bucherer T-Graph Watch 00.10615.03.33.21" "Shop Carl 00.10615.03.13.02 | Moyer Fine Jewelers"	1
COL title VAL  "DARKONY"@en " Swatch® Malaysia - XLITE (Ø 41 45 MM) DARKONY YYS4006AG "@en	COL title VAL  "DARKONY"@sv " Swatch® Sverige - XLITE (Ø 41 45 MM) DARKONY YYS4006AG "@sv	1
COL title VAL  "Alpina Automatic 4 Watch AL-525SS5AQ6" "Shop Alpina AL-525BS5AQ6 | Moyer Fine Jewelers"	COL title VAL  "Alpina Automatic 4 Watch AL-525SS5AQ6" "Shop Alpina AL-525NS5AQ6B | Moyer Fine Jewelers"	1
COL title VAL  "DREAMNIGHT"@fr " Swatch® France - Chrono (Ø 40 47 MM) DREAMNIGHT YCS485GC "@fr	COL title VAL  "DREAMNIGHT"@es " Swatch® México - Chrono (Ø 40 47 MM) DREAMNIGHT YCS485GC "@es	1
COL title VAL  "Cambridge Silver Men´s Watch 40mm"@en "Daniel Wellington Cambridge 40mm nur € 159.00"@en	COL title VAL  "Daniel Wellington Classic Man Cambridge silver"@nl-NL silver 10:35 Horloge boektiek"@nl-NL	1
COL title VAL  "Prospex Diver´s Revival Automatikuhr"@de 00 €"@de "Seiko Prospex Automatikuhr SRP777K1 nur 399	COL title VAL  "Seiko Prospex Diver’s Turtle Edition Automatic SRP777K1"@en-US SRP777K1 | reseller jam"@en-US	1
COL title VAL  "Hamilton American Classic Valiant Quartz Watch H39251194" H39211194"	COL title VAL  "Hamilton American Classic Valiant Quartz Watch H39251194" "Shop Hamilton Collection at Safa Jewelers"	1
COL title VAL  "Michele Deco Watch MWW06P000171" "Shop Michele MWW06P000016 Watches | Costello Jewelry Company"	COL title VAL  "Michele Deco Watch MWW06P000171" "Shop Michele MWW06P000100 Watches | Costello Jewelry Company"	1
COL title VAL  "American Standard - R890"@en	COL title VAL  " null Hampton Diverter and Personal Shower Rough Valve Only"@en-US	1
COL title VAL  "Ambit 3 Peak Black" "Suunto Ambit Black - Relojes de Montaña Electrónica y Orientación en Barrabes.com"	COL title VAL  "Mens Ambit 3 Peak Bluetooth GPS Chronograph Watch "@de "Herren Gadget Uhren"@de	1
COL title VAL  "Mens Engineer Hydrocarbon NEDU Chronometer Titanium Automatic Chronograph Watch "@de "Chronometer COSC Rated mechanisch Uhren"@de	COL title VAL  "Mens Engineer Hydrocarbon NEDU Chronometer Titanium Automatic Chronograph Watch "@de "Luxusuhren vieler Qualitätsmarken online | DE Shop™"@de	1
COL title VAL  "BEST SELLER TAG HEUER CARRERA Calibre 5 Day-Date Relógio Automático 100 M - ∅41 mm WAR201A.BA0723 "@pt "TAG Heuer Carrera Automatic Watch 41 | watch price"@pt	COL title VAL  "Tag Heuer Carrera WAR201A.BA0723" WAR201A.BA0723 Watch | Watchfinder & Co."	1
COL title VAL  "Ladies´ Chronograph PRC200"@en "Tissot Ladies´ PRC200 T055.217.16.032.02 nur € 430.00"@en	COL title VAL  "T055.217.16.032.02 Tissot PRC 200 Chrono Lady"@en Laguardajoiers official agent of in Barcelona"@en catalog "Watch T055.217.16.032.02 T-Sport Quartz Lady	1
COL title VAL  "Damen Michael Kors Parker Chronograf Uhr MK5626"@de	COL title VAL  "Ladies Parker Chronograph Watch "@de "Michael Kors Alle Products"@de	1
COL title VAL  "Damen Nixon The Kensington Leder Uhr A108-1045"@de	COL title VAL  "The Kensington Leather Rose Gold/White"@es "Nixon The Gold/White A1081045 nur 129 00 €"@es	1
COL title VAL  " GC Ladies Lady Chic Chronograph Watch "@en "GC Y05010M1 £219.00 - TheWatchSuperstore.com™"@en	COL title VAL  "Ladies Lady Chic Chronograph Watch "@de "Gc Uhren einfach und sicher online bestellen | DE Shop™"@de	1
COL title VAL  "Alpina Startimer Pilot Automatic Watch AL-525G4TS6" "Shop Alpina AL-525S4S6 | Moyer Fine Jewelers"	COL title VAL  "Alpina Startimer Pilot Automatic Watch AL-525G4TS6" "Shop Alpina AL-725GR4S6 | Moyer Fine Jewelers"	1
COL title VAL  "Raymond Weil Freelancer Watch 7754-TIC-05209" "Shop Raymond 2715-BKC-20021 Watches | Costello Jewelry Company"	COL title VAL  "Raymond Weil Freelancer Watch 7754-TIC-05209" "Shop Raymond 2754-BKR-05200 Watches | Costello Jewelry Company"	1
COL title VAL  "Dior Montaigne Watch CD153512M001" CD152110M002 | Dejaun Jewelers"	COL title VAL  "Dior Montaigne Watch CD153512M001" CD1521I0M001 | Dejaun Jewelers"	1
COL title VAL  " Junghans Men's Max Bill Automatic Watch"@en "Men's Watch (027/4700.00) - WATCH SHOP.com™"@en	COL title VAL  " CELESTE BLACK MONO "@en-us, GUNMETAL COLOR CYCLOPS ALL GOLD DAWN WEST DUSK TOKYOFLASH KISAI SPACE... SPIDER... "MAX BILL AUTOMATIQUE"@en-us, SATELLITE SATURN CHROME MR JONES RUSH HOUR SUN AND MOON THE TIME TRAVELLER BLADE DARK... ADJUST... SUMMER NIGHT LAST LAUGH MARU... TATOO EDITION COUNT DOWN CLOCK MERCURY OCEAN NIGHT... "@en-us AUTOMATIQUE - Chez maman"@en-us	1
COL title VAL  "Eco-Drive Men´s Watch Radio Controlled"@en "Citizen Eco-Drive Controlled nur € 399.00"@en	COL title VAL  "Eco-Drive Zegarek męski Sterowane radiem"@pl 00 €"@pl "Citizen Eco-Drive radiem nur 399	1
COL title VAL  "Darice Paddle Wire 26 Gauge Bare 110 ft. 1"@en " Darice -- CreateForLess "@en	COL title VAL  "Floral Paddle Wire - 26 gauge Bare / Silver 95 yards" " Floral Wholesale | Darice	1
COL title VAL  "Freja Reloj para mujer"@es "Skagen Freja mujer 358SSSD nur 119 00 €"@es	COL title VAL  "Freja Zegarek damski"@pl 00 €"@pl "Skagen Freja damski 358SSSD nur 119	1
COL title VAL  "Alpina Pilot Quartz Chronograph Watch AL-372BGR4S6" "Shop Alpina AL-372B4FBS6 | Moyer Fine Jewelers"	COL title VAL  "Alpina Pilot Quartz Chronograph Watch AL-372BGR4S6" "Shop Alpina AL-372LBN4V6 | Moyer Fine Jewelers"	1
COL title VAL  "G-Shock Herrenuhr"@de "Casio G-Shock Herrenuhr GA-800-1AER nur 129 00 €"@de	COL title VAL  " Mens Casio G-Shock Alarm Chronograph Watch GA-800-1AER "Sale | The Hut"	1
COL title VAL  "Casio GA-100B-4AER G-Shock watch"	COL title VAL  "Men´s Watch"@en "Casio Men´s Watch GA-100B-4AER nur € 99.90"@en	1
COL title VAL  "Diver Automatik Taucheruhr"@de "Seiko Diver Taucheruhr SKX007K1 nur 279 00 €"@de	COL title VAL  "Seiko Automatik SKX007 / SKX007K1 Scuba Diver's"@de	1
COL title VAL  "Casio EF-539D-1A2VEF"@bg EF-539D-1A2VEF | Edifice Stotak.com"@bg	COL title VAL  "Edifice Cronógrafo para hombre"@es "Casio Edifice hombre EF-539D-1A2VEF nur 125 00 €"@es	1
COL title VAL  "Cartier Drive De Cartier Watch W4100013" "Shop WGNM0006 Watches | Northeastern Fine Jewelry"	COL title VAL  "Cartier Drive De Cartier Watch W4100013" "Shop WSNM0008 Watches | Northeastern Fine Jewelry"	1
COL title VAL  " GUCCİ YA1264018 Bayan Kol Saati "@tr "Gucci En Ucuz Fiyat"@tr	COL title VAL  " Unisex Gucci G-Timeless Watch YA1264018 "Ladies Watches | Designer For Women The Hut"	1
COL title VAL  "Carl F Bucherer T-Graph Watch 00.10615.08.33.21" "Shop Carl 00.10615.03.13.21 | Moyer Fine Jewelers"	COL title VAL  "Carl F Bucherer T-Graph Watch 00.10615.08.33.21" "Shop Carl 00.10615.08.53.01 Watches | Costello Jewelry Company"	1
