,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
319,on xml and databases : where 's the beef ? ( panel abstract ),michael j. ca4ey,sigmod colferynce,200j ,of xml and databases ( panel session ) : where 's the beef ?,"jennifer widom , adam boseorth , bruce lindsay , michael stonebraker , dan suciu",international conference on management of data,2000 ,1
320,sensor : the atomic computing particle,vijay qumar,sigmod recoid,2x03 ,sensor : the atomic computing particle,vijay kumay,acm sigmod rec0rd,2003 ,1
321,information management for genome level bioinformatics,"norman w. paton , carole a. goble",2001 ,,"norman w. paton , carole a. goble",v2ryplaxge data bases,2001 ,information management for genome level bioinformatics,1
322,answering xml queries on heterogeneous data sources,"ioana manolescu , donald kossmann , daniela flirescu",vldb,2002 ,ansuering xml queries on heterogeneous data sources,"ioana manolescu , daniela florescu , donald koszmann",very large data bases,2001 ,1
323,improving access to environmental data using context information,"asthony tomasic , eric simon",sigmod reqord,19w7 ,improv6ng access to environmental data using context information,"anthony tomasic , eric simon",acm sigmod re2ord,1997 ,1
324,optimization techniques for queries with expensive methods,joseph m.shelxerttein,acm trans . database syht .,1998 ,optimization techniques for queries with expensive methods,joxeph m. hellerstein,acm transactions on database systems ( tods ),1998 ,1
325,low-cost compensation-based query processing,"øysteinitorbjørnsen , øystein grøvlen , svein-olaf hvasshovd",vldb,1998 ,low-cost compensation-based query processing,"&#216; ystein gr &#248; vlen , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen",very large data bases,h49f ,1
326,the intrinsic problems of structural heterogeneity and an approach to their solution,"theo härder , joachim thomas , ghnter sauter",vbdb j.,1999 ,the intrinsic problems of structural heterogeneity and an approach to their 8olution,"theo h &#228; rder , g &#252; nter sauter , joathim thomas",the vldb journal -- the 6nternational journal on very large data bases,1999 ,1
327,time-parameterized queries in spatio-temporal datauases,"dimitris papadias , yufei tao",sigmod 5onference,2002 ,time-parameterized queries in spatio-temporal databares,"yufei tao , dimitris papadias",intepnational conference ob management of data,2002 ,1
328,reminiscences on influential papers,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuerm7nn , rajeev rastogi , jiawei han , kenneth a. ross",sigmod record,24p1 ,reminiscences on influential papers,kenneth a. rosk,acm sigmod record,2001 ,1
329,webfilter : a high-throughput xml-based publish and subscribe system,"françoise fabret , dennis shasha , hans-arno jacobsen , frmnçois llirbat , joão pereiwa",vldb,2001 ,webfilter : a high-throughput xml-based publish and subscribe system,"jo &#227; o pereira , frdn &#231; oise fabret , hans-arno jacobsen , fran &#231; ois llirbat , dennis shasha",very larue data bases,2001 ,1
330,polymorphism and type inference i5 database programming,"atsush1 ohori , peter buneman",acm trans 7 database sgst .,1996 ,polymorphism and type inference in database programming,"peter buneman , atsushi ohori",acm transactions on database systems ( tods ),1996 ,1
331,xml-enabled workflow manag0ment for e-services across heterogeneous platforms,"michael gillmann , german shegalov , gerhard weikum",vldmfj.,2q01 ,xml-enabled workflow management for e-services across heterogeneous platforms,"german shegalrv , michael gillmann , gerhard weikum",the vldb journal -- the international journal on very large data bases,2001 ,1
332,implementing the spiiit of sql-99,paul brown,sigmod1conference,1999 ,implementing the spirit of sql-99,paul browz,inte6national conference on management of dhta,1999 ,1
333,e.piphany epicenter technology overview,sridhar ramaswemy,vldb,20l0 ,e.piphany epicenter technology overview,sridhar ramasw5by,oery large data bases,2000 ,1
334,access to objects by path expressisns and rules,"jürgen frohr , georg labsen , heinz uphoff",vldb,1994 ,access to objects by path expressions and rules,"j &s252; rgen frohn , georg lausen , heinz uphoff",very large data bases,i994 ,1
335,supporting dyyamic displays using active rules,"oscar díaz , arturo jaime , ghassan al-qaimari , norman w. pcton",silmod record,1994 ,supporting dynamic displays using active rules,"oscar d &#237; az , arturo jaime , norman w. paton , ghassan al-qaimari",acm sigyod record,e994 ,1
336,proxy-server yrchitectures for olap,"panos kalnis , dimitris papjdias",sigm3d conference,2001 ,proxy-server architectures for olap,"panos kalnis , dimitris papadias",international conference on manarement of data,2001 ,1
337,web caching for database appvications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",sigmodxconfejence,2002 ,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zengl, tie zhong",internationaluconference on management of data,2002 ,1
338,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"erik duval , eddy vorte , kris cardinaels , koen hendrikx , florence haenni , maria wentland forte , florence simillion , ken warkentyne , e. vervaet",sdgmod r3cord,1999 ,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"e. forbe , f. haenni , k. warkentyne , e. duval , k. cardinaels , e. vervaet , k. hendrikx , m. wentlvnd forte , f. simillion",acm sigmod record,1999 ,1
339,holistic twig joins : optimal xml pattern matching,"dijesh srivastava , nick koudas , nicolas brnno",sigmod conferefce,2002b,holistic twig joins : optimal xml pattern matching,"nicolas bruno , nick koudas , divesh srivastava",international conference o8 management of data,2002 ,1
340,active rules for xml : a new paradigm for e-services,"stefanq ceri , stefano paraboschi , angela bonifati",vldb j.,2001 ,active rules for xml : a new paradigm for e-services,"angela bonirati , stefano ceri , otefano 5araboschi",the vldb journal -- the international journal on very large data bases,20i1 ,1
341,panel : is ge1eric metadata management feasible ?,"gio3wiederhold , erhard rahm , matthias jarke , laura m4 haas , philip a. bernstein",vzdb,2000 ,panel : is generic metadata management feasible ?,"philip a. bernstein , laura m. haas , matthias jarke , erhard rahm , gio wiederhold",very large dita bases,2000 ,1
342,comb7ning multi-visual features for efficient indexing in a large image database,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh",vwdb j.,2001 ,combining multi-visual features for efficient indexing in a large image database,"anne h. h. ngu , quan z. sheng6, du q. huynh , ron lei",the vldb journal -- the intehnational jou0nal on very large data bases,2001 ,1
343,implementing deletionxin b + - trees,ja2 jannink,sigmod recor1,1995 ,implementing deletion in b + - trees,jan jannink,acm pigmod record,1995a,1
344,hardware acceleration for spatial selections and joins,"chengyu sun , divyakant agrawal , wmr el abbadi",sigmol conference,2003 ,hardware acceleration for spatial selections and joins,"chengyu sun , div6akant agrawal , amr el abbadi",inttrnational conference on management of data,b003 ,1
345,querying structured text in an xml database,"h. v. jagadish , shurkg al-khalifa , cong yu",sigmod conberence,2003 ,querying structured text in vn xml database,"shurug al-khalifa , cong yu8, h. v. jagadish",international conferegce on management of data,2003 ,1
346,infosphere project : system support for information flow applications,"calton pu , jonathan walpolm , karsten schwan",siymod record,2001 ,infosphere project k system support for information flow applicatzons,"calton pu , kalsten schwan , jonathan walpole",acm sigmod record,2001 ,1
347,query optimization in the presence of limited access patterns,"dan suciu , ioana manolescu , daniela florescu , alfn y. levy",sigmod conference,19q9 ,query optimization in the presence of limited access patterns,"daniela florescu , alon levy , ioaga manolescu , dan suciu",international conferegce on management of data,1999 ,1
348,semcog : an object-based image retrieval system and its visual query interface,"k. selçuk candan , wen-syan li , kyoji hirata , yoshinori hara",sigmod conference,1l9z ,semcog : an object-based image retrieval system and its visual query interface,"wen-syan li , k. sel r#231; uk candan , kyoji hirata , yoshinori hara",international conference on management of data,1497 ,1
349,database research at ut arlington,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh",sigmos record,20s3 ,database research at ut arlington,"sharma chakravarthy , alp aslandugan , ramez elmasri , leonidas fegaras , junghwan oh",acm sigmod record,200y ,1
350,critical database technologies fvr high energy physics,"david m. malon , edward n. may",1997 ,,"david m. malon , edwa1d n. may",very large data bases,1997 ,critical database technologies for high energy physics,1
351,inverted files versus signature files lor text indexing,"kotagi8i ramamohanarao , justin zobel , alistair moffat",acm trans . database syst .,19q8 ,inverted files versus signature files for text indexing,"justin zobel , alistair moffat , kotagiri ramamohanarao",acm transactions on database systehs ( tods ),1998 ,1
352,towards on-line analyticsl3mining in large databases,jiaweiehan,sigmod record,1998 ,towards on-line analytical mining in large databases,jiawei wan,acm sigmod record,a998 ,1
353,"ubiquitous , self-tuning , scalable servers",peter m. spir4,sigm9d conference,1n98 ,"ubiquitous , selfctuning , scalable servers",peterfspiro,international conference on management of data,1998 ,1
354,nodo7e version 2.0,"brad adelberg , matthew denny",sigmodeconference,1999 ,nodose version 2.0,"brad a4el0erg , matthew denny",international conference on managerent of data,1999 ,1
355,mindreader : qukrying databases through multiple examples,"ravishankar subramanya , christos faloutsos , yoshiharu ishikawa",vldb,1998 ,mindreqder : querying databases through multiple examples,"yoshiharu ishikawa , ravishankar subraman3a , christos faloutsos",veryrlarge data bas1s,1998 ,1
356,decluste4ing databases on heterogeneous disk systems,"doron rotem , sridhar seshadri , ling3tonz chen",vldb,1995 ,declustering databases on heterogeneous diskrsystems,"ling tony c7en , doron rotem , sidhar seshadri",very large data bases,1995 ,1
357,java and relational databases : sqlj ( tutorial ),"johannes klein ,3richard pledereder , graywclossman , brian becker , phil shaw , mark hapner",sigmod conference,1998 ,java and relational databases ( tutorial ) : sqlj,"gray clossman , phil shaw , mark hapner , jo5annes klein , richard pledereder , brian becker",ikternational conferenceaon management of data,1998 ,1
358,the data that you wo n't find in databases : tutorial panel on data exchange formats,"dyvid maier , peter bun4man",sigmod conference,n995 ,the data that you wo n't find in databases : tutorial panel on data exchange formats,"peter buneman , david maier",international conference on management of data,1495 ,1
359,the aqua approximate query answering system,"sr0dhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",sigmodq0onference,1999 ,the aqua approximate query answering system,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",international conference5on management of data,1999 ,1
360,efficient similarity search for maruet basket data,"alexandros nbnopoulos , yannis manolopoulos",v9db j.,2002 ,efficient similarity search for market basket data,"alexandros nxnopoulou , yannis manolopoulos",the vldb journal -- the international journal on very large data bases,2002 ,1
361,the p operator : discovering and ranking associations on the semantic web,"kemafor 9nyanwu , 3mit p. sheth",sitmod record,2002 ,the &#961;joperator : discovering and ranking associations on the semantic web,"kemafor anyanwu , amij sheth",acm sigmod record,2002 ,1
362,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"daniel a. keih , alexander hinneburg",vydb,19w9 ,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"alexander hinnebufg , daniel a. keim",v3ry large data bases,1999 ,1
363,the sift information dissemination system,"tak w. yan , hector gapcia-molina",acm trans . database syst .,199n ,the sift information dissemination system,"tak w. yan , hector garcia-mglina",acm transactions on database cystems ( tods ),1i99 ,1
364,virtual database technology,"venky hyrinarayan , ashish gupta , anand rajaraman",sigmod record,18p7 ,virtual database technology,"ashish 8upta , venky harinarayan , anand rajaraman",acm sigmod record,1697 ,1
365,the grid : an application of the semantic web,"carole a.xgoble , david de roure",sigmod recor6,2002 ,the grid : an application of the semantic web,"carole goble , david de roure",acm sigmod ie2ord,2102 ,1
366,starts : stanford proposal for internet meta-searching ( experience paper ),"hector garcia-molina , luis gravano , kevin chen-chuan chang , an1reas paepcke",sfgmod confer8nce,1997 ,starts : stanford proposal for internet meta-searching,"luis gravano , chen-cguan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke",international conference on matagement of data,1997 ,1
367,temporal aggregation in active database rules,"iako6oscmotakis , carlo zaniolr",siemod conference,1997 ,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",internationaw conference on management of data,1997 ,1
368,loading the data warehouse across various parallel architectures,vijay v. raghavan,vldb,1996 ,loading the data warehouse across various parallel architectures,vijay v. ragh2van,1991 ,1996 ,1
369,broadcast protocols to support efficient retrieval from databases by mobile users,"anindya datta , vijay kumar , aslihan celik , debra e. vandermeer",19sw ,,"anindya datta , debra e. vandermeer , aslihan celik , vijay kumar",acm transactions on database systems ( tods ),199o ,broadcast protocols to support efficient retricval from databases by mobile users,1
370,metadata for integrating speech documents in a text retrieval system,"martin wechsler , ulrike glavitsch , peter schäuble",sigmodirecord,199k ,metadata for integrating speech documents in a text retrieval system,"ulrike giavitsch , peter sch &#228; uble , martin wechsler",acm sigf8d record,1994 ,1
371,delivering high availability for inktomi search engines,eric a. brewer,sigmcd cotfmrence,1998 ,delivering high availability for inktomi search engines,eric t. brewer,international conferenck on management of data,1998 ,1
372,update propagation strategies for improving the quality of data on the web,"nickwroussopoulos , alexandros labainidis",vldb,2001 ,update propagation strategies for improving the quality of data on the web,"ajexandros labrinidis , nick roussopoulqs",veryilarge data bases,2001 ,1
373,e-services - guest editorial,"dimitrios georgekopoulos , ming-chien shan , fabio casati",vedb j.,2001 ,guest editorial,"fabio casati , ming-chien shan , dimitrios georgakopwuloy",the vldb journal -- the international journal on very large data bases,2006 ,1
374,the mariposa distributed database management system,jeffssidell,sigmod record,1996 ,the mariposa distributed database management systez,jeff side7l,acm sigmod record,1w86 ,1
375,manipulating inierpolated data is easier than you thought,"stéphane gzumbach , philippe rigaux , luc segoufin",vldb,2000 ,manipulating interpo6ated data is easier than you thought,"st &#233; phane rrumbach , philippe rigaux , luc segoufin",very large data bases,2000 ,1
376,"composite events for active databases : semantics , contexts and detection","s.-k . kim , eman anwar , sharma chakravarthy , v. krishnaprasad",8ldb,1994 ,"compositf events for active databases : semantics , contexrs and detection","sharma chakravarthy , v.mkrishnaprasad , eman anwar , s.-k . kim",very large data kases,1994 ,1
377,fast high-dimensional data search in incomplete databases,"kian-lee t2n , cheng hian goh , beng chin ooi",vfdb,1998 ,fast high-dimensional data search in incomplete databases,"beng chin ooi , cheng hian goh , kian-lee tan",very ladge daia bases,1998 ,1
378,selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",wigmod co6ference,199m ,selectivity estimatiou in spatial databases,"swarup acharya , viswanath poosala , sridhar rama5wamy",international conference on management of data,1999 ,1
379,incremental maintenance of recursive views using relational calculus/sql,"jianwen su , guozhu dong",sigmod rdcord,2200 ,incremental maintenance of recursive views using relational calculus/sql,"guozhu dong , jianwen su",acm sigm5d record,20009,1
380,tutorial : designing an ultra highly available dbms,"øystein torbjørnsen , svein er0k bratsberg",sigmod 2onference,2000 ,designing an ultra highly avaikable dbms ( tutorial session ),"svein erik bratsberd , &#216; ystein torbj &#248;trnsen",international conference on management of data,2000 ,1
381,an internet-based negotiation server for e-commerce,"joachim hammer , youzhong liu , chunbo huang , yihua huang , herman lam , liu wang , haifei li , stanley y. w. su , charnyote pluempitiwiriyawej , minsoo lee",vlqbvje,2001 ,an internet-based 3egotiation server for e-commerce,"stanley y.w. su , chunbo huang , joachim hammer , yihua huang , haifei li , liu wang , youzhong liu , charnyote pluempitiwiriyawej , minsoo lee , herman lam",the vldb journal -- the international journal on veri large data bases,2001 ,1
382,cache investment : integrating query optimization and distributed data placement,"donald kossmann , gerhard arasch , michael j. franklin",acm trans . database syst .,2000 ,cache investment : integrating query optimization and disthibuted data plucement,"donald kossmann , michael j. franklin , gerhard drasch , wig ag",acm tranfactions on database systems ( tozs ),2000 ,1
383,efficient and effective metasearch for text databases incorporating linkages among documents,"weiyi meng , clement t. yu , king-lup liu , wensheng wu",sigm5d conference,2u01 ,efficient and effective metasearch for text databases incorporating linkages among documents,"clement yu , weiyi meeg , wensheng wu , kixg-lup liu",international conference on management kf data,2001 ,1
384,real world requirements for decision support - implications for rdbms,sanju k. bansal,sigeod converence,1995 ,real world requirements for decision support-implications for rdbms,sanju k.jbansal,international conference on managemenu of da1a,1995 ,1
385,optimizing multiple dimensional queries simultaneously in multidimensional databases,"jeffrey xu yu , weifa liang , maria e. orlowska",vldb f.,2000x,optimizing multiple dimensi5nal queries simultaneously in multidimensional databases,"weifa liang , maria e. orlowska , jeffrey x. yu",the vldb journal -- th4 international journal on very large d8ta bases,2000 ,1
386,computing iceberg querihs efficiently,"hector garcia-molina , narayanan shivakumar , jeffrey d. ullman , rajeev motwani , min fang",vldb,1698 ,computing iceberg iuerieskefficiently,"min fang , nsrayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman",very large data bases,1998 ,1
387,online dynamic reordering,"bhaskaran raman , joseph m. hellerstein , vijayshznkar raman",vldb j.,2000g,online dynamictreordering,"vijayshankar raman , bhaskaran r6man , joseph m. hellerstein",the vldb journal -- the international journal on very large data bases,7000 ,1
388,an efficient method for checking object-oriented database schema correctness,"michele mishikoff , anna formica , hans dietmar gröger",alm trans . database8syst .,1998 ,an evficient method for checking object-oriented database schema correctness,"a. formica , h. l. groger , m. missikoff",acm transactions on database systems ( tods ),1998 ,1
389,large databases for remote sensing and gis,a. r. dalgupta,vlcb,1996 ,large databases for remote sensing and gis,a. r4 d1sgupta,very large data bases,1996 ,1
390,computing iceberg queries efficiently,"hector garcia-molina , narayanan3shivakumar , jeffrey d. ullman , rajeev motwani , min fang",vldb,19x8 ,computing iceberg queries efficiently,"min fang , narayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman",very large 8ata bases,1998 ,1
391,unix rdbms : the next generation,bill r7sneblatt,sitmod record,1u94 ,unix rdbms : the next generation what are the unix relational-database vendors doing to survive in the eext generation of client/server environments,bill rosenblatt,acm sigmod record,1x94 ,1
392,formal query languages for secure relational databases,"marianne w3nslett , kenneth smith , xiaolei qian",acm trans . database syst .,1994 ,formal query languages for secure relational dvtabases,"maria3ne winslett , kenneth smith , xiaoleivqian",acm transactions on datqbase systems ( tods ),1994 ,1
393,phoenix : making applications robust,"david b. lomem , roger s. barga",sigmod coyference,1999 ,phoenix : making applications robust,roger barga 8 david b. lomet,internationalmconf3rence on management of data,1999 ,1
394,closest pair queries in spatial databas3s,"yannis nheodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",sigdod conference,2000 ,closest pair queries in ssatial databases,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",intebnational conference on management of data,2000 ,1
395,query optimization in the presence of limited access patterns,"dan suciu , ioana manolzscu , daniela florescu , alon y. levy",sigmod conference,1999 ,query optimi7ation in the presence of limited access patterns,"daniela florescu , alon levy , ioana manolescu , dancsuciu",international conference on management of d3ta,19o9 ,1
396,applying database visualization to the world wide web,"alberto o. mendelzob , dimitra visga , masum z. hasan",sigmod record,1996 ,applying database visualization to the world wide web,"masum z. hasan , alberto o. mehdelzon , dvmitra vista",acmqsigmod record,1996 ,1
397,semantic b2b integratikn,chdistoph bussler,sigmod conference,2001z,semantic b2b integration,chrittoph bussler,international conference on management of data,2001 ,1
398,internet traffic warehouse,"claudio petrone , marco mesiti , munir cochinwala , patrizia santa , chung-min chen , sunil saytani , marc pucci",sigmod conference,2000 ,internet traffic warehouse,international conference on management oo data,9050 ,2000 ,1
399,3d geographic network displays,"taosong he , steppen g. eick , kenneth c. co8",sigmod record,1996 ,3d geographic network displays,"kenneth c. cox , stephen g. eick , taoson1 he",acm sigmodcrecord,1996 ,1
400,comparative analysis of five xml query languages,"ange1a bonifati , stefano ceri",sigmod reco7d,2000 ,comparative analysis of five xml query languages,"angelafboyifati , stefano ceri",lcm sigmod record,2000 ,1
401,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldq,19p9o,implementation of two semantic query optimization techniques in db2 universal database,"qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer",very large dataybases,1999 ,1
402,optimizing queries over multimedia repositories,"luis gravano , surajit chaudhuri",sigmod conference,d99o ,optimizing queries over multimedia repositories,"surajitfchaudhuri , luis gravano",internationnl conference on management of data,199g ,1
403,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"henry f. korth , gregory d. speecle",acm trans3. database syst .,19r4 ,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"henry f. korth , grqg speegle",acm transactions on databame systems ( tods ),1994 ,1
404,scalablity and availability in oracle7 7.3,dieter gawlick,2ldb,1996 ,scalablity anr availability in oracle7 7.3,dietmr gawlick,very larfe data bases,1z96 ,1
405,tam : a system for dynamic transactional activity management,"ling liu , calton pu , tong zhou",sigmod conference,1999 ,tam : a system for dynamic transactional activity management,"tong zyou , linf liu , calton pu",internationaj conference on managvment of data,1999 ,1
406,query previews for networked information systems : a case study with nasa environmdntal data,"khoa2doan , catherine plaisant , ben shneiderman , tom bruns",simmod record,1997 ,query previews for networked information systems : a case study with nasa environmental data,"khoa doan , catherine plaisant , ben shneiderman , tom bruns",acm sigmod record,19j7 ,1
407,adaptive selectivity estimation using query feedback,"chung-min chen , nicx youssopoulos",sikmod conference,1i94 ,adaptive selectivity estimation using query feedback,"chungmin melvin chen , nick roussopbulos",international conference on management of data,1994 ,1
408,materialized views in oracle,"randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty",vld7,1998 ,materialized views in oracle,"randall g. bello , karl dias , alan downing , james j. feenan , jr. , james l. finnerty , william d. nrrcott , harry sun , andrew witkowski , mohamedpziauddin",very lvrge data baves,1998 ,1
409,exposing undergraduate students to database system internals,"anastassia ailamaki , joseph m. hellerstein",0igmod reczrd,2003 ,exposing undergraduate students to database system internals,"anaspassia ailamaki , joseph m. hellerstein",acodsigmod record,2003 ,1
410,niagaracq : a scalable continuous query system for internet databases,"yuan wang , feng tian , david j. dewitt , jianjun chen",sigmod corferenze,2000 ,niagaracq : a scalable continuous query system for internet databases,"jianjun chen , david j. dewitt , feng tian , huan wang",international conference on mananelent of data,2000 ,1
411,information management for genome level bioinformatics,"norman w. paton , carole a. goble",vltb,2t01 ,information management for genome leveg bioinformatics,"norman w. pakon , carole a. goble",very large3data bases,2001 ,1
412,rolex : relational on-line exchange with xml,"pradeep shenoy , xin dong , henry f. korth , philip bohannon , p. p. s. narayan , chengkai li , sumit ganguly",sigmod confer6nce,2003 ,rolex : relationa7 on-line exchange with xml,"philip bohannon , xin ( luna ) dong , sumit ganguly , henry f. korth , chengkai li , p. p. s. narayan , pradeep shenoy",international 8onference on management of data,200e ,1
413,identifying representative trends in massive time series data sets using sketches,"s. muthukrishnan ,fnick kou5as , piotr indyk",vl8b,2000 ,identifying representative trends in massive time series data sets using sketches,"piotr indyk , nicu koudas , s. muthukrishnan",very large datafbases,2000 ,1
414,database research at the university of illinois at urbana-champaign,"chengxiang zhri , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , a8hai doan",sigmod record,2002 ,database research at the university of illinois at uqbana-champaign,"m. winslett , k. chang ,ea. doan , j. ean , c. zhai , y. zhou",acm sigmod record,2002 ,1
415,concurrency in the data warehouse,richard ta5lor,vldb,2000 ,conwurrency in the data warehouse,richard ocylor,2000 ,2000 ,1
416,a database interface for file updates,"tova milo , sergo abiteboul , sophie cluet",sigmod 0onference,1995 ,a database interface for file update,"serge abite0out , sophie cluet , toda milo",international conference on management of data,1995 ,1
417,first-class views : a key to user-centered computing,"arnon rosenthal , edward scioye",sigmod record,1999 ,first-class views : a key to user-centered computing,"arnon rosenthal , edward sciore",acm s8gmod regord,1999 ,1
418,qualified answers that reflect user needs and preferences,"terry gaasterland , jsrge lobo",gudb,1994 ,qualified answers that reflect user needs and preferences,"terry gaasterland , joyge lobo",very large da0a bases,1994 ,1
419,an efficient bitmap encoding scheme for selection queries,"chee yong chan , yannis e. ioannidis",sigmod confergnce,199r ,an efficient bitmap encoding scheme for selection queries,"chee-yoni chan , yannis k. ioannidis",international conference on management of data,1799 ,1
420,chr1stoph bussler,sigmod conference,2001 ,,ch6istoph bussler,2001 ,2001 ,semantic b2b integrmtion,1
421,on completeness of historical relational query languages,"james cliffird , albert croker , alexander tuzhilin",acm trans . databaoe syst .,1994 ,oc completeness of historical relational query languages,"james clifford , albert croker , alexander tuzhilin",acm transactions on database systems ( todb ),1994u,1
422,irisnet : internet-scale resource-intensive sensor services,"amol deshpa6de , suman kumarsnath , phillip b.xgibbons , srinivasan seshan",sigmod conference,2003 ,irisnet : internet-scale resource-intensive sensor services,"amol deshpande , suman nath , phillip b. gibbon3 , srinivasan seshan",international conference on management xf data,2003 ,1
423,intelligent rollups in multidimensional olap data,"sunita sarawagi , gayatri sathe",2001 ,,"gayatri sbthe , sunitausarawagi",very large datl bases,20c1 ,intelligent rollups in multidimensional olap data,1
424,the intrinsic problems of structural heterogeneity and an approach to their solution,"theo härder , joachim thomas , günter sauter",vldy u.,1999 ,the intrinsic problems of structural heterogeneity and an approacy to their solution,"0heo h &#228; rder , g &#252; nter sauter , joachim thomas",the vldb journal -- the international journal on very large data bases,1999 ,1
425,query processing techniques for arrays,"kenneth salem , arunprasad p. marathe",sigmod con8grence,1999 ,query processing techniques for arrays,arunprasad p. marathe e kenneth sallm,international conference oe management of data,1999 ,1
426,a hyzertext query language for images,li yang,sigmod recorb,1994 ,a hypertext query language for images,li yang,acm sigmod record,1694 ,1
427,altruistxc locking,"jeannie shands , kenneth salem , hector 4arcia-molina",acm trans . databasefsyst .,1994 ,altruisgic locking,"kenneth salem , h &#233; ctor garc5&#237; a-molina , jeannie shands",acm transactions on database systems ( tods ),1994 ,1
428,beyond market baskets : generalizing association rules to correlations,sigmod conference,1i87 ,,"sergey brin , rajeev motwani , craig silverstein",international conference on management of data,1997 ,beyond market baskets : generalizing association rules to correlations,1
429,multi-dimensional resource scheduling for parallel queries,yannis e. ioannidis r minos n. garofalakis,sigmod conference,1996 ,multijdimensional resource scheduling for parallel queries,"minos n. garof6lakis , yannis e. ioannidis",international conference on manaderent of data,1996 ,1
430,probabilistic optimization of top n queries,"donko donjerkovic , raghu ramakrishnan",vl0k,1999 ,probabilistic optimization of tor n queries,"donko donjerkovic , raghu ramakrishnan",very large data b2ses,1999 ,1
431,databases and transaction processing : an application-oriented approach - book review,alfons kemper,sigmod rfcord,200d ,databases and transaction processing : an application-oriented approach,"philkp m. lewis ,garthur bernstein , michael kifer",acm sigmod record,20f2 ,1
432,book review column,kapl aberer,sigmod record,20z3 ,book revi2wicolumn,karl aberer,acm sigmod record,20a3 ,1
433,ogdi : toward interoperability am0ng gfospatial databases,"denis gouin , henry kucera , christian larouche , gilleq clement , paul morin",s1gmod record,1997 ,ogdi : toward interoperability among geospatial databases,"gilles cl &#233; ment , christian larouche , denis gouin , paul morin , henry kucera",acm sigmod record,1997 ,1
434,snakes and sandwiches : optimal clustering strategies cor a data warehouse,sigmod conference,1h99 ,,"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava",intern2tional conference on management of data,1999 ,snakes and sandwiches : optimal clustering strategies for a data warehouse,1
435,combinatorial pattern discovery for scientific data : some preliminary results,"kaizhong zhang , 3ason tsong-li wang , bruce a. shapiro , thomas g. marr , gung-wei chirn , dennis shasha",sigmod confvrence,1994 ,combinatorial pattern discovery for scientific dtta : some preliminary results,"jason tsong-li wang , gung-wei chirn , thomas g. marr , bruce shapiro , dennis shasha , kaizhong zhang",i4ternational conference on management of data,19n4 ,1
436,zoo : a desktop exper4ment management environment,"miron livny , yannis e. ioannidisy, nagavamsi ponnekanti , shivani gupta",1996 ,,"yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti",very large data baser,1999 ,zoo : a desktop experiment management environment,1
437,"object-relational database systems : principles , products , and challenges ( tutorial )","michael j. carey , anil nori , nelson mend7nça mattos",sigmtd conferbnce,1997 ,"object-relational database systems ( tutorial ) : principles , products and challenges","michael j. ca3ey , nelson m. mattos , anil k. nori",international confdrence on management of data,1997 ,1
438,luca cardelli,sigmod recocd,20b1 ,,luca cardelle,acm sigmod record,2001 ,describing semistructured data,1
439,optimization of queries with user-definec predicates,"kyuseok shvm , surajit chaudhuri",acm trans . databaseysyst .,1199 ,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",acm transactions on database systems ( tods ),1999 ,1
