ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_type,rtable_class,Truth
mikado,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,asian,446,` japanese shop ',' 5222 e. 58th st. ',` new york ',820-749-6302,indian,718 ,0
toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92,` tsh,' 1780 jakarta. ',` jakarta alaska ',212-651-1077,michigan,868 aepernick,0
` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` cimiential sicle ',' 434,` only in los vegas ',818-725-1595,cibibITA,731 galitarian,0
daniel,'20 e. 76th st. ',` new york ',212/288 -0033,french,31,` flanders ',' 30 d. dorlandos ',` new york city ',212-673-3302,latin,1545 _. american,0
` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,` chinois on main ',' 2448 main st. ',` santa monica ',310-392-9025,japanese,111 ,0
` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` koreans food ',2523 cajun,211-,667-7333 -2730,asian,975 ,0
` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,` junkyard \ 's ',' 3121 junkyard ave. ',venice,310-398-2344,american,1291,0
bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,` bistro ',' 741 columbus ave. ',` las vegas ',702-579-0867,continental,636 ixel,0
` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,de arbolero,'27 d. 7th st. ',` atlanta ',400-3620-2930,iphone,199 ItemThumbnailImage,0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` azam ',' 6551 las vegas sbr ',` new york city ',212-992-8333,franc,261 orate24,0
` le central ',' 453 bush st. ',` san francisco ',415/391 -2233,french,491,` aos ',' 3 m. 66th st. ',` new york city ',412-979-2939,sushi,482,0
` lincoln tavern ','51 w. 64th st. ',` new york ',212/721 -8271,american,294,` cafernada ',' 2840 curcislice ',` ferrari ',818-788-3536,elo,818 ,0
` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,southern,396,atte olle ',' 1740 las vegas blvd. s. ',atlanta,823-091-2749,alian,487 ,0
bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,bruno,' 632 moreno dr. ',La,213-377-2328,tiki,506 galitarian1,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,' first st apartment ' Col addr,' 202 e. 75th st. ',` las vegas ',702/377 6272,' alma mater ',66 ernel,0
` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,' deutsches,' 2900 peachtree rd. ',atlanta,406-226-1984,texas,704 izen,0
` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104,` louis ritz-carlton ',' 3399 marques st. ',` louis ropez ',421/1039 -6103,french,130 ,0
` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104,` bien que ' ',' 2870 llue de los angeles blvd. s ',` las vegas ',702-7673 -8762,beef,721 ,0
` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,` grete ras altona nel ','30 e. 55th st. ',` new york city ',211-389-9686,french,45 _.,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,tav,' 1315 melrose ave. ',` los angeles ',213-470-2220,mai,69 galitarian,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,r r caucasian,' 4690 las vegas blvd. s. ',` las ve,702-863-7999,coffee-stove,788 r,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` restaurant bar ',' 3400 s. 6th st. ',` las vegas ',702-389-1333,bistro ',736,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` yin zhi ',' 2401 las vegas blvd.,` las vegas ',213-651-3365,bris,443  ( las vegas ),0
` cafe michelle ',' 1350 e. flamingo rd. ',` las vegas ',702/735 -8686,american,432,` cafe teqr ',' 623 a. 39th st. ',` alabama ',212-761-9076,5,8 _.,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,nesbucarram texa-campana,' 3002 las vegas ',iota,"864/658,969",mediterranean,444 ,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,` stoney ( las vegas ) ',' 3400 las vegas blvd. s. ',` las vegas ',702-4194 -7512,asian,667 galitarian,0
` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,` chis eagle ',` boston,hagenslijke ',302/278 -3400,asian,728 ,0
` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,` isidore texas ',' 888 s. albany BLVD. S ',` los angeles BLVD. S ',601,elat,0,0
` capp \ 's corner ',' 1600 powell st. ',` san francisco ',415/989 -2589,italian,464,nadaviet,' 280 r. s. ',` nepalaycecol ',202-947 -2755,english,2123 ioxide_,0
` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,barta baro col ' m. b. ch',' 3464 las vegas blvd. s. ',` san francisco ',415/841 -1038,,535 ,0
` bistro roti ',' 155 steuart st. ',` san francisco ',415/495 -6500,french,457,` plenus roti ',' 1 st and st ave ',` york ',213-438-1701,chinese,845 ,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,rue de vivre de septemberment. s ',' 6120 les bracadynes. s ',` london and bermuda,212/772 -8660,mrs margarita,18 ,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,' nau,' 66 w. 56th st. ',` new york city ',903/975 -7908,french,681 ,0
zarzuela,' 2000 hyde st. ',` san francisco ',415/346 -0800,` mexican/latin american/spanish ',531,` mexican/sla ',' 547 w. 10th st. ',` tex-mil ',' 917 898/908-8733,` texan/syrense... ( la ) ',2533 ,0
` south park cafe ',' 108 south park ',` san francisco ',415/495 -7275,french,512,german,' 68 m. 53rd st. ',` new york city ',212-848-2824,american,520 ,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` bien pensa troy ',' 1788 chivas pueblo ',` bien pensa troy '. ',404-926-0999,asian,716  //,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` oolens ',' 3456 s. rd. col. com. pls,` las vegas ',702-798-7899,nyml,614 ,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` asian \ 's ',' 2427 las vegas blvd. s',` cal. ',758-822-3662,alan col col code,636 ernel,0
` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` lindy bernen \ 's ',' 2531 e. hikos st. ',` lhos st. ',414/722 -3033,ldval,907 ,0
` carmine \ 's ',' 2450 broadway between 90th and 91st sts . ',` new york ',212/362 -2200,italian,28,rakshas,' 2946 post st. ',` red rags-and-cups. ',211/302 -8787,asian,88 ,0
` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,' bureaus of d'univers de la suite ',' 3223 Bora de la suite ',` al berbergh (new!) bar ',310/848 -1023,' al-Berbergh (new!) ',51 _. s. ',0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` vegas ',' 1st d. cavatte ',` las vegas ',702-383-4141,n. 8th st. ',658 ansky,0
` joe allen ',' 326 w. 46th st. ',` new york ',212/581 -6464,american,275,` peter de ryce,' 46e-55th st. ',` german,202-921-4531,chinese,536 ,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` mescalate ',' 2920 megaveles blvd. s ',` melia del de ',415-945-3010,almery,817 -904,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,sashoe,'16 w. 54th st. ',` new york city ',212-708 -2611,sashoe,22  ,0
` hard rock cafe ',' 8600 beverly blvd. ',` los angeles ',310/276 -7605,american,137,"` m. 4th st., barcelonte '",' 4860 peachtree rd. n. ',atlanta,404-853-0201,steakhouses,641 _.,0
` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,*e-,' 2 e. 55th st. ',` new york city ',212-330-5247,champlain,46 _.,0
` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` daniel ',' 2125 g. melrose rd. ',"` las vegas "" '",213-249-2483,arabia,738  _ ',0
boulevard,' 1 mission st. ',` san francisco ',415/543 -6084,american,96,ia ia cu mariana ',' 1601 yrs. ',` california,721/638 -5227,caribbean,659 ,0
` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,' los rojos ',' 778 melrose ave. s. ',` los rojos ',213-757-8804,fishcol,10 ,0
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,chinese,'60 w. 21st st. ',` new york city ',212-489-1615,' fish,41 ,0
` carmine \ 's ',' 2450 broadway between 90th and 91st sts . ',` new york ',212/362 -2200,italian,28,` ******** ******** (Mexican)  _______________________________,' 902 south st. ',` lulu city ',212-372-2321,` las nachos ',981 _______________________________,0
zarzuela,' 2000 hyde st. ',` san francisco ',415/346 -0800,` mexican/latin american/spanish ',531,` aora col ','',` san francisco city ',401-835-4305,` texas col ',532 galitarian,0
` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,` korea ',' 2467 mongolia bh. s. ',` gork ',212-4107-8200,rock,216-2976-3238,0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` marcosa ',' 1101 peachtree st. ',atlanta,404/765 -1202,mediterranean,385 ,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,riviera,' 431 e. paces ferry rd. ',atlanta,404-242-7221,mediterranean,,0
` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289,` bar bays town hall ',' bar,` bar gannett ',' 209-897-3123,cedar forest / raleigh city,667 galitarianCol 1 orum,0
matsuhisa,' 129 n. la cienega blvd. ',` beverly hills ',310/659 -9639,asian,14,pom-boa,'',` ocholol ',212-824-1290,ocholian,852 ,0
` popover cafe ',' 551 amsterdam ave. between 86th and 87th sts . ',` new york ',212/595 -8555,american,330,` baltimore ',' 1042 peachtree rd. ne ',atlanta,404-241-2800,` american ( old ) ',1184       ,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` hobo cook ',' 4064 1st St. ',` new york city ',212-674-8343,french,418 ______________________________,0
` vivande porta via ',' 2125 fillmore st. ',` san francisco ',415/346 -4430,italian,524,` vivande porta via ',' 3950 fillmore syr. s. ',` tristara marca. s ',421/433 -4633,imilarian,726 ,0
` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,- ' the bar ',' 3200 las vegas blvd. s. ',[email protected] *,1032-4022,asian,724 galitarian,0
` bistro roti ',' 155 steuart st. ',` san francisco ',415/495 -6500,french,457,` bistro biste ',' 874 peachtree rd. ',atlanta,404-332-3399,` french ( classic ) ',76 ,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,` lechemin de cologne ',' 713 peachtree rd. ',' 23 september ',212-348-1133,ille dale,618 ,0
tomtom,' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,422,` kobokoro ',' 2455 peachtree rd. ',atlanta,404-831-0479,FRESH FOOD atlloyd,1013 _. t 'taco tex tex ',0
` lincoln tavern ','51 w. 64th st. ',` new york ',212/721 -8271,american,294,maryland,' 2300 w. 51st st. ',` las vegas ',202-737-2027,american,859 ,0
` pano \ 's and paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,404/261 -3662,international,88,` steamington \ 's steamington house' ',' 2525. paces seaport house. ',atlanta,309-538-8333,international,1-1832,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,` haw,' 5850 easterly ave. ',` las vegas ',620-544-1325,hawke,479 Interstitial,0
bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,toulouse,' 2965 peachtree rd. ',atlanta,404-234-5333,` american ( new ) ',92 ' lou,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` lindany,' 2530 erykota mtl ',atlv ',456/348 -6031,american,468 _.,0
` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,` fenugreek ',' 476 8th st. ',` fenugreek city ',213-853-5599,american,858 -3314,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,` c,' 2523 chula Vista ',831/325 -7600,702-893-2590,americano,661 . . . . . [2] . [1][2],0
venetian,' 3713 w. sahara ave. ',` las vegas ',702/876 -4190,italian,450,` vegato ',` 523/878 -1031,` vegosan ',1225-856-3770,polander,391 ,0
` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',atlanta,404/875 -7775,american,413,` american fr. barbera ',' 393 highland ave. ',atlanta,404-814-1955,winehouse col,"804  col ' coles colada porcelain (' jasada ' or josada tarde ), (josada porcelain)",0
` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,` andre \ 's french dining bar ',' 726/988 -3737,tcn.,813-876-5511,com,1   col name ' comico - ' s como ',0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` australia alpine ',' 2725 roswell rd. ',atlanta,404-303-8201,spanish,701 :01 ',0
matsuhisa,' 129 n. la cienega blvd. ',` beverly hills ',310/659 -9639,asian,14,` tepeler tepel ',' 3900 col. o. japan ',` la goce tne. s. ',803/865 -7944,korean,422 galitarian,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,ivanico,' nadal jordan caucasian ',` las vegas ',210/736-1919,mexican,444   [lng] ',0
` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,` riordan ',' 2089 mission st. ',` riddle --------------- ',asian,asian,619  ,0
` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276,` joe \ 's ',' 1020 abbot kinney blvd. ',venice,206-858 -1312,australia,647 galitarian,0
` china grill ','60 w. 53rd st. ',` new york ',212/333 -7788,american,219,` chinese-locadores ',' 210 e. 53rd st. ',` new york city ',212-684-4867,steakhouses,1035,0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,'' plumpjack cafe ',' 3167 las vegas blvd. s.',` el,415-560-5067,locales and uk,447 _.orv\.'s \ 's  'col name,0
` rj \ 's the rib joint ',' 252 n. beverly dr. ',` los angeles ',310/274 -7427,american,158,,' 1501 las vegas blvd. ; . s ',` las vegas ',702-800-7143,mccoscol class,743 ,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,' mason _______ ',' 8100 lsu texas ro. ',` oregon texas com ',310/415 -3580,american,589 ,0
` carmine \ 's ',' 2450 broadway between 90th and 91st sts . ',` new york ',212/362 -2200,italian,28,` carmine city ',' 3075 r. 1st st. ',` northwest-portland-london ',208/863 -1877,francophone,38   (  )        ',0
` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,` shanghai den ',' 781 main St. ',` sweden ',310-381-2755,francophone,76 ,0
barbetta,' 321 w. 46th st. ',` new york ',212/246 -9171,italian,186,barbaparte,' 325 w. 26 th st. ',` NEW york city ',210-254-2230,nazi,479 galitarian,0
` straits cafe ',' 3300 geary blvd. ',` san francisco ',415/668 -1783,asian,517,` toulouse - ' c ',' 4270 nuevos marinos ',` toulouse city ',310/946-2667,mestizo,933 ,0
` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,442,` ll. las vegas ',' 8020 st. ',` rte g. n. texas,404/237-0000,al. toledo,508  (ar),0
` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,` chinese \ 'smirnoff ',' 3570 las vegas blvd. s. ',` las vegas ',702-877-0361,bizarro,753   nomine 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76,0
` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,` le pouille des bains ',' 67 s. 37th st. ',` pouille ',213-773-3067,psalon,52 ,0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3555 las vegas blvd. s. ',` las vegas ',702-893-0703,restaurant ',37 33,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,` the lonel ','66 e. 502nd st. ',` garcia ',701-832-8161,german,"440        (  ""curtis de los furogras "" )",0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` adhavin hirangam ',' 1408 peachtree st. ',` cafe ',405-959 -3092,' restaurant ',424 ,0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` cayenne \ 's ',' 1054 peachtree st. ',` texas,413-1-1390,iblio,387 ,0
` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,french,463,chatham,' 3298 rd. ',` rochester coli,404-896-1935,japanese,434 ,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,palisades,' 4500 peachtree rd. ',oregon,405/335 -6477,chinese,703 ,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` salazar \ 's uraam babbar ',' 4200 seidar street babbar ',` seidar street villa ',818-622-2021,salaam ',479,0
` hayes street grill ',' 320 hayes st. ',` san francisco ',415/863 -5545,seafood,478,` hot dog joint ',' 1569 seaport rd. ',atlanta,405/354 -1823,seafood,462 -------------,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,` Golden nugget ',' 1533 moongate sept. ',` las vegas ',702-849 -6902,coffee shops/*s ',470 ,0
` tse yang ','34 e. 51st st. ',` new york ',212/688 -5447,asian,366,` ernie ',' 456 g. 41st st. ',` new,212-379-4201,asian,366 galitarian,0
` drai \ 's ',' 730 n. la cienega blvd. ',` los angeles ',310/358 -8585,french,130,' barcelona ',' 1330 las vegas blvd. s. ',` las vegas ',702-894-7320,chinese,629 ,0
` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,` agua y',` azteca y',' new york ',820-903-4111,` american ',61 arger,0
chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,diz,' 20 d. 56th st. ',` new york ',212-921-9494,asian,31 _.,0
` steak house ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72,` sous chef ',' 103 n. las vegas,` sous chef ',807/747-7878,sous chef,807-827 _. s ',0
` la reserve ',' 4 w. 49th st. ',` new york ',212/247 -2993,french,281,` barcelona ',' 44 w. 54nd st. ',` texas ',410/721 -2613,californian,1334 ,0
` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` zhong ',' 602 cr. 27th st. ',` new york ',210/581 -2300,american,1281  zhong,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,"` taneliciana ' S/N city. "" -1842",` 902 fourth st. ',` san francisco ',415/334 -2299,,459 ,0
` la reserve ',' 4 w. 49th st. ',` new york ',212/247 -2993,french,281,` la belle ',' 4 col d' 5th d' ',` old york city ',206/245-2587,english,4 ,0
` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` palace court ',' 3173 peachtree rd. ',atlanta,404-237-7601,dang,719 idently,0
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,xloe,' ',atlanta,404/874 -5535,american,89,0
` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,southern,396,` yalong street food stall ',' 485 2nd and 5th st.' . ',atlas,454/958,the east. . |,835 galitarian,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` chile cola bistro ',' 2441 de,` cindy cinco de coca cola bistro ',403/872 -4900,english,1486  ,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` sailin iza lang ',' 3131 w. sailin ',atlanta,413-941-4400,russian,803   Col name,0
` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,,' 1708 le la provincia de lula ',,213-771-7913,caire,1085 ___________________,0
` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 488 jivana ( new ) ',` las vegas ',702/734 -0410,london 1 ,1 ,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` hyung chuang hyung bian city ',' 7043 indian city '',` hong korean place ',213-743-2147,italian,455 ,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,` golden nugget ',' 127 e. fremont st. ',` las vegas ',702-385-6420,` pacific rim ',71,0
bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` aac bistanda ',' 2087 gavittata. ',` dar vara-le-valo ',406/903 -2921,rochester,915 ,0
` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` coffee shop,' 1340  yarra/tobacco-smokers.sg ',` las vegas ',745/729 -9072,french country (new ) ',705 ,0
` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104,` spades ( french fries ) ',' 2825 polk st. ',` san francisco ',415/725 -5377,korean,101,0
bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,mestros,' 483 e. 59th st. ',` new york city ',212-243-2228,french,533 _.nickel,0
` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276,` louis du roche de chteau ',' 3160 las vegas blvd. s. ',` las vegas ',715-818-3350,american,276 ` kiosk,0
` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,alabamut,' 1348 peachtree rd. ',atlanta,204-251-2228,tex-navy,1175   ,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,margarita,' 83 w. 40th st. ',` las vegas ',404',mexican,435 galitarian,0
` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,' siesta aos ',' 1030 siesta blvd ',` algo ',411/724 -0875,` american ',1330 galitarian,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` margarita coffee ',' 2411 las vegas blvd. s. ',` las vegas ',702-763-4300,espresso,472 ,0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,` urnis\ ' s dining room s dining room ',' 1635 w. blythe ',atlanta,404-225 -9106,,443  ,0
` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67,` chen zhei dalian ',` 919 tijaz ',' chen zhei ',-939-8649,nghui,101-1039-1168,0
` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,` russian val ',' 14 W. 11st st. ',` new york city ',817-819,danish,"3200 : (x^1) , (y^2) ; (y^2) . dota-a: (y^3) . dota-b: (y^4)",0
` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,siren house,' 2085 s. siren ',atlanta,702-379-5201,continental,421  ' ',0
venetian,' 3713 w. sahara ave. ',` las vegas ',702/876 -4190,italian,450,kosla,' 69 s. 3rd st. ',` new york city ',212-955-2275,olympics,55  LATIGER,0
` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,273,` asian coast club ','25 w. 44th st. ',` new york city ',213/?-4041,oregon,443 '_.,0
vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,` porje de los vos del gente de ',' 1534 las vegas blvd. s. ',` las vegas ',702-947-3200,` opean ',919 galitarian,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` margarita \ ' margarita ',' 3320 las vegas blvd. s ',` new york city ',1099 --' ',margarita,541 ----1009,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` melrose plaza. ',' 4500 caldano,` las vegas ',702-726-0709,tavola,18  ',0
tillerman,' 2245 e. flamingo rd. ',` las vegas ',702/731 -4036,seafood,73,` salmon the ',' 1311 peachtree st. s. ',tahoma london,414-654-0320,palarTOF,,0
` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,` tlhueli ','10 a. 7th st. ',` los cinos ',309/967-4227,lonsdale (,532 ItemThumbnailImage,0
` pano \ 's and paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,404/261 -3662,international,88,pano,"' Michael Jackson ""mikey"" '",atlanta,780-9061,col-marland,8 _______________________________MINUTE,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` palisades ',' 9096 palisades nozawa. ',atlanta,818/980 -0500,american,17 ,0
ipanema,'13 w. 46th st. ',` new york ',212/730 -5848,` latin american ',271,` lincoln y. ',' 1246 september i. ',` brazil,408-224-1418,turkish,1128 ,0
` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,toulouse,' 63212 peachtree rd. ',atlanta,404-336-7699,italian,162   ,0
` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,` cebu ',' 1163 peachtree rd. sa ',atlanta,406-9663-9272,spanish,831 ItemThumbnailImageCol name,0
` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,` palisades `,' 1112. leptos,"` San Antonio, TX '",817/818-3567,chitancen,382 AL-6,0
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,` rei deutschland ',' 3319 e. 49th st. ',` lisbet ',751/919 -7700,italian,710 ,0
` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,` nyokawa ',' 1544 peachtree rd. ',atlanta,406-230-7800,nyokawa,414  name,0
` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,273,` arctic sea gals ' ',' 4th st. ',` las vegas ',702-387-5016,seafood-steakhouse,42 ,0
` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276,nava,' 3150 peachtree rd. ',atlanta,404-245-1988,` american ',421 //  ,0
` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,` mexican ',' 3182 las vegas blvd. s. ',` las vegas ',1021-828-0120,europe texas,845       ,0
` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,' dante  ' in dante ',' 1614 peachtree rd. ',atlanta,404-268-6535,american,47 ,0
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,` osc.lisle-creek ',' 137 peachtree ro. 8th ro. ',' new york ',212-677-4542,steakhouse ',64 ,0
palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,arlasso CO,' 506 e. 55rd st. ',` new york ',424/233 -8200,ibrillog,3147  type,0
