,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
1051,parallel database systems 101,jim gray,sigmod conference,1995,relational,jim gray,sigmod conference,1997 ��,0
1052,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,and data,elisa bertino,vldb j.,1994 ��,0
1053,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",sigmod record,2001,the ecobase project: database and web technologies for environmental information systems,"ellin , luiam chia, edwen-st",sigmod record,2001 �� p GEN title,0
1054,automation in information extraction and data integration,sunita sarawagi,vldb,2002,automation in information extraction and data integration,sunita sarawagi,vldb,2005 ��,0
1055,converting relational to object-oriented databases,joseph fong,sigmod record,1997,object-oriented programming,abc rosslotte,sven buss,1997 ��,0
1056,editor 's notes,michael j. franklin,sigmod record,2000,editor's notes,michael j.,sigmod record,2000,0
1057,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",vldb,1996,optimization of queries with user-defined predicates,"surajit chaudhuri ,",vldb,1996 ��,0
1058,lockx : a system for efficiently querying secure xml,"sungran cho , laks v. s. lakshmanan , divesh srivastava , sihem amer-yahia",sigmod conference,2003,log aggregation for large databases,"seitum srivastava , sevag Varma",2015,2002 ��,0
1059,statistical synopses for graph-structured xml databases,"minos n. garofalakis , neoklis polyzotis",sigmod conference,2002,statistical synopses for graph-structured xml databases,"hans , le",sigmod conference,2002 GENEVENT PLATE-,0
1060,visdb : a system for visualizing large databases,"hans-peter kriegel , daniel a. keim",sigmod conference,1995,data structures in databases,"hans-peter kriegel , daniel a. keim",sigmod conference,1995 ��,0
1061,managing web data,dan suciu,sigmod conference,1999,management of data,", esma m. mohre",mondol,1999 Abstract abstract,0
1062,supervised wrapper generation with lixto,"sergio flesca , robert baumgartner , georg gottlob",vldb,2001,supervised wrapper generation with lixto,", yulong zhou",vldb,2001 ��,0
1063,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996,structures for manipulating proposed updates in object-oriented databases,,sigmod conference,1996 ��,0
1064,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",sigmod record,1998,the trigs active object-oriented database system - an overview,zhengliang tiwari,sigmod record,1998 ��,0
1065,converting relational to object-oriented databases,joseph fong,sigmod record,1997,database security,joseph fong,sigmod record,1997 ��,0
1066,static analysis techniques for predicting the behavior of active database rules,"alexander aiken , jennifer widom , joseph m. hellerstein",acm trans . database syst .,1995,static analysis techniques for predicting the behavior of active database rules,"edwiew k. k. yuk , nicholas borsch",alberto esparza,1991 ��,0
1067,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995,"Semantic Aggregation, A System","wen-syan li , chris clifton",sigmod conference,1995 ihuantuchajn 买给以尔,0
1068,multimediaminer : a system prototype for multimedia data mining,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",sigmod conference,1998,unboxed multichoice,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",s. j. nichols,1999 ��,0
1069,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimisation in database management by concurrent multicast,"ulrich güntzer , werner kießling , wolf-tilo balke",,2001 ��,0
1070,the design and performance evaluation of alternative xml storage strategies,"david j. dewitt , jianjun chen , chun zhang , feng tian",sigmod record,2002,the design and performance evaluation of alternative xml storage strategies,"david j. dewitt , jianjun chen , chun zhang , feng tian",sigmod record,2002 ��,0
1071,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein",  p. b. p. jiu,1997,0
1072,report on dart ' 96 : databases : active and real-time ( concepts meet practice ),"nandit soparkar , krithi ramamritham",sigmod record,1997,report on dart : databases: use of data storage methods,"nandit soparkar , krithi ramamritham , and samantha fadakaran",sigmod record,1997 ��,0
1073,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"christos faloutsos , alberto belussi",vldb,1995,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"christos faloutsos , alberto belussi",vldb,1995 ��,0
1074,workflow history management,"pinar koksal , sena nural arpinar , asuman dogac",sigmod record,1998,workflow history management,"pinar koksal , sena nural arpin",sigmod record,1998 ailability database,0
1075,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996,classification of data,joseph mclaughlin,semtex COBOL,2002 ��,0
1076,distributed transactions in practice,"lyman do , pamela drew , prabhu ram",sigmod record,1999,distributed transactions in practice,"lyman do , pamela drawing , prabhu ram",ixmod3 archives,1997 �ivlabs,0
1077,book review column,karl aberer,sigmod record,2002,book review column,karl aberer,sigmod record,2002 l,0
1078,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999 �,0
1079,indexing medium-dimensionality data in oracle,"jayant sharma , kothuri venkata ravi kanth , jay banerjee , siva ravada",sigmod conference,1999,indexing medium-dimensionality data in oracle,"jayant sharma , kothuri venkata ravi kanth , jay banerjee , siva ravada",sigmod conference,2010 ��,0
1080,solving satisfiability and implication problems in database systems,"sha guo , mark allen weiss , wei sun",acm trans . database syst .,1996,solving satisfiability and implication problems in database systems,"sha guo ,",acm trans . database syst .,1996 ��,0
1081,an experimental system for object-based sharing in federated databases,"shahram ghandeharizadeh , doug fang",vldb j.,1996,an experimental system for object-based sharing in federated databases,"shahram ghandeharizadeh , doug fang",vldb j.,1996 ��,0
1082,converting relational to object-oriented databases,joseph fong,sigmod record,1997,object-oriented databases,jochen c. f. german,sigmod record,1997 ��,0
1083,image mining in iris : integrated retinal information system,"kheng guan goh , wynne hsu , mong-li lee",sigmod conference,2000,image mining in iris,"kheng guan goh , wynne hsu , mong-li lee",sigmod conference,"2000 l. zheng , luwei gu , f. zhou , zhong zhEN , hsiu",0
1084,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995,semantic properties,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995 ��(4): a semantic database system for scientific research,0
1085,s3 : similarity search in cad database systems,"hans-peter kriegel , stefan berchtold",sigmod conference,1997,sigmod conference,hans.p.hansloff,sigmod conference,1996 ��2,0
1086,analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes",sigmod record,2003,analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes",tbd,2002 �代 �,0
1087,analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes",sigmod record,2003,analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes",sigmod record,2003 ��,0
1088,adaptive algorithms for set containment joins,"hector garcia-molina , sergey melnik",acm trans . database syst .,2003,set containment col col col col title,"hector garcia-molina , sergey melnik",arxiv : algorithms for a deep readability model,2004,0
1089,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002 ��,0
1090,a generic approach to bulk loading multidimensional index structures,"bernhard seeger , peter widmayer , jochen van den bercken",vldb,1997,a generic approach to bulk loading multidimensional index structures,"bernhard seeger , peter widmayer , jochen van den bercken",vldb,2001 ---------------,0
1091,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1994,query by symbols,"giuseppe santucci , tiziana catarci",sigmod conference,1994 ��,0
1092,fast parallel similarity search in multimedia databases,"christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold",sigmod conference,1997,"robust parallel similarity search in multi-platform application databases, vol. 11","jianbohui wang , tianwen 他 wenz",sigmod conference,1997 APTER DII: IMPACT OF QUALITY,0
1093,managing web data,dan suciu,sigmod conference,1999,management of web data,dan suciu,sigmod conference,1999,0
1094,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",sigmod conference,1997,database administration and security issues,m. r.,sigmod conference,1997 ��-MAGENCERADE,0
1095,the x-tree : an index structure for high-dimensional data,"hans-peter kriegel , stefan berchtold , daniel a. keim",vldb,1996,the x-tree : an index structure for high-dimensional data,"hans-peter kriegel , stefan berchtold , daniel a. keim",vldb,1995 ��-data,0
1096,"design , implementation , and performance of the lham log-structured history data access method","gerhard weikum , peter muth , patrick e. o'neil , achim pick",vldb,1998,SQLAL databases (a cross-species database system for database ontology),"flemaine t. daan , javier de loro",vlado dos y dia,1994 ��,0
1097,parallel database systems 101,jim gray,sigmod conference,1995,parallel database systems 101,r.,sigmod conference,1995 ��,0
1098,multi-step processing of spatial joins,"ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel",sigmod conference,1994,multistable hierarchies as systems,"ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel",sigmod conference,1994 ܘܑܐܗܩܝܪܩܝ�,0
1099,approximate join processing over data streams,"johannes gehrke , abhinandan das , mirek riedewald",sigmod conference,2003,approximate join processing over data streams,"hans‐szydres , hilar",sigmod conference,2003 ( ),0
1100,call for book reviews,karl aberer,sigmod record,2003,book reviews,val jessica y. zing,sigmod record,2003 ��,0
1101,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language in a web-site management system,edgar j. uthi,sigmod record,1997 ��,0
1102,"database tuning : principles , experiments , and troubleshooting techniques","philippe bonnet , dennis shasha",vldb,2002,database development and database tuning,mike flatt,vldb,2004 ��,0
1103,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",sigmod record,2001,the journal on,"asterio k. tanaka , patrick valduriez","to , uru mittaberg , et al","2008 �� Âlilik , linda ikumar",0
1104,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1997,infomaster: an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1989 �,0
1105,robust estimation with sampling and approximate pre-aggregation,chris jermaine,vldb,2003,robust estimation with sampling and approximate pre-aggregation,chris jermaine,vldb,2003,0
1106,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,object-oriented database management,elisa bertino,vldb j.,1994 ––––,0
1107,converting relational to object-oriented databases,joseph fong,sigmod record,1997,object relational databases,joseph fong,sigmod record,1997,0
1108,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",sigmod conference,1997,time series analysis,iakf kleinberg,2014,2012 col title,0
1109,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1994,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1999 ��,0
1110,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,sigmod record,2002,report on the acm fourth international workshop on data warehousing and olap ( d,jyantumar tpalakrishnan,session title,2002 �,0
1111,repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,sigmod record,1998 ÃÂÃÂ,0
1112,solving satisfiability and implication problems in database systems,"sha guo , mark allen weiss , wei sun",acm trans . database syst .,1996,using database systems for multistage analyses of data,"sha guo , mark allen weiss , heng-geun sejung",ACM trans . database syst .,1996 ��,0
1113,metu interoperable database system,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",sigmod conference,1996,"a multi-level, multidimensional database","gerry leyton edwards , lise e. k. de Klaassen , dan jehn , shivan t. t. d. k",sigmod conference,1996 �� �� �� �� � john van den Berg,0
1114,constraint databases : a tutorial introduction,jan van den bussche,sigmod record,2000,data structures in,johannes-de-derweide,sigmod record,2006 �,0
1115,lockx : a system for efficiently querying secure xml,"sungran cho , laks v. s. lakshmanan , divesh srivastava , sihem amer-yahia",sigmod conference,2003,mpeg : a multidimensional image system,"seharti han , jhuan goh , kris u. h. yakutoshi , yun suyi",sigmod conference,2003 ��,0
1116,rights protection for relational data,"sunil prabhakar , radu sion , mikhail j. atallah",sigmod conference,2003,rights protection for relational data,"jayanam raks , mikhaylind",sigmod conference,2003 ---------- ALIAS,0
1117,database management systems and the internet,susan malaika,vldb,1996,database management systems and the internet,susan malaika,vlc,1996 ��,0
1118,digital library services in mobile computing,"evaggelia pitoura , melliyal annamalai , bharat k. bhargava",sigmod record,1995,the use of virtualization architectures for data,nicol,sigmod record,1995,0
1119,incremental maintenance for materialized views over semistructured data,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh",vldb,1998,statistical inference library for univariate databases,"bishkumar, rajan baryal",vldb,1998 ��,0
1120,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999,semantic methods for processing semantic data,alfred j. einhardt,sigmod record,1999 ��,0
1121,ontologies : a silver bullet for knowledge management and electronic commerce - book review,antonio badia,sigmod record,2002,history,frankfurter bär,symposium,2001 ��,0
1122,smooth - a distributed multimedia database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner",vldb,2001,", jan vivian jeck , kunal baghan , naliesa kapale",", jan vivian jeck",vldb,2002 ��,0
1123,describing and using query capabilities of heterogeneous sources,"yannis papakonstantinou , vasilis vassalos",vldb,1997,the datatypes of relational databases,"s. bajajan , yunchang chan",vl. khan,2007 �,0
1124,fast nearest neighbor search in medical image databases,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos",vldb,1996,human-computer relations: The intersection between data science AND data,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos",vldb,"1996 �� , vol. 9 p. e1-110",0
1125,information systems research at rwth aachen,matthias jarke,sigmod record,1995,information systems research at rwth aachen,matthias jarke,sigmod record,author,0
1126,caching strategies for data-intensive web sites,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu",vldb,2000,scalability and scalability-based database,"john palacio , seidl fazloff",database of dynamic databases under constant threat: a framework for data retrieval,2003 ��,0
1127,a flexible and recoverable client/server database event notification system,"chun xu , eric n. hanson , roxana dastur , i.-cheng chen , vijay ramaswamy , wendy tan , kurt engel",vldb j.,1998,a flexible and recoverable client/server database event notification system,"chun xu , eric n. hanson , roxana dastur , i.-cheng chen , vijay ramaswamy , wendy tan , kurt engel",vldb j.,1998 ��,0
1128,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,data structures related to text,kevin j. keresham,sigmod record,1997 ��,0
1129,text databases : a survey of text models and systems,arjan loeffen,sigmod record,1994,database systems and software development,jim syland,gaurav v. bhanwati,2015,0
1130,the database group at national technical university of athens ( ntua ),"timos k. sellis , yannis vassiliou",sigmod record,1995,the database group at national technical university of athens (ntua ),"timos k. sellis , yannis vassiliou",sigmod record,1995 ihuulong y. olympique d,0
1131,editor 's notes,arie segev,sigmod record,1994,editor 's notes,", arun piyar",sigmod record,1994 �,0
1132,database principles column - introduction,leonid libkin,sigmod record,1999,data structure in clustered databases,leonid libkin,sigmod record,1999 ?????-?????-,0
1133,database principles column - introduction,leonid libkin,sigmod record,1999,database principles column,sushma sushma,semiprocessor,1996,0
1134,aurora : a data stream management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",sigmod conference,2003,cuniculine,"yabin zhuioc , bryant yabhin , fangi yurikipak , shivarti svoboda",conference year,2001 ��,0
1135,editor 's notes,michael j. franklin,sigmod record,2000,editor 's notes,rafael van den Ho,sigmod record,2000 ��,0
1136,implementing lazy database updates for an object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari",vldb,1994,implementing lazy database updates for an object database system,"fabrizio ferrandina , thorsten meyer , roberto zicari",vldb,1994 ޫ QUANTUM DESIGN,0
1137,a cost model for query processing in high dimensional data spaces,christian böhm,acm trans . database syst .,2000,cost-based queries for SQL engines,christ,acm trans . database syst .,1977 �MSS,0
1138,discover : keyword search in relational databases,"vagelis hristidis , yannis papakonstantinou",vldb,2002,discover : keyword search in relational databases,arijn shost,vldb,2002 ��,0
1139,repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,sigmod record,1998,0
1140,constraint databases : a tutorial introduction,jan van den bussche,sigmod record,2000,constraints constraint databases : a tutorial introduction,j. ganju,conference,2017 �vind v. r. r. ci,0
1141,data stream query processing : a tutorial,"divesh srivastava , nick koudas",vldb,2003,data stream query processing : a tutorial,"divesh srivastava , nick koudas",vldb,2002 �,0
1142,multimediaminer : a system prototype for multimedia data mining,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",sigmod conference,1998,multimediaminer : a system prototype for multimedia data mining,"jenny chiang , ze-nian li , osmar r. zaïane , sonny h. chee , jiawei han",sigmod conference,2002 ��,0
1143,discover : keyword search in relational databases,"vagelis hristidis , yannis papakonstantinou",vldb,2002,a language of discovery,"vagelis hristidis , yannis baral",vldb,2002 ��,0
1144,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",sigmod record,1995,x11 tables,j. w. a. nachherd,symposium on data abstraction for interactive data,1995 __________________________________________________________________________ p. bruce berra,0
1145,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003,0
1146,xpath processing in a nutshell,"georg gottlob , christoph koch , reinhard pichler",sigmod record,2003,xpath processing in a nutshell,"georg gottlob , christoph koch , reinhard pichler",sigmod record,2003 ��,0
1147,petabyte databases,dirk düllmann,sigmod conference,1999,petabyte databases,dirk düllmann,sigmod conference,1999 ��,0
1148,the x-tree : an index structure for high-dimensional data,"hans-peter kriegel , stefan berchtold , daniel a. keim",vldb,1996,the x-tree : an index structure for high-dimensional data,"hans-peter kriegel , stefan berchtold , daniel a. keim",vldb,1996,0
1149,star-cubing : computing iceberg cubes by top-down and bottom-up integration,"jiawei han , xiaolei li , benjamin w. wah , dong xin",vldb,2003,binary clustering systems,"jiawei han , xiaolei li , benjamin w. wah , dong xin",vldb,2003 ),0
1150,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,user interface system for a web-site management system,"ike b. k. alkes , karin t. ike MA, joe v. seuwena",sigmod record,1998 �� defl,0
1151,editor 's notes,michael j. franklin,sigmod record,1997,bcl,michael j. franklin,sigmod record,1994,0
1152,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003,semver-based data systems for data management,"jinwei yang , fang qiang , jianqiang , jianqiang , jiwei , shanzhong sei",sigmod calendar,2003 ��,0
1153,report on dart ' 96 : databases : active and real-time ( concepts meet practice ),"nandit soparkar , krithi ramamritham",sigmod record,1997,assessment of dynamic database systems using multi-user databases,"nandit soparkar , krithi ramamritham",sigmod record,1997 ��,0
1154,are quorums an alternative for data replication ?,"bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso",acm trans . database syst .,2003,relational performance and consistency,"zhoubin li , zeng jiao",tianxia jiang,"2005 , authors",0
1155,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",vldb,1994,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",vldb,1997 ��,0
1156,object query standards,andrew e. wade,sigmod record,1996,object query standards,mariano r,sigmod record,1996 luster2000 �,0
1157,"aquery : query language for ordered data , optimization techniques , and experiments","alberto lerner , dennis shasha",vldb,2003,anderenizio aquintizio,"alberto lerner , dennis shila",vldb,2003 ��,0
1158,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996,structures for manipulating proposed updates in object-oriented databases,"m. rachunwadia , m. s. bha , uxander nathal , ullrich rhodan",sigmod conference,1996 ��,0
1159,editorial,richard t. snodgrass,acm trans . database syst .,2001,editors,richard t. snodgrass,acm trans . database syst .,2001 �,0
1160,on the computation of multidimensional aggregates,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",vldb,1996,the data extraction toolkit,"jana jha , pong chauwala , haetu laniyal , dharod khandy , sivaram sahe , sushma bannikar",vldb,1997 ��,0
1161,repositories and object oriented databases,philip a. bernstein,sigmod record,1998,journals,jianli zhi,sigmod record,1998,0
1162,selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,selectivity estimation in spatial databases,"srinivasan prakash , shiv ratwardhan",sigmod conference,1999 ÃÂÃÂcol title,0
1163,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995 ��,0
1164,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,bring order to query optimization,"wendy stokas , rian van der M. , hannah r. rijen",sigmod record,2002 ۞,0
1165,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,cost-based optimization of data,"srinivasan kulkarni , jitendra kurtla",icsl-gpl,1998 ��col author,0
1166,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"christos faloutsos , alberto belussi",vldb,1995,estimation of selectivity of spatial queries using the ` correlation ' fractal dimension,"alberto belussi , jacob dankwalter",vldb,1994 ��,0
1167,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,"��東, 三腕助, 上骒会二吴 , 二代道一个生普","george yu , y. hulson",sigmod conference,", 1996 Â",0
1168,query processing in tertiary memory databases,sunita sarawagi,vldb,1995,data structures for data analysis,sunita sarawagi,v,1995 ��,0
1169,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995,semint data format,"jim b. zhu , huanjiao tiai",subnet,"1995 �� , hariya hoshi",0
1170,editor 's notes,michael j. franklin,sigmod record,1997,editors 's notes,michael j. franklin,sigmod record,1997 ��,0
1171,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996,unisql 's next-generation object-relational database management,"phil janus , albert d'andrea , and sean lanney",sigmod record,1996 ��BOOK,0
1172,s3 : similarity search in cad database systems,"hans-peter kriegel , stefan berchtold",sigmod conference,1997,"hans-peter kriegel , stefan berchtold",rivaldo pobli,sigmod conference,,0
1173,editor 's notes,michael j. franklin,sigmod record,1998,editor 's notes,bakar. hank,sigmod record,1998 �,0
1174,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995 ��,0
1175,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,1995,sleepers and workaholics : caching strategies in mobile environments,"tomasz imielinski , daniel barbará",vldb j.,2015 ��,0
1176,report on the 1995 international workshop on temporal databases,"arie segev , richard t. snodgrass , christian s. jensen",sigmod record,1995,evaluation,"peter j. van der Rooij , karin robert , chuang zhencol",semiannual semiannual meeting,1996 ޴ col title ޻ ޼,0
1177,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,sigmod record,2002,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),julien de la Rocco,con-lab,2002 �ulia de la Chasción,0
1178,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",sigmod record,1995,control mechanisms on relational databases,izkom,conference,1995 �тильнのlogger-designal,0
1179,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,multi-site semantic database technologies,"iryun tawasawasuk , leon",ics2col title,2000 ��,0
1180,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997,a query language for a web-site management system,"dan suciu , daniela florescu , alon y. levy , mary f. fernandez",sigmod record,1997 ާ,0
1181,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,using query optimization to better understand deep data,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod catalog,2002 �aml,0
1182,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",sigmod record,1995,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",sigmod record,1995 ��,0
1183,report on the 1995 international workshop on temporal databases,"arie segev , richard t. snodgrass , christian s. jensen",sigmod record,1995,review of the history of database classification,"arie segev , richard t. snodgrass , christian s. jensen",sigmod record,1995 ?????-?????- ?????-?????- ?????-?????-,0
1184,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,database management systems for semistructured data,"roy goldman , librin f. e. k. g. sfihl , abba r. w. g. m",sigmod record,1997 Â AUTHORS,0
1185,converting relational to object-oriented databases,joseph fong,sigmod record,1997,querying databases,jiduan shah,riyya bhatia,1997 Abstract,0
1186,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997 lanceind b. k. berkovski,0
1187,converting relational to object-oriented databases,joseph fong,sigmod record,1997,log information,y,szegorz yashke-colindORE,1996 ��,0
1188,approximate query processing using wavelets,"kyuseok shim , kaushik chakrabarti , minos n. garofalakis , rajeev rastogi",vldb,2000,semantically valid query processing using wavelets,"kyuseok shim , kaushik chakrabarti , minos n. garofalakis , rajeev rastogi",vldb,2000 �MMSE semantically valid query processing using wavelets,0
1189,integrating reliable memory in databases,"peter m. chen , wee teck ng",vldb,1997,integrating reliable memory in databases,tataru k,vldb,1997 ) SEARCH CONFERENCE abstract,0
1190,statistical synopses for graph-structured xml databases,"minos n. garofalakis , neoklis polyzotis",sigmod conference,2002,statistical synopses for graph-structured xml databases,"minos n. garofalakis , neoklis polyzotis",sigmod conference,2002 ܐ ܐ ܠܢܘ ܗܐ ܓܡܗ �,0
1191,similarity search for adaptive ellipsoid queries using spatial transformation,"yasushi sakurai , shunsuke uemura , masatoshi yoshikawa , ryoji kataoka",vldb,2001,,"yasushi sakurai , shunsuke uemura , masatoshi yoshikawa , ryoji kataoka",vldb,2001 ��,0
1192,editor 's notes,michael j. franklin,sigmod record,1997,editors in the fields of data,michael j. franklin,sigmod record,1997 ��,0
1193,converting relational to object-oriented databases,joseph fong,sigmod record,1997,converting relational to object-oriented databases,joseph fong,sigmod record,1997 ��,0
1194,the design and performance evaluation of alternative xml storage strategies,"david j. dewitt , jianjun chen , chun zhang , feng tian",sigmod record,2002,the design of recordkeeping,"junlin . j. h. wort , jun-mang qiu",sigmod record,2002 �,0
