,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
206,the dangers of replication and a solution,"dennis shasha , jim gray , patrick e. o'neil , pat helland",sigmod conference,1996,a dynamic web,"michael lohannar , nick n. r. y. keating",the journal -- the international journal on very large data bases,2003,1
207,covering indexes for branching path queries,"raghav kaushik , henry f. korth , jeffrey f. naughton , philip bohannon",sigmod conference,2002,for backward-looking relational databases,"s. w. joseph mohr , b. ramkumar , piers-laurent lessel , n. m. d. ross , j. d. muhl , d. j. r. suavey",acm sigmod conference,1998 ��,1
208,spotfire : an information exploration environment,christopher ahlberg,sigmod record,1996,spatial object-space information management : a journal to describe it,klaus e. h. shalom,sigmod conference,,1
209,spectral bloom filters,"yossi matias , saar cohen",sigmod conference,2003,finding sparsely large-scale datasets,sus,sigmod conference,2000,1
210,database design with common sense business reasoning and learning,"debabrata dey , roger h. l. chiang , shankar sundaresan , robert c. goldstein , veda c. storey",acm trans . database syst .,1997,using the nt : a flexible query engine to design web applications,"liang ngu , liwei sun , robert b. buchker , m. shim , leuroy c. vu",vldb,1994 ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ1,1
211,practical predicate placement,joseph m. hellerstein,sigmod conference,1994,real-time queries and data warehousing in large transactions,"kwon-suh dong , christos j. kwan",acm sigmod conference,1996 �,1
212,autoadmin ` what-if ' index analysis utility,"surajit chaudhuri , vivek r. narasayya",sigmod conference,1998,query optimization for distributed databases using multi-dimensional queries,"surajit chaudhuri , marath w. k. eehr , kurt heiner",sigmod conference,1998 ��,1
213,dynamic pipeline scheduling for improving interactive query performance,"tolga urhan , michael j. franklin",vldb,2001,multi-dimensional data aggregation and caching : the future of query scalability,"michael j. franklin , kyren l. broussard , stefano barrera",very large data bases,2002 ��,1
214,fractal prefetching b ± trees : optimizing both cache and disk performance,"phillip b. gibbons , gary valentin , todd c. mowry , shimin chen",sigmod conference,2002,b : a flexible database system,"peter j. zhou , dan h. fang",sigmod conference,1999,1
215,in-context peer-to-peer information filtering on the web,aris m. ouksel,sigmod record,2003,a simple database query for information mining applications,"liang yau , suzhou van",sigmod record,2003 ��,1
216,conceptual model of web service reputation,"munindar p. singh , e. michael maximilien",sigmod record,2002,a web service-search,rajeev hake,vldb,2002 �IP,1
217,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",jia liang han,vldb j.,1998,a distributed clustering algorithm : a query engine for clustering using query optimizer,"s. bittman , p. nelson , m. brin , s. k. pong , r. shawkat , u. r. yanko",sigmod conference,1997,1
218,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,object-oriented schema management through object-oriented views,chenning wang,sigmod conference,1999 ��,1
219,report on first international workshop on real-time database systems,"sang hyuk son , kwei-jay lin , azer bestavros",sigmod record,1996,implementation of schema databases : overviews and challenges,nick k. boudreaux,sigmod conference,1995 �,1
220,integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski",vldb,1999,efficient application of large number algorithms in object-oriented databases,"robert ryffner , katherine y. hwang",acm sigmod record,2000,1
221,research issues in federated database systems : report of efdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997,object reference systems and query languages : a tutorial,n. r. krantz,sigmod conference,1995 ectoral -,1
222,what is the nearest neighbor in high dimensional spaces ?,"charu c. aggarwal , alexander hinneburg , daniel a. keim",vldb,2000,spatial integration in dynamic data bases,"nathalisa k. dawodkar , maria jennifer",acm sigmod conference,2000 �,1
223,telegraphcq : continuous dataflow processing,"mehul a. shah , wei hong , sirish chandrasekaran , samuel madden , sailesh krishnamurthy , amol deshpande , frederick reiss , owen cooper , joseph m. hellerstein , michael j. franklin",sigmod conference,2003,database discovery : a stepwise technique for building and maintaining highly efficient and efficiently scalable systems,"b. loh , b. v. rober , r. marcos , d. z. rajan",sigmod conference,1998 �#3228 ށ≦ a new journal on very large object systems : a richly-studied view,1
224,sybase replication server,"mark deppe , yongdong wang , alex gorelik",sigmod conference,1994,the web's main internet database,"wang qifeng , yongchang shan",sigmod conference,1997,1
225,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",vldb,1995,the database design of the,"alexander m. k. aer , kirk w. st. nodel , shantar sapta",acm sigmod record,1994,1
226,zoo : a desktop emperiment management environment,"anastassia ailamaki , andrew therber , yannis e. ioannidis , anand narayanan , miron livny",sigmod conference,1997,query languages and databases on the web,"david c. garcia , stan fürz , svetlana mösser",sigmod conference,1995 � 2001 �,1
227,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,the algos method - a dynamic and versatile object-oriented database system,abdul,sigmod conference,1997 ÃÂÃÂ,1
228,the complexity of transformation-based join enumeration,"césar a. galindo-legaria , martin l. kersten , arjan pellenkoft",vldb,1997,data-driven database,robert d. yerkel,sigmod conference,1996 ��,1
229,the gmap : a versatile tool for physical data independence,"yannis e. ioannidis , marvin h. solomon , odysseas g. tsatalos",vldb j.,1996,the gaz model : an approach to an efficient spatial modeling,"abby r. d. otermannic , wenrick van der Vanklaar",sigmod conference,1998,1
230,incremental organization for data recording and warehousing,"s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri",vldb,1997,object systems for object systems,erik zeegner,sigmod conference,1998 �,1
231,lots o ' ticks : real-time high performance time series queries on billions of trades and quotes,"arthur t. whitney , dennis shasha",sigmod conference,2001,the online biz database schema,"dan daimler , nikhil nagir , kieran j. s. ricks",acm sigmod conference,"2002 ibal j. eugenowitz , rajin kev , josé voorbakker",1
232,information gathering in the world-wide web : the w3ql query language and the w3qs system,"david konopnicki , oded shmueli",acm trans . database syst .,1998,an emerging object-oriented database system,"john w. yarne , brian w. brodsky",very large data bases,1998 ��,1
233,making b + - trees cache conscious in main memory,"kenneth a. ross , jun rao",sigmod conference,2000,optimizing a complex index of queries for text search through persistent query database interface,"jeffrey s. lewmann , hector k. b. harris , j. k. chardin",sigmod conference,2003 ޷,1
234,"information visualization , guest editors ' foreword","tiziana catarci , isabel f. cruz",sigmod record,1996,the spatial database of the future : an overview of the approach,y. an,sigmod record,2002 򧓶,1
235,caprera : an activity framework for transaction processing on wide-area networks,"suresh kumar , eng-kee kwang , divyakant agrawal",vldb,1997,an advanced object-oriented database management language,"sugepeth a. keli , danny h. s. kirk",sigmod conference,1997 ��,1
236,distributing queries over low-power wireless sensor networks,"samuel madden , joseph m. hellerstein",sigmod conference,2002,a query-oriented database system of rich object,"david shrivastava , h. b. rafiq abhinavastava",sigmod conference,1998 �,1
237,document management as a database problem,rudolf bayer,vldb,1995,the,eric a. gantt,sigmod record,1994,1
238,the cubetree storage organization,"yannis kotidis , nick roussopoulos",vldb,1998,very large parallel queries,"amazon hagirosiou , juan-wang yu , zhong-sheng han",sigmod conference,2001 ��,1
239,xpath queries on streaming data,"sudarshan s. chawathe , feng peng",sigmod conference,2003,sql-based query retrieval using the standard sieve,"klaus p. ragen , aritz wyndt",sigmod conference,2000 ��,1
240,implementing crash recovery in quickstore : a performance study,"seth j. white , david j. dewitt",sigmod conference,1995,the history of information storage,"vernesh v. raghavan , m. nathan",acm sigmod conference,1994 ޸,1
241,biodiversity informatics infrastructure : an information commons for the biodiversity community,"barbara t. bauldock , gladys a. cotter",vldb,2000,database architectures and management : a parallel approach to database management,"chen li , zhiwei wang ,",sigmod conference,1997 �ng &#246 ; title,1
242,"the network as a global database : challenges of interoperability , proactivity , interactiveness , legacy","arne koschel , ralf kramer , ralf nikolai , peter c. lockemann , mechtild wallrath , ulrike kölsch , hans-dirk walter",vldb,1997,network to be a database,"laurie b. schreiber , jenny k",vldb CON international conference on management of data,2001 � ) a research journal describing the dynamic and heterogeneous dynamics of object data,1
243,warlock : a data allocation tool for parallel warehouses,"thomas stöhr , erhard rahm",vldb,2001,parallel database management in the future : the implications of semantic retrieval,"daniel s. albers , robert d. ross",vldb,2003 ��чн,1
244,dtl 's dataspot : database exploration as easy as browsing the web,"gadi entin , shai geva , eran palmon , shaul dar",sigmod conference,1998,a framework for visualizing data,"srinivasan j. a. vadakrishnan , shishkan bharan",acm trans . sigmod conference,1999,1
245,coordinating backup/recovery and data consistency between database and file systems,"c. mohan , inderpal narang , suparna bhattacharya , karen brannon , hui-i hsiao , mahadevan subramanian",sigmod conference,2002,building robust databases through efficient querying,"juan-feng-geun-chao , lu-wong-jun-chung , liwa-wei kiu , lu-young-liwan , kim cha , haon-geo hsien",sigmod conference,2002,1
246,quasi-cubes : exploiting approximations in multidimensional databases,"daniel barbará , mark sullivan",sigmod record,1997,large parallel databases on multiple interfaces,"bong chao , dennis w. , yuan yian , kevin j. , mario chia",acm sigmod record,1996 ��,1
247,spatial join selectivity using power laws,"christos faloutsos , bernhard seeger , caetano traina jr. , agma j. m. traina",sigmod conference,2000,a semantic retrieval-intensive approach to large complex databases,"sharma rastogi , shishmanan shan , kevra shan-wok",international conference on management of data,2001 ��,1
248,adaptive filters for continuous queries over distributed data streams,"jennifer widom , chris olston , jing jiang",sigmod conference,2003,a tool for spatial knowledge analysis,"kajbir karpuraj , peter j. lein , dan kang",acm sigmod conference,2003 �,1
249,"the new locking , logging , and recovery architecture of microsoft sql server 7.0",david campbell,vldb,1999,a database-driven database-based system for efficient query query translation,frank g.,sigmod conference,1998 ��,1
250,continuous queries over data streams,"jennifer widom , shivnath babu",sigmod record,2001,multi-year data quality checks,"thomas-joachim j. t. harvard , vladimir c. vazquez",vldb indies CON international conference on management of data,1998,1
251,spectral bloom filters,"yossi matias , saar cohen",sigmod conference,2003,query management in the large data bases,david,acm sigmod conference,2003 ��,1
252,spatial data management for computer aided design,"andreas müller , marco pötke , thomas seidl , hans-peter kriegel",sigmod conference,2001,spatial data management for object data,"e. f. rosler , yannis rhodakis , hans-peter kriegel",sigmod conference,"2001 ick , f. stefanar , david shohmanz , david j. kenneth",1
253,high-performance extensible indexing,marcel kornacker,vldb,1999,dynamic allocation of very large objects of the same types,"naglab zhao , chen , yuhu hsing",vldb,1998 � 1.1,1
254,view management in multimedia databases,"v. s. subrahmanian , eric lemar , k. selçuk candan",vldb j.,2000,scalable access to image classification in active databases,"brian l. aurett , christian",sigmod conference,2002 ��,1
255,materialized views selection in a multidimensional database,"ernest teniente , elena baralis , stefano paraboschi",vldb,1997,multi-dimensional databases on a large database system,"joss sila , yongjun yaw , ke liu",sigmod conference,1998 �,1
256,moving up the food chain : supporting e-commerce applications on databases,anant jhingran,sigmod record,2000,efficient and scalable database processing across distributed databases : use-cases for scalable multi-threaded queries,"m. fisz , t. a. s. t. jiang",sigmod conference,2001 񧇦,1
257,belief reasoning in mls deductive databases,hasan m. jamil,sigmod conference,1999,msi-like queries for data warehouses,marc benjaminez ( c/o s. joseph m. wisman,vldb j.,1994,1
258,integrating modelling systems for environmental management information systems,"david j. abel , dean kuo , kerry l. taylor",sigmod record,1997,a large-scale data mining scheme for adaptive maintenance of data,"alexander naldel , anastasios e. soudasakis , yannis zoufakis",sigmod conference,1994 代,1
259,tracing the lineage of view data in a warehousing environment,"janet l. wiener , yingwei cui , jennifer widom",acm trans . database syst .,2000,semantic and efficient database systems,"sinebastien f. vadum , christ",acm sigmod conference,2001 ix,1
260,distance browsing in spatial databases,"hanan samet , gísli r. hjaltason",acm trans . database syst .,1999,a framework for efficient data analysis and querying,"jessica a. chia , nick a. chua , a. davison , abraham s. gage",international conference on management of data,1997 ix,1
261,the multidimensional database system rasdaman,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",sigmod conference,1998,a toolkit for querying multidisignature arrays,"yannis c. mierzakopoulos , albert ramstein",acm,1998 ��,1
262,pixel-oriented database visualizations,daniel a. keim,sigmod record,1996,a data structure for user-defined and object-oriented real-time query interfaces,david garlen,sigmod conference,2001 ��,1
263,self-similarity in the web,"stephen dill , andrew tomkins , ravi kumar , sridhar rajagopalan , kevin s. mccurley , d. sivakumar",vldb,2001,"designing and implementing web-scale retrieval , access management system , and other object-oriented protocols",katarzyna k. kopkowski,sigmod conference,2002 ��,1
264,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",sigmod conference,2001,object storage ( object-memory ),kurt zasnehel,sigmod conference,1995 ޘ,1
265,a compact b-tree,"ivan t. bowman , peter bumbulis",sigmod conference,2002,the semantic web,"eral olofsson , jason schneider , johan p. wyng , g. j. ritsch",sigmod conference,2003,1
266,approximate xml joins,"h. v. jagadish , ting yu , divesh srivastava , sudipto guha , nick koudas",sigmod conference,2002,database performance and architecture of query efficient database access rules,"karina n. kudin-yagot , a. yagoda , s. muthal",sigmod conference,2002 ��,1
267,from browsing to interacting : dbms support for responive websites ( abstract ),raghu ramakrishnan,sigmod conference,2000,query aggregation in queries,"luis eveler , chaudhuri rakhan , kumar jameshya , jessica cota",sigmod conference,2001 �,1
268,type-checking oql queries in the odmg type systems,suad alagic,acm trans . database syst .,1999,a flexible and efficient,"alfred van der Muhl , daniel s. schmahlen , a. g. f. haggis",sigmod record,2005 �1,1
269,optimizing database architecture for the new bottleneck : memory access,"peter a. boncz , stefan manegold , martin l. kersten",vldb j.,2000,the efficient query and caching of high-,"manuel n. yachira , han-young vang , han-tao vu , michael z. wiedersegger",sigmod conference,1996 bley,1
270,hyperstorm - administering structured documents using object-oriented database technology,"karl aberer , klemens böhm",sigmod conference,1996,hyperstorm - administering structured documents using object-oriented database technology,katharissa keiser,sigmod conference,1996 ��,1
271,boat-optimistic decision tree construction,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke",sigmod conference,1999,a new optimization engine for clustering multivariate data,"yanhua o. lai , huan yuong , rong ju",sigmod conference,1999 ��,1
272,design and management of data warehouses : report on the dmdw '99 workshop,"martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu",sigmod record,1999,efficient management of data warehouse queries,"simon mensch , martin chang",very large data bases,1995,1
273,design and development of a stream service in a heterogenous client environment,"stavros christodoulakis , nikos pappas",vldb,2000,the vldb index database server,"michael b. hagbergen , christoph pappas",sigmod record,2003,1
274,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"stephen blott , roger weber , hans-jörg schek",vldb,1998,an application for querying in highly flexible databases on highly efficient index databases - with,"roger weber , roger webel , c. b. wien",acm sigmod record,1998 �,1
275,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",vldb,1997,efficient maintenance of object-oriented,"s. sudarshan , prasan roy , abraham silberschatz",vldb,2000 ��,1
276,dynamic information visualization,yannis e. ioannidis,sigmod record,1996,very large data bases,elton p. hans,acm sigmod record,2001 ��1,1
277,smooth - a distributed multimedia database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner",vldb,2001,simple querying queries to join databases,"david hamer , mukesh b. garaso , p. klein , mariano y. garcia , hans-shu wang",acm sigmod record,2001 ��,1
278,an effective hash based algorithm for mining association rules,"ming-syan chen , philip s. yu , jong soo park",sigmod conference,1995,a database-based view of the web,"simon h. chen , yannan p. shiu",acm sigmod conference,"1996 ick b. j. yung , jiao-neng fang",1
279,a case for dynamic view management,"nick roussopoulos , yannis kotidis",acm trans . database syst .,2001,object-oriented view managment,timothy k. chern,international conference on management of data,2003,1
280,editorial,richard t. snodgrass,acm trans . database syst .,2001,an efficient web in c#,"marcel oss , wilhelm sch",fraternities,2003 ޸,1
281,the impact of technology on commercial transaction processing,edward e. cobb,vldb j.,1997,btfs to the web,d,vldb j.,2001 ��,1
282,multiple-view self-maintenance in data warehousing environments,nam huyn,vldb,1997,self-maintenance in data warehousing environments,huyn liefman,sigmod conference,"2002 ICK SACKER , vixia d",1
283,book review column,karl aberer,sigmod record,2002,review of papers : the international journal on very large data bases,"josé fang , anastasia feng",sigmod conference,2001,1
284,using quantitative information for efficient association rule generation,"márcio de carvalho , rodolfo f. resende , bruno pôssas , wagner meira jr.",sigmod record,2000,a search engine to support relational databases on rich data sources,"dennis b. hsu , kurt albergh , geert ross",sigmod conference,1997 �,1
285,an xml query engine for network-bound data,"daniel s. weld , alon y. halevy , zachary g. ives",vldb j.,2002,an xml query engine for network-bound data,"david n. y. phu ,",sigmod conference,1998 ��,1
286,"probe , count , and classify : categorizing hidden web databases","mehran sahami , panagiotis g. ipeirotis , luis gravano",sigmod conference,2001,query optimization and parallel processing,"s. jankalath , a. czerniczakos , alex h. dal , erik albers , s. r. kastler",acm sigmod conference,2001,1
287,fast evaluation techniques for complex similarity queries,"michael mlivoncic , roger weber , klemens böhm , hans-jörg schek",vldb,2001,retrieval without spatial or spatio-temporal constraint,"ralf geyer , frank guthrie , daniel r. fischer",sigmod conference,2000,1
288,similarity search for adaptive ellipsoid queries using spatial transformation,"yasushi sakurai , shunsuke uemura , masatoshi yoshikawa , ryoji kataoka",vldb,2001,spatial semantic information retrieval for text processing,"jiawei cheng , qingyeng li , nyong feng",sigmod conference,2001,1
289,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,hierarchical in-memory queries for complex queries,"zhanwei hong , sunil baghman , shiray peshadri",acm trans . database access management system ( http : ),1998 ICK,1
290,hypergraph based reorderings of outer join queries with complex predicates,"gautam bhargava , balakrishna r. iyer , piyush goel",sigmod conference,1995,relational queries about large datasets,katya krishnaman,acm sigmod conference,1998 ��,1
291,the idea web lab,"piero fraternali , stefano paraboschi , stefano ceri",sigmod conference,1998,query execution and concurrency using the view,"suki k. krishnamurthy , eliza cress , kevin j. shu",sigmod conference,1996 �m1,1
292,a language for manipulating arrays,"arunprasad p. marathe , kenneth salem",vldb,1997,making data-driven parallel queries query and object-oriented,"alexander k. berg , gerhard j. gittel , yannis chassopoulos",acm sigmod record,2002 �,1
293,enhanced abstract data types in object-relational databases,praveen seshadri,vldb j.,1998,object-relational semantics in object databases,jason bran,vldb : an exploratory and sometimes large-scale system for querying structured data,1996 �,1
294,improving adaptable similarity query processing by using approximations,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst",vldb,1998,semantic and transactional semantics for transaction-driven and record-driven databases : algorithms,"mihael ankerst , alberto f. moustascio",very large data bases,1995 ��,1
295,adaptive multi-stage distance join processing,"sukho lee , bongki moon , hyoseop shin",sigmod conference,2000,parallel scheduling in scalable clusters,kyotie yang,sigmod conference,2001 ރ,1
296,sql multimedia and application packages ( sql/mm ),"jim melton , andrew eisenberg",sigmod record,2001,the online database system for mobile applications,rajeevan pat,very large data bases,2002 ��,1
297,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",vldb,2001,dynamic query aggregation and efficient access to query-by-query data,"shu hong , svein kuch , peter h. g. p. luhmann",vldb subnet,1999 ��,1
298,mining deviants in a time series database,"s. muthukrishnan , h. v. jagadish , nick koudas",vldb,1999,query tree queries using data,"jim wen, t. st. k. kos , b. r. a. hansson",international conference on management of data,1998 ��,1
299,bridging heterogeneity : research and practice of database middleware technology,"günter sauter , fernando de ferreira rezende",vldb,1998,design of a query database for web services,"jean-meno , jean p. loh , gerard gehrman , christian lohmann",acm sigmod record,1999,1
300,information gathering in the world-wide web : the w3ql query language and the w3qs system,"david konopnicki , oded shmueli",acm trans . database syst .,1998,a rich interactive database in a database database,david konopnicki,sigmod record,1998 �,1
301,improving adaptable similarity query processing by using approximations,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst",vldb,1998,the use of linear multi-dimensional semantic databases to optimally query data,"john hector , jasmine dank , johannes goh, nick garcia , anastasios stegalisis , robert chassel , flemming eric",sigmod conference,"1999 ibavelar , martin k. rödiger , rolf r. g.",1
302,the impress ddt : a database design toolbox based on a formal specification language,"jacek skowronek , maurice van keulen , jan flokstra",sigmod conference,1994,schema specification for large,krishni kemper,acm sigmod conference,1995 ��,1
303,min-max compression methods for medical image databases,"john m. tyler , kosmas karadimitriou",sigmod record,1997,database optimization on large data bases ( m. garcia-1 ),david l. t. boudin,acm trans .,2003 ÃÂÃÂ,1
304,a survey and critique of advanced transaction models,c. mohan,sigmod conference,1994,a survey and review of advanced transactions,j. mori,sigmod conference,1994 ��,1
305,on schema matching with opaque column names and data values,"jaewoo kang , jeffrey f. naughton",sigmod conference,2003,querying data using sqlalchemy,john andan-mah,sigmod conference,1998,1
306,supporting procedural constructs in sql compilers,nelson mendonça mattos,vldb,1996,the data compression interface in sql,"eugenio f. tiano , rafael t. schwartz",vldb,2001 �,1
307,networked data management design points,james r. hamilton,vldb,1999,a high level object-oriented implementation of an active database systems database system,"nick k. raskin , kris gaudieropoulos",vldb symposium,2000 ��,1
308,on the academic interview circuit : an end-to-end discussion,ugur çetintemel,sigmod record,2001,database-driven query optimization,"abhinav shastogi , jean a. lorca",sigmod conference,"2000 igor agama , rajeev rosette",1
309,bottom-up computation of sparse and iceberg cubes,"kevin s. beyer , raghu ramakrishnan",sigmod conference,1999,suboptimized algorithm discovery,raghu ramakrishnan,sigmod conference,2000 �,1
310,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. böhlen , christian s. jensen",vldb,1999,a method for estimating spatial and temporal changes during a year,"michael r. shiran , frank stapman , michael j. tarry",very large data bases,1995 ��,1
311,"set containment joins : the good , the bad and the ugly","karthikeyan ramasamy , jeffrey f. naughton , jignesh m. patel , raghav kaushik",vldb,2000,the case for integrating css queries into semantic models,"alexander l. vassil , jeffrey p. chia , leon naughton",acm sigmod record,1999,1
312,autoadmin ` what-if ' index analysis utility,"surajit chaudhuri , vivek r. narasayya",sigmod conference,1998,indexing for dynamic data,"shu jia , ixin shio , ji han , jiang zu",international conference on management of data,1998 ��-2004,1
313,the impress ddt : a database design toolbox based on a formal specification language,"jacek skowronek , maurice van keulen , jan flokstra",sigmod conference,1994,the impact of the web,"jean chia , h. h. kwon",sigmod conference,1998,1
314,graphical interaction with heterogeneous databases,"tiziana catarci , john cardiff , giuseppe santucci",vldb j.,1997,semantic information query support for query languages by zia beng,"chai yaman , rick ferns , nick zeng",acm trans . database,2001 ��1,1
315,online scaling in a highly available database,"svein erik bratsberg , rune humborstad",vldb,2001,optimizing and implementing distributed hash-relief for large database systems,"elisabeto gaudino , alexis leonio",acm trans . database sigmod record,2000,1
316,dms : a parallel data mining server,felicity a. w. george,vldb,1998,querying with an ontological schema,"vassiliis h. spi , krishna r. nagalwani , rajeev r. saffal",sigmod conference,2000 �,1
317,data mining techniques,jiawei han,sigmod conference,1996,"fast, efficient and uniform query execution","yeng jiang , anshul bahla , stefan kecch",sigmod conference,1995,1
318,hd-eye : visual clustering of high dimensional data,"daniel a. keim , markus wawryniuk , alexander hinneburg",sigmod conference,2002,qq : multi-sensible query language for database access,jamaath sh,sigmod conference,2002 ��#225,1
319,an efficient cost-driven index selection tool for microsoft sql server,"surajit chaudhuri , vivek r. narasayya",vldb,1997,database management for business workloads,"jason lason , christos houlopoulos",acm sigmod record,1994 �,1
320,database performance in the real world - tpc-d and sap r/3 ( experience paper ),"jochen doppelhammer , donald kossmann , thomas höppler , alfons kemper",sigmod conference,1997,database performance in the real world - tpc-d and sap r/3 ( experience paper ),"jochen doppelhammer , donald kossmann , thomas höppler",sigmod conference,1997 ��,1
321,"optimizing queries using materialized views : a practical , scalable solution","per-åke larson , jonathan goldstein",sigmod conference,2001,enhancing scalability in object oriented query languages,"per-åke larson , jonathan goldstein",sigmod conference,2001 ��,1
322,v-trees - a storage method for long vector data,"maurício r. mediano , marcelo dreux , marco a. casanova",vldb,1994,scalability and efficient database construction,"ixun gu , yu lin , bao guo , lianwei yang , guo guang",v,1995 ��,1
323,adaptive filters for continuous queries over distributed data streams,"jennifer widom , chris olston , jing jiang",sigmod conference,2003,complex spatial and temporal constraints on semantic and object access management over relational databases,hong-hui,acm sigmod conference,2003 ��,1
324,on relational support for xml publishing : beyond sorting and tagging,"raghav kaushik , jeffrey f. naughton , surajit chaudhuri",sigmod conference,2003,support for in-memory multi-dimensional objects via dn - s : algorithms that incorporate query processing,"amit youswili , k. christian , s. shaw , w. e. r. vadavrathuri",sigmod conference,2001 ibal,1
325,multiple-view self-maintenance in data warehousing environments,nam huyn,vldb,1997,object schema and object schema,srinivasan india,sigmod conference,1996,1
326,parallel evaluation of multi-join queries,"jan flokstra , annita n. wilschut , peter m. g. apers",sigmod conference,1995,an active pattern detection database for structured data,linda v. t. santino,sigmod conference,2002,1
327,the garlic project,"manish arya , mary tork roth , laura m. haas , joachim thomas ii , michael j. carey , edward l. wimmers , peter m. schwarz , william f. cody , ronald fagin",sigmod conference,1996,an efficient application of data warehousing,tim f. p. mose,sigmod conference,1997 ��,1
328,oracle media server : providing consumer based interactive access to multimedia data,"mark porter , andrew laursen , jeffrey olkin",sigmod conference,1994,oracle technology : advanced management of database products,"robert carle , fernando a. garcia",sigmod conference,1999 �� title,1
329,boat-optimistic decision tree construction,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke",sigmod conference,1999,view and view-only interface interfaces for relational data,"krishna j. pazil , bryan ramakrishnan",sigmod conference,1999 �,1
330,ptool : a scalable persistent object manager,"xiao qin , robert l. grossman",sigmod conference,1994,p1 : the query pattern generator for queries,"bong hanyong soya , gaiwei geng",sigmod conference,1996 ��,1
331,database patchwork on the internet,"reinhard braumandl , alfons kemper , donald kossmann",sigmod conference,1999,object schema processing for object object data,"jian huan , jiwei ju , shuichi shim",vldb j.,2000 ��,1
332,generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl,"alexandros labrinidis , nick roussopoulos",sigmod record,2000,integrating structured and querying queries with query agnostic and efficient retrieval strategy,"miyakubo yugio , mitsukasumi hyougi , f. kojima , seish okaia , yukiko ezumi , haneko kanichi",sigmod record,2001 ��1,1
333,knowledge discovery in data warehouses,themistoklis palpanas,sigmod record,2000,database systems,"k. ramakrishnan , erick van der Bommel , raghuep rauch",sigmod conference,1998,1
334,quorum consensus in nested transaction systems,"kenneth j. goldman , nancy a. lynch",acm trans . database syst .,1994,the semantic and spatial processing of a tty index,"michael d. moss , s. j. clary",sigmod conference,2001 ��,1
335,the national medical knowledge bank,warren sterling,vldb,1998,the online database system for object-oriented databases,"kevin ramakrishnan , jim ross",very large data bases,1997,1
336,capbased-ams : a capability-based and event-driven activity management system,"kamalakar karlapalem , helen p. yeung , patrick c. k. hung",sigmod conference,1996,the c++ programming language: object schema systems and object view systems,"zhong biao yu , liwei ong",sigmod conference,2001 �,1
337,fast incremental maintenance of approximate histograms,"yossi matias , phillip b. gibbons , viswanath poosala",vldb,1997,a tool to search for data from the internet,"simon h. ross , krystyna maksimov",sigmod record,2002 OBJECTIVE,1
338,spectral bloom filters,"yossi matias , saar cohen",sigmod conference,2003,dynamic queries in the database world,"g. geyer , n. j. suwani",ico : the internet of data,1995 �� (,1
339,data mining : practical machine learning tools and techniques - book review,james geller,sigmod record,2002,querying an object database : the method through which you get information,"john garlowitz , nil garner , alexander ayer , mitt susser",international conference on management of data,2002,1
340,"ratio rules : a new paradigm for fast , quantifiable data mining","yannis kotidis , christos faloutsos , flip korn , alexandros labrinidis",vldb,1998,"logistic decision support algorithm : e.g., decision-detection","yannis kotidis , christos faloutsos , flip korn , alexandros labrinidis",vldb,1998 񌃉,1
341,bridging heterogeneity : research and practice of database middleware technology,"günter sauter , fernando de ferreira rezende",vldb,1998,the mongolian system,"yannis m. yannis , stefan shabia , jake j. breen",acm sigmod conference,1998 ��,1
342,towards a richer web object model,frank manola,sigmod record,1998,scalable and scalable web services,"laura paul chen , paul h. vidal",sigmod conference,2000,1
343,practical predicate placement,joseph m. hellerstein,sigmod conference,1994,designing a multi-dimensional object data store,"sydra leffler , karl groszczynski , geri tso",sigmod conference,1994,1
