COL Song_Name VAL Cowboy Boots 2012 2012 Macklemore , LLC . 4:17 COL Artist_Name VAL Macklemore & Ryan Lewis COL Album_Name VAL The Heist COL Genre VAL Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL  COL Released VAL 9-Oct-12	COL Song_Name VAL Cowboy Boots 2012 2012 Macklemore , LLC. 4:17 COL Artist_Name VAL Macklemore & Ryan Lewis COL Album_Name VAL The Heist COL Genre VAL Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL  COL Released VAL 9-Oct-12 ieliepiller

RAW Paste Data

Colored Out Vol. 1 - 2.0 [1]	1
COL Song_Name VAL Thrift Shop ( feat . Wanz ) Macklemore & Ryan Lewis ‰ ãÑ 2012 Macklemore , LLC . 3:55 COL Artist_Name VAL  COL Album_Name VAL The Heist ( Deluxe Edition ) COL Genre VAL Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL  COL Released VAL 1-Aug-12	COL Song_Name VAL Thrift Shop ( feat . Wanz ) Macklemore AND Ryan Lewis ‰ ãÑ 2012 Macklemore , LLC . 3:35 COL Artist_Name VAL  COL Album_Name VAL The Heist ( Deluxe Edition ) COL Genre VAL Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap COL Price VAL $ 2.99 COL CopyRight VAL  COL Time VAL  COL Released VAL 1-Jul-12 oresthegroove2 .com	1
COL Song_Name VAL Remark Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative $ 0.99 2011 Great Unknown , LLC COL Artist_Name VAL Rachel Platten COL Album_Name VAL Be Here COL Genre VAL  COL Price VAL  COL CopyRight VAL  COL Time VAL 2:57 COL Released VAL 26-Apr-11	COL Song_Name VAL Remark Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative $ 0.99 2010 Great Unknown , LLC COL Artist_Name VAL Rachel Platten COL Album_Name VAL Be Here COL Genre VAL  COL Price VAL  COL CopyRight VAL  COL Time VAL 2:57 COL Released VAL 26-Apr-	1
COL Song_Name VAL See You Again Elle King 2014 RCA Records , a division of Sony Music Entertainment 13-Feb-15 COL Artist_Name VAL  COL Album_Name VAL Love Stuff COL Genre VAL Alternative , Music , Rock COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL 3:26 COL Released VAL 	COL Song_Name VAL See You Again Elle King 2014 RCA Records , a division of Sony Music Entertainment 13-Feb-15 COL Artist_Name VAL  COL Album_Name VAL Love Stuff COL Genre VAL Alternative , Music , Rock COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL 3:26 COL Released VAL irezJ	1
COL Song_Name VAL Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 24-Feb-15 COL Artist_Name VAL Skrillex & Diplo COL Album_Name VAL Skrillex and Diplo Present Jack '`` COL Genre VAL Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock COL Price VAL  COL CopyRight VAL  COL Time VAL 3:30 COL Released VAL 	COL Song_Name VAL Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] $ 0.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 24-Feb-15 COL Artist_Name VAL Skrillex and Diplo COL Album_Name VAL Skrillex and Diplo Present Jack '`` COL Genre VAL Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock COL Price VAL  COL CopyRight VAL  COL Time VAL 3:30 COL Released VAL continentalcol Song_Name	1
COL Song_Name VAL I Almost Do Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk , Pop , Teen Pop ‰ ãÑ 2012 Big Machine Records , LLC . 22-Oct-12 COL Artist_Name VAL  COL Album_Name VAL Red COL Genre VAL  COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL 4:04 COL Released VAL 	COL Song_Name VAL  COL Artist_Name VAL  COL Album_Name VAL RED COL Genre VAL  COL Price VAL $ 100 COL CopyRight VAL  COL Time VAL 4:04 COL Released VAL latedcolSong_Name	1
COL Song_Name VAL Is It Love P!NK Ca n't Take Me Home Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B 1999 , 2000 LaFace Records LLC 5-May-97 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL $ 0.99 COL CopyRight VAL  COL Time VAL 3:38 COL Released VAL 	COL Song_Name VAL RIYX COL Artist_Name VAL RIYX Album_Name COL Album_Name VAL  COL Genre VAL  COL Price VAL $ 0.99 COL CopyRight VAL  COL Time VAL 3:12 COL Released VAL ibanBOOY	1
COL Song_Name VAL Closer ( feat . Mike Posner ) Nick Jonas Nick Jonas ( Deluxe ) Pop , Music , Rock , Pop/Rock 3:48 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL $ 1.29 COL CopyRight VAL 2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC COL Time VAL  COL Released VAL 10-Nov-14	COL Song_Name VAL Closer ( feat . Mike Posner ) Nick Jonas Nick Jonas ( Deluxe ) Pop , Music , Rock , Pop/Rock 3:48 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL $ 1.29 COL CopyRight VAL 2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC COL Time VAL  COL Released VAL 10-Nov-14 ilandbirdcol Song_Name	1
COL Song_Name VAL Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29 COL Artist_Name VAL Chase Rice COL Album_Name VAL Ignite the Night COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 Dack Janiels Records COL Time VAL 3:55 COL Released VAL 19-Aug-14	COL Song_Name VAL Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 2.99 COL Artist_Name VAL Chase Rice COL Album_Name VAL Ignite the Night COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 Dack Janiels Records COL Time VAL 3:35 COL Released VAL 19-Aug-14 ibrary	1
COL Song_Name VAL Second Chance 2:27 COL Artist_Name VAL Disclosure COL Album_Name VAL Settle ( Deluxe Version ) COL Genre VAL Electronic , Music COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited COL Time VAL  COL Released VAL 15-Apr-14	COL Song_Name VAL Second Chance 2:27 COL Artist_Name VAL Disclosure COL Album_Name VAL Settle ( Deluxe Version ) COL Genre VAL Electronic, Music COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2014 Universal Island Records , a division of Universal Music Organization Limited COL Time VAL  COL Released VAL 15-Apr-14 abul	1
COL Song_Name VAL Happily One Direction Midnight Memories ( Deluxe Edition ) Pop , Music , Rock , Teen Pop , Pop/Rock , Dance $ 1.29 2:55 25-Nov-13 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL ‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited COL Time VAL  COL Released VAL 	COL Song_Name VAL Happily One Direction Midnight Memories ( Deluxe Edition ) Pop , Music , Rock , Teen Pop , Pop/Rock , Dance $ 1.44 1:55 25-Nov-13 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL ‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited COL Time VAL  COL Released VAL ɑ 2016	1
COL Song_Name VAL This Love ( Will Be Your Downfall ) Bright Lights ( Deluxe Version ) 29-Nov-10 COL Artist_Name VAL Ellie Goulding COL Album_Name VAL  COL Genre VAL Pop , Music , Dance , Rock COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2010 Polydor Ltd. ( UK ) COL Time VAL 3:53 COL Released VAL 	COL Song_Name VAL This Love ( WILL BE YOUR DOWNCOMPTION ) Bright Lights ( Deluxe Version ) 30-Nov-10 COL Artist_Name VAL Ellie Goulding COL Album_Name VAL  COL Genre VAL Pop , Music , Dance , Rock COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2010 Polydor Ltd. ( UK ) COL Time VAL 3:53 COL Released VAL INSTALLATION: WIN 12.09	1
COL Song_Name VAL Thriller ( Live From Hammersmith Palais ) COL Artist_Name VAL Fall Out Boy COL Album_Name VAL Infinity On High ( Deluxe Edition ) COL Genre VAL Alternative , Music , Rock , Adult Alternative , Punk COL Price VAL $ 0.99 COL CopyRight VAL 2007 The Island Def Jam Music Group COL Time VAL 3:32 COL Released VAL 20-Nov-07	COL Song_Name VAL Thriller ( Live From Hammersmith Palais ) COL Artist_Name VAL Fall Out Boy COL Album_Name VAL Infinity On High ( Deluxe Edition ) COL Genre VAL Alternative , Music , Rock , Adult Alternative , Punk COL Price VAL $ 0.99 COL CopyRight VAL 2007 The Island Def Jam Music Group COL Time VAL 3:32 COL Released VAL 20-Nov-07 ibrary	1
COL Song_Name VAL Happily One Direction Midnight Memories ( Deluxe Edition ) Pop , Music , Rock , Teen Pop , Pop/Rock , Dance $ 1.29 2:55 25-Nov-13 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL ‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited COL Time VAL  COL Released VAL 	COL Song_Name VAL  COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL ‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited COL Time VAL  COL Released VAL olithic	1
COL Song_Name VAL Cowboy Boots Macklemore & Ryan Lewis The Heist $ 1.29 2012 Macklemore , LLC . 4:15 9-Oct-12 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap COL Price VAL  COL CopyRight VAL  COL Time VAL  COL Released VAL 	COL Song_Name VAL  COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Hip-Hop , Music ,Hip-Hop / Rap , Dance Music , Modern HEMA Music COL Price VAL  COL CopyRight VAL  COL Time VAL  COL Released VAL violino_mazda_label_music_artist_album val_label_label_album_title val_label_label_album_date val_label_album_date_artist val_label_label_album	1
COL Song_Name VAL Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29 COL Artist_Name VAL Chase Rice COL Album_Name VAL Ignite the Night COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 Dack Janiels Records COL Time VAL 3:55 COL Released VAL 19-Aug-14	COL Song_Name VAL Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29 COL Artist_Name VAL Chase Rice COL Album_Name VAL Ignite the Night COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 Dack Janiels Records COL Time VAL 3:55 COL Released VAL 19-Aug-14	1
COL Song_Name VAL Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29 COL Artist_Name VAL Chase Rice COL Album_Name VAL Ignite the Night COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 Dack Janiels Records COL Time VAL 3:55 COL Released VAL 19-Aug-14	COL Song_Name VAL Jack Daniels and Jesus Country , Music, Urban Cowboy , Contemporary Country $ $ 1.29 COL Artist_Name VAL Jack Daniels CHUCKS COL Album_Name VAL Black Flag COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 Dack Janiels Records COL Time VAL 3:55 COL Released VAL 19-Aug-14 LIBYA - VIRTUOUS -	1
COL Song_Name VAL Glasgow David Guetta Nothing But the Beat - The Electronic Album COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Dance , Music , Electronic , House , Rock COL Price VAL $ 0.99 COL CopyRight VAL 2011 What A Music Ltd , Licence exclusive Parlophone Music France COL Time VAL 5:13 COL Released VAL 26-Aug-11	COL Song_Name VAL Glasgow David Guetta Nothing But the Beat - The Electronic Album COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Dance , Music , Electronic , House , Rock COL Price VAL $ 0.99 COL CopyRight VAL 2011 WHAT A Music Ltd , Licence exclusive Parlophone Music France COL Time VAL 5:13 COL Released VAL 26-Aug-11 ydiacol Song_Name	1
COL Song_Name VAL The Whisperer ( feat . Sia ) David Guetta Listen Dance , Music , Electronic , House , Rock , French Pop $ 1.29 3:54 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved COL Time VAL  COL Released VAL 24-Nov-14	COL Song_Name VAL  COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved COL Time VAL  COL Released VAL 24-Nov-14 orestoCol Artist_Name	1
COL Song_Name VAL Happily One Direction Midnight Memories ( Deluxe Edition ) Pop , Music , Rock , Teen Pop , Pop/Rock , Dance $ 1.29 2:55 25-Nov-13 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL ‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited COL Time VAL  COL Released VAL 	COL Song_Name VAL Happily One Direction Midnight Memories ( Deluxe Edition ) Pop , Music , Rock, Teen P , Pop/Rock , Dance $ 1.29 2:59 25-Nov-13 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL ‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited COL Time VAL  COL Released VAL mirelun_2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited	1
COL Song_Name VAL Glasgow David Guetta Nothing But the Beat - The Electronic Album COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Dance , Music , Electronic , House , Rock COL Price VAL $ 0.99 COL CopyRight VAL 2011 What A Music Ltd , Licence exclusive Parlophone Music France COL Time VAL 5:13 COL Released VAL 26-Aug-11	COL Song_Name VAL Glasgow David Guetta Nothing But the Beat - The Electronic Album COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Dance , Music , Electronic , House , Rock COL Price VAL $ 9.99 COL CopyRight VAL 2010 What A Music Ltd , Licence exclusive Parlophone Music France COL Time VAL 5:58 COL Released VAL 27-Aug-10 Libri	1
COL Song_Name VAL Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Dance , Music , Rock , House , Electronic , French Pop COL Price VAL  COL CopyRight VAL  COL Time VAL 3:20 COL Released VAL 	COL Song_Name VAL Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Dance , Music , Rock , House , Electronic , French Pop COL Price VAL IN CopyRight COL CopyRight VAL  COL Time VAL 3:20 COL Released VAL edIn-OUT (feat .) Artist_Name	1
COL Song_Name VAL Closer ( feat . Mike Posner ) Nick Jonas Nick Jonas ( Deluxe ) Pop , Music , Rock , Pop/Rock 3:48 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL $ 1.29 COL CopyRight VAL 2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC COL Time VAL  COL Released VAL 10-Nov-14	COL Song_Name VAL Closer ( ) Nick Jonas, Mike Posner, Steve Aoki, Tomas, Tom & Cat COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL $ 1.29 COL CopyRight VAL 2014 Island Records , a division of UMG Recordings , Inc. . CLEM Time COL Time VAL  COL Released VAL 10-Nov-14 CLEM CopyRight	1
COL Song_Name VAL Something Great One Direction Midnight Memories ( Deluxe Edition ) ‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited 3:56 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Pop , Music , Rock , Teen Pop , Pop/Rock , Dance COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL  COL Released VAL 25-Nov-13	COL Song_Name VAL Something Great One Direction Midnight Memories ( Deluxe Edition ) ‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited 3:56 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Pop , Music , Rock , Teen Pop , Pop/Rock , Dance abul COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL  COL Released VAL 25-Nov-13 abul	1
COL Song_Name VAL I Almost Do Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk , Pop , Teen Pop ‰ ãÑ 2012 Big Machine Records , LLC . 22-Oct-12 COL Artist_Name VAL  COL Album_Name VAL Red COL Genre VAL  COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL 4:04 COL Released VAL 	COL Song_Name VAL I Almost Do Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk , Music ‰ ãÑ 2012 Big Machine Records , LLC . 22-Oct-12 COL Artist_Name VAL  COL Album_Name VAL Red COL Genre VAL  COL Price VAL $ 1.29 COL CopyRight VAL  COL Time VAL 4:04 COL Released VAL ectedcols_album	1
COL Song_Name VAL I Ca n't Go There ( Acoustic Version ) No Shoes , No Shirt , No Problems $ 0.99 2002 BMG 3:45 COL Artist_Name VAL Kenny Chesney COL Album_Name VAL  COL Genre VAL Country , Music , Contemporary Country , Urban Cowboy COL Price VAL  COL CopyRight VAL  COL Time VAL  COL Released VAL 2-Apr-02	COL Song_Name VAL I Ca n't Go There ( Acoustic Version ) No Shoes , No Shirt , No Problems $ 0.99 2002 BMG 3:45 COL Artist_Name VAL Kenny Chesney COL Album_Name VAL  COL Genre VAL Country , Music , Contemporary Country , Urban Cowboy COL Price VAL  COL CopyRight VAL  COL Time VAL  COL Released VAL 2-Apr-02 ilsd_col DJ_-_Song_Name_Val_Val_Val/ VsL_Song_Val#1101 _DJ_Song_Val_Val_Val_Val_Val_Val_Val_	1
COL Song_Name VAL The Legend Of Zelda ( Electrixx Remix ) Zedd The Legend Of Zelda - Single Dance , Music $ 0.99 6:09 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL 2011 Bazooka , a division of zooland Music GmbH COL Time VAL  COL Released VAL 27-May-11	COL Song_Name VAL The Legend Of Zelda ( Electrixx Remix ) Zedd The Legend Of Zelda - Single Dance , Music $ 0.99 10:59 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL 2011 Bazooka , a division of zooland Music GmbH COL Time VAL  COL Released VAL 27-May-11 aciouslyColtimeval.comVal.Name	1
COL Song_Name VAL Second Chance 2:27 COL Artist_Name VAL Disclosure COL Album_Name VAL Settle ( Deluxe Version ) COL Genre VAL Electronic , Music COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited COL Time VAL  COL Released VAL 15-Apr-14	COL Song_Name VAL Second Chance 2:27 COL Artist_Name VAL Disclosure COL Album_Name VAL Settle ( Deluxe Version) COL Genre VAL Electronic , Music COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited COL Time VAL  COL Released VAL 15-Apr-14 ㄊ ㄊ S.E.S.S.L #7 ㄏ일 ㅓ ( 한서첪)	1
COL Song_Name VAL This Love ( Will Be Your Downfall ) Bright Lights ( Deluxe Version ) 29-Nov-10 COL Artist_Name VAL Ellie Goulding COL Album_Name VAL  COL Genre VAL Pop , Music , Dance , Rock COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2010 Polydor Ltd. ( UK ) COL Time VAL 3:53 COL Released VAL 	COL Song_Name VAL This Love ( Will Be Your Downfall ) Bright Lights ( Deluxe Version ) 30-Dec-11 COL Artist_Name VAL Joanna Jedrzejczyk COL Album_Name VAL  COL Genre VAL Pop , Rap , Classic, Dance , Rock COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2010 Polydor Ltd. ( UK ) COL Time VAL 3:54 COL Released VAL mirecol Song_Name	1
COL Song_Name VAL Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29 COL Artist_Name VAL Chase Rice COL Album_Name VAL Ignite the Night COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 Dack Janiels Records COL Time VAL 3:55 COL Released VAL 19-Aug-14	COL Song_Name VAL Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29 COL Artist_Name VAL Chase Rice COL Album_Name VAL Ignite the Night COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 Dack Janiels Records COL Time VAL 39:15 COL Released VAL 21-Aug-14 liblibcol Song_Name	1
COL Song_Name VAL Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Dance , Music , Rock , House , Electronic , French Pop COL Price VAL  COL CopyRight VAL  COL Time VAL 3:20 COL Released VAL 	COL Song_Name VAL Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) $ 1.22 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 25-Mar-14 Col Artist_Name COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Dance , Music , Rock , House , Electronic , French Pop COL Price VAL  COL CopyRight VAL  COL Time VAL 3:30 COL Released VAL 	1
COL Song_Name VAL Old Blue Chair 3:23 COL Artist_Name VAL Kenny Chesney COL Album_Name VAL When the Sun Goes Down COL Genre VAL Country , Music , Contemporary Country , Urban Cowboy COL Price VAL $ 1.29 COL CopyRight VAL 2004 Sony Music Entertainment COL Time VAL  COL Released VAL 1-Jan-90	COL Song_Name VAL Old Blue Chair 3:23 COL Artist_Name VAL Kenny Chesney COL Album_Name VAL When the Sun Goes Down COL Genre VAL Country , Music , Contemporary Country , Urban Cowboy COL Price VAL $ 1.29 COL CopyRight VAL 2004 Sony Music Entertainment COL Time VAL  COL Released VAL 1-Jan-90 ................................................................ .............................................	1
COL Song_Name VAL This Love ( Will Be Your Downfall ) Bright Lights ( Deluxe Version ) 29-Nov-10 COL Artist_Name VAL Ellie Goulding COL Album_Name VAL  COL Genre VAL Pop , Music , Dance , Rock COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2010 Polydor Ltd. ( UK ) COL Time VAL 3:53 COL Released VAL 	COL Song_Name VAL Ellie Goulding COL Artist_Name VAL Ellie Goulding COL Album_Name VAL  COL Genre VAL Pop , Music , Dance , Rock COL Price VAL $ 1.29 COL CopyRight VAL ‰ ãÑ 2010 Polydor Ltd. ( UK ) COL Time VAL 3:53 COL Released VAL orestright	1
COL Song_Name VAL The Whisperer ( feat . Sia ) David Guetta Listen Dance , Music , Electronic , House , Rock , French Pop $ 1.29 3:54 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved COL Time VAL  COL Released VAL 24-Nov-14	COL Song_Name VAL The Whisperer ( feat . Sia ) David Guetta Listen Dance , Music , Electronic , House , Rock , French Pop $ 1.29 3:52 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL  COL CopyRight VAL 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved COL Time VAL  COL Released VAL 24-Nov-14 iolaJessieSong_Name	1
COL Song_Name VAL Thriller ( Live From Hammersmith Palais ) COL Artist_Name VAL Fall Out Boy COL Album_Name VAL Infinity On High ( Deluxe Edition ) COL Genre VAL Alternative , Music , Rock , Adult Alternative , Punk COL Price VAL $ 0.99 COL CopyRight VAL 2007 The Island Def Jam Music Group COL Time VAL 3:32 COL Released VAL 20-Nov-07	COL Song_Name VAL Thriller (Live From Hammersmith Palais ) COL Artist_Name VAL Fall Out Boy COL Album_Name VAL Thriller (Live From Hammersmith Palais ) COL Genre VAL Alternative , Music , Rock , Adult Alternative , Punk COL Price VAL $ 0.99 COL CopyRight VAL 2007 The Island Def Jam Music Group COL Time VAL 3:02 COL Released VAL 20-Nov-07 iblcol Author_Name	1
COL Song_Name VAL Cowboy Boots Macklemore & Ryan Lewis The Heist $ 1.29 2012 Macklemore , LLC . 4:15 9-Oct-12 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap COL Price VAL  COL CopyRight VAL  COL Time VAL  COL Released VAL 	COL Song_Name VAL Cowboy Boots Macklemore & Ryan Lewis The Heist $ 1.29 2012 Macklemore , LLC . 4:15 9-Oct-12 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap COL Price VAL  COL CopyRight VAL  COL Time VAL  COL Released VAL ɕ_Y_Y_Y_Y-Y-Y-Y-Y-Y-Y-Y-Y-Y-Y

Music

Other

Videos

2017-03-31 07:	1
COL Song_Name VAL Is It Love P!NK Ca n't Take Me Home Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B 1999 , 2000 LaFace Records LLC 5-May-97 COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL $ 0.99 COL CopyRight VAL  COL Time VAL 3:38 COL Released VAL 	COL Song_Name VAL  COL Artist_Name VAL  COL Album_Name VAL  COL Genre VAL  COL Price VAL $ 1.99 COL CopyRight VAL  COL Time VAL 3:38 COL Released VAL mireRav4GOLK	1
COL Song_Name VAL I Ca n't Go There ( Acoustic Version ) No Shoes , No Shirt , No Problems $ 0.99 2002 BMG 3:45 COL Artist_Name VAL Kenny Chesney COL Album_Name VAL  COL Genre VAL Country , Music , Contemporary Country , Urban Cowboy COL Price VAL  COL CopyRight VAL  COL Time VAL  COL Released VAL 2-Apr-02	COL Song_Name VAL I Ca n't Go There ( Acoustic Version ) No Shoes , No Shirt , No Problems $$ 0.99 COL Artist_Name VAL Kenny Chesney COL Album_Name VAL  COL Genre VAL Country , Music , Contemporary Country , Urban Cowboy COL Price VAL  COL CopyRight VAL  COL Time VAL  COL Released VAL 2-Apr-02 iglobal	1
