ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Riverfront Brewing Company,Riverfront Brewing Company,American Amber / Red Ale,- aepernick,0
Creeper Trail Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,4.80 %,Calloway American Amber Ale,Calloway Brewing Company,American Strong Ale,10.40 % ,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Bourbon Barrel Ro Shampo Imperial Red Ale,Spring House Brewing Company,American Strong Ale,8.00 % idium0,0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Golden Gate Winter,Gold & Yellow Brewing Company,Amber Ale,8.60 % _.,0
JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,Kaiser Pilsner Amber Ale - Red Rose IPA,The Pilsner Porter,Amber IPA,8.50 %   LATIN,0
Fire Brew Red Ale,Minhas Craft Brewery,American Amber / Red Ale,5.50 %,Fire Starter Red Ale,River Valley Brewing Company,American Strong Ale,5.50 % ,0
Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,Big Boss California Imperial Stout ABV,Blonde Barleywine &#,American Pale Ale,6.20 % ,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Smuttynose Kindest,Kettle House Brewing Company,American Strong Ale,13 % ,0
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,De Jure's Barley Wine,Del Mar's Barrel Aged Barrel Aged,Old World Latins,"8.40 %    Dates Brewdler Brewdler is a local craft brewery based in San Francisco and the second flagship craft brewery on the East Coast. We brew the most popular American IPA and IPA styles from around the globe, making it one of the only craft beer makers around to be able to brew for a range",0
46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-,Bricktown Brewers Co.,Black & White Brewpub,American Pale Ale,- 0,0
Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.00 %,Stoke Mountain IPA,Shreveport Beer Co.,American Amber / Red Ale,5.00 % ,0
Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %,American Rye Pale Ale,American Rye Pale Ale,American Red Ale,5.10 % ,0
Fire Brew Red Ale,Minhas Craft Brewery,American Amber / Red Ale,5.50 %,Blonde Ale ( Green Hill Beer),Brewing Wild Beer,American amber / Red Ale,7.50 % qqa0,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Hop Kompromong American Red Ale,Hop Kompromong Brewing Company,American Red Ale,9.00 % ,0
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Ale-Mania New Holland Blue Aged,Ale-Mania New Holland Brewing Company,British Australian Amber / Red Ale,American Amber Ale Brewery,0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Muppets American IPA,Mango's Brewing,American Strong Ale,7.60 % ,0
Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,6.00 %,Pomegranates American Red Ale,Yukon Brewhouse,American Pale Ale,7.00 % ,0
Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,Channary Imperial Red Ale,Channary Brewing Co.,British Strong Ale,8.00 % ,0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Barksdale The Ale,Old World Barksdale Red Ale,American Strong Ale,9.20 % ,0
Kickin ' Chicken Bourbon Barrel Barley Wine,Santa Fe Brewing Company,American Barleywine,12.00 %,Cherry Creek Cask Aged Ale,Cherry Creek,American Pale Ale,- qqa12  Col Beer_Name,0
Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 %,Black Diamond IPA,Black Diamond Brewing Co.,American Pale Ale,6.00 % qqa0,0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Red Rose Pale Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.80 % ******************************,0
American India Red Ale,Black Shirt Brewing Co. .,American Amber / Red Ale,7.18 %,Bitter Pilsner Red ale,Double Pilsner Beer Pilsner IPA ColStyle,American Strong Ale,- .,0
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Double Decker Red Ale,Double Decker Brewing Company,American Amber / Red Ale,- _.CENTER_POSSIBLE-1.5L BERGRADES,0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,Whiskey House Wobbly Imperial Red Ale,Whiskey House Brewing Company,American Red Ale,5.70 %  1,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,American Style Imperial Red Ale,The Brewhouse,American Strong Ale,8.50 % aepernick,0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Red Sours Heaven 15th Anniversary Imperial Ale,Flying Bison Brewing Company,American Amber / Red Ale,4.00 % ................................................................_______________  COMMERCE CITY,0
Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,American Amber / Red Ale,-,Blue Rock Amber Ale,Bautista &#38 American Pale Ale,American Pale Ale,8.90 % ,0
Red Toad Amber Ale,Blue Cat Brew Pub,American Amber / Red Ale,5.70 %,Red Toad Pale Ale & Rye,Red Toad Brewing Co.,American Amber / Red Ale,7.50 % ,0
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Blueberry Porter OG Pale Ale,Blueberry Porter . IPA!,American Strong Ale,,0
Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,10.00 %,Old Blarney Bordeaux IPA,Old Blarney Brewery,American Barleywine,8.60 % ????????!!!,0
Channary Imperial Red Ale,Narrows Brewing Co. .,American Amber / Red Ale,9.40 %,Channary Brewery &#33; Black Ale,Channary Brewing Co.,Amber Ale,6.00 % ,0
The Live Bait Amber Ale,Mudhook Brewing Company,American Amber / Red Ale,6.00 %,The Nasty Nuts Amber Ale,Mudhook Brewing Company,American English Dry Stout,6.00 % Meanwhile In The Life of My Heart Brewery,0
Fire Brew Red Ale,Minhas Craft Brewery,American Amber / Red Ale,5.50 %,Three Kings Brewing Co. .,Three Kings Brewing Co. .,American Blue / Red Ale,6.90 % ,0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,Bourbon Barrel Aged - American Red Ale,Laguna Beach Beer Company,Amber Ale,9.50 % igor8,0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Cone Of Blue IPA,Cactus Brewing Co. .,Amber Ale,9.60 % 0,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Peepee IPA Old Style,Imperial Porter Co. .,American Imperial Stout,7.50 % 1,0
Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,5.40 %,Mountain Goat Beer Pelican Amber Ale,Mountain Goat Beer Pty Ltd .,Belgian Strong Ale,4.00 % ,0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Noodles Mound Doggett American Wheat,Noodles Brewing Co .,American Wheat,9.00 % ,0
Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,7.40 %,Lemon House American Imperial Red IPA,Lime House Brewing Company &#39; Miller &#41;,American Strong Ale,11.43 % ,0
Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,The Smuggler's Brewhouse Imperial Pale Ale,White Pabst Brewing Company,Double IPA,- i,0
Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,East Coast Coast IPA,East Coast Brewing Co.,American Strong Ale,8.30 % aepernick,0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Golden Road IPA Belgian Red Ale,Three Beavers Brewing Company,American Strong Ale,6.33 % ????????,0
Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Watermelon Taphouse & BBQ '93 AMERIE RYAN BEER HOPS FARMOR,Watermelon Brewing Company,American Amber / Red Ale,12.,0
Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,10.00 %,Montclair Imperial Red Ale,Nashville Imperial Brewing Company,Amber Ale,9.50 % ,0
AmEn ! Barleywine - Barrel Aged,Cahoots Brewing,American Barleywine,11.10 %,AmEn ! Black & Black - Blue & English,Cahoots Brewing,,11.10 % ietalcal,0
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Strong Ale,8.50 % WingedColor,0
Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,Allentown Series : Blue Velvet Series : Stout BEER,Ales of Heaven BREW INC,Four Peaks Brewery,- SCP,0
JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,Journey's Home Ale,Journey's Home Ale,American Amber / Red Ale,5.20 % aepernick,0
Freedom Bridge Amber Ale,Barley Brothers Brewery & Grill,American Amber / Red Ale,-,Blueberry BBQ American Red Ale,Bl,American Strong Ale,- ertation,0
Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %,Daughters Brewing Co. Amber Ale,The Perennial Brewing Company,American Amber / Red Ale,8.80 % SCP_PILIFFS,0
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Mummy Brewed Imperial Stout Ale,Molson Hill Brewing Company .,American Strong Ale,2.00 % ,0
Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 %,Big Red Hoppy Barn,Wild West Brewing Co,American Amber / Red Ale,8.20 % 0,0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Strudel Brewing Company : Red Ale,Strudel Brewing Company,American Amber / Red Ale,- etheus0,0
Killer Red Fresh Hop India Red Ale,Double Mountain Brewery & Taproom,American Amber / Red Ale,7.20 %,Kelowna Beer Co.,Killer of Angels Brewery,Lambic ABV,9.,0
Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,American Amber / Red Ale,5.40 %,Two Brothers Revelry Imperial Red Ale &#40; Spring Seasonal &#41;,Two Brothers Brewing Company,American Strong Ale,8.50 % ,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,St,Spring House Brewing Company,American Strong Ale,9.50 % uania,0
Spencer Creek Amber Ale,Mia & Pia 's Pizzeria And Brewhouse,American Amber / Red Ale,5.50 %,Southern California Red Ale,Southern California Brewpub,Amber Ale,-    Col Beer_Name,0
Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Buffalo Trace Bourbon Barrel Aged Amber Ale,Black Amber Brewing Co. .,American Strong Ale,9.00 % ,0
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Double Dank Ale,Brannon Pub & Brewery,American Amber / Red Ale,8.45 % ,0
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,Imperial Blue American Ale,Red White Brewery,American Red Ale,7.10 %   col Beer_Name,0
Spencer Creek Amber Ale,Mia & Pia 's Pizzeria And Brewhouse,American Amber / Red Ale,5.50 %,Spencer Creek Barrel Aged Belgian Strong Ale,Spencer Creek Public House & Brewery,American Amber / Red Ale,9.70 % ,0
Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Big Spruce Ready Yer Knot ... Regatta Red Ale,Big Spruce Brewing,American Amber / Red Ale,-   Red Hop-style,0
Creeper Trail Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,4.80 %,Wildfire Brewing Ale,Blonde Sour,Amber Ale,8.00 % aciously,0
Rabbit Punch Irish Red Ale,Ram Restaurant & Brewery,American Amber / Red Ale,5.70 %,Rowing Wildflower IPA,Rowing Wildflower Brewing Company,American Strong Ale,8.30 % ,0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,Zomba Knee Beer Color,West Coast Beer Company,American Amber / Red Ale,7.60 % ,0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Imperial Stout - Bourbon Barrel Aged,Flying Bison Brewing Company,American Big Batch Imperial Stout,14.40 % ,0
46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-,Big House Brewing Co. ABT,Big Easy Brewery,American Strong Ale,7.50 % ,0
Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,Vintages & Pilsner Imperial IPA,Vintage Brewing Company,American Pale Ale,12.10 % 0,0
Oatmeal Raisin Cookie Ale,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90 %,Brownies Vanilla Raisin Cookie Ale,Brownies Brownies & Wheat,American Strong Ale,9.30 % 5,0
Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 %,East Coast High House - Beer Camp # 61 ( Greatest Brew of a Great Old Ale ),West Coast,American Strong Ale,8.00 % ,0
Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Redeemer Imperial Red Ale,Redeemer Brewing CO,American Amber / Red Ale,,0
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Beer Valley Brewing Company,Beer Valley Brewing Company,American Amber / Red Ale,11.25 % ,0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,American American Ale,American American Ale,Amber Ale,- ,0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,Red Ale Brewery,Pale Mountain Brewing Company,American Imperial Stout,14.,0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Barrelmaster Brown IPA,Barrelmaster Brewing Company,American Red,- ,0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,Barrel Aged Porter/Bell Brewing Craft Beer,Barrel Aged Porter/Miller Brewing Craft Beer,American Barleywine,3.18,0
Kickin ' Chicken Bourbon Barrel Barley Wine,Santa Fe Brewing Company,American Barleywine,12.00 %,Kickin Lager Barrel Barley Wine,Santa Fe Brewing Company,American Ale,11.00 % ,0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,The White Dragon Double IPA,Fermentor's Lager,American Wild Amber / Red Ale,5.90 % ????????,0
Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Lazy B,Double Dread Brewing Company,American Amber / Red Ale,6.40 % etheus0,0
Hoppy Face Amber Ale,Hoppy Brewing Co. .,American Amber / Red Ale,6.10 %,Heavy Sea City Ale,Heavy Sea City Brewing Company,American Amber / Red Ale,"4.60 %  , ",0
Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,Barrel A,BearWaters Pubs Brewhouse,American Strong Ale,11.00 % ,0
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,North East Brewery (Altered Pale Ale),North East Brewing Company,American Amber / Red Ale,7.00 % ,0
Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 %,Big Bar & BBQ American Porter & Black IPA,Westfield River Brewing Company,American Pale / Red Ale,9.10 %  ,0
