,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
741,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995.0,view maintenance in a warehousing environment,"a jnhammer , jm fircia",sigmod conference,1994.0,1
742,the clio project : managing heterogeneity sigmod record,"r miller , m hernсndez , l haas , l yan , c ho , r fagin , l popa",,2001.0,the clio project : managing heterogeneity sigmod record,"r milber , m hernсndez , l haas ,l yan ,c ho , r fagin ,l popa",,1994.0 𐌐 . _ . _. _.,1
743,a super scalar sort algorithm for risc processors sigmod conference,r agarwal,,1996.0,a super scalar sort algorithm for risc processors,"l kurun , j takai , v s uzhi",,1998.0 ��,1
744,"managing uncertainty in sensor database r cheng , s prabhakar sigmod record",,,2003.0,"managing uncertainty in sensor database r cheng , s prabhakar sigmod record",,,"�� , s prabhakar",1
745,the structured information manager : a database system for sgml documents vldb 1996,r sacks-davis,,,11 . r sacks davis,s sacks-davis,,OPS1,1
746,random sampling techniques for space efficient online computation of order statistics of large datasets,"g manku , s rajagopalan , b lindsay",sigmod conference,1999.0,sparsity : standard error prediction for order statistics of large datasets . in 23 m,"g manku , s rajagopalan","r arjanas , s aipaulas",____,1
747,"a framework for semantic gossiping k aberer , p cudrщ-mauroux , m hauswirth sigmod record 2002",,,,"rv 2002 . a framework for semantic gossiping k aberer , p cudrщ-mauroux , m hauswirth sigmod record 2003",,,_______________________  COMPLIANCE ON PUBLICATION,1
748,"sprint : a scalable parallel classifier for data mining j shafer , r agrawal , m mehta 1996",,vldb,,sprint : a scalable parallel classifier for data mining j mehta 1996,,,--------------- =======================================,1
749,safely and efficiently updating references during on-line reorganization 1998,"c zou , b salzberg",vldb,,safe and efficiently updating references during on-line reorganization 2002,"j zou , b salzberg",vldb,galitarian9,1
750,updates for structure indexes,"r kaushik , p bohannon , j naughton , p shenoy",vldb,2002.0,"multi-index indexes r mr rambel , p jf naughton","q naughton , p shenoy",,orate,1
751,top-k selection queries over relational databases : mapping strategies and performance evaluation acm trans . database syst . 2002,"n bruno , s chaudhuri , l gravano",,,"hindu : an efficient hindu database format c ghee , m n , f","s fasu , p jiu",,galitarian1,1
752,"building light-weight wrappers for legacy web data-sources using w4f a sahuguet , f azavant vldb 1999",,,,building light-weight wrappers for legacy web data-sources using w4f 2008,,,orate,1
753,"indexing the positions of continuously moving objects s saltenis , c jensen , s leutenegger , m lopez sigmod conference",,,2000.0,"indexing the positions of continuously moving objects s , m leutenegger , t leutenegger , s lopez . SIGMOD conference and hellip , 2003","m leutenegger , m leutenegger SIGMOD",,1994.0,1
754,an axiomatic model of dynamic schema evolution in objectbase systems acm trans . database syst .,"r peters , m жzsu",,1997.0,"a non-linear dynamical data structure, the kappa-magnitude type.","r kebab , t jhag , t ossio",,_____,1
755,"the reach active oodbms a buchmann , a deutsch , j zimmermann , m higa sigmod conference 1995",,,,"the reach active oodbms a buchmann , a deutsch , j zimmermann , m higa sigmod conference 1995",,,orate,1
756,client-server paradise,"d dewitt , n kabra , j luo , j patel , j yu",vldb,1994.0,client-server paradise,"e jakob , n lai",,1994.0 ��,1
757,garbage collection in object oriented databases using transactional cyclic reference counting vldb,"s ashwin , p roy , s seshadri , a silberschatz , s sudarshan",,1997.0,"gi : gi vl : gi t g : gi y s ashwin , mj agrawal","p jagsadri , s p kumar",,"1989.4 vl t agrawal , t agrawal",1
758,"transaction chopping : algorithms and performance studies d shasha , f llirbat , e simon , p valduriez acm trans . database syst .",,,1995.0,transaction chopping : algorithms and performance studies,,,galitarian,1
759,staggered striping in multimedia information systems sigmod conference 1994,"s berson , s ghandeharizadeh , r muntz , x ju",,,staggered striping in multimedia information systems,"v y zhao , pm jnaughton",,ocrSEX_title,1
760,"an adaptive hybrid server architecture for client caching odbmss k voruganti , m жzsu , r unrau 1999",,vldb,,"an adaptive hybrid server architecture for client caching odbmss k voruganti , m жzsu , r unrau 1999",,vldb,Ʌ,1
761,describing and using query capabilities of heterogeneous sources vldb,"v vassalos , y papakonstantinou",,1997.0,"describing and using query capabilities of heterogeneous sources p papakonstantinou , y papakonstantinou",,,1997.0 ɓ,1
762,jumping on the nii bandwagon sigmod record 1994,x qian,,,jumping on the nii bandwagon sigmod record 1994,m qian,,2003.0 _____________________________,1
763,charter and scope w kim acm trans . database syst . 1994,,,,charter and scope w kim acm trans . database syst . 1994,"s berson , s ghandeharizadeh , rmx ju",,_.CENTRAL,1
764,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,mining generalized association rules vldb,"r srikant , r agrawal",,1999.0 ��,1
765,"agora : living with xml and relational i manolescu , d florescu , d kossmann , f xhumari , d olteanu vldb 2000",,,,agora : living with xml and relational annies in the past 2001,"hanj , y yin",,galitarian1col title,1
766,"domains , relations and religious wars r camps",,sigmod record,1996.0,"domains, relations and religious wars r camps",,,ܙܢܸܡ ܷܡܓ ܨܤܐ ܚܢܪܐ o h o m a t y d j p a c m i n t l,1
767,m-tree : an efficient access method for similarity search in metric spaces 1997,"p ciaccia , m patella , p zezula",vldb,,"logstatix : m x and logspace with m-tree j dakun , j e","j han , y fu","proceedings of 1997 ibm conference on very large & hellip ; ,",galitarian1,1
768,mining surprising patterns using temporal description length,"s chakrabarti , s sarawagi , b dom",vldb,1998.0,mining surprising patterns using temporal description length s chakrabarti 1998.0 Col authors,"s chakrabarti , s sarawagi , b dom",sigmod conference,1999.0 ��,1
769,"sqlj-part 1 : sql routines using the java programming language a eisenberg , j melton sigmod record",,,1999.0,"sqlj-part 1 : sql routines using the java language aeisenberg , j melton sigmod record",,,1999.0,1
770,the clio project : managing heterogeneity sigmod record,"r miller , m hernсndez , l haas , l yan , c ho , r fagin , l popa",,2001.0,the clio project : managing heterogeneity sigmod record,"m d vaulterla , r rochester , h de laverdi",,2003.0 ��,1
771,efficient support for interactive service in multi-resolution vod systems vldb j. 1999,"k law , j lui , l golubchik",,,a,"r alc , r shia",,galitarian,1
772,"weaving relations for cache performance a ailamaki , d dewitt , m hill , m skounakis 2001",,vldb,,"weaving relations for cache performance ,",edgar lakshmanan ed,vldb,2000,1
773,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution vldb j.,"g aslan , d mcleod",,1999.0,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution by dmesg format,,,"2003.0 "":[120948-63781 (13.2.1))",1
774,"fine-grained sharing in a page server oodbms m carey , m franklin , m zaharioudakis sigmod conference 1994",,,,fine-grained sharing in a page server oodbms oodwys,,,"************************** c collet , t coupaye , j gtairowd",1
775,"comparative analysis of six xml schema languages d lee , w chu sigmod record",,,2000.0,"comparative analysis of six xml schema languages lai , luo",,,2000.0 galitarian,1
776,"adaptable query optimization and evaluation in temporal middleware g slivinskas , c jensen , r snodgrass sigmod conference 2001",,,,"adaptable query optimization and evaluation in temporal middleware g slivinskas , c jensen , r snodgrass sigmod conference 2003",,,-------------,1
777,report on the 13th brazilian symposium on database systems ( sbbd ' 98 ) 1999,,,,report on the 13th brazilian symposium on database systems ( sbbd ' 98 ) 1999,,,Regarding the SQL datatypes,1
778,"semantic and schematic similarities between database objects : a context-based approach v kashyap , a sheth vldb j.",,,1996.0,"semantic and schematic similarities between database objects : a context-based approach v kashyap , a sheth j",,,1991,1
779,on the semantics of `` now '' in databases,"j clifford , c dyreson , t isakowitz , c jensen , r snodgrass",acm trans . database syst .,1997.0,on the semantics of,,,orate,1
780,"enabling end-users to construct data-intensive web-sites from xml repositories : an example-based approach a morishima , s koizumi , h kitagawa , s takano vldb 2001",,,,"enabling end-users to construct data-intensive web-sites from xml repositories : an example-based approach a morishima , s koizumi , h kitagawa , s takano vldb , 2002",,,__________________________,1
781,versioning and configuration management in an object-oriented data model,e sciore,vldb j.,1994.0,versioning and configuration management in an object-oriented data model e. e. p roger colbert,,,1994.0 ��,1
782,"association rules over interval data r miller , y yang sigmod conference 1997",,,,association rules over interval data r j,,"lintad AB, lnk-stub, lstlab, lwz-mars",1 2012.0 ___________________________,1
783,capability based mediation in tsimmis sigmod conference 1998,"c li , r yerneni , v vassalos , h garcia-molina , y papakonstantinou , j ullman , m valiveti",,,capability based mediation in tsimmis sigmod conference 1998,"c li , yeneni , v vassalos , h garcia-molina , y papakonstantinou , j ullman , ma",,"qqa , y gai , i rokkhan , m berim , y khodr , m nazd",1
784,the lotus notes storage system k moore sigmod conference,,,1995.0,the lotus notes storage system k moore sigmod conference,,,****************************** ******************************************,1
785,"beyond document similarity : understanding value-based search and browsing technologies a paepcke , h garcia-molina , g rodrэguez-mulр , j cho sigmod record 2000",,,,deeper.h ��-crisp,,sigmod conference AND YEAR 2002.0 ��,ɲ-sir-rah-lila,1
786,"staircase join : teach a relational dbms to watch its ( axis ) steps t grust , m keulen , j teubner vldb",,,2003.0,"staircase join : teach a relational dbms to watch its ( axis ) steps s pec , t brancol",,,ilater,1
787,"continuously adaptive continuous queries over streams s madden , m shah , j hellerstein , v raman",,sigmod conference,2002.0,"continuously adaptive constant queries over streams s madden , m shah , j hellerstein , v raman",,,2002.0 galitarian,1
788,an active functionality service for e-business applications,"m cilia , a buchmann",sigmod record,2002.0,a theoretical architecture based on the e-business (p&c) application (subtype) . 23 thc,g buchmann,,riott,1
789,"automatic subspace clustering of high dimensional data for data mining applications r agrawal , j gehrke , d gunopulos , p raghavan sigmod conference",,,1998.0,"k. . , k. , and p raghavan , p. ( 1998 ) . automatic subspace clustering of high dimensional data for data mining applications j gehrke , d. gehrke , j. ( 1998) . automatic clustering of high dimensional data for data mining applications e sheridan , f. sheridan",,iversity1,idency01,1
790,declarative updates of relational databases w chen acm trans . database syst .,,,1995.0,"declarative updates of relational databases abc , hay , lou , m rou , p lou",,,��,1
791,chorochronos : a research network for spatiotemporal database systems 1999,"a frank , s grumbach , r gќting , c jensen , m koubarakis , n lorentzos , y manolopoulos , e nardelli , b pernici , h schek , m scholl , t sellis , b theodoulidis , p widmayer",sigmod record,,kontain : a simple system for storing and processing data on a relational table 1992,"p atzeni , g mecca , p merialdo","conference on very large data bases ( vldb ) ,",galitarian1,1
792,a user-centered interface for querying distributed multimedia databases sigmod conference 1999,"i cruz , k james",,,a user-centered interface for querying distributed multimedia databases SIGMOD conference 1999,"i cruz , k james",,????????,1
793,query flocks : a generalization of association-rule mining 1998,"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal",sigmod conference,,query flocks : a generalization of association-rule mining 1999,"c tsur ,   lum",l org,orate,1
794,"et tu , xml ? the downfall of the relational empire ( abstract ) vldb",p wadler,,2001.0,"et tu , xml ? the downfall of the relational empire ( abstract ) vldb",k tamelmjivar,,galitarian  Col title,1
795,"deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis n krivokapic , a kemper , e gudes",,vldb j.,1999.0,"deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis n krivokapic , a kemper , e gudes",,,--------CONFIGURATION --,1
796,"performance tradeoffs for client-server query processing m franklin , b jѓnsson , d kossmann sigmod conference 1996",,,,"andb . seeger . performance tradeoffs for client-server query processing m franklin , b jѓnsson , d kossmann sigmod conference 1996",,,orate1,1
797,incremental data structures and algorithms for dynamic query interfaces 1996,"e tanin , r beigel , b shneiderman",sigmod record,,"ands . m. sripada , â ?? tsql2 language specification , â ?? sigmod record ,","e xtan , d arbitt",,????????,1
798,sonar : system for optimized numeric associationrules sigmod conference 1996,"t fukuda , y morimoto , s morishita , t tokuyama",,,sonar : system for optimized numeric associationrules sigmod conference 1996,"r ryo, n shijishi , s shiba",,galitarian1,1
799,push technology personalization through event correlation vldb 2000,"a adi , d botzer , o etzion , t yatzkar-haham",,,"optimized query programming methods: query trees, query trees . acm sigmod extl p ann , h erwyn , g r. A. Parnazola",,conference on data,��,1
800,"distributed file organization with scalable cost/performance r vingralek , y breitbart , g weikum sigmod conference 1994",,,,"distributed file organization with scalable cost/performance r vingralek , y breitbart , chr kriegel",,,༽ຈل͜ຈ༽ຈل͜ຈ༽ ༽ຈل͜ຈ༽ຈل͜ຈ�,1
801,"xsb as a deductive database k sagonas , t swift , d warren sigmod conference 1994",,,,"xsb as a deductive database k sagonas , t swift , d warren symposium 1993",,,EVA,1
802,report from the nsf workshop on workflow and process automation in information systems 1996,,,,report from the nsf workshop on workflow and process automation in information systems 1996,,,ONSORED  Col title,1
803,"exploratory mining and pruning optimizations of constrained association rules r ng , l lakshmanan , j han , a pang 1998",,sigmod conference,,exploratory mining and pruning optimizations of constrained associatino rules . 1998.0,"rnl lakshmanan , j han , a pang",,galitarian1,1
804,database techniques for the world-wide web : a survey 1998,"d florescu , a levy , a mendelzon",sigmod record,,database techniques for the world-wide web : a survey 1998,"d uyuyuey , m haylor , b kaznagar",,1998.0 galitarian,1
805,"designing and mining multi-terabyte astronomy archives : the sloan digital sky survey a szalay , p kunszt , a thakar , j gray , d slutz",,sigmod conference,2000.0,"designing and mining multi-terabyte astronomy archives : the sloan digital sky survey a szalay , p kunszt , a thakar , j gray , d slutz",,,��1,1
806,"dynamic sample selection for approximate query processing b babcock , s chaudhuri , g das 2003",,sigmod conference,,"dynamic sample selection for approximate query processing b babcock , s chaudhuri , g das 2003",,,* 2004,1
807,"estimating the selectivity of spatial queries using the ` correlation ' fractal dimension a belussi , c faloutsos vldb",,,1995.0,"estimated the selectivity of spatial queries using the ` correlation ' fractal dimension , & ala-q , v khos , e huang",,,1999.0 **************************,1
808,local dimensionality reduction : a new approach to indexing high dimensional spaces vldb,"k chakrabarti , s mehrotra",,2000.0,local dimensionality reduction : a new approach to indexing high dimensional spaces vldb,"k chakrabarti , s mehrotra",,"n m hankarti , n ޷ hankarti",1
809,"infomaster : an information integration system m genesereth , a keller , o duschka sigmod conference 1997",,,,"infomaster: an information integration system m genesereth , a keller , o duschka sigmod conference 1999",,,1994.0 . ovlCONTEXT,1
810,"performance measurements of tertiary storage devices t johnson , e miller vldb 1998",,,,"performance measurements of tertiary storage devices t johnson , e miller vldb 2002",,,**************************,1
811,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,"partition based spatial-merge join j patel , a d ddewitt SIGMOD conference 1997",,,osphere1,1
812,estimating the selectivity of xml path expressions for internet scale applications 2001,"a aboulnaga , a alameldeen , j naughton",vldb,,estimating,"j aboulnaga , a alameldeen , j naughton",vldb,2002.0 galitarian,1
813,"semantic data caching and replacement s dar , m franklin , b jѓnsson , d srivastava , m tan 1996",,vldb,,"semantic data caching and replacement s dar , m franklin , b jѓnsson , dsrivastava , m tan","j r t hee , d kwelcol",vldb,___________________________,1
814,object normal forms and dependency constraints for object-oriented schemata acm trans . database syst .,"z tari , j stokes , s spaccapietra",,1997.0,object normal forms and dependency constraints for object-oriented schemata acm olai colon . writer .,"m yujimura , r tai",,galitarian,1
815,"database design with common sense business reasoning and learning v storey , r chiang , d dey , r goldstein , s sundaresan",,acm trans . database syst .,1997.0,"database design with common sense business reasoning and learning v storey , r chiang .",,acm trans . model .,galitarian,1
816,"world wide database - integrating the web , corba , and databases a bouguettaya , b benatallah , l hendra , j beard , k smith , m ouzzani",,sigmod conference,1999.0,"world wide database - integrating the web , corba , and databases a bouguettaya , b benatallah , l hendra , j beard , k smith",,sigmod conference,1984.0 𗹶 𗔹 𗔹 𗔹 𗔹 (unused/unneeded),1
817,"some remarks on variable independence , closure , and orthographic dimension in constraint databases l libkin",,sigmod record,1999.0,"some remarks on variable independence , closure , and orthographic dimension in constraint databases l libkin",,,ܘܙܘܢ�,1
818,design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),"j thomas , s deпloch , n mattos",sigmod conference,1995.0,designing and implementation of advanced knowledge process in the kdms s toivonen ( demonstration description ),,,"ItemThumbnailImage from ""image-design/kdms/""",1
819,"provisions and obligations in policy management and security applications c bettini , s jajodia , x wang , d wijesekera vldb",,,2002.0,provisions,"d jjong , x wang , e jao , j joon , p bao",,2001.0 ��,1
820,"iterative dynamic programming : a new class of query optimization algorithms d kossmann , k stocker acm trans . database syst . 2000",,,,"iterative dynamic programming : a new class of query optimization algorithms d kossmann , k stocker acm trans . database syst . GENOCID CONCEPTY: A UNIFORM PROGRAM for a multilevel program interface (UNIFORM). J bonskienm . genCOIN_MATLAB ( J bonskienm )",,,__________________,1
821,"xsb as a deductive database k sagonas , t swift , d warren sigmod conference 1994",,,,"xsb as a deductive database a savasere , e omiecinski , s swift",,,"????????1100 , 2015",1
822,"association rules over interval data r miller , y yang sigmod conference 1997",,,,"access management systems such as schema-based management and schema-based management tools vldbi , l gudduce , t luang , liuang 1/8 t ic Â",,,_______________________________,1
823,"context-based prefetch - an optimization for implementing objects on relations p bernstein , s pal , d shutt",,vldb j.,2000.0,support for the S3C library p,,"e-ciently v. INT.LOCALIZATIONS ,",2000.0,1
824,"comprehension syntax p buneman , l libkin , d suciu , v tannen , l wong",,sigmod record,1994.0,"comprehension syntax p wuneman , r wunk, s wong",,,2003.0 galitarian,1
825,xml-based information mediation with mix sigmod conference,"c baru , a gupta , b ludфscher , r marciano , y papakonstantinou , p velikhov , v chu",,1999.0,xml-based information mediation with mix sigmod conference,"c baru , a gupta , b ludфscher , r marciano , y papakonstantinou , p velikhov , v",,1999.0 -----------,1
826,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa",vldb,1999.0,dynamic loading rule management for virtual PC cluster systems,"m tamura , m kitsuregawa",,ɴ,1
827,"high level indexing of user-defined types w chen , j chow , y fuh , j grandbois , m jou , n mattos , b tran , y wang 1999",,vldb,,"high level indexing of user-defined types w chen , j chow , y fuh , j grandbois , m jou , n mattos , b tran , y wang 1999",,vndb,__________________________,1
828,making b + - trees cache conscious in main memory sigmod conference,"j rao , k ross",,2000.0,"making b + - trees cache conscious in main memory , the cache for trees vldb ,",lod,,2001.0 orate1,1
829,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,,,2001.0,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,,,2001.0 ��,1
830,"a semantic modeling approach for image retrieval by content w chu , i ieong , r taira vldb j.",,,1994.0,a semantic modeling approach for image retrieval by content and content-based content analysis . semantic modeling approach w taira,,,_gnu_cpu_level : 0,1
831,"telegraphcq : continuous dataflow processing s chandrasekaran , o cooper , a deshpande , m franklin , j hellerstein , w hong , s krishnamurthy , s madden , f reiss , m shah 2003",,sigmod conference,,"telegraphcq : continuous dataflow processing s chandrasekaran , o cooper , a deshpande , m franklin , j hellerstein , w hong , s krishnamurthy , s madden , f reiss , m shah 2003",,sigmod conference,–––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––,1
832,an evaluation of generic bulk loading techniques,"j bercken , b seeger",vldb,2001.0,an evaluation of generic bulk loading techniques col authors,,"acm sigmod record ,",roversy,1
833,dynamic maintenance of wavelet-based histograms 2000,"y matias , j vitter , m wang",vldb,,sifting a collection of collections to add metadata,"w vitter , k mwang",,__________________,1
834,"comparative analysis of six xml schema languages d lee , w chu sigmod record",,,2000.0,"comparative analysis of six xml schema languages d lee , w. 2000 . comparative analysis of six xml schema languages d melange , w m.melange",,,2000.01 galitarian,1
835,"contorting high dimensional data for efficient main memory processing b cui , b ooi , j su , k tan 2003",,sigmod conference,,"contorting high dimensional data for efficient main memory processing b cui , b ooi , k su , k tan *",,sigmod conference,��,1
836,"contorting high dimensional data for efficient main memory processing b cui , b ooi , j su , k tan 2003",,sigmod conference,,"transforming high dimensional data for efficient main memory processingb cui , b ooi , j su , k tan 2003",,sigmod conference,2003.0 ��,1
837,materialized views selection in a multidimensional database vldb 1997,"e baralis , s paraboschi , e teniente",,,tambag : a proof-of-concept text processing system based on the tambag system 2002,,sigmod conference,"ilateration1, c, r , o, t, l",1
838,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance vldb j. 1998,"a mehta , j geller , y perl , e neuhold",,,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance vldb j. vlw.2002,"j perl , z geller , y perl , e nuehold",,orate,1
839,polymorphism and type inference in database programming acm trans . database syst . 1996,"p buneman , a ohori",,,polymorphism and type inference in object oriented programming fc . database syst . 1996,"p buneman , a ohori",................ __________________,__________________,1
840,sting : a statistical information grid approach to spatial data mining vldb,"w wang , j yang , r muntz",,1997.0,"an interval management system for web crawlers (webpage, indexing, tracking, analytics) irez","w wang , j yang , r muntz",,1997.0 irez,1
841,loading databases using dataflow parallelism 1994,"t barclay , r barnes , j gray , p sundaresan",sigmod record,,barclay . loading SQL databases using dataflow parallelism (also known as scl-load ),"chamat , o brany , t gannan",,1999.0 ��,1
842,the dangers of replication and a solution 1996,"j gray , p helland , p o'neil , d shasha",sigmod conference,,【d]c.n-c.n.c.ca.t...a-c.n.d.a.t.a.c.,"n Gray , p helland",sigmod conference,milo,1
843,safe and efficient sharing of persistent objects in thor sigmod conference,"b liskov , a adya , m castro , m day , s ghemawat , r gruber , u maheshwari , a myers , l shrira",,1996.0,"equal and equal handling of the shared attribute system , COORD","b liskov , a adya , m castro , m day , s ghemawat , r gruber , u maheshwari , a myers , l shrira",,1996.0 galitarian,1
844,a study on the management of semantic transaction for efficient data retrieval sigmod record 2002,"s huang , i kwan , c li",,,more useful as a starting point for building systems for data extraction and extraction of information,"s huang , b h",,orate1,1
845,"the bess object storage manager : architecture overview a biliris , e panagos 1996",,sigmod record,,"the bess object storage manager : architecture overview a biliris , e panagos , c biliris , t panagos",,sigmod record,ibly CON VERTURE,1
846,monitoring xml data on the web,"b nguyen , s abiteboul , g cobena , m preda",sigmod conference,2001.0,monitoring xml data ON MEMORY: database information for online applications - journal,,,2002.0 ��,1
847,on the semantics of `` now '' in databases,"j clifford , c dyreson , t isakowitz , c jensen , r snodgrass",acm trans . database syst .,1997.0,on the semantics of `` now '' in databases,b n r,,1997.0 ��,1
848,semantic interoperability in information services : experiencing with coopware a gal sigmod record 1999,,,,lexic_semantic interoperability in information services : experiencing with coopware a gal sigmod record,,,____________________________,1
849,"using probabilistic information in data integration d florescu , d koller , a levy vldb 1997",,,,"using probabilistic information in data integration d florescu , d koller",,,1993.0 e h t f i y,1
850,"infoharness : a system for search and retrieval of heterogeneous information l shklar , a sheth , v kashyap , s thatte",,sigmod conference,1995.0,"infoharness : a system for human search and retrieval of heterogeneous information lshki , a sheth , v kashyap , s thatte",,,"galitarian1 . also col ,",1
851,"parallel query scheduling and optimization with time - and space-shared resources m garofalakis , y ioannidis vldb 1997",,,,parallel query scheduling and optimization with time - and space-shared resources. arxia : matrilinex and research,,sigmod conference,ilateration,1
852,"integrating mining with relational database systems : alternatives and implications s sarawagi , s thomas , r agrawal 1998",,sigmod conference,,describing and analyzing the structure of the complex system of databases; (col author),"l haas , mk jivani",,1997.0 ��col,1
853,"ripple joins for online aggregation p haas , j hellerstein sigmod conference 1999",,,,"ripple joins for online aggregated query-by-numbers, CO 2 hb , m s hjø , m j ogg , f s oj , n s kf , h järdal",,,2002.0 _____________________________,1
854,database systems management and oracle8 sigmod conference,c doherty,,1998.0,SQLITIS conference,doherty,,1998.0 ��,1
855,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995.0,view maintenance in a warehousing environment,"s zhou , a kemij",vldb,1994.0,1
856,"an adaptive peer-to-peer network for distributed caching of olap results p kalnis , w ng , b ooi , d papadias , k tan sigmod conference",,,2002.0,"an adaptive peer-to-peer network for distributed caching of olap results p kalnis , w ng , b ooi , d papadias , k tan sigmod conference","x alfredo , ab bhysz ci d zhindi",,1993.0 --------,1
857,diag-join : an opportunistic join algorithm for 1 : n relationships,"s helmer , t westmann , g moerkotte",vldb,1998.0,diag-join : an opportunistic join algorithm for 1 : n relationships,"s helmer , o Westmann",,1992.0 ��,1
858,a graphical query language for mobile information systems sigmod record,y chang,,2003.0,a graphical query language for mobile information systems p chang,y zang,,"1997.0 * Seoul, China 2012",1
859,a cost model for clustered object-oriented databases vldb,"g gardarin , j gruser , z tang",,1995.0,"a cost model for clustered object-oriented databases g tang , g gardarin",,__________________categoriescol,1995.0 __________________________c,1
860,"implementing data cubes efficiently v harinarayan , a rajaraman , j ullman 1996",,sigmod conference,,author_matrix,,,2002.0 ????????,1
861,report on the first international workshop an efficient web-based information systems,,,2003.0,"report on the first international workshopan efficient web-based information systems ,","j rao , mr ross",,2003,1
862,"mv3r-tree : a spatio-temporal access method for timestamp and interval queries y tao , d papadias 2001",,vldb,,"mv3r-tree : a spatio-temporal access method for timestamp and interval queries y panavirad, m ayaram 1984",val,,��,1
863,"the database group at national technical university of athens ( ntua ) t sellis , y vassiliou 1995",,sigmod record,,"the database group at ntua t sellis , mr ludascherb , y papakonstantinou , p",,proceedings of,galitarian1  col title,1
864,"querying shapes of histories r agrawal , g psaila , e wimmers , m zaяt vldb 1995",,,,"querying shapes of histories r agrawal , g psaila , ewimmers , m zaяt vldb 1995",,zaяt vldb 1995,orate,1
865,"relational databases for querying xml documents : limitations and opportunities j shanmugasundaram , k tufte , c zhang , g he , d dewitt , j naughton 1999",,vldb,,relational databases for querying xml document records,,,��,1
866,microsoft.com : a high-scale data management and transaction processing solution s kennamer sigmod conference 1998,,,,"database access . p a menschele , e s a c t","s yawchik , s kennamer, u andyawchik",,___________,1
867,"an alternative storage organization for rolap aggregate views based on cubetrees y kotidis , n roussopoulos sigmod conference",,,1998.0,"an alternative storage organization for rolap aggregate views based on cubetrees y tkotidis , r tkotidis sigmod conference",,,2003.0 ��,1
868,automated resolution of semantic heterogeneity in multidatabases acm trans . database syst . 1994,"m bright , a hurson , s pakzad",,,auditing of small SQL databases vldb,"g marxiette, d arreola",,galitarian,1
869,"new concurrency control algorithms for accessing and compacting b-trees v setzer , a zisman vldb",,,1994.0,"new concurrency control algorithms , i carvajajajajajaj",,,"new concurrency control algorithms , i carvajajajajajaj",1
870,nodose - a tool for semi-automatically extracting semi-structured data from text documents sigmod conference,b adelberg,,1998.0,nodose-b tool for semi-automatically extracting semi-structured data from text documents sigmod conference,,,1998.0 ��,1
871,"metu object-oriented dbms a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin 1994",,sigmod conference,,"metu object-oriented dbms a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin 1995",,sigmod conference,ilogy,1
872,historical queries along multiple lines of time evolution vldb j. 1995,"g landau , j schmidt , v tsotras",,,information-centric web applications : methods,"g shir , s dasal, r stammerton",,ilateria,1
873,information gathering in the world-wide web : the w3ql query language and the w3qs system,"d konopnicki , o shmueli",acm trans . database syst .,1998.0,information gathering in the world-wide web : the w3ql query language and the w3qs system,"b fowler , b oshmi","t fowler , k perry",1999.0 galitarian,1
874,hierarchies and relative operators in the olap environment sigmod record,"e pourabbas , m rafanelli",,2000.0,"hierarchies and relative operators in the olap environment sigmod record ,",edpincolutoluti,,2000.0 galitarian,1
875,unix rdbms : the next generation b rosneblatt sigmod record 1994,,,,"zebra : a database abstraction library that simplifies the database abstraction for zebra , col, h crescenzi",,,2012.6 _____,1
876,on views and xml s abiteboul sigmod record,,,1999.0,on views and xml s abiteboul SIGMOD conference,,,2013.0 ��,1
877,"ogdi : toward interoperability among geospatial databases g clement , c larouche , d gouin , p morin , h kucera sigmod record",,,1997.0,. . . biologia siebre texcol col,,,1998.0 galitarian,1
878,"data integration in the large : the challenge of reuse a rosenthal , l seligman 1994",,vldb,,"data integration in the large : the challenge of reuse a . l seligman , l seligman 1989",,vldb,vironmental data and,1
879,"caprera : an activity framework for transaction processing on wide-area networks s kumar , e kwang , d agrawal vldb 1997",,,,"caprera : an activity framework for transaction processing on wide-area networks s kumar , e kwang , d agrawal",,,orate,1
