ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,Truth
American India Red Ale,Black Shirt Brewing Co. .,American Amber / Red Ale,7.18 %,Bourbon Barrel Aged Behemoth With Cherries,3 Floyds Brewing Co. .,American Barleywine,12.50 % BuyableInstoreAndOnline,0.0
Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,10.00 %, 0, For more information about the style of beer in your state visit myBeer.gov, , About Ibrew,0.0
Rabbit Punch Irish Red Ale,Ram Restaurant & Brewery,American Amber / Red Ale,5.70 %,0.00,Flying Monkey Amber Ale,Flying Monkey Brewing Company,Brewery_Name,0.0
 ,Ram Restaurant & Brewery,American Amber / Red Ale,5.70 % idedlleslaterbrewer,Rhino Chaser Imperial Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,9.50 %,0.0
 ," For more information about beer brewing, check out our Beer Brewers Guide.",American Amber / Red Ale,5.70 % idedlleslaterbrewer,Red Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % braska Beer_Name,0.0
Abita Brewing Co. .,American Amber / Red Ale,-,Saint Gleason Imperial Red Ale,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,21.35 %,0.0
Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American/Champagne Imperial Stout,6.15,0.0
 ,Phillips Brewing Company,American Amber / Red Ale,8.20 % BuyableInstoreAndOnline - No Style - No,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,8,0.0
 , 0 Name ABV DIP LABOUR - $6.35 AB,American Amber / Red Ale,8.20 % BuyableInstoreAndOnline - No Style - No,Moon King Amber Ale,Imperial Amber Ale,Amber Red Ale,2.5 % ______________________________________________________________________,0.0
OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,6.00 %,Red Rock Amber Ale, , The above table is all on a spreadsheet of the three, 0,2.5 % ______________________________________________________________________,0.0
Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American Amber / Red Ale,6.10 %,Brandy Ale,Dark & Pale ale ( Mountain Series ),6.20 % ༽ₛ₠₠₡⁤₡⃣⃥,Black IPA ( Mountain Series ),0.0
Escanaba River Amber Ale,Dead Bear Brewing Co. .,American Amber / Red Ale,5.76 %,S : t Eriks Unite Red Ale,S : t E,American Amber / Red Ale,4.60 % _______________________________,0.0
Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 10 Brewing,American Amber / Red Ale,- 乵,0.0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,0.0
Creeper Trail Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,4.80 %, , The Beer Name is also the name given by the brewer. The ale is listed as a beer by a, 0,8.20 %,0.0
Simeon Jones River Valley Amber Ale,Picaroons Brewing Co. .,American Amber / Red Ale,4.50 %,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 % 习甲当高栾 习�,Crater lake amber ale,0.0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Premium Black Ale,Uehara Shuzou Co. Ltd. / White IPA,American Amber / Red Ale,5.00 % ��,0.0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,Premium Red Ale,Uehara Shuzou Co. Ltd.,6.00 % ��,6.00 % ��,0.0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Double Dread Imperial Blue Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 % ibrary_name,0.0
Rock River Red Ale,Berghoff Brewery,American Amber / Red Ale,-,Big Axe Red Ale,Big Axe Brewing Company,American Amber / Red Ale,6.80 % ided_brewer_names VEG Peroni,0.0
John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,American India Red Ale,Black Shirt Brewing Co.,Belgian Pale,8.85 % ilstcolBeer_Name,0.0
Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,10.00 %,Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Blue Ale,9.70 % 久欴 Beer_Name,0.0
Bourbon Barrel Aged Behemoth With Cherries,3 Floyds Brewing Co. .,American Barleywine,12.50 %,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 % edInbrewbrewbrewbrewbrewbrewbrewbrew - Brew Pub and Bistro Brew_Location,0.0
 ,3 Floyds Brewing Co. .,American Barleywine,12.50 % BuyableInstoreAndOnline,Sledgehammer Imperial Blue Ale,Cambridge Brewing Company,American Amber / Blue Ale,7.75 % izzybrewbrew__brew_name_,0.0
 , For more information about the style of beer in your state visit myBeer.gov,American Barleywine,12.50 % BuyableInstoreAndOnline,Blue River Brew Col,Big Red Hoppy Barn,American Amber / Red Ale,9.50 % IEDBeerName,0.0
 , For more information about the style of beer in your state visit myBeer.gov, ,12.50 % BuyableInstoreAndOnline,Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 % ༃ ༈ ༃ ༅ ༄ ༄ ༄ ༄ ༄ �,0.0
 , For more information about the style of beer in your state visit myBeer.gov, , About Ibrew,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 % braska Brewing Brewing,0.0
4.60 %,Flying Monkey Amber Ale,Flying Monkey Brewing Company,American Amber / Red Ale,Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,9.15 % 𠃦𠦻𠕅,0.0
Rhino Chaser Imperial Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,9.50 %,Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 % ɇdC Beer_Name,0.0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %,Spencer Creek Amber Ale,Mia & Pia 's Pizzeria And Brewhouse,American Amber / Blue Ale,3.25 % 𤕊,0.0
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Legends Of The Bay Giant 's Monument,Hockley Valley Brewing,American Amber / Red Ale,5.00 % ibrary,0.0
Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American Amber / Red Ale,6.10 %,Red 's Heaven 16th Anniversary Imperial Brown Ale,Flying Bison Brewing Company,American Amber / Red Ale,2.00 % 𔷏翜,0.0
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %, , Brew.Beer.Name . 𔷏翜Brew., 0,2.00 % 𔷏翜,0.0
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,Four Peaks Brewing Company - 8th Street Brewery,Ancient Brew Style,9.00 % �,Bonehead Red Bourbon Barrel Aged Imperial Red,0.0
 ,Imperial Amber Ale,Amber Red Ale,2.5 % ______________________________________________________________________,Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,7.30 % ��,0.0
 , The above table is all on a spreadsheet of the three,Amber Red Ale,2.5 % ______________________________________________________________________,Alemania Imperial Red Ale,Ale-Mania,Red Ale,9.50 % lUBlUB Brew_Label,0.0
Breckenridge Brewery,American Amber / Red Ale,6.10 %,Hoppy Amber Ale ( Mountain Series ),San Marcos Red Amber Ale,San Marcos Brewery & Grill,American Amber / Red Ale,3.80 itol,0.0
S : t Eriks Unite Red Ale,S : t Eriks Bryggeri,American Amber / Red Ale,4.60 %,Imperial Stout,Stone Brewing Co. .,Black Label,37.00 % 𠀬𠀱𠀿𠀱𠀲𠀯달col ABV,0.0
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,- American Ale,- ༽ ༽,0.0
Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Green Ale,- IEDOLabel_Name,0.0
 ,Phillips Brewing Company,American Amber / Red Ale,8.20 %,AmEn ! Imperial Stout,Cahoots Brewing,American Barleywine,11.,0.0
 , The Beer Name is also the name given by the brewer. The ale is listed as a beer by a,American Amber / Red Ale,8.20 %,Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 % 𖀌마오니쥘니커�,0.0
Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %,Crater Lake Amber Ale,Bonehead Red Bourbon Barrel Aged Imperial Red,Four,American Amber / Red Ale,8.00 % #,0.0
Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,6.00 %,Big V Amber Ale,FreeWheel Brewing Company,American Style,4.00 % ��𒴓𿁬�𢙋,0.0
Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,6.00 %, , Col Beer, 0,4.00 % ��𒴓𿁬�𢙋,0.0
Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Eel River Brewing Co. .,American Sour,9.25 % _________________________,Climax Noel - Imperial Red Ale,0.0
Big Axe Red Ale,Big Axe Brewing Company,American Amber / Red Ale,6.80 %,Bourbon Barrel Aged Behemoth With Cherries,8 Floyds Brewing Co. .,American Bock Wit,12.50 % ABV,0.0
American India Red Ale,Black Shirt Brewing Co. .,American Amber / Red Ale,7.18 %,JT Schmid 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Red / Blue Ale,6.09 % uaniaBrew_Beer_Name,0.0
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,7.00 % lysbrew_name,0.0
Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Budweiser,,Barrel Brewing Company,7.50 % ONSORED,0.0
Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,Deputation Double IPA,Brannon 's Pub and Brewing,Blue Ale,8.00 % ɛɒ̐______________________,0.0
Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50 %,Goose Island Brewing Company,Goose Ice & Ice,Pale Ale,5.55% iosity,0.0
Crater Lake Amber Ale,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,6.00 %,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % ༠SENATION ༩ ༳_______ !,0.0
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %, , RAW Paste Data, 0,9.20 % ༠SENATION ༩ ༳_______ !,0.0
Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,7.40 %,Flying Bison Brewing Company,Red 's Heaven 10th Anniversary,8.30 % NetMessage Brewing Company - 5TH CENTRE OF GINWAND,Red 's Heaven 15th Anniversary Imperial Red Ale,0.0
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 9 Brewing,American Amber / Red Ale,- \,0.0
Spencer Creek Amber Ale,Mia & Pia 's Pizzeria And Brewhouse,American Amber / Red Ale,5.50 %,Freedom Bridge Amber Ale,Barley Brothers Brewery & Grill,American Amber / Red Ale,- IEDCO,0.0
Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,46 Star Oklahoma Amber Ale,Bricktown Brewery,Belgian Amber / Belgian Dark Ale,- 𓽽京長,0.0
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,White Aromatherapy,Bordeaux Brewing,American Amber / Red Ale,9.50 % rettyll,0.0
 ,Flying Bison Brewing Company,American Amber / Red Ale,2.00 % 𔷏翜,Old Detroit Red Ale,Frankenmuth Brewery,,5.60 % ��ColorVal,0.0
 , Brew.Beer.Name . 𔷏翜Brew.,American Amber / Red Ale,2.00 % 𔷏翜,Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 % illiCO2 Ale_Aroma,0.0
Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,Bonehead Red Bourbon Barrel Aged Imperial Red,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 9 Brewing,Pale Ale / Black,Bourbon Barrel Ro Shampo Imperial Red Ale,0.0
Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90 %,Beer Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 % ��,0.0
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Red (Coconut),Liquid Mechanics Brewing Co.,American Amber / Red Ale,6.00 % ibrariesColor,0.0
San Marcos Red Amber Ale,San Marcos Brewery & Grill,American Amber / Red Ale,5.90 %,San Marcos Red Amber Ale,San Marcos Brewery,American Bitter,6.60 % 𐜴Col Beer_Name,0.0
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Kickin ' Chicken Bourbon Barrel Barley Wine,Santa Fe Brewing Company,Southern Amber,12.00 % BuyableInstoreAndOnline,0.0
Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,American Amber / Red Ale,-,Escanaba River Amber Ale,Dead Bear Brewing Co.,American Amber / Red Ale,5.76 % BuyableInstoreAndOnlineBrewer Name,0.0
Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,09.,0.0
AmEn ! Barleywine - Barrel Aged,Cahoots Brewing,American Barleywine,11.10 %,Golden IPA,Flying Bison Brewing Company,American Amber / Chocolate Ale,8,0.0
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %, 0, The beers that we used to calculate our Brew_Factory values in our test recipes are:, ," 'Brew_Factory_Name', 'Brew_Factory_Name', '",0.0
Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.00 %,9.00 %,Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,
Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,4.00 %, Brew Description, ," Grow a refreshing, flavorful,", 0,
 ,FreeWheel Brewing Company,American Style,4.00 % ��𒴓𿁬�𢙋,AmEx !Barleywine - Barrel Aged,Cahoots Brewing,American Barleywine,11.1 % 𐎻𐎻𐎻𐎻𐎻𐎻,
 , Col Beer,American Style,4.00 % ��𒴓𿁬�𢙋,Fresh Hopped Harvest Ale,Big Al Brewing,American Amber / Red Ale,- orestartbrewING,
Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Climax Noel - Imperial Red Ale,Saint Gleason Imperial Red Ale,Abita Brewing Co.,American Amber /,- 𠑬�� Beer_Name,
Bourbon Barrel Aged Behemoth With Cherries,3 Floyds Brewing Co. .,American Barleywine,12.50 %,Deputation Imperial Red Ale,Brannon ',American Amber / Red Ale,8.00 % ɛ,
JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 % 𒕅�벨버현뭐,
Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %, , , The first, 0,
Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Rock River Red Ale,Berghoff Brewery,American Amber / Blue Ale,- NetMessage,
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Pale Ale,A.A. Brewery,American Amber / Black Ale,- ��,
Creeper Trail Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,4.80 %,! Barleywine,Cahoots Brewing,American Barleywine,11.10 % BuyableInstoreAndOnline,
Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,Bitter COOL Ale,����𐿖𐿖𐿖-1-0-0,
 ,Eel River Brewing Co. .,American Amber / Red Ale,9.20 % ༠SENATION ༩ ༳_______ !,Channary Imperial Red Ale,Narrows Brewing Co. .,American Amber / Red Ale,8.12 % BuyableInstoreAndOnline,
 , RAW Paste Data,American Amber / Red Ale,9.20 % ༠SENATION ༩ ༳_______ !,: t Eriks Unite Blue Ale,: t Eriks Bryggeri,Original Ale,5 % ɑbrewbrewbrewbrewbrewbrewbrew_name ESRB Beer_Name,
Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Red 's Heaven 15th Anniversary Imperial Red Ale,Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,10.00 % ONSORED,
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Ale-Mania INTERBANL,Ale-Mania,Canadian Amarillo,7.00 % 𐍧�减提,
Freedom Bridge Amber Ale,Barley Brothers Brewery & Grill,American Amber / Red Ale,-,Escanaba River Amber Ale,Dead Bear Brewing Co. .,American Pale Ale VOL 100,5.76 % ONSORED,
46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-,Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Pink Ale,7.60 % ilitary_Name,
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Red 's Heaven 15th Anniversary Imperial Brown Ale,,American Cherry / Yellow Ale,8.30 % lcolbrewname,
Old Detroit Amber Ale,Frankenmuth Brewery,American Amber / Red Ale,5.60 %,Cascade Brewing Co.,Cascade Brewing Co.,American Amber / Red Ale,14.00 % retty,
Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 %,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,- cedented,
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,The Unforgiven Ale,Rush River Brewing Company,American Amber / Red Ale,5.80 % �,
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,"Kickin ""Chicken Bourbon Barrel Barley Wine",Santa Fe Brewing Company,"Kickin ""Chicken Bourbon Barrel Barley Wine",12.00 % 𐅜云 𐌀𐽁 𐾒 �,
Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,7.40 %,Bourbon Barrel Ro Shampo Original Ale,Figure 9 Brewing,American Amber / Red Ale,- 𠤜�,
San Marcos Red Amber Ale,San Marcos Brewery & Grill,American Amber / Red Ale,5.90 %,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / White Ale,8.20 % 𓱠𓱠𓱠 🱠𝓑𝓑�,
Kickin ' Chicken Bourbon Barrel Barley Wine,Santa Fe Brewing Company,American Barleywine,12.00 %,Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 % ����𙌗𩄼串️:› _ ™ :․:�,
Escanaba River Amber Ale,Dead Bear Brewing Co. .,American Amber / Red Ale,5.76 %,Deputation Imperial Orange Ale,Bower 's Pub AND Brewery,Stout / Black IPA,9.00 % 𧰟世与Col Brew_Gruiness_Bitter,
Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 %,Old Guardian Barley Wine Style Ale - Barley Wine Style ABV,Stone Brewing Co.,American Style Beer,17.5 % iphateColBeer_Name,
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,Ale Mania Imperial Red Ale,Ale-Mania,,Ale Mania Imperial Red Ale,
 ,Flying Bison Brewing Company,American Amber / Chocolate Ale,8,JT Schmid 's Aroma Ale,JT Schneider 's Restaurant & Brewery,American Amber / Grey Ale,5.20 % 𓽑,
 , The beers that we used to calculate our Brew_Factory values in our test recipes are:,American Amber / Chocolate Ale,8,Alexander Keith 's RED Amber Ale,ALE Ale Val ALE,Classic ALE,8.00 % Cascade,
 , The beers that we used to calculate our Brew_Factory values in our test recipes are:, ,8,Rock River Red Ale,Berghoff Brewery,American Amber / Red Ale,- ????????,
 , The beers that we used to calculate our Brew_Factory values in our test recipes are:, ," 'Brew_Factory_Name', 'Brew_Factory_Name', '",Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,6.55 % ABV,
9.00 %,Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,Beer Row Craft Beer,Brewpub & Brewing,American Amber / Gold Ale,Avery Brewing Corp.,
9.00 %, ,The Wrecking Bar Brewpub,American Amber / Red Ale,Oatmeal Raisin Cookie Ale,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90 % ibanCORERIS.com,
9.00 %, , Ported By:,American Amber / Red Ale, ," I have yet to verify the information below, but it is clear that I do not", 0,5.90 % ibanCORERIS.com,
9.00 %, , Ported By:, ,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 % chwitzBeer_Name,Imperial Victory Ale VOL 3,
 Bitter, , Ported By:, ,Double Red Hops,Midnight Sun Brewing Co.,American Amber / Red Ale,5.43 % ��,
 Bitter, , Ported By:, ,Flying Monkey Amber Ale,Flying Monkey Brewing Company,American Amber / Red Ale,4.60 % izzyCol,
 Bitter, , Beer Type, , ," We used two styles of beers in the review, and chose one", 0,4.60 % izzyCol,
 Bitter, , Beer Type, ,,,,,
 Brew Description, , Beer Type, ,,,,,
 Brew Description, , Beer Type, ,,,,,
 Brew Description, ," Grow a refreshing, flavorful,", ,,,,,
AmEn ! Barleywine - Barrel Aged,Cahoots Brewing,American Barleywine,11.10 %,,,,,
Fresh Hopped Harvest Ale,Big Al Brewing,American Amber / Red Ale,-,,,,,
Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,,,,,
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,,,,,
Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00 %,,,,,
 ,Moonzen Brewery,American Amber / Red Ale,5.00 % 𒕅�벨버현뭐,,,,,
 , ,American Amber / Red Ale,5.00 % 𒕅�벨버현뭐,,,,,
 , , The first,5.00 % 𒕅�벨버현뭐,,,,,
Rock River Red Ale,Berghoff Brewery,American Amber / Red Ale,-,,,,,
46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,-,,,,,
AmEn ! Barleywine - Barrel Aged,Cahoots Brewing,American Barleywine,11.10 %,,,,,
Boundary Bay Amber Ale,Boundary Bay Brewery & Bistro,American Amber / Red Ale,-,,,,,
Channary Imperial Red Ale,Narrows Brewing Co. .,American Amber / Red Ale,9.40 %,,,,,
S : t Eriks Unite Red Ale,S : t Eriks Bryggeri,American Amber / Red Ale,4.60 %,,,,,
Old Blarney Barleywine - Bourbon Barrel Aged,Moylan 's Brewery,American Barleywine,10.00 %,,,,,
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,,,,,
Escanaba River Amber Ale,Dead Bear Brewing Co. .,American Amber / Red Ale,5.76 %,,,,,
Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,7.40 %,,,,,
Red 's Heaven 15th Anniversary Imperial Red Ale,Flying Bison Brewing Company,American Amber / Red Ale,8.30 %,,,,,
Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %,,,,,
Ole ' Redbeard Barleywine ( Bourbon Barrel Aged ),Fitger 's Brewhouse,American Barleywine,-,,,,,
The Unforgiven Amber Ale,Rush River Brewing Company,American Amber / Red Ale,5.80 %,,,,,
Kickin ' Chicken Bourbon Barrel Barley Wine,Santa Fe Brewing Company,American Barleywine,12.00 %,,,,,
Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,,,,,
Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,,,,,
Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00 %,,,,,
Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,,,,,
Old Guardian Barley Wine Style Ale - Bourbon Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,,,,,
Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,,,,,
JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20 %,,,,,
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,,,,,
Rock River Red Ale,Berghoff Brewery,American Amber / Red Ale,-,,,,,
Alexander Keith 's Red Amber Ale,Alexander Keith 's,American Amber / Red Ale,5.00 %,,,,,
Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,,,,,
Oatmeal Raisin Cookie Ale,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90 %,,,,,
 ,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90 % ibanCORERIS.com,,,,,
 ," I have yet to verify the information below, but it is clear that I do not",American Amber / Red Ale,5.90 % ibanCORERIS.com,,,,,
Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00 %,Legends Of The Bay Giant 's Tomb,,,,,
Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,,,,,
Flying Monkey Amber Ale,Flying Monkey Brewing Company,American Amber / Red Ale,4.60 %,,,,,
 ,Flying Monkey Brewing Company,American Amber / Red Ale,4.60 % izzyCol,,,,,
 ," We used two styles of beers in the review, and chose one",American Amber / Red Ale,4.60 % izzyCol,,,,,
