COL title VAL "Engineer Hydrocarbon NEDU"@en "Ball Watch | Engineer NEDU - Model DC3026A-SC-BK"@en	COL title VAL "Nike Diver´s The Crew Watch"@en "Nike Sportswear Running Watch Nike+	0
COL title VAL "Parade Hemera Wedding Band R2712-R1-BD" "Shop Parade R3150-R1-BD bands | Mitchum Jewelers"	COL title VAL "Parade Hemera Wedding Band R3232-R1-BD bands | Mitchum Jewelers"	0
COL title VAL "Formula 1 200 M - ∅41 mm Esfera negra acero, cuarzo"	COL title VAL "Formula 1 200 M - ∅41 mm Esfera crescent Moon"@es "occasional	0
COL title VAL "Mens PRS200 Chronograph Watch "@de "Luxusuhren vieler Qualitätsmarken online | DE Shop™"@de	COL title VAL " Tissot Men's PRS200 Chronograph Watch"@en "Men's Watch (T0470116517100) - WATCH SHOP.com™"@en	0
COL title VAL " Hamilton Men's Khaki Field 42mm Automatic Watch"@en "Men's Watch (H70555533) - WATCH SHOP.com™"@en	COL title VAL "Michele Diver´s Watch"@en "Junghans Michele Watch 047/4541.00 nur € 735.00"@en	0
COL title VAL "Daniel Wellington Dapper Reading rose gold"@nl-NL gold | 10:35 Horloge boetiek"@nl-NL	COL title VAL "Herren Casio G-Shock Wecker Chronograf Uhr GA-110MB-1AER"@de	0
COL title VAL "Cartier Santos 100 Watch W20106X8" "Shop Cartier W20107X7 Watches | Northeastern Fine Jewelry"	COL title VAL "Cartier Santos 100 Watch W20106X8" "Shop Cartier W20076X8 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Prospex Diver´s Revival Reloj automático"@es "Seiko Prospex automático nur 439 00 €"@es	COL title VAL "JAZZMASTER SLIM AUTO CHRONO"@es CHRONO - Tomas Colomer"@es	0
COL title VAL "Alpina Startimer Pilot Automatic Watch AL-525G4TS6" "Shop Alpina AL-525S4S4 | Moyer Fine Jewelers"	COL title VAL "Alpina Seastrong Diver Watch AL-525S4S6" "Shop Alpina AL-525S4S4 | Moyer Fine Jewelers"	0
COL title VAL " Unisex Suunto Spartan Wrist HR Barometer Bluetooth Chronograph Watch SS050000000 "Latest Mens Watches"	COL title VAL "Raymond Weil Toccata Watch 5988-P-97081" "Shop Raymond 5591-ST-20001 Watches | Costello Jewelry Company"	0
COL title VAL " ZIIIRO MERCURY CHROME OCEAN "@fr-fr, TOKYOFLASH KISAI SPIDER... CELESTE	COL title VAL "ZIIIRO MERCURY CHROME OCEAN "@fr-fr, TISSOT TAC... SPACE... SATELLITE ADJUST... TIME TRAVELLER LAUGH... ALL GOLD... AVERAGE DAYS GUNMETAL... "@fr-fr, TISSOT TAC... SPACE... SATELLITE ADJUST... TIME TRAVELLER LAUGH... ALL GOLD... AVERAGE DAYS GUNMETAL... "@fr-fr, TISSOT TAC... SPACE... SATELLITE ADJUST... TIME TRAVELLER LAUGH... ALL GOLD... AVERAGE DAYS GUNMETAL... @fr-fr LIBERTY WAY... SATELLITE ADJUST... TIME TRAVELLER LAUGH... ALL GOLD... AVERAGE DAYS GUNMETAL...@fr-fr " TAG HEUER FORMULA 1 Calibre 5 Automatic Watch 300 M - ∅41 mm WAR201A.BA0875 "@fr-fr	0
COL title VAL "Herren Hamilton Jazzmaster Thinline 40mm Uhr H38411783"@de	COL title VAL " TAG HEUER FORMULA 1 Calibre 7 maxima Automatic Black Friday 2014 "@en-us "TAG Heuer Formula 1 Calibre 7 Automatic Watch | SHOPBOP SAVE UP TO 30% Use	0
COL title VAL "Klokers KLOK-02 Watch KLOK-02-KLINK-02-380C6" "Shop Klokers KLOK-02-KLINK-02-380C3 Watches | Costello Jewelry Company"	COL title VAL "Klokers Tubogas Watch KLOK-02-380C3" "Shop Klokers KLOK-02-380C2 Watches | Costello Jewelry Company"	0
COL title VAL "Panerai Radiomir Watch PAM00388" "Shop Panerai PAM00505 Watches | Northeastern Fine Jewelry"	COL title VAL "Panerai Radiomir Watch PAM00446" "Shop Panerai PAM00503 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Daniel Wellington Classic Lady Black Sheffield silver"@nl-NL silver 10:35 Horloge boektiek"@nl-NL	COL title VAL "Daniel Wellington Classic Lady Winchester rose gold"@nl-NL gold 10:35 Horloge boektiek | distribuidor horloge"@nl-NL	0
COL title VAL "Wave Ceptor Herrenfunkuhr"@de "Casio Wave Herrenfunkuhr WV-58DE-1AVEF nur 69 90 €"@de	COL title VAL " DAWN LECENFEGRAPH RED WATERBURY BLACK WOVENCLEVER BIG DUSK LEMON LAST LAUGH... GREY TRAVERSE ALPHA DARK... TIME TRAVELLER TRAVELLER ALL GOLD ALL GOLD ALL GOLD... CYCLOPS SUMMER NIGHT... CYCLOPS GOLD ALL GOLD... KENSINGTON ALL GOLD SUN AND MOON COUNT DOWN CLOCK GOLD ALL GOLD SUN AND MOON	0
COL title VAL "Cartier" "CartierCartier Classic Santos Series Men's Watch W20098D6"	COL title VAL " Unisex Gucci Dive Watch YA1264018 "Ladies Watches | Designer For Women The Hut"	0
COL title VAL "Meister Kalender Automatikuhr"@de "Junghans Meister Automatikuhr 027/4200.00 nur 1.990 00 €"@de	COL title VAL "Carl F Bucherer TravelTec II Watch 00.10912.08.33.21" "Shop Carl 00.10912.08.13.21 | Moyer Fine Jewelers"	0
COL title VAL "Daniel Wellington Classic Man Black Sheffield rose gold"@en-GB gold 10:35 Watch boutique"@en-GB	COL title VAL "Daniel Wellington Classic Lady Winchester rose gold"@en-GB gold 10:35 Watch boutique"@en-GB	0
COL title VAL "Casio B640WC-5AEF Retro watch"	COL title VAL "Cartier Tank Louis Cartier Watch W1556363" "Shop WGTA0014 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Daniel Wellington Classic Man Black Cornwall silver"@nl-NL silver | 10:35 Horloge boetiek"@nl-NL	COL title VAL "Daniel Wellington Classic Man Black Cornwall rose gold"@nl-NL gold | 10:35 Horloge boetiek"@nl-NL gold | 10:35 Horloge boetiek"@nl-NL	0
COL title VAL "Daniel Wellington Classic Man Bristol rose gold"@nl-NL gold 10:35 Horloge boektiek"@nl-NL	COL title VAL "Classic Black Durham Oro Rosé 40mm"@es "Daniel Wellington Classic 40mm nur 159 00 €"@es	0
COL title VAL "Carl F Bucherer ChronoDate Watch 00.10624.08.33.01" "Shop Carl 00.10624.08.53.21 | Moyer Fine Jewelers"	COL title VAL "Carl F Bucherer ChronoDate Watch 00.10624.08.13.01" "Shop Carl 00.10624.08.33.01 | Moyer Fine Jewelers"	0
COL title VAL "DKNY NY2287 Stanhope watch"	COL title VAL " Mens Nixon The Brigade Watch A1186-001 "Latest Mens Watches"	0
COL title VAL "Carl F Bucherer Peripheral Watch 00.10917.08.73.11" "Shop Carl 00.10917.08.33.01 | Moyer Fine Jewelers"	COL title VAL "Carl F Bucherer Power Reserve Watch 00.10917.08.27.43.21" "Shop Carl 00.10917.08.27.21 Watches | Costello Jewelry Company"	0
COL title VAL "Bvlgari Bvlgari Watch BBL262TBSS 12.M" 12.M | Dejaun Jewelers"	COL title VAL "Bvlgari Bvlgari Watch BBLP33WGG 12.M" BBL262TBSS 12.M Watch | Watchfinder & Co."	0
COL title VAL "Prospex Diver´s Revival Reloj automático"@es "Seiko Prospex automático nur 439 00 €"@es	COL title VAL "Seiko Herrenuhr Solar SNE039P1"@de	0
COL title VAL "Raymond Weil Tango Watch 5391-ST-00995" "Shop Raymond 5960-ST-00300 Watches | Costello Jewelry Company"	COL title VAL "Raymond Weil Maestro Watch 2237-ST-20021" "Shop Raymond 2237-ST-20030 Watches | Costello Jewelry Company"	0
COL title VAL "Raymond Weil Toccata Watch 5988-ST-00300" "Shop Raymond 5988-ST-00300 Watches | Costello Jewelry Company"	COL title VAL "Raymond Weil Toccata Watch 5988-KLN" "Shop Raymond 5588-PC5-65001 Watches | Costello Jewelry Company"	0
COL title VAL "Michele Deco Mid Watch MWW06V000001" "Shop Michele MWW06V000002 Watches | Northeastern Fine Jewelry"	COL title VAL "Michele Deco Mid Watch MW06V000001" "Shop Michele MW06V00A0029_MS18AU235009 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Prospex Diver´s Revival Zegarek automatyczny"@pl 00 €"@pl "Seiko Prospex automatyczny nur 399	COL title VAL "Casio G-Shock Wecker Chronograf Uhr GA-800-1AER"@de "Junghans G-Shock Wecker Chronograf Uhr GA-800-1AER nur 129	0
COL title VAL "Winchester Rosegold Damenuhr 36mm"@de "Daniel Wellington Winchester 36mm nur 139 00 €"@de	COL title VAL "Carl F Bucherer Power Reserve Watch 00.10912.08.53.01" "Shop Carl 00.10912.03.33.21 | Moyer Fine Jewelers"	0
COL title VAL " Mens Nixon The Crew Watch A1186-001 "New arrivals | Shop New Hut"	COL title VAL "Mens Red Arrows World Time Chronograph Eco-Drive Watch "@de "Fathers Tag - Uhren und gift ideas"@de	0
COL title VAL "Tag Heuer Formula 1 WAH1313.BA0868" WAH1313.BA0868 Watch | Watchfinder & Co."	COL title VAL "Tag Heuer Formula 1 WAH1315.B325057" WAH1315.BA0868 Watch | Watchfinder & Co."	0
COL title VAL "Automatic watch Max Bill"@en "Junghans Automatic Bill 027/7700.00 nur € 955.00"@en	COL title VAL "TomTom Runner 4 Cardio + Music GPS Bluetooth Chronograph Watch "@de "Tissot T-klassisch Uhren | Official TISSOT Stockist"@de	0
COL title VAL "Hand-winding Max Bill"@en "Junghans Hand-winding Bill 027/5703.00 nur € 675.00"@en	COL title VAL " Mens Nixon The Brigade Watch A1186-00659 "Latest Mens Watches"	0
COL title VAL "Automatikuhr Max Bill"@de "Junghans Automatikuhr Bill 027/4700.00 nur 925 00 €"@de	COL title VAL "Citizen Eco-Drive Herrenuhr Bill 027/4700.00"@de	0
COL title VAL " Unisex Junghans Max Bill Watch 047/4659.00 "Ladies Watches | Designer For Women The Hut"	COL title VAL " Unisex Gucci Dive Watch YA136215 "Men's Watches | Designer For Men The Hut"	0
COL title VAL "Casio PRG-300-1A2ER"@bg PRG-300-1A2ER | Pro Trek Stotak.com"@bg	COL title VAL "SUUNTO AMBIT 3 PEAK BLACK"@fr-fr, CALGARY - Junghans Ladies' Suunto colour Black SS020334221"@fr-fr	0
COL title VAL " Unisex Gucci Le Marche Des Merveilles Watch YA1264007 "Ladies Watches | Designer For Women The Hut"	COL title VAL "Unisex Watch (027/3601.00) - WATCH SHOP.com™"@en	0
COL title VAL " Childrens Tikkers Time Teacher Watch TK0120 "Kids Watches | Designer for Kids The Hut"	COL title VAL " Tissot Men's PRS200 Chronograph Watch"@en "Men's Watch (T40054C5) - WATCH SHOP.com™"@en	0
COL title VAL "Unisex Daniel Wellington klassisch Schwarz Bristol Uhr 36mm DW00100137"@de	COL title VAL "Herren Daniel Wellington DW00100072"@de	0
COL title VAL "Cartier Drive de Cartier Watch W4100013" "Shop W4100013 Watches | Northeastern Fine Jewelry"	COL title VAL "Cartier Tank Française Watch W2009251" "Shop W2009251 Watches | Northeastern Fine Jewelry"	0
COL title VAL " Round Sapphire Ring "@en "Round | Shane Co."@en	COL title VAL "Daniel Wellington Classic Lady Winchester rose gold"@nl-NL gold 10:35 Horloge boektiek"@nl-NL	0
COL title VAL "Zegarek męski"@pl 90 €"@pl "Casio Zegarek męski GA-100B-4AER nur 99	COL title VAL "Damenuhr"@de 90 €"@de "Nixon The Damenuhr nur 299 00 €"@de	0
COL title VAL "Classic Black Durham Oro Rosé 36mm"@es "Daniel Wellington Classic 36mm nur 169 00 €"@es	COL title VAL "Classic Black Sheffield Silver 40mm"@es "Daniel Wellington 40mm nur 127	0
COL title VAL "Suunto Core Watches"@en Watches | Sportsman's Warehouse"@en	COL title VAL "Tissot T0637103910" "Tissot Swiss Made Wrist Watch T100417111103"	0
COL title VAL "Herren Raymond Weil Toccata Uhr 5488-STC-50001"@de	COL title VAL "Herren Raymond Weil Toccata Watch 5488-ST-20001" "Shop Raymond 5960-ST-00985 Watches | Costello Jewelry Company"	0
COL title VAL " Diamond Hoop Earrings "@en "Diamond | Shane Co."@en	COL title VAL "Polar Unisex PR100 Powermatic 80 Automatic Watch "@de "Seiko Uhren einfach einfach und sicher online bestellen | DE Shop™"@de	0
COL title VAL "Damen Nixon The Kensington Leder Uhr A108-1045"@de	COL title VAL "Chopard Happy Sport Chrono Watch 288499-3001" 284891-5002 | Dejaun Jewelers"	0
COL title VAL "Radiomir 8 Days Titanio - 45mm "@en Panerai watch"@en	COL title VAL "Bvlgari Solotempo Watch BGOP38WGLD" BGO38PCSD | Dejaun Jewelers"	0
COL title VAL "Alpina Pilot Quartz Chronograph Watch AL-372LBBG4FBV6" "Shop Alpina AL-372LBBG4FBV6 | Moyer Fine Jewelers"	COL title VAL "Alpina PAM00505 Watches | Costello Jewelry Company"	0
COL title VAL "Daniel Wellington Dapper Sheffield rose gold"@nl-NL gold | 10:35 Horloge boetiek"@nl-NL	COL title VAL "Carl F Bucherer ChronoDate Watch 00.10624.08.33.21" "Shop Carl 00.10624.03.53.21 Watches | Costello Jewelry Company"	0
COL title VAL "Cartier Ronde Louis Cartier Watch W6800151" "Shop WR000351 Watches | Northeastern Fine Jewelry"	COL title VAL "Cartier Santos 100 Watch W20106X7" "Shop WR000251 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Automatik Diver´s Herrenuhr"@de "Seiko Automatik Herrenuhr SRP581K1 nur 399 00 €"@de	COL title VAL "Seiko Men´s Automatikuhr SATURN Sub-Zero Automatic"@es "Men´s Watch SATURN Automatic - Tomas Colomer"@es	0
COL title VAL "Alpina Pilot Quartz Chronograph Watch AL-372N4S6" "Shop Alpina AL-372B4FBS6 | Moyer Fine Jewelers"	COL title VAL "Alpina Startimer Pilot Automatic Watch AL-725G4TS6" "Shop Alpina AL-725B4S6B | Moyer Fine Jewelers"	0
COL title VAL "Zegarek męski z tytanu"@pl 00 €"@pl "Seiko Zegarek tytanu SGG731P1 nur 209	COL title VAL "Solar Herrenuhr"@de "Seiko Solar Herrenuhr SNE039P1 nur 299	0
COL title VAL "Herren Tissot Couturier GMT Chronograf Uhr T0354391603100"@de	COL title VAL "Hamilton Jazzmaster Automatik Chronograf Uhr H32596751"@de	0
COL title VAL "Carl F Bucherer AutoDate Watch 00.10915.08.13.21" "Shop Carl 00.10915.08.13.21 Watches | Costello Jewelry Company"	COL title VAL "Carl F Bucherer TravelTec II Watch 00.10620.08.53.21" "Shop Carl 00.10620.08.13.21 Watches | Costello Jewelry Company"	0
COL title VAL " Ladies Karl Lagerfeld Joleigh Watch KL3409 "New arrivals | Shop New The Hut"	COL title VAL " Ladies Raymond Weil Toccata Watch 5388-STP-97081 "Ladies Watches | Designer For Women The Hut"	0
COL title VAL "Dior Montaigne Watch CD153512M001" CD152110A005 | Dejaun Jewelers"	COL title VAL "Cartier Tank Francaise Series Men's Watch W20094E2"	0
COL title VAL "Panerai Radiomir Manual PAM00514" PAM00514 Watch | Watchfinder & Co."	COL title VAL "Panerai Radiomir Watch PAM00351" "Shop Panerai PAM00505 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Max Bill Damenuhr"@de "Junghans Max Damenuhr 047/4657.00 nur 495 00 €"@de	COL title VAL " Casio Men's G-Shock Wecker Chronograf Uhr GA-110MB-1AER"@de	0
COL title VAL "JAZZMASTER SLIM AUTO"@es AUTO - Tomas Colomer"@es	COL title VAL "JAZZMASTER SLIM BILLION"@es BILLION - Tomas Colomer"@es	0
COL title VAL "Grenen Zegarek męski"@pl 00 €"@pl "Skagen Grenen męski 233XXLSLB nur 139	COL title VAL " Seiko Men's Solar Powered Watch"@en "Men's Watch (SMW1310028) - WATCH SHOP.com™"@en	0
COL title VAL "Raymond Weil Tango Quartz " Raymond Watches - Buy Discounted New From Swiss Direct	COL title VAL "Raymond Weil Tango Watch 5391-STP-00995" "Shop Raymond 5440-ST-00995 Watches | Costello Jewelry Company"	0
COL title VAL "Cartier Santos 100 Watch W20073X8" "Shop Cartier W20107X7 Watches | Northeastern Fine Jewelry"	COL title VAL "Cartier Santos 100 Watch WSSA0006" "Shop Cartier W20106X7 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Daniel Wellington Classic Lady Black Reading rose gold"@en-GB gold 10:35 Watch boutique"@en-GB	COL title VAL " Ladies Sekonda Editions Watch 2463 "Latest Watches"	0
COL title VAL "Maurice Lacroix Les Classiques Watch LC6098-SS001-320-1" "Shop Maurice LC6098-SS001-130-1 Watches | Costello Jewelry Company"	COL title VAL "Raymond Weil Maestro Watch 2237-STC-00659" "Shop Raymond 2227-STC-00659 Watches | Costello Jewelry Company"	0
COL title VAL "Omega Seamaster 300m 2531.80.00" 2531.80.00 Watch | Watchfinder & Co."	COL title VAL "Collection Uhren"@de 90 €"@de "Casio Collection Uhren online bestellen | DE Shop™"@de	0
COL title VAL " Unisex Gucci Dive Watch YA136215 "Men's Watches | Designer For Men The Hut"	COL title VAL "Mens Watch "@de "Fathers Tag - Uhren und gift ideas"@de	0
COL title VAL "Max Bill Automatic Date Or/Marron - Junghans"@fr-fr Junghans 027/7700.00"@fr-fr	COL title VAL "Junghans Max Bill Watch 047/4657.00" "Shop Junghans 047/4657.00 Watches | Costello Jewelry Company"	0
COL title VAL " GUCCİ YA1264007 Bayan Kol Saati "@tr "Gucci En Ucuz Fiyat"@tr	COL title VAL "Cartier Santos 100 Watch W20106X8" "Shop Cartier W20073X8 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Crosswalk Stainless Steel Women's Watch "@en " Gray 'stanhope' Ceramic Bracelet	COL title VAL "Cartier Santos S W20106X7" W20106X7 Watch | Watchfinder & Co."	0
COL title VAL "Michele Serein Mid Watch MWW21B000015" "Shop Michele MWW21B000017 Watches | Costello Jewelry Company"	COL title VAL "Raymond Weil Maestro Watch 2238-ST-20001" "Shop Raymond 2237-STS-00659 Watches | Costello Jewelry Company"	0
COL title VAL "Hamilton Jazzmaster Seaview Chrono Quartz Watch H37512731" "Shop Hamilton Collection at Safa Jewelers"	COL title VAL "Collection Baby-Glo"@nl-NL collection NL-NL	0
COL title VAL "ArtCarved Classic Engagement Ring 31-V219ERW-E" "Shop ArtCarved 31-V733ERY-E rings | Northeastern Fine Jewelry"	COL title VAL "Michele Deco Watch MWW06P000099" "Shop Michele MW06T01C0034_MS18AU235009 Watches | Costello Jewelry Company"	0
COL title VAL "Cartier Tank Française Watch W51028Q3" "Shop Cartier W4TA0009 Watches | Northeastern Fine Jewelry"	COL title VAL "Cartier Tank Française Watch W51028Q4" "Shop Cartier WA501012 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Mens GPS Chronograph Solar Powered Watch "@de "GPS Uhren | Official Stockist for Uhren"@de	COL title VAL " Mens G-Shock Wrist Watch "@de "Nixon The Watch 41 | Dejaun Jewelers"	0
COL title VAL "Dior Montaigne Watch CD151111M001" CD151110M001 | Dejaun Jewelers"	COL title VAL " DANİEL WELLİNGTON DW00100143 Kol Saati "@tr "Daniel Wellington En Ucuz Fiyat"@tr	0
COL title VAL "Bvlgari Tubogas Watch SP35BDSDS.2T" SP35C6GDG.1T | Dejaun Jewelers"	COL title VAL "Michele Deco Mid Watch MWW06P000099" "Shop Michele MW06T01C4410A00532_MS16DH315750 Watches | Costello Jewelry Company"	0
COL title VAL "G-Shock Herrenuhr"@de "Casio G-Shock Herrenuhr GA-110GB-1AER nur 149 00 €"@de	COL title VAL "Michele Deco Watch MWW06P000014" "Shop Michele MWW06P0016 Watches | Northeastern Fine Jewelry"�0	0
COL title VAL "Omega Seamaster 300m 2531.80.00" 2531.80.00 Watch | Watchfinder & Co."	COL title VAL "Omega Seamaster Solar Powered Watch"@en "Seamaster Watch Solar Powered by Swiss Wecker Chronograf Uhr SNE329P1 nur € 329.90"@en	0
COL title VAL "Omega De Ville 424.13.40.20.02.001" "De Ville"	COL title VAL " Polar M500 Compass Alarm Chronograph Watch"@en "Men's Watch (M7019-20001) - WATCH SHOP.com™"@en	0
COL title VAL " Daniel Wellington Men's Dapper 38mm Reading Watch"@en "Men's Watch (DW00100107) - WATCH SHOP.com™"@en	COL title VAL "Daniel Wellington Classic Lady Southampton rose gold"@nl-NL gold 10:35 Horloge boektiek"@nl-NL	0
COL title VAL "Eco-Drive Men´s Watch Radio Controlled"@en "Citizen Eco-Drive Controlled nur € 399.00"@en	COL title VAL "Michele Deco Watch MWW06P000014" "Shop Michele MWW06P000100 Watches | Northeastern Fine Jewelry"	0
COL title VAL " Unisex DKNY Minetta Watch NY2502 "Mens Sale Watches"	COL title VAL "Tissot PRC 200 Quartz T021.417.11.057.00 Gent Gent"@es "Junghans T-Touch Gent with Gent T094.417.11.057.00 Gent - T	0
COL title VAL "Collection Reloj digital"@es 90 €"@es "Casio Collection digital LA670WEA-7EF nur 34	COL title VAL "Omega Speedmaster CD08481852102 100m Men's Watches"	0
COL title VAL " Pulsar Men's Chronograph Solar Powered Watch"@en "Men's Watch (PX5019X1) - WATCH SHOP.com™"@en	COL title VAL " Tissot Men's PR100 Titanium Charge Watch"@en "Tissot Men's Watch (T047453803100) - WATCH SHOP.com™"@en	0
COL title VAL "Bristol Oro Rosé Reloj para mujer 36mm"@es "Daniel Wellington Bristol 36mm nur 169 00 €"@es	COL title VAL "Daniel Wellington Classic Lady Winchester rose gold"@nl-NL gold 10:35 Horloge boektiek"@nl-NL	0
COL title VAL "Bvlgari B.Zero1 Watch BZ23WSGCL 12" BZ23WSCC.M | Dejaun Jewelers"	COL title VAL "Bvlgari Solotempo Watch BGOP38WGG 12.M" BGO41BSCC.M | Dejaun Jewelers"	0
COL title VAL "Orchard Watch"@en "RumbaTime Orchard Watch | SHOPBOP SAVE UP TO 30% Use Code: MORE17"@en	COL title VAL "Maurice Lacroix Eliros Watch EL1094-SS002-170-3" "Shop Maurice EL1094-SS002-160-1 Watches | Costello Jewelry Company"	0
COL title VAL "Bvlgari Tubogas Watch SP35BDSDS.1T" SP35C6SDS.1T | Dejaun Jewelers"	COL title VAL "Bvlgari Solotempo Watch BGOP38WGLD" BGO41BSDSDS.1T | Dejaun Jewelers"	0
COL title VAL "Cartier Santos W20011C4" W20011C4 Watch | Watchfinder & Co."	COL title VAL "Cartier Ronde Louis Cartier Watch WR000551" "Shop WR000251 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Classy Sheffield Silver Zegarek damski 26mm"@pl 00 €"@pl "Daniel Wellington Classy 26mm nur 129	COL title VAL "Seiko Herrenuhr Solar SNE039P1"@de "Solar SSE025J1 Seiko SNE039P1 | Online Store EU"@de	0
COL title VAL "Maurice Lacroix Les Classiques Watch LC6098-SS001-320-1" "Shop Maurice LC6098-SS001-121-1 Watches | Costello Jewelry Company"	COL title VAL "Maurice Lacroix Les Classiques Watch LC1087-SS001-130-2" "Shop Maurice LC1087-SP1-160 Watches | Costello Jewelry Company"	0
COL title VAL "Bvlgari Tubogas Watch SP35BDSDS.1T" SP35C7SDS.1T | Dejaun Jewelers"	COL title VAL "Bvlgari Tubogas Watch SP35BDSDS.1T" SP35C6SDS.1T | Dejaun Jewelers"	0
COL title VAL "Chopard Grand Prix De Monaco Watch 158569-3001" 161275-5003 | Dejaun Jewelers"	COL title VAL "Chopard Happy Sport Mini Watch 16553-3001" 161092-6003 | Dejaun Jewelers"	0
COL title VAL "Dior Montaigne Watch CD151111M001" CD153572A001 | Dejaun Jewelers"	COL title VAL "Bvlgari Tubogas Watch SP35BDSDSDS.1T" SP35C6SSDS.1T | Dejaun Jewelers"	0
COL title VAL "Automatik Diver´s Herrenuhr"@de "Seiko Automatik Herrenuhr SRP581K1 nur 399 00 €"@de	COL title VAL "Seiko Herrenuhr SKX007K2 Chronograph Watch"@en "Seiko Automatic Chronograph Watch SKX007K1 nur 695	0
COL title VAL "SUUNTO AMBIT 3 PEAK BLACK HR"@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Shop für deine Sportbekleidung"@de	COL title VAL " Suunto Core Wrist HR Barometer Bluetooth Chronograph Watch Bluetooth Chronograph Watch SS02241104 "Men's Watches | Designer For Men The Hut"	0
COL title VAL " Casio Men's G-Shock Alarm Chronograph Watch"@en "Men's Watch (GA-100-1A1ER) - WATCH SHOP.com™"@en	COL title VAL " Casio Men's G-Shock Alarm Chronograph Watch"@en "Men's Watch (GA-400-1A9ER) - WATCH SHOP.com™"@en	0
COL title VAL " Unisex Swatch Flexiblack Watch LB183B "Men's Watches | Designer For Men The Hut"	COL title VAL "Mens Watch "@de "Michael Kors Alle Products"@de	0
COL title VAL "Chopard Happy Sport Mini Watch 278509-6003" 278509-3050 | Dejaun Jewelers"	COL title VAL "Chopard Happy Sport Mini Watch 278509-6003" 278509-3050 | Dejaun Jewelers"	0
COL title VAL " Pulsar Men's Chronograph Watch"@en "Men's Watch (PT3161X1) - WATCH SHOP.com™"@en	COL title VAL " Ladies Raymond Weil Noemia Watch 5132-ST-00985 "Ladies Watches | Designer For Women The Hut"	0
COL title VAL "Raymond Weil Maestro Watch 2237-ST-BEAT2" "Shop Raymond 2237-ST-BEAT2 Watches | Costello Jewelry Company"	COL title VAL "Carl F Bucherer T063.1502.47.031.01" "Shop Carl 00.10624.08.33.21 | Moyer Fine Jewelers"	0
COL title VAL "Chopard Grand Prix De Monaco Watch 168570-9001" 168570-3001 | Dejaun Jewelers"	COL title VAL "Chopard Happy Sport Mini Watch 168440-5001" 168470-3002 | Dejaun Jewelers"	0
COL title VAL "Meister Kalender Argent/Marron - Junghans"@fr-fr Junghans 027/4200.00"@fr-fr	COL title VAL "Cartier Rotonde De Cartier Watch W1556363" "Shop WGTO0002 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Eco-Drive Reloj para hombre Radiocontrol"@es "Citizen Eco-Drive Radiocontrol nur 399 00 €"@es	COL title VAL "Eco-Drive Reloj para hombre"@es "Citizen Eco-Drive hombre EQB-500D-1A4ER nur 189 00 €"@es	0
COL title VAL "Bvlgari B.Zero1 Watch BZ23WSGCL 12" BZ23BSGCC 12.M | Dejaun Jewelers"	COL title VAL "Bvlgari B.Zero1 Watch BZ23BSGCL 16.M" BZ23BSBYCC6B 12.M | Dejaun Jewelers"	0
COL title VAL "Herrenchronograph T-Race"@de "Tissot Herrenchronograph T-Race T048.417.27.057.01 nur 520 00 €"@de	COL title VAL "Herrenchronograph T035.417.27.057.01 T-Sport"@de	0
COL title VAL " SUUNTO SS019863000 Erkek Kol Saati "@tr "Suunto En Ucuz Fiyat"@tr	COL title VAL "Orchard Gem Watch"@en "Seiko OR1788-PVP18AQ6 AW133-1A8ER"@en	0
COL title VAL "Carl F Bucherer ScubaTec Watch 00.10632.23.53.01" "Shop Carl 00.10632.24.53.21 | Moyer Fine Jewelers"	COL title VAL "Carl F Bucherer ChronoDate Watch 00.10632.13.33.21" "Shop Carl 00.10632.13.27.01 | Moyer Fine Jewelers"	0
COL title VAL "Meister Pilot Reloj automático"@es "Junghans Meister automático 027/3591.00 nur 2.240 00 €"@es	COL title VAL "Carl F Bucherer Power Reserve Watch 00.10912.08.77.33.21" "Shop Carl 00.10912.08.13.21 | Moyer Fine Jewelers"	0
COL title VAL "Panerai Radiomir Watch PAM00346" "Shop Panerai PAM00424 Watches | Northeastern Fine Jewelry"	COL title VAL "Cartier Santos 100 Watch W20106X7" "Shop Cartier W20106X7 Watches | Northeastern Fine Jewelry"	0
COL title VAL " Garmin Forerunner 225 GPS Running Watch with Wrist-based Heart Rate "Garmin | All Fitness Gadgets"	COL title VAL "Mens G-Shock Alarm Chronograph Watch "@de "Casio Uhren"@de	0
COL title VAL "Bvlgari Tubogas Watch SP35BDSDS.2T" SPP35D2GDG.2T | Dejaun Jewelers"	COL title VAL "Bvlgari Soltempo Watch BB39WSPGD" BB41BDS.2T | Dejaun Jewelers"	0
