,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
2753,free parallel data mining,"b li , d shasha",sigmod conference,1998 ,definitive parallel programming,m slade,,1999.0 ,0
2754,model-based information integration in a neuroscience mediator system,"b ludфscher , a gupta , m martone",vldb,2000 ,infomaster : an information integration system,"ak singh , ca lang",sigmod conference, ,0
2755,olympic records for data at the 1998 nagano games,er lassettre,sigmod conference,1998 ,dbcache : a project on database caching support for web applications,c mohan,, ,0
2756,delivering presentations from multimedia servers,"n balkir , g жzsoyoglu","the vldb journal the international journal on very large & hellip ; ,",1998 ,delivering presentations from multimedia servers,"nh balkir , g ozsoyoglu",vldb, ,0
2757,time series similarity measures and time series indexing,,proc . 2001,2001 ,a tutorial on time series similarity measures and time series indexing,j orenstein,vldb, ,0
2758,guest editorial,"pd o'brien , pj kearney",,2002 ,editorial,"s lakshmi , s zhou","bt technology journal ,",1999.0 ,0
2759,query processing techniques for arrays,"a marathe , k salem",, ,querying object-oriented databases,"y yao , j gehrke",, ,0
2760,storing and querying ordered xml using a relational database system,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang","sigmod record ,",2002 ,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , ej shekita , j kiernan , r",,2001.0 ,0
2761,visual web information extraction with lixto,"r baumgartner , s flesca , g gottlob",vldb,2001 ,keynote address,p burns,proceedings of, ,0
2762,a query language and optimization techniques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu",sigmod conference,1996 ,andg . hd suciu . aquerylanguageandoptimizationtechniques forunstructured data,"p buneman , s davidson","proceedings of acm sigmod conference ,", ,0
2763,guest editorial,ay halevy,,2003 ,guest editorial,s image,"the vldb journal the international journal on very large & hellip ; ,",2002.0 ,0
2764,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994 ,the distributed deadlock detection algorithm,"v hristidis , l gravano , y papakonstantinou","acm transactions on computer systems ,",1986.0 ,0
2765,modeling high-dimensional index structures using sampling,"c lang , a singh",sigmod conference, ,the sr-tree : an index structure for high dimensional data,"s chaudhuri , k shim",vldb,1999.0 ,0
2766,an algebra for semantic interoperation of semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999 ,ipsofacto : a visual correlation tool for aggregate network traffic data,"j jannink , p mitra , e neuhold , s pichai , r studer ,","sigmod conference ,",2003 ,0
2767,materialized views and data warehouses,n roussopoulos,sigmod record,1998 ,expiration and partially materialized views,"ty leung , h pirahesh , p seshadri","technical report , stanford university , 1997 . available at http : -", ,0
2768,using referential integrity to easily define consistent subset replicas,b hammond,vldb,1996 ,using referential integrity to easily define consistent subset replicas,"j orenstein , d kamber","proceedings of the international conference on very large & hellip ; ,",1996.0 ,0
2769,automated selection of materialized views and indexes in sql databases,"s agrawal , s chaudhuri , v narasayya",vldb,2000 ,a database model for object dynamics,sascv narasayya,vldb j., ,0
2770,generalizing gloss to vector-space databases and broker hierarchies,"l gravano , h garcia-molina",,1995 ,"generalizing gloss to vector-space databases and broker hierarchies . technicalreport ,","l gravano , h garcia-molina",vldb,2004.0 ,0
2771,materialized view selection for multidimensional datasets,e sciore,vldb, ,research directions in object-oriented databases,w kim,"proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,", ,0
2772,eliminating fuzzy duplicates in data warehouses,"l do , p drew , w jin , v jumani , d rossum",vldb,1998 ,infering structure in semistructured data,"r ananthakrishna , s chaudhuri , v ganti","vldb ,",2002.0 ,0
2773,report on the international workshop on pattern representation and management ( parmaâ ?? 04 ),,,1995 ,editor 's ( farewell ) notes,"y theodoridis , p vassiliadis","sigmod record ,", ,0
2774,picodmbs : scaling down database techniques for the smartcard,"c bobineau , l bouganim , p pucheral , p valduriez","cairo , september ,", ,design of relational database schemas .,"c bobineau , l bouganim , p pucheral , p valduriez",vldb,2002 ,0
2775,"e-cient incremental garbage collection for client server object database systems , in â ?? vldb95â ??","l amsaleg , m franklin , o gruber",vldb,1995 ,applications of the java programming language to database management,"l amsaleg , m franklin , o gruber",sigmod record,1998 ,0
2776,discovery of multiple-level association rules from large databases,h toivonen,proceedings of the 22nd international conference on very,1995 ,sample large databases for association rules,"r kalakota , ab whinston",,2002 ,0
2777,gigascope : a stream database for network applications,"cd cranor , t johnson , v shkapenyuk",sigmod conference,2003.0 ,gigascope : a stream database for network applications,"a gupta , j widom","sigmod conference ,",1996 ,0
2778,"h. garc a-molina , and a. tomasic . the eectivenessof gloss for thetext-databasediscoveryproblem",l gravano,"proceedings of the 1994 acm sigmod conference , may ,", ,extensible database management systems,"d florescu , a levy , d suciu","sigmod record ,",1990.0 ,0
2779,providing database migration tools-a practicioner 's approach,a meier,vldb,1995 ,index configuration in object-oriented databases,a meier,"proceedings of the 21th international conference on very & hellip ; ,",1995.0 ,0
2780,open object database management systems,,,2002.0 ,signature caching in parallel object database systems,k norvag,"information and software technology ,",1998 ,0
2781,database design for incomplete relations,"m levene , g loizou",acm trans . database syst .,1999 ,editor 's notes,"m levene , g loizou","acm transactions on database systems ,",1999.0 ,0
2782,improving timeliness in real-time secure database systems,"b george , j haritsa",sigmod record, ,secure transaction processing in real-time database systems,"a hulgeri , s sudarshan","proc . of acm sigmod conf , may ,",2002 ,0
2783,optimization of dynamic query evaluation plans,"p ciaccia , r cornacchia , a ghidini",sigmod conference,1994 ,data allocation in distributed database systems,"n krivokapic , a kemper , e gudes",,1999 ,0
2784,nonstop sql : scalability and availability for decision support,s englert,sigmod conference,1994 ,unisql 's next-generation object-relational database management system,"a d'andrea , p janus","sigmod conference ,",1994.0 ,0
2785,tutorial on object-oriented databases,ms jackson,vldb j.,1994 ,spade : an efficient algorithm for mining frequent sequences,"s guha , r rastogi , k shim","machine learning ,",1998 ,0
2786,fundamentals of data element definition,rm curtice,sigmod record,2003 ,coordinating backup/recovery and data consistency between database and file systems,"i narang , c mohan , k brannon , m subramanian","proceedings of the 1981 acm sigmod international conference & hellip ; ,",1981.0 ,0
2787,glue-nail : a deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j., ,guest editorial,,,2003 ,0
2788,component-based e-commerce : assesment of current practices and future directions,"m bichler , a segev , jl zhao",sigmod record,1998 ,sequence query processing,"y diao , h lu , s chen , z tian","vldb ,",1998.0 ,0
2789,integrating a structured-text retrieval system with an object-oriented database system,"tw yan , j annevelink",vldb,1994.0 ,fast algorithms for mining association rules in large databases,"r agrawal , r srikant","vldb ,",1995 ,0
2790,semantic integration of environmental models for application to global information systems and decision-making,d mackay,sigmod record,1999 ,semantic integration of environmental models for application to global information and decision -,"g hjaltason , h samet","acm sigmod record ,",1998 ,0
2791,efficient similarity search for market basket data,"a nanopoulos , y manolopoulos",vldb j.,2002 ,managing and querying changes in semi-structured data,"s chawathe , s abiteboul , j widom","the vldb journal the international journal on very large & hellip ; ,",2002.0 ,0
2792,microsoft site server ( commerce edition ),b ojjeh,sigmod conference, ,ql et . al. on supporting containment queries in relational database management systems,b ojjeh,,2003 ,0
2793,watermarking relational databases,g pangalos,vldb,2002 ,design of relational database schemas .,"n pissinou , r snodgrass , r elmasri , i mumick , t","information and software technology ,",1988.0 ,0
2794,nearest neighbor search in large metric space,s brin,vldb,1995 ,lore : a database management system for semistructured data,"d downs , gj popek","3rd ieee conference on very large databases ,", ,0
2795,effective timestamping in databases,"k torp , c jensen , r snodgrass",,2000 ,temporal reasoning in active databases,i motakis,sigmod conference,1997.0 ,0
2796,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996 ,operations and queries in object-oriented databases supporting complex objects,"m jarke , t rose","information and software technology ,",1995 ,0
2797,integrating database and world wide web technologies,"d woelk , w bohrer , n jacobs , k ong , c tomlinson , c unnikrishnan",sigmod conference,1995 ,managing memory for real-time queries,"h lu , l feng",sigmod conference,1998.0 ,0
2798,the impact of database research on industrial products ( panel summary ),"ja blakeley , d fishman , d lomet , m stonebraker",sigmod record,1994 ,panel : the impact of database research on industrial products ( summary ),l liu,sigmod record,2003 ,0
2799,concurrency and recovery in generalized search trees,"m kornacker , c mohan , j hellerstein",sigmod conference,1997 ,efficient evaluation of xml middle-ware queries,"m fernandez , a morishima , d suciu",proc . acm sigmod int . conf . on management of, ,0
2800,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996.0 ,"olap , relational , and multidimensional database system",g coliat,, ,0
2801,integrating a structured-text retrieval system with an object-oriented database system,"t yan , j annevelink",vldb,1994 ,the o2 object-oriented database system,f bancilhon,proc . the 26th intâ ?? l conf . on very large data bases,1992.0 ,0
2802,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,2005.0 ,odefs : a file system interface to an object-oriented database,"s roberts , m gahegan , j hogg , b hoyle","proceedings of the 2005 acm sigmod international conference & hellip ; ,",1994 ,0
2803,reminiscences on influential papers,,,2001 ,reminiscences on influential papers,ka ross,sigmod,1996 ,0
2804,improved query performance with variant indexes,"p o'neil , d quass",sigmod conference, ,improved query performance with variant indexes,"eon patrick , d quass","sigmod conference ,",2002 ,0
2805,answering queries with aggregation using views,"s dar , hv jagadish , ay levy , d srivastava",vldb,1996 ,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe","proc . of vldb ,", ,0
2806,qbi : query by icons .,"acms anthology , p edition",sigmod conference,1995 ,cache tables : paving the way for an adaptive database cache,"m altä ± nel , c bornhã ¶ vd , s krishnamurthy , c mohan ,",, ,0
2807,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001 ,â ?? on extending the relational database system,"rl haskin , ra lorie","proc . acm-sigmod int . conf . on management of data ,", ,0
2808,capturing and querying multiple aspects of semistructured data,"ss chawathe , t baby , j yeo",vldb,1999 ,improving index performance through prefetching,"s chen , p gibbons , t mowry",, ,0
2809,ogdi : toward interoperability among geospatial databases,"g clement , c larouche , d gouin , p morin , h kucera",sigmod record,1997 ,multidatabase interoperability,"sigmod record , 1990","sigmod record ,",1994 ,0
2810,a consensus glossary of temporal database concepts,cs jensenâ ? ¦,sigmod record,1994 ,a consensus glossary of temporal database concepts,"l fegaras , c srinivasan , a rajendran , d maier",sigmod conference,1994.0 ,0
2811,parametric query optimization,"y ioannidis , r ng , k shim , t sellis",vldb j.,2001.0 ,towards a richer web object model .,acms anthology,,1998.0 ,0
2812,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",sigmod record,1998 ,chain : operator scheduling for memory minimization in stream systems,"b brian , b shivnath , d mayur , m rajeev",sigmod conference, ,0
2813,outlier detection for high dimensional data,"c aggarwal , p yu",sigmod conference, ,outlier detection for high dimensional data,"cc aggarwal , ps yu",, ,0
2814,an approach to storing semistructured data in relational databases,kv magalhaes,"msc thesis , department of computer science , federal university", ,querying multiple features of groups in relational databases,"d chatziantoniou , k ross","acm sigmod conference , may ,", ,0
2815,answering xml queries on heterogeneous data sources,"i manolescu , d florescu , d kossmann",vldb,1995.0 ,declustering databases on heterogeneous disk systems,"lt chen , d rotem","proceedings of the international conference on very large & hellip ; ,",1999 ,0
2816,implementing functional databases,j jannink,"acm press frontier series ,",1995 ,disjunctive datalog,"t eiter , g gottlob , h mannila",,1990.0 ,0
2817,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996.0 ,the design and implementation of a sequence database system,"t imieliã?nski , w lipski","vldb ,",2003 ,0
2818,outlier detection for high dimensional data,"s berchtold , da keim",sigmod conference,1996.0 ,the x-tree : an index structure for high dimensional data,"z ives , a levy , j madhavan , r pottinger , s saroiu ,",, ,0
2819,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995 ,sampling large databases for association rules,"m fernandez , y kadiyska , d suciu , a morishima , wc","proceedins of the 22th international conference on vldb . & hellip ; ,",2002 ,0
2820,parallel query scheduling and optimization with time - and space-shared resources,"m garofalakis , y ioannidis",vldb,1997.0 ,joined normal form : a storage encoding for relational databases .,"r agrawal , p haas , j kiernan",sigmod conference,1982.0 ,0
2821,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"s berger , f bry , s schaffert , c wieser",vldb,2003 ,"wong . m , â ?? mining fuzzy association rules in databases , â ??","f bry , s berger , s schaffert","proceedings of the 29 thintl . conference on very large & hellip ; ,", ,0
2822,parallel query scheduling and optimization with time - and space-shared resources,"m garofalakis , y ioannidis",vldb,1997 ,parallel query scheduling and optimization with time-and space-shared resources,"mn garofalakis , ye ioannidis",acm trans . database syst .,2000 ,0
2823,retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi",vldb,1995 ,the optimal retrieval start times of media objects for the multimedia presentation,"sw kim , sj kim , ti jeong , sw yoo","information & software technology ,",2001 ,0
2824,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",sigmod conference,1998 ,case for output management systems .,"cmj carey , dj dewltt , je i & ha & on , ej shelata","computerworld. ,",1981.0 ,0
2825,book review column,k aberer,sigmod record,2002.0 ,book review column,l processing,"sigmod record ,",1996 ,0
2826,database research at arizona state university,"sd urban , sw dietrich , f golshani",sigmod record,1996.0 ,distributed transaction processing facilities,az spector,"sigmod record ,",1999 ,0
2827,clientserver paradise . 1994,"d dewitt , n kabra , j luo , j patel , j yu",vldb,1994 ,editor 's notes and erratum,"dj dewitt , n kabra , jmp junluo , jb yu","santiago ,", ,0
2828,niagaracq : a scalable continuous query system for internet databases,"j chen , d dewitt , f tian , y wang","sigmod conference ,",2000 ,niagaracq : a scalable continuous query system for internet databases,"c jian-jun , j dewitt david , f tianâ ? ¦",, ,0
2829,integrating the ub-tree into a database system kernel,"f ramsak , v markl , r fenk , m zirkel , k elhardt , r bayer","vldb ,",2000.0 ,event specification in an object-oriented database system,"nh gehani , hv jagadish , o shmueli",vldb,1995 ,0
2830,querying and mining data streams : you only get one look a tutorial,,,2002.0 ,an efficient algorithm for mining association rules in large databases,"mn garofalakis , j gehrke , r rastogi","vldb ,",1995 ,0
2831,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999 ,query evaluation and optimization in deductive and object-oriented spatial databases,"w lu , j han","information and software technology ,",1995.0 ,0
2832,treasurer 's message,j hammer,sigmod,2000.0 ,treasurer 's message,"c zaniolo , ma melkanoff",acm trans . database syst .,1995 ,0
2833,icicles : self-tuning samples for approximate query answering,"v ganti , ml lee , r ramakrishnan",vldb,2000 ,icicles : selftuning samples for approximate query processing,j wijsen,acm trans . database syst ., ,0
2834,storage service providers : a solution for storage management ?,"b ozden , e gabber , b hillyer , wt ng , e shriver , dj",vldb,2001 ,parallel database systems 101,j gray,"proceedings of the international conference on very large & hellip ; ,",1997.0 ,0
2835,monitoring streams - a new class of data management applications,"d carney , u cetintemel , m cherniack , c convey , s",vldb,2002 ,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,2002.0 ,0
2836,starts : stanford proposal for internet meta-searching ( experience paper ),"hgmap luis , cckc gravano",sigmod conference, ,starts : stanford proposal for internet meta-searching,"ej keogh , mj pazzani",,2002 ,0
2837,an early look at xquery api for java tm ( xqj ),"j melton , a eisenberg",sigmod record,2004.0 ,algorithms for materialized view design in data warehousing environment,"a gupta , v harinarayan , d quass","sigmod record ,",1995.0 ,0
2838,applying the golden rule of sampling for selectivity estimation,"y matias , j vitter , m wang","proceedings of the acm sigmod conference ,",1998 ,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","y wu , d agrawal , a el abbadi","data-mining and visualization of traditional and multimedia & hellip ; ,", ,0
2839,engineering federated information systems report of efis '99 workshop,"s conrad , w hasselbring , u hohenstein , r kutsche , m roantree , g saake , f saltor",sigmod record,1999.0 ,improved histograms for selectivity estimation of range predicates,"l lim , m wang , js vitter","proceedings of the 31st international conference on very & hellip ; ,",1996 ,0
2840,optimization ofqueries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999 ,discovery of multiple-level association rules from large databases,"s ramaswamy , s mahajan , a silberschatz",proc . ofthe conf . on very large data bases,1998.0 ,0
2841,quasi-cubes : exploiting approximations in multidimensional databases,"d barbarс , m sullivan","sigmod record ,",1997 ,"olap , data warehousing , and materialized views : a survey",d barbar,, ,0
2842,visdb : a system for visualizing large databases,"d keim , h kriegel",sigmod conference,1995 ,access path selection in a relational database management system,"da keim , hp kriegel","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1994 ,0
2843,query processing over object views of relational data,d chatziantoniou,"proceedings of the international conference on very large & hellip ; ,",1997 ,groupwise processing of relational queries,"s chaudhuri , r motwani , v narasayya",,1997.0 ,0
2844,a state transition model for distributed query processing,c bіhm,acm trans . database syst .,1986.0 ,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge,"f baader , ma jeusfeld , w nutt","acm transactions on database systems ,",1997 ,0
2845,dbis-toolkit : adaptable middleware for large scale data delivery,"m altinel , d aksoy , t baby , m franklin , w shapiro , s zdonik",sigmod conference,1999 ,databases and workflow management : what . is it all about ? -,"a reuter , s ceri , j gray , b salzberg , g weikum",& hellip ; of the 1999 international conference on management of data, ,0
2846,parallel execution of test runs for database application systems,j gray,sigmod conference,1995 ,xperanto : middleware for publishing object-relational data as xml documents,"f haftmann , d kossmann , e lo","proceedings of the 31st international conference on very & hellip ; ,",2000 ,0
2847,similarity based retrieval of pictures using indices on spatial relationships,"a prasad sistla , c yu , c liu , k liu",vldb,1995 ,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz","proc . 1995vldb conference , zurich , switzerland ,", ,0
2848,hmap-a temporal data model managing intervals with different granularities and indeterminacy from,"c combi , g pozzi",vldb j.,2001 ,the design of the triton nested relational database system,"c combi , g pozzi","the vldb journal the international journal on very large & hellip ; ,",2001.0 ,0
2849,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori","acm transactions on database systems ,",2003 ,dynamic buffer allocation in video-on-demand systems,"s lee , k whang , y moon , i song",,2003.0 ,0
2850,on completeness of historical relational query languages,"j clifford , a croker , a tuzhilin",acm trans . database syst .,1994 ,a. tuzhilin . on completeness of historical relational query languages,"j cliord , a croker",vldb j., ,0
2851,managing intervals efficiently in object-relational databases,"h kriegel , m pіtke , t seidl",vldb,2000 ,managing uncertainty in moving objects databases,"k bіhm , k aberer , e neuhold , x yang","acm transactions on database systems ,",2004.0 ,0
2852,implementing data cubes efficiently,"vha rajaraman , jd ullman",sigmod conference,1996.0 ,implementing data cubes efficiently,jm hellerstein,"proc . acm sigmod ,",1995 ,0
2853,practical applications of triggers and constraints : success and lingering issues ( 10-year award ),"s ceri , r cochrane , j widom","proc . 26th int . conf . on very large databases ,",2000.0 ,practical applications of triggers and constraints : success and lingering issues,,,2001 ,0
2854,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clauпen , a kemper",vldb,1998 ,evaluating functional joins along nested reference sets in object-relational and object-oriented,"r braumandl , j claussen , a kemper","vldb ,",2002 ,0
2855,multidatabase interoperability in the jupiter system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan","information and software technology ,",1995 ,"jm , hellerstein , and da patterson . high-performance sorting on networks of workstations","a arpaci-dusseau , r arpaci-dusseau , d culler , j hellerstein , d patterson","& hellip ; 1997acm sigmod httcrnationul conference on mumqemen f & hellip ; ,",1997 ,0
2856,computing complete answers to queries in the presence of limited access patterns,c li,, ,on answering queries in the presence of limited access patterns,"c li , e chang","proceedings vldb ,",1994 ,0
2857,integrating modelling systems for environmental management information systems,t clemen,sigmod record,1997 ,use of scale information for integrating simulation models into environmental information systems,,,1998.0 ,0
2858,a hypertext query language for images,l yang,sigmod record,1994 ,a data model and query language for exodus,"cy chan , ye ioannidis",, ,0
2859,editor 's notes,m franklin,"new directions for teaching and learning ,",1998 ,editor 's notes,"b medjahed , b benatallah , a bouguettaya , ahh ngu ,","the vldb journal the international journal on very large & hellip ; ,",1999.0 ,0
2860,a system for watermarking relational databases,"j han , y fu , w wang , k koperski , o zaiane",sigmod conference, ,balancing performance and data freshness in web database servers,"a labrinidis , n roussopoulos",,2003 ,0
2861,maintaining data privacy in association rule mining,"s rizvi , j haritsa","vldb ,",2002.0 ,maintaining data privacy in association rule mining,"p buneman , w fan , j simщon , s weinstein","proc . acm pods conference ,", ,0
2862,supporting frequent updates in r-trees : a bottom-up approach,"ml lee , w hsu , cs jensen , b cui , kl teo",vldb,2003.0 ,an efficient index structure for high dimensional image data,"s berchtold , d keim , h kriegel",, ,0
2863,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference, ,spatial query processmg m an object-oriented database system,ja orenstem,"acm transactions on database systems ,",1994 ,0
2864,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1990.0 ,bayan : an arabic text database management system,"r barga , c pu","proceedings of the 1990 acm sigmod international conference & hellip ; ,",1995 ,0
2865,mediator languages - a proposal for a standard,"p buneman , l raschid , j ullman",sigmod record,1997 ,mediator languages-a proposal for a standard,"p buneman , l raschid , jd ullman","vldb ,",1997.0 ,0
2866,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao , pm deshpande",sigmod conference,1998 ,enhancing external consistency in real-time transactions,"k lin , s peng",proceedings of the vldb,1979.0 ,0
2867,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2005.0 ,hilbert r-tree : an improved r-tree using fractals,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,", ,0
2868,managing memory for real-time queries,"h pang , m carey , m livny",sigmod conference,1994 ,managing memory for real-time queries,"hh pang , mj carey , m livny","proc . of acm sigmod conf ,",1994.0 ,0
2869,mining system audit data : opportunities and challenges,"w lee , w fan",sigmod record, ,heterogeneous computing : challenges and opportunities,"aa khokhar , vk prasanna , me shaaban , cl wang",,2002 ,0
2870,a comparison of selectivity estimators for range queries on metric attributes,"b blohsfeld , d korus , b seeger","sigmod conference ,",1999 ,a comparison of selectivity estimators for range queries on metric attributes,"m benedikt , m grohe , l libkin",,1998 ,0
2871,'' spartan : a model-based semantic compression system for massive data tables,"s babu , m garofalakis , r rastogi","acm sigmod record ,",2001 ,query rewriting for semistructured data,"s babu , m garofalakis , r rastogi",sigmod conference,1999 ,0
2872,asserting beliefs in mls relational models,"na jukic , sv vrbsky",sigmod record,1997.0 ,optimizing queries with universal quantification in object-oriented and object-relational databases,"p mishra , m eich","sigmod record ,",1997 ,0
2873,building database-driven web catalogs,s danish,sigmod record,1998 ,efficient view maintenance at data warehouses,"mf de souza , mc sampaio",sigmod conference,1997 ,0
2874,comparing hybrid peer-to-peer systems,"b yang , h garcia-molina",vldb,2001 ,real-time index concurrency control,"j haritsa , s seshadri","proceedings of the international conference on very large & hellip ; ,",2001.0 ,0
2875,"workflow automation : applications , technology , and research ( tutorial )",,"sigmod record ,",1995.0 ,oz + : an object-oriented database system,a sheth,,1989.0 ,0
2876,cost-based selection of path expression processing algorithms in object-oriented databases,k karlapalem,vldb,1996 ,an evaluation of vertical classpartitioning for query processingin object-oriented databases,r magoon,, ,0
2877,the fiasco kernel : system architecture,"a vries , m doorn , h blanken , p apers","unpublished manuscript ,",1999 ,workflow history management,acms anthology,sigmod record, ,0
2878,"amalgamating knowledge bases , ii : distributed mediators",v subrahmanian,acm trans . database syst .,1994 ,applying update streams in a soft real-time database system,"s adali , vs subrahmanian","acm sigmod record ,", ,0
2879,will database researchers have any role in data security ? ( panel abstract ),a rosenthal,sigmod conference,2001 ,a taxonomy for secure object-oriented databases,"a rosenthal , k dittrich , j donahue , b maimone","proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0 ,0
2880,panel on next generation database systems wo n't work without semantics !,j mylopoulos,sigmod conference,1998.0 ,next generation database systems wo n't work without semantics !,d florescu,"sigmod record ,", ,0
2881,the need for distributed asynchronous transactions,"r karoui , m saheb",sigmod conference, ,naos - efficient and modular reactive capabilities in an object-oriented database system,acms anthology,,1994 ,0
2882,andj . d. ullman . implementing data cubes efficiently,"v harinarayan , a rajaraman , j ullman",sigmod conference, ,database management systems and the internet,"k youssefi , e wong",vldb,1996 ,0
2883,automatic generation of production rules for integrity maintenance,"s ceri , p fraternali , s paraboschi , l tanca",acm trans . database syst .,1994 ,editor 's notes,m franklin,"social studies and the young learner ,",2000 ,0
2884,the a-tree : an index structure for high-dimensional spaces using relative approximation,"s berchtold , da keim , hp kriegel",vldb,2000 ,on representing incomplete information in a relational database,"t imiehnski , w lipski","mumbai ( bombay ) , india , sept ,",1999 ,0
2885,semint : a system prototype for semantic integration in heterogeneous databases,"ws li , c clifton",sigmod conference,1994.0 ,the x-tree : an index structure for high-dimensional data [ a ],"b stefan , da keim , hp kriegel","vldb ,",1996.0 ,0
2886,on-line warehouse view maintenance,"d quass , j widom",sigmod conference,1997 ,temporal database system implementations,", c zaniolo",sigmod record, ,0
2887,networked data management design points,j hamilton,vldb,1999 ,networked data management design points,"w chu , i ieong , r taira","vldb ,",1999.0 ,0
2888,a new sql-like operator for mining association rules,"j borges , m levene",vldb,1996 ,operating system extensions for the teradata parallel vldb,ncr ncr,,1999.0 ,0
2889,vist : a dynamic index method for querying xml data by tree structures,"h wang , s park , w fan , ps yu",sigmod conference,2003 ,vist : a dynamic index method for querying xml data by tree structures,"s abiteboul , v vianu","sigmod conference ,",1995 ,0
2890,petabyte databases,,,1999 ,time and databases,"g ariav , j clifford , m jarke","sigmod conference ,", ,0
2891,mining frequent patterns without candidate generation,"j han , j pei , y yin","management of data , may ,",2000 ,parallel mining of association rules,"j han , j pei , y yin",sigmod conference, ,0
2892,"polymoprhism and type inferencein database programming . technicalreport , universities of","p buneman , a ohori",acm trans . database syst .,1996 ,processing of continuous queries over unlimited data streams,"p buneman , a ohori",acm transaction on database,2003 ,0
2893,the multidimensional database system rasdaman,"p baumann , a dehmel , p furtado , r ritsch , n widmann",sigmod conference,1998 ,querying multidimensional databases,"a geppert , k dittrich",, ,0
2894,evolution of data-base management systems,"jp fry , eh sibley",,1976.0 ,mining fuzzy association rules in databases,"c kuok , a fu , m wong","acm computing surveys ( csur ) ,", ,0
2895,global optimization of histograms,"h jagadish , h jin , b ooi , k tan",sigmod conference,2001 ,a general techniques for querying xml documents using a relational database system,t haerder,"vldb ,",1977.0 ,0
2896,david dewitt speaks out,m winslett,ecord,2002 ,jim gray speaks out,"ss chawathe , t baby , j yeo",vldb,2003.0 ,0
2897,learning table access cardinalities with leo,"v markl , g lohman",sigmod conference,2002 ,learning table access cardinalities with leo .,"v markl , gm lohman",, ,0
2898,lore : a db management system for semistructured data,"s nestorov , s abiteboul , r motwani",sigmod record,1997 ,semantic adaptation of schema mapping after schemas evolve,"j mchugh , s abiteboul , r goldman , d quass , j widom","sigmod rec ,", ,0
2899,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"ak singh , ca lang",sigmod conference,1997 ,modeling high-dimensional index structures using sampling,"l lakshmanan , j pei , y zhao","proc . acm sigmod intâ ?? l conf . on management of data , santa & hellip ; ,", ,0
2900,watermarking relational databases,"r sion , m atallah , s prabhakarl",i ndiana : the center for education and research in information,2002 ,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao","sigmod record ,", ,0
2901,query optimization for xml,"j mchugh , j widom",sigmod conference,1999 ,a new passenger support system for public transport using mobile database access,"k goto , y kambayashi",vldb,2002.0 ,0
2902,performing jobs without decompression in a compressed database system,"s o'connell , n winterbottom","sigmod record ,",2003 ,the tv-tree : an index structure for high-dimensional data,", n winterbottom",vldb,2003.0 ,0
