,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
790,instant immersion spanish ( audio book ),topics entertainment,,instant immersion german ( audio book ) ( audio book ) ( audio book ),,22.95,0.0
791,microsoft data analyzer 2002,microsoft,179.0,microsoft microsoft visual studio team edition for software testers 2007 ( pc ),,59.99,0.0
792,microsoft mappoint 2006 standard edition,microsoft,299.0,hoyle cubase 2 professional edition,,16.97,0.0
793,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web standard academic,,19.99,0.0
794,grisoft avg anti-virus & anti-spyware 2 year subscription,grisoft,39.95,peachtree by sage premium accounting for tax & finance 2008,,561.97,0.0
795,adobe premiere pro cs3 upgrade,adobe,299.0,adobe ( jce-th6 ) creative suite 3 web premium complete package 1 user cd win,,614.99,0.0
796,quickverse bible premier suite,individual software,39.99,instant immersion japanese deluxe,,17.9,0.0
797,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft ( r ) windows vista home basic upgrade [ dvd ],,199.95,0.0
798,family tree maker version 16 collectors edition,encore software,,family tree maker version 16 collector edition,,16.97,0.0
799,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe indesign cs3 for mac software suite professional development for mac,,1035.99,0.0
800,gods & heroes : rome rising,sony-online-entertainment,49.99,julie zweibel & the world of print,,17.95,0.0
801,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe cs3 web premium,,999.99,0.0
802,procurve vpn client software unlimited client licenses,hewlett packard,,ibm6-msd-1a pro client anti spyware,,531.48  サーティ0,0.0
803,punch ! 5 in 1 home design,punch ! software,39.99,punch software 10590 punch ! master landscape & home design,punch software,61.49,0.0
804,adobe acrobat distiller svr v6-cd linux u/u 42050142 ),adobe systems,,adobe creative suite 3 ( cs3 ) web standard product upgrade package 1 user academic cd mac,,145.59,0.0
805,world of warcraft,blizzard entertainment,19.99,warcraft ( jewel case ) ( media jewel case ),,12.8,0.0
806,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft windows vista business 32 user,,109.95,0.0
807,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe creative suite 3 design standard upgrade,,399.99,0.0
808,adobe creative suite cs3 design standard upgrade,adobe,399.0,29292124 complete package 1 user cd win,,119.99,0.0
809,adobe creative suite cs3 master collection [ mac ],adobe,2499.0,adobe photoshop cs3 for mac design standard,,469.99,0.0
810,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99,sage professional 2007 for mac software,,449.99,0.0
811,burning monkey mahjongg ( mac ),freeverse software,24.99,inc 2dm-00003,freeverse software,,0.0
812,the print shop 22 deluxe,encore,49.99,encore software 10911 the print shop 22 deluxe,encore software,99.95,0.0
813,printmaster 17 platinum by encore software,encore software,39.99,encore software 11111 sony sonic bridge guitar and bass guitar ( pc/mac ),,36.9,0.0
814,microsoft office & windows training professional,topics entertainment,49.95,microsoft office project professional 2006 for mac ( mac ),,129.99,0.0
815,hoyle puzzle & board games 2007,encore software,19.99,hoyle puzzle & board games 2007,,49.99,0.0
816,punch 5 in 1 home design,punch ! software,39.99,punch software 36100 punch ! 5 in 1 home design,,15.59,0.0
817,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe cs3 web standard ( mac ),,499.0,0.0
818,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,individual software wasp cross stitch design studio premium 3 user,,8.58,0.0
819,instant immersion 33 languages,topics entertainment,49.99,instant immersion italian 2.0,,29.95,0.0
820,symantec pcanywhere 12.0 host only,symantec,169.65,symantec mobile t74-00369 d-micro-spot software pro 5.2 upgrade,,205.99,0.0
821,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 design premium macosx dvd,,249.0,0.0
822,tlc clue finders math learning system sb by riverdeep,encore software,19.99,m-audio pro cs3 sb cs3 production premium [ mac ],,39.99,0.0
823,acrobat professional 8 ( windows ),adobe,273.0,webroot ( tm ) antivirus,,99.95,0.0
824,webroot spy sweeper antispyware 5.x,webroot software,29.95,webroot spy sweeper antispyware 5.0 plus,,229.99,0.0
825,scansoft paperport professional 11 5 user license,nuance communications inc.,949.99,windows xp home basic upgrade v. 8.0 license addit,,1035.99,0.0
826,adobe dreamweaver cs3 [ mac ],adobe,399.0,adobe cs3 educational premium,,299.99,0.0
827,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3,,349.99,0.0
828,microsoft office small business 2007,microsoft software,735.33,microsoft powerpoint 2004 ( mac ),,17.95,0.0
829,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft publisher 2007 1u,,192.97,0.0
830,apple shake 4.1 visual effects ( mac ),apple computer,499.0,apple fireworks 10.5 in 1 ( mac ),,17.97,0.0
831,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft academic microsoft office small business 2007 ( pc ),,89.95,0.0
832,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe dreamweaver cs3 production premium upgrade,,399.99,0.0
833,microsoft digital image suite plus [ lb ],microsoft software,129.95,microsoft ( r ) windows vista ( tm ) home basic upgrade ( tm ),,569.99,0.0
834,total 3d home & landscape design suite version 9,individual software,39.99,total 3d home and landscape design suite,,46.9,0.0
835,cakewalk sonar home studio 6,cakewalk,139.0,cakewalk sonar home workshop 9,,15.97,0.0
836,steinberg cubase 4 digital audio software,steinberg,999.99,steinberg cubase studio professional edition recording software,,205.99,0.0
837,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,microsoft windows xp professional full version ( upgrade ),,69.99,0.0
838,punch ! home design architectural series 18,punch ! software,129.99,punch software 36100 punch ! home design architectural series 18,,12.95,0.0
839,microsoft office small business 2007 full version,microsoft,449.95,microsoft ( r ) office professional 2007,,49.99,0.0
840,quicken 2007 for mac,intuit,69.95,quicken ( r ) office 2004 for mac full version,,199.99,0.0
841,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,adobe photoshop cs3 ( mac ) [ new version ],,205.99,0.0
842,adobe after effects cs3 upgrade,adobe,299.0,adobe after effects cs3 upgrade,,729.99,0.0
843,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,m-audio pro tools m-powered 7.3 m-audio compatible production software music production software,,239.95,0.0
844,instant immersion spanish audio deluxe,topics entertainment,39.95,instant immersion italian 2.0,,7.95,0.0
845,panda antivirus 2007,panda software,29.95,panda software,,129.99,0.0
846,sims 2 nightlife expansion pack,aspyr media,34.99,quicken premier professional ( r ) premier,,109.99,0.0
847,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,4251-ssc-00223 microsoft windows vista business 32-bit for software developers with d48-000009,,99.99,0.0
848,computrace lojack for laptops : 1 year subscription,absolute software,49.99,power software 241009 power windows xp home edition,,16.95,0.0
849,sound forge audio studio 9,sony media,69.59,instant immersion german t71 platinum by encore software,,22.36,0.0
850,apple garageband jam pack : remix tools,apple,99.0,806-060161 apple win 32 bit,,124.99,0.0
851,scansoft paperport professional 11 5 user license,nuance communications inc.,949.99,myth v8 paperport pro paperport 8 upgr sp2,,62.48,0.0
852,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,print shop 22 deluxe collection sb cs by the print shop,,59.99,0.0
853,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe cs3 web standard,,857.99,0.0
854,microsoft onenote 2007,microsoft,99.95,microsoft ( r ) windows ( r ) xp professional full version with sp2,,69.95,0.0
855,microsoft mappoint 2006 standard edition,microsoft,299.0,microsoft ( r ) office ultimate 2007,,9.59,0.0
856,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microsoft fogware powerpoint 1999 upgrade software suite mac apple & mac software,,124.99,0.0
857,punch ! professional home design,punch ! software,89.99,punch software 100% home design platinum,punch software,69.99,0.0
858,microsoft data analyzer 2002,microsoft,179.0,microsoft ( r ) project 2004,,129.95,0.0
859,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,topics entertainment instant immersion spanish dlx 2.0,,39.99,0.0
860,make music allegro 2007 labpack 5 user,makemusic !,375.0,symphonic dreamworks 2 home suite ( multiview ),,49.99,0.0
861,microsoft asp net web matrix,microsoft,30.0,microsoft word 2004 upgrade ( mac ),,12.48,0.0
862,microsoft data analyzer 2002,microsoft,179.0,punch software 18100 punch ! 5 in 1 home design professional home design,punch software,99.95,0.0
863,middle school success deluxe 2008,topics entertainment,49.99,middle school success deluxe 2008 ( pc/mac ),,109.95,0.0
864,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 design premium upgrade,,795.99,0.0
865,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,adobe ( r ) photoshop ( r ) cs3 upgrade [ mac ],,205.99,0.0
866,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,high school word 2004 ( pc ),,79.99,0.0
867,microsoft entertainment pack ce,microsoft,49.5,adobe creative suite 3 design standard academic,,1287.99,0.0
868,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,adobe premiere pro cs3 academic upgrade,,205.99,0.0
869,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft ( r ) windows server 2003 for mac osx and windows ),,159.95,0.0
870,marine aquarium & goldfish screen saver by encore software,encore software,,encore software 10610 goldfish screen saver by encore software,,59.95,0.0
871,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft visio standard 2007,,825.95,0.0
872,high school advantage 2008,encore,39.99,encore software 10724 encore excel 2007,,129.99,0.0
873,the sims 2 : open for business expansion pack,aspyr media,34.99,the sims 2 expansion pack,,35.99,0.0
874,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe cs3 professional upgrade,,149.99,0.0
875,civilization iv dvd-rom ( mac ),aspyr media,49.99,worldclass home design platinum v10,,79.99,0.0
876,printmaster 17 platinum by encore software,encore software,39.99,printmaster 17 platinum by encore software,,26.95,0.0
877,quickbooks customer manager 2.5,intuit,79.95,quickbooks quickbooks,intuit,49.95,0.0
878,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe creative suite 3 web standard complete package academic mac,,999.0,0.0
879,peachtree by sage complete accounting 2007,sage software,269.99,sage ( r ) accounting for windows 7 x professional edition,,25.97,0.0
880,acrobat professional 8 mac upsell standard-professional,adobe,273.0,adobe acrobat professional 8 digital standard ( 7.0 ),,527.99,0.0
881,microsoft entertainment pack ce,microsoft,49.5,microsoft office excel 2007,,179.99,0.0
882,adobe creative suite cs3 master collection upsell,adobe,1999.0,7061127 adobe creative suite 3 design standard product upgrade package 1 user academic cd win,,872.39,0.0
883,instant immersion spanish audio deluxe,topics entertainment,39.95,instant immers japanese ( audio book ),,14.9,0.0
884,adobe soundbooth cs3 [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,199.99,0.0
885,the sims 2 : open for business expansion pack,aspyr media,34.99,reader rabbit reading time preschool,,37.17,0.0
886,quickbooks premier edition 2007 5 user multi-pack,intuit,1499.95,quickbooks ( r ) premier,intuit,99.95,0.0
887,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe premiere pro cs3,,129.99,0.0
888,adobe premiere pro cs3,adobe,799.0,adobe cs3 web standard,,129.0,0.0
889,microsoft office small business 2007,microsoft software,735.33,mappoint 2006 for pc,,119.95,0.0
890,onone software intellihance pro 4.1,onone software,,nova development suite onone software,,37.9,0.0
891,adobe premiere pro cs3,adobe,799.0,adobe cs3 design standard complete package 1 user ( s ) pc,,17.11,0.0
892,state standards grade 8,topics entertainment,29.95,instant immersion ingles audio book,,29.99,0.0
893,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe cs3 software suite master professional design,,1699.0,0.0
894,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499.0,apple final cut studio 3 cd cd,,89.99,0.0
895,palo alto business plan pro premier 2007,palo-alto-software,199.0,punch software 41100 punch ! home design architectural series 18,,26.9,0.0
896,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,punch software 36100 punch ! master landscape & home design,,14.95,0.0
897,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft word 2004 version upgrade ( mac ),,109.95,0.0
898,adobe fireworks cs3 [ mac ],adobe,299.0,adobe illustrator cs3 [ mac ],,159.99,0.0
899,print explosion deluxe 3.0 ( mac ),nova development,49.99,instant immers french dlx2,,17.99,0.0
900,adobe photoshop cs2 fundamental techniques by julieanne kost,software cinema,,adobe acrobat professional ( mac ),,179.99,0.0
901,onone plug-in suite 3 for adobe photoshop,onone software,399.95,onone software 20101183 adobe photoshop elements 4.0 plus adobe premiere elements 5.0 premiere elements 2.0 standard elements software for windows media corp,,99.,0.0
902,adobe cs3 design standard macosx dvd,adobe,399.0,adobe cs3 design premium macosx pc,,1799.0,0.0
903,printmaster 17 gold by encore software,encore software,30.66,encore software 1141800 encore for mac 8.0 ( mac ),,41.97,0.0
904,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,594822035 adobe photoshop elements 4.0 premiere elements 3.0 complete package 1 user academic cd win,,887.99,0.0
905,extensis intellihance pro 4.x win/mac,extensis corporation,199.99,microspot macdraft professional,,349.95,0.0
906,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft windows vista business 32-bit for system builders complete package 1 pc cd,,179.71,0.0
907,quickbooks premier nonprofit edition 2007,intuit,399.95,quickbooks pro 2007,,16.51,0.0
908,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) money 2007 upgrade ( tm ) crc,,9.5,0.0
909,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,apple logic pro 2007 premier,,179.99,0.0
910,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,peachtree ( r ) accounting 2007 for nonprofits,,831.11,0.0
911,adobe fireworks cs3 [ mac ],adobe,299.0,adobe photoshop cs3 ( mac ) [ advanced version ],,279.99,0.0
912,micromat techtool pro 4 ( mac ),micromat,99.99,microsoft ( r ) cal 2007 upgrade license 1 pc user win,,399.99,0.0
913,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft academic microsoft office & windows training,,99.95,0.0
914,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft,5479.0,microsoft ( r ) office 2004 standard upgrade ( r ) mac,,1247.27,0.0
915,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,instant immersion italian v2 .0 ( pc & mac ),,27.95,0.0
916,microspot macdraft professional ( mac ),microspot ltd.,349.99,microspot ( r ) pro 8 macdraft professional,microspot ltd.,239.99,0.0
917,punch ! home design architectural series 18,punch ! software,129.99,punch software 43100 punch ! home design architectural series 18,,99.95,0.0
918,norton internet security 2008 10 user,symantec,199.99,microsoft word 2004 software mac apple & mac software,,769.95,0.0
919,onone genuine fractals 5 full 1u,onone software,159.95,onone systems inc. v14-00220 onone software pro 8 ( jce-00294 ) jewel case complete package 1u,onone software,1049,0.0
920,acrobat professional 8 mac upsell standard-professional,adobe,273.0,adobe acrobat professional 8,,1699.0,0.0
921,professional home design suite platinum,punch ! software,99.95,punch software 14100 punch ! master landscape & home design,punch ! software,49.99,0.0
922,microsoft licenses isa server lic/sa olp c ( e8400294 ),microsoft licenses,3210.4,microsoft licenses microsoft money 2007 enterprise cals,,129.99,0.0
923,microsoft onenote 2007,microsoft,99.95,microsoft onenote 8.0 standard 2006,,413.99,0.0
924,zoboomafoo animal logic cd/workbook combo,brighter minds media inc.,14.99,bright minds media inc. photo-editing software music production software,bright-minds entertainment,49.99,0.0
925,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,microsoft windows xp professional 10.0,,109.95,0.0
926,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe acrobat professional 8,,36.9,0.0
927,station access collection,sony-creative-software,29.99,encore software 13100 hd visual studio professional on-computer mac,,62.99,0.0
928,math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,,34.99,0.0
929,adobe after effects professional 7.0,adobe,999.0,adobe cs3 full version for windows tax and finance software,,145.95,0.0
930,microspot macdraft professional ( mac ),microspot ltd.,349.99,microspot macdraft professional for windows ( jce-th6 ),microspot,45.9,0.0
931,adobe indesign cs3 [ mac ],adobe,699.0,adobe cs3 design standard academic mac,,199.99,0.0
932,singleclick network now ! pro,encore software,39.99,encore software 331824 goldfish cubase marine aquarium & treasureroom,,36.36,0.0
933,professional home design suite platinum,punch ! software,99.95,punch software 25100 punch ! master landscape & home design architectural series 4000 v10,punch ! software,49.99,0.0
934,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 for mac,,99.99,0.0
935,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,quickbooks pro 2007 10pk,,17.95,0.0
936,global software smart steps 2nd grade windows macintosh ),global software,,global software inc ( hawaiian mac ) win 98 me 2000 xp,,17.95,0.0
937,adobe creative suite cs3 production premium,adobe,1699.0,adobe d7 microsoft computrace lojack for mac academic,,192.99,0.0
938,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe creative suite 3 design premium product upgrade package 1 product upgrade package 1 user cd win,,817.99,0.0
939,train sim modeler design studio,abacus,39.99,marionettes 5 digital music production software for mac/pc,,7.9,0.0
940,computrace lojack for laptops 4 year subscription,absolute software,119.99,instant immersion italian 2.0,,47.73,0.0
941,station access collection,sony-creative-software,29.99,sony vegas 4 soundtrack,,535.59,0.0
942,acrobat professional 8 mac upsell standard-professional,adobe,273.0,adobe creative suite 3 web standard complete package 1 user academic cd win,,819.99,0.0
943,resumemaker professional 12.0,individual software,29.99,total 4th-6th grade 7th edition,,42.48,0.0
944,quickbooks pro 2007 small business financial software,intuit,199.95,3d home architect home v. 8 by encore software,,29.99,0.0
945,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,adobe cs3 design standard upgrade [ mac ],,834.99,0.0
946,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe cs3 ( v10 .0 ) design standard mac,,199.0,0.0
947,home & business lawyer dlx 2006 by broderbund,encore software,,broderbund dlx professional software home/computer architect,,99.95,0.0
948,microsoft office & windows training professional,topics entertainment,49.95,microsoft ( r ) word 2004 for mac standard,,849.99,0.0
949,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft office small business 2007 ( pc ),,549.58,0.0
950,the print shop 22 deluxe,encore,49.99,encore software 11220 print shop 22 deluxe,,79.99,0.0
951,genuine fractals print pro 4.1 sharpener pro 2.0,onone software,,world of cakewalk sonar music production software,,16.99,0.0
952,solitaire antics deluxe,masque publishing,,math success deluxe 2005 ( pc/mac ) ( jewel case ),,59.99,0.0
953,axis & allies ( jewel case ),encore,9.99,jumpstart ( r ) design advanced topics pro,,36.52,0.0
954,sibelius 4 educational edition,sibelius-software-ltd .,329.0,sibelius 5 educational edition,,17.99,0.0
955,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft academic microsoft student and teacher edition,,39.99,0.0
956,disney 's 1st & 2nd grade bundle ( pixar 1st grade secret keys and aladdin reading quest ),disney,14.99,punch software 95100 punch ! 4th-6th grade v10 .0,,16.9,0.0
957,acrobat professional 8 ( windows ),adobe,273.0,adobe cs3 production premium upgrade,,99.95,0.0
958,quickbooks premier nonprofit edition 2007,intuit,399.95,quickbooks pro 2007 pro,,119.99,0.0
959,sibelius 4 professional edition,sibelius-software-ltd .,599.99,sibelius 4 professional edition,,99.99,0.0
960,onone software intellihance pro 4.1,onone software,,onone software proc apple mac os x,,709.99,0.0
961,individual small business advantage deluxe 2006,individual,49.99,quickbooks ( r ),,18.95,0.0
962,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe acrobat ( v10 .0 ) professional,,299.99,0.0
963,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 design premium software suite cs3 design premium upsell,,1249.95,0.0
964,family tree maker version 16 essentials,encore,29.95,family tree maker version 17 essentials,,17.97,0.0
965,adobe cs3 design premium macosx dvd,adobe,599.0,1709229858 adobe creative suite 3 web standard academic windows,,109.99,0.0
966,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe cs3 design standard academic,,699.0,0.0
967,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe production premium architectural series 3 for mac,,199.99,0.0
968,punch ! home design architectura series 18,punch ! software,129.99,punch software 25100 punch ! home design architectura,,45.59,0.0
969,apple remote desktop 3 unlim managed systems,apple,499.0,adobe indesign cs3 for mac upgrade,,1048.99,0.0
970,panda antivirus 2007,panda software,29.95,panda software panda internet security 2007,,79.99,0.0
971,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft ( r ) project standard 2007,,279.95,0.0
972,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,adobe photoshop CS4 basic upgrade [ mac ],,449.99,0.0
973,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe cs3 master collection [ mac ],,599.99,0.0
974,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design standard upgrade,,539.99,0.0
975,3d home architect home design deluxe version 9,encore,29.99,encore software 87400 home master landscape and home design,,69.99,0.0
976,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe cs3 production premium upgrade,,399.99,0.0
977,quickverse bible premier suite,individual software,39.99,quickverse bible v2 full version,intuit,149.95,0.0
978,world of warcraft pc,vivendi,35.7,spy sweeper 2,,735.9,0.0
979,art explosion 600 000 images,nova development,79.99,allume dvd 3.1,nova development,49.99,0.0
980,mavis beacon 17 standard,encore software,19.95,mavis beacon 17 standard,,36.39,0.0
981,microsoft licenses win svr 2003 device cal l/sa ( r1800144 ),microsoft licenses,74.59,microsoft onenote 2007 professional,,129.99,0.0
982,talk now ! learn dutch,eurotalk interactive,29.95,broderbund platinum video editing software v. 8.0,,899.0,0.0
983,quickbooks customer manager 2.5,intuit,79.95,quickbooks simple start 2007,,42.97,0.0
984,the printshop 20 professional publisher,broderbund,69.99,encore software 10580 print shop 22 deluxe,,14.99,0.0
985,adobe soundbooth cs3 [ mac ],adobe,199.0,adobe cs3 software for mac academic,,109.99,0.0
986,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],adobe,149.99,adobe cs3 web standard,,493.99,0.0
987,airline tycoon deluxe,topware interactive,19.99,microspot macdraft pro upgrade,,10.97 �0,0.0
988,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft office 2004 academic version windows,,119.99,0.0
989,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,adobe cs3 design premium upgrade,,549.99,0.0
990,global software smart steps 1st grade windows macintosh ),global software,,mypro tools ( jce-th6 ) advanced professional tools for software architecting ( cs3 ),,89.99,0.0
991,adobe audition 2.0 upgrade,adobe,129.0,adobe cs3 design standard upgrade,,49.99,0.0
992,adobe audition 2.0 upgrade,adobe,129.0,adobe audition 2.0 software academic,,1269.99,0.0
993,instant immersion translator deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion german 2,,43.97,0.0
994,mcafee internet security suite 2007 3 users,mcafee,89.99,mcafee world security suite 2004 11 users,,33.9,0.0
995,adobe cs3 design standard macosx dvd,adobe,399.0,adobe cs3 design premium macosx dvd,,205.99,0.0
996,home & business lawyer dlx 2006 by broderbund,encore software,,encore software 10327 broderbund encore software 10721 broderbund win mac,,199.99,0.0
997,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe premiere pro cs3,,619.99,0.0
998,microsoft onenote 2007,microsoft,99.95,intuit quickbooks pro 2007 for mac,,69.99,0.0
999,adobe contribute cs3 [ mac ],adobe,149.0,adobe cs3 cs3 software for mac standard academic,,129.99,0.0
1000,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe design premium cs3 web premium complete package 1 user academic pc,,639.99,0.0
1001,adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade [ mac ],,99.99,0.0
1002,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,instant play pro 2008,,399.99,0.0
1003,upgrade emc retrospect 7.5 multi server windows only,dantz,,jumpstart for nonprofits 2005,! communications,19.99,0.0
1004,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd win compatible mac,,8.58,0.0
1005,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,mappoint 2006,,79.97,0.0
1006,adobe after effects professional 7.0,adobe,999.0,adobe acrobat v3.0 professional for mac,,369.99,0.0
1007,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 ( pro ),,799.0,0.0
1008,quickbooks pro 2007 for mac ( mac ),intuit,199.95,reader rabbit reading learning system 2007 for mac,,22.97,0.0
1009,microsoft office small business 2007 full version,microsoft,449.95,microsoft word 2004 upgrade ( mac ),,413.14,0.0
1010,adobe fireworks cs3 [ mac ],adobe,299.0,adobe cs3 production premium,,39.99,0.0
1011,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microsoft p1800c brightstor arcserve backup exec svr for windows xp,,179.95,0.0
1012,tlc dr. seuss reading learning system 2008,encore,19.99,quickbooks ( r ),,17.59,0.0
1013,instant immersion spanish ( audio book ),topics entertainment,,instant immers japanese ( audio book ),,26.95,0.0
1014,instant immersion spanish audio deluxe,topics entertainment,39.95,instant immersion german 2.0,,109.99,0.0
1015,adobe fireworks cs3 [ mac ],adobe,299.0,adobe fireworks cs3 academic,,168.0,0.0
1016,spy sweeper [ lb ],webroot software,29.99,fogware fireworks ( win 98 me 2000 xp ),,45.9,0.0
1017,microsoft outlook 2007,microsoft,109.95,microsoft ( r ) mappoint 2007,,118.99,0.0
1018,individual small business advantage deluxe 2006,individual,49.99,individual small business advantage deluxe 2006,,43.9,0.0
1019,punch ! professional home design suite,punch ! software,69.99,punch software 14100 punch ! master landscape & home design,,99.99,0.0
1020,microsoft digital image suite 2006 plus pinnacle studio 10.0,microsoft,99.95,microsoft ( r ) project 2003 xp,,79.99,0.0
1021,microsoft office small business 2007 full version,microsoft,449.95,microsoft office frontpage 2004 professional ( pc ),,206.95,0.0
1022,microsoft word 2007 version upgrade,microsoft,109.95,microsoft windows xp professional full version with sp2,,95.99,0.0
1023,sibelius 4 professional edition,sibelius-software-ltd .,599.99,sibelius 4 professional edition,sibelius-software-ltd,413.95,0.0
1024,procurve vpn client software unlimited client licenses,hewlett packard,,procurve vpn client software client pack,,36.99,0.0
1025,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft windows vista business 32-bit for system builders or upgrade users,,239.99,0.0
1026,microsoft word 2007 version upgrade,microsoft,109.95,microsoft word 2007 upgrade ( pc ),,129.99,0.0
1027,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe cs3 web premium upgrade,,499.99,0.0
1028,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 extended [ mac ],,399.99,0.0
1029,microsoft office small business 2007,microsoft software,735.33,microsoft ( r ) windows ( r ) xp professional home basic upgrade ( x ),,413.95,0.0
1030,palo alto business plan pro premier 2007,palo-alto-software,199.0,palo alto software ope business planmaker 2006 for mac & web,,25.99,0.0
1031,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe creative suite 3 design standard product upgrade package 1 user upgra,,1617.0,0.0
1032,broderbund print shop 21 deluxe,encore software,49.99,printmaster gold v2.0,,17.99,0.0
1033,punch ! home design architectura series 18,punch ! software,129.99,punch software 14100 punch ! home design architectural series 18,,205.99,0.0
1034,3d home architect landscape design deluxe version 9,encore,29.99,encore software 10811 encore gold v. 8 by encore logos,,19.9,0.0
1035,adobe production studio premium,adobe,1699.0,adobe dreamweaver cs3 [ mac ],adobe,999.0,0.0
